Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-3676;8384;-13484,5465;530;-648,0.01710969;0.2909158;1.251462,-0.01448965;0.07020333;1.332689,0.1526692;0.01903569;1.339489,0.1856779;-0.1986484;1.221257,0.2195829;-0.4060243;1.053713,0.2108431;-0.4495218;1.021665,-0.02297681;-0.4335917;1.45341,0
28,-3556;8116;-14012,3951;58;-764,0.01716667;0.2908351;1.251333,-0.01448449;0.07011559;1.332596,0.152705;0.01893095;1.339473,0.1851681;-0.1967509;1.221405,0.2064499;-0.4305714;1.079858,0.2033375;-0.4751509;1.044042,-0.02304794;-0.4336593;1.453468,0
59,-3604;7480;-14444,4138;-242;-1517,0.01727524;0.2903818;1.249821,-0.01453676;0.0698326;1.331645,0.1527149;0.01874135;1.339148,0.1847788;-0.1964783;1.221044,0.2060293;-0.4303313;1.079542,0.2000089;-0.4769214;1.046553,-0.02324772;-0.4337357;1.453007,0
96,-3236;7476;-14440,3544;-261;-1485,0.01729383;0.2903701;1.249859,-0.01455993;0.06979456;1.331743,0.1527564;0.01862523;1.339225,0.1845197;-0.1956658;1.221592,0.2090642;-0.4235894;1.07064,0.2064819;-0.4557108;1.03422,-0.0234281;-0.4338569;1.453486,0
127,-3660;7812;-14480,5675;373;-2267,0.0173042;0.2903576;1.249829,-0.01456205;0.06975076;1.331748,0.1527672;0.01856063;1.339239,0.1833076;-0.1989181;1.224288,0.2055411;-0.4283628;1.075463,0.2030108;-0.4625182;1.041757,-0.0235485;-0.4339015;1.453666,0
161,-3256;7544;-14888,2224;-426;-2000,0.0173267;0.2903191;1.249766,-0.01454792;0.06970488;1.331779,0.1527928;0.01849754;1.339272,0.1827982;-0.1956006;1.224211,0.2073571;-0.4201058;1.06791,0.2052055;-0.4577288;1.036601,-0.02374132;-0.4339573;1.453819,0
196,-3192;6800;-15044,4912;667;-2016,0.01734468;0.2903081;1.249787,-0.01452053;0.06964819;1.331969,0.1528064;0.01845261;1.339349,0.1824936;-0.194468;1.224474,0.2085332;-0.415281;1.062935,0.2037634;-0.45489;1.031557,-0.02379649;-0.4339425;1.454345,0
236,-3624;7024;-15816,3683;337;-1588,0.01736605;0.2902674;1.249751,-0.01448232;0.06957963;1.331918,0.1527996;0.01842118;1.33933,0.1824179;-0.1944852;1.224407,0.2086981;-0.4148309;1.062236,0.202024;-0.461924;1.03299,-0.02389804;-0.4339794;1.454337,0
260,-2988;6036;-15656,6161;309;-1098,0.01740535;0.2901869;1.249645,-0.01449232;0.0695245;1.331839,0.1527997;0.01841032;1.339318,0.1820485;-0.1939644;1.223842,0.2037272;-0.4220888;1.072704,0.2017779;-0.4600527;1.036909,-0.0242837;-0.4339268;1.454461,0
294,-3732;6736;-16176,7217;673;-572,0.01745084;0.2901429;1.249587,-0.0144423;0.0694847;1.331877,0.1527955;0.01841383;1.339331,0.1818377;-0.1933404;1.223858,0.2013221;-0.425555;1.079167,0.2011215;-0.4638494;1.046811,-0.0243929;-0.4339243;1.454607,0
326,-3092;6188;-15132,3718;1523;-1498,0.01759214;0.2896399;1.248305,-0.0142299;0.06927069;1.331296,0.1527845;0.01834725;1.339125,0.1812551;-0.1933442;1.223047,0.2009025;-0.4263647;1.079771,0.1962465;-0.4678538;1.052562,-0.02467456;-0.4339208;1.45404,0
361,-3572;6296;-14636,1424;259;-1789,0.01768944;0.2895305;1.248028,-0.01422318;0.06918556;1.331055,0.1527794;0.01832916;1.339079,0.1809595;-0.1931328;1.222868,0.2007876;-0.4263087;1.079887,0.1961446;-0.4639342;1.049233,-0.02497003;-0.4338959;1.453857,0
397,-3452;4604;-15904,4085;-426;-840,0.01771626;0.2895177;1.248063,-0.01421345;0.0691755;1.331048,0.1527763;0.01832004;1.33908,0.180764;-0.1930097;1.223022,0.2003593;-0.4266903;1.080889,0.1978762;-0.4621648;1.047619,-0.02498488;-0.4338946;1.453846,0
428,-4044;5864;-17040,6014;-378;-320,0.01774629;0.2894849;1.248037,-0.01415828;0.0691652;1.33093,0.1527733;0.01831728;1.339063,0.1806217;-0.1929772;1.2229,0.1998214;-0.4270571;1.081411,0.1962957;-0.4674512;1.052769,-0.02503691;-0.4338816;1.453724,0
460,-3360;5384;-16040,490;24;-540,0.0179057;0.2895051;1.248569,-0.01409398;0.06921984;1.331541,0.1528097;0.018345;1.339248,0.1804751;-0.1928974;1.223625,0.1996134;-0.4270396;1.082239,0.1968894;-0.4604154;1.05128,-0.02503111;-0.4338202;1.454175,0
494,-3036;4792;-15136,-851;14;-1193,0.01793987;0.2894903;1.248496,-0.01410661;0.06923404;1.331472,0.1528083;0.01833978;1.339223,0.1802384;-0.1925267;1.223094,0.1994101;-0.4266928;1.081747,0.1974074;-0.4669371;1.048347,-0.02511328;-0.4337859;1.454094,0
526,-2944;4996;-15672,1933;-772;-239,0.01798568;0.2897291;1.249153,-0.01410315;0.06935064;1.332018,0.1527966;0.01835286;1.339385,0.180094;-0.1913285;1.223387,0.2095705;-0.4012093;1.048279,0.2024349;-0.4552398;1.022566,-0.02547898;-0.4336997;1.454896,0
560,-3160;4800;-15876,1360;-713;-264,0.01793449;0.2899632;1.249881,-0.01410801;0.06947966;1.332594,0.1528077;0.01836265;1.339445,0.1801768;-0.1888032;1.222641,0.2093766;-0.4002788;1.048903,0.2021099;-0.4504975;1.023117,-0.02536895;-0.4336706;1.45521,0
596,-2820;4660;-15920,1252;-834;-888,0.01791245;0.2899705;1.249821,-0.01410795;0.06950767;1.332556,0.1528056;0.01835823;1.339381,0.1804001;-0.1850306;1.218985,0.2042898;-0.3285101;1.074056,0.2104091;-0.3864448;1.036473,-0.02559696;-0.4336829;1.454943,0
630,-3056;5036;-15728,-813;-1368;-1635,0.01774444;0.2902357;1.25076,-0.01397917;0.06965613;1.333437,0.152824;0.01838905;1.339388,0.1809966;-0.1836148;1.217638,0.2047603;-0.3280742;1.073447,0.2126934;-0.3874031;1.034083,-0.02559726;-0.4336751;1.455351,0
661,-3116;4952;-16524,694;-1216;-1193,0.01763785;0.2903585;1.250837,-0.01394715;0.06972644;1.333498,0.1528563;0.01838095;1.339182,0.1820888;-0.1822492;1.213827,0.2056336;-0.3240045;1.06702,0.2137693;-0.3800953;1.007212,-0.02556979;-0.4336958;1.455181,0
696,-3188;5408;-16864,-18;-1444;-971,0.01746714;0.2905274;1.250822,-0.01384979;0.0698345;1.333471,0.1528784;0.0184251;1.338693,0.1840415;-0.1849618;1.208927,0.2076425;-0.3137945;1.050078,0.2156731;-0.3702054;0.972719,-0.02552393;-0.4336966;1.45488,0
727,-3120;5072;-16584,53;-58;-598,0.01686171;0.2911647;1.251697,-0.01357938;0.07013936;1.334219,0.1529235;0.01846939;1.338557,0.1883783;-0.1745401;1.196093,0.208568;-0.3098038;1.042353,0.218109;-0.3645464;0.958378,-0.02554728;-0.4337304;1.454832,0
759,-3368;5716;-15196,-506;236;-362,0.01632378;0.2916492;1.252184,-0.01331341;0.07044296;1.33469,0.1535715;0.02189064;1.331425,0.1979675;-0.1600623;1.136565,0.212559;-0.3237295;1.014521,0.2169457;-0.3670176;0.9305466,-0.02552106;-0.4336948;1.45482,0
794,-2788;4708;-14824,746;-167;130,0.01580571;0.2919714;1.252442,-0.01300216;0.07069796;1.334909,0.153669;0.02194792;1.331525,0.1961368;-0.1688671;1.175234,0.2136725;-0.2918228;1.010622,0.2219387;-0.3436683;0.9202167,-0.02566401;-0.4338497;1.454224,0
829,-3164;5524;-14784,2258;91;-275,0.01516003;0.2923108;1.252689,-0.01287692;0.07092828;1.33514,0.1537225;0.02201335;1.331536,0.2006061;-0.1640991;1.158998,0.2167169;-0.2823385;0.9906201,0.2234007;-0.3305667;0.8966361,-0.02593776;-0.4340162;1.453438,0
866,-3412;5900;-15144,-1113;-1965;-1040,0.01377125;0.2933148;1.254627,-0.01262265;0.07187616;1.337011,0.1551764;0.02823153;1.326355,0.2028604;-0.1617422;1.155121,0.2195248;-0.2728011;0.981781,0.2256627;-0.3206811;0.8825468,-0.0257035;-0.4331828;1.454479,0
898,-2872;5016;-15968,742;-775;-1287,0.01278376;0.2939057;1.255396,-0.01244909;0.07245359;1.33772,0.155194;0.03134483;1.321394,0.2044907;-0.1496534;1.146981,0.2221695;-0.2541502;0.9695179,0.2277159;-0.3004789;0.8652403,-0.0254497;-0.432696;1.454796,0
929,-3404;6480;-15772,1033;-648;-1336,0.01172605;0.2943795;1.255935,-0.01236125;0.07301304;1.338434,0.1555707;0.03531205;1.318002,0.20621;-0.139439;1.141256,0.2254803;-0.2372204;0.9494363,0.2283918;-0.2827892;0.8474878,-0.02535331;-0.4323038;1.454994,0
963,-3216;5960;-15764,680;-58;-1011,0.01049903;0.2950377;1.256795,-0.01251618;0.07394703;1.339831,0.1554366;0.03903552;1.315925,0.2072502;-0.1208559;1.127977,0.2270227;-0.2291721;0.9377159,0.2296517;-0.2683155;0.8287508,-0.02484843;-0.4310155;1.456048,0
993,-3284;6072;-15164,1756;-217;-771,0.009631406;0.2955044;1.257079,-0.01259734;0.07459773;1.340226,0.1548879;0.04343073;1.31302,0.1997878;-0.08494118;1.131668,0.2277052;-0.2115752;0.9113466,0.2295545;-0.2475402;0.8101128,-0.02452414;-0.4298059;1.456242,0
1026,-3036;5536;-15448,1627;-412;-816,0.008822781;0.2958896;1.25738,-0.01294746;0.0751301;1.340517,0.153169;0.04823196;1.310675,0.2005177;-0.08434673;1.129458,0.2282759;-0.1952258;0.9051119,0.2319288;-0.2159875;0.8119873,-0.02443486;-0.4291556;1.456047,0
1063,-3108;5576;-15464,613;-339;-1211,0.008015272;0.2963428;1.257783,-0.01350689;0.07588663;1.340885,0.151787;0.05256362;1.308238,0.1993193;-0.07682128;1.127135,0.2210036;-0.1331219;0.9288285,0.2302171;-0.1934352;0.7859235,-0.02440167;-0.4275913;1.456394,0
1097,-3220;5820;-15544,1389;-838;-1044,0.0072909;0.2966643;1.258037,-0.01422175;0.07669732;1.341243,0.1517079;0.05287814;1.308128,0.2015513;-0.03893586;1.09179,0.2240471;-0.1302498;0.8705271,0.2310361;-0.1649555;0.7783812,-0.02423437;-0.4263865;1.456847,0
1128,-3172;5588;-16032,1164;-705;-841,0.006149738;0.2972192;1.258643,-0.01542192;0.07790653;1.34197,0.1513009;0.0540087;1.308163,0.1957941;-0.0405019;1.123675,0.2166116;-0.09560286;0.9170539,0.2291382;-0.1187805;0.8071249,-0.02400318;-0.4251125;1.457361,0
1161,-3360;5960;-16168,1393;-615;-765,0.005107414;0.2978497;1.259305,-0.01654235;0.07893778;1.342757,0.1504981;0.05532387;1.308452,0.1960682;-0.03918255;1.124234,0.2175656;-0.07035702;0.9100724,0.2295773;-0.08626138;0.79983,-0.02340297;-0.423345;1.458472,0
1193,-3180;5764;-16160,748;-73;-442,0.004183031;0.2982408;1.259973,-0.01801101;0.08006716;1.343669,0.1498017;0.05628082;1.308897,0.1972876;-0.03652549;1.124293,0.2279632;-0.08182462;0.8527288,0.2316878;-0.07094064;0.7407468,-0.02346145;-0.422098;1.459487,0
