Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-10836;12112;4732,-550;2318;-10456,0.02006179;0.3175479;1.247468,0.001517626;0.09429874;1.335894,0.1839389;0.04520281;1.326964,0.2461184;-0.2056717;1.324801,0.2051943;-0.3055002;1.148688,0.195872;-0.3277538;1.112357,0.01115859;-0.4137714;1.481197,0
34,-11252;14648;6108,-355;1029;-9167,0.02005852;0.3175381;1.247427,0.001499702;0.09429783;1.335891,0.184064;0.04510359;1.326625,0.2448666;-0.159663;1.37725,0.208808;-0.3007629;1.147322,0.196712;-0.324726;1.11209,0.01114835;-0.413778;1.481208,0
67,-11692;10520;4052,-398;805;-7684,0.02003139;0.3174921;1.247051,0.001446417;0.09427073;1.335438,0.1824067;0.04606339;1.329242,0.2444229;-0.1604201;1.377121,0.2068795;-0.3047801;1.144463,0.195619;-0.3254236;1.109232,0.01116586;-0.4137682;1.48115,0
99,-12292;12944;5928,-1655;300;-7569,0.02001685;0.3174702;1.247024,0.001415365;0.09427635;1.335473,0.1828303;0.04577324;1.328359,0.2440381;-0.1619249;1.379119,0.2060786;-0.3068872;1.146815,0.1963789;-0.3258533;1.11436,0.01115566;-0.4137594;1.481168,0
132,-12156;9588;4172,-1376;-1314;-5571,0.02000172;0.317444;1.246975,0.001412952;0.09426901;1.33545,0.1831865;0.04553866;1.327482,0.2192073;-0.2029333;1.413905,0.2061812;-0.3033401;1.156473,0.1980186;-0.3201139;1.117195,0.01126997;-0.4138376;1.480982,0
164,-12248;10780;4984,-2740;-27;-5473,0.01999383;0.317439;1.246976,0.001337051;0.09427888;1.335475,0.1834142;0.0453898;1.326941,0.2443741;-0.1617916;1.375291,0.2056776;-0.3045131;1.145229,0.1958266;-0.3229834;1.107859,0.01083407;-0.4140275;1.480664,0
199,-12384;8592;3980,-2831;228;-5082,0.01995368;0.3173864;1.246888,0.001326994;0.09427162;1.33546,0.1836231;0.04527114;1.326504,0.2437946;-0.1631408;1.37692,0.2054238;-0.3040522;1.145143,0.1950443;-0.3226691;1.108158,0.01083417;-0.4140283;1.480664,0
231,-12896;9964;6108,-5303;813;-4558,0.01987245;0.3174523;1.24723,0.001158398;0.09428257;1.335753,0.183712;0.04523159;1.326429,0.2437041;-0.1638221;1.378697,0.2053718;-0.3036865;1.145162,0.1963331;-0.3224165;1.110713,0.01036079;-0.4142699;1.480708,0
265,-12908;7596;4996,-1199;112;-2625,0.01978249;0.3174897;1.247399,0.001124805;0.09428532;1.335907,0.1810098;0.04701295;1.331903,0.2437265;-0.1640275;1.378985,0.2052774;-0.3022151;1.1452,0.1965531;-0.3205391;1.108981,0.0103788;-0.4142147;1.480886,0
301,-12876;9688;5340,-3957;-504;-2619,0.01964096;0.3173442;1.246995,0.001032407;0.09420945;1.335432,0.1820324;0.04635841;1.329526,0.2436244;-0.1642714;1.378642,0.2047825;-0.3004918;1.142881,0.1956743;-0.3168933;1.103453,0.01036823;-0.414203;1.480821,0
332,-12608;7060;5336,-8023;-213;-1532,0.01951529;0.3172117;1.246659,0.0009689067;0.09416382;1.335155,0.1826064;0.0459308;1.327968,0.2433941;-0.1644406;1.37781,0.2042414;-0.3000358;1.140019,0.1956631;-0.3168172;1.102026,0.01040398;-0.4141961;1.480624,0
365,-13064;8024;7080,-5765;-387;-1034,0.01946551;0.3172202;1.246639,0.0009549797;0.09416902;1.335163,0.182913;0.04568377;1.327294,0.2433237;-0.1649948;1.377956,0.2039752;-0.2989701;1.139324,0.1949622;-0.3169815;1.102757,0.01039855;-0.4141833;1.480624,0
399,-12176;5936;6668,-3026;-122;8,0.019383;0.317264;1.246733,0.0008432478;0.0942292;1.335315,0.1807435;0.0472668;1.332107,0.243253;-0.1652902;1.378141,0.2038888;-0.2990495;1.139334,0.1954137;-0.3163736;1.104124,0.01032902;-0.4141273;1.480788,0
433,-12044;6920;7020,2276;134;-582,0.01920735;0.3171521;1.246425,0.0007940715;0.09420084;1.335157,0.1800424;0.04753574;1.332628,0.2433891;-0.163923;1.375165,0.2037299;-0.2976742;1.137431,0.195903;-0.3133289;1.099629,0.01029533;-0.4141777;1.480541,0
465,-12232;6888;7028,1691;-30;-649,0.019106;0.3171276;1.246292,0.000739564;0.0941992;1.335082,0.1811176;0.04675539;1.329927,0.2432026;-0.164156;1.375252,0.2034387;-0.2972152;1.136637,0.1948653;-0.3111502;1.096569,0.01006885;-0.4142523;1.480219,0
501,-12356;6796;6632,4588;-117;-1023,0.01904419;0.3171442;1.246318,0.0006897577;0.09420053;1.335178,0.1816919;0.04642247;1.328949,0.2431017;-0.1642982;1.375763,0.2033074;-0.296659;1.136231,0.1962508;-0.3141815;1.100606,0.00955908;-0.4143492;1.48017,0
532,-12436;7404;6656,2286;-169;-943,0.01898294;0.3171553;1.246344,0.0006974703;0.09419101;1.335174,0.1821292;0.04612352;1.328016,0.2429915;-0.1643686;1.375919,0.2127756;-0.2781312;1.153738,0.2000584;-0.3052429;1.108849,0.009704152;-0.4142684;1.480304,0
565,-12128;6320;5548,4150;-401;-1243,0.01888925;0.3171466;1.246256,0.0006772226;0.09416132;1.335096,0.1824487;0.04582589;1.327102,0.2426507;-0.1651409;1.375709,0.2138288;-0.2769022;1.154575,0.2011691;-0.3027425;1.106056,0.009433105;-0.4144573;1.479871,0
598,-12692;8032;5836,3323;93;-1285,0.01882903;0.317153;1.246266,0.0006623661;0.09417054;1.335142,0.1826444;0.04569267;1.32664,0.2425598;-0.1656441;1.375764,0.2147647;-0.2747672;1.15702,0.204073;-0.3000786;1.106043,0.009504351;-0.4144483;1.479966,0
632,-12552;7096;5236,3571;-798;-367,0.01873106;0.3171945;1.246437,0.0006326882;0.09418931;1.335355,0.1828164;0.04560763;1.326448,0.2425427;-0.1657182;1.375745,0.2154507;-0.2744304;1.156661,0.2048703;-0.3005785;1.104837,0.009573787;-0.4143755;1.480137,0
664,-12372;7976;5572,4778;37;-690,0.01863283;0.3171355;1.2463,0.000554104;0.09416763;1.3352,0.1830699;0.04540879;1.325901,0.2427059;-0.1640864;1.373924,0.216314;-0.2730378;1.156032,0.2056843;-0.2961065;1.101955,0.009618994;-0.4143228;1.480058,0
700,-12636;7380;4900,4595;-348;257,0.01853105;0.3172048;1.246472,0.0004847604;0.09422544;1.335344,0.1831723;0.04536133;1.325797,0.2428297;-0.1643124;1.374215,0.2171665;-0.2716469;1.155527,0.2076901;-0.2936693;1.102122,0.009768043;-0.4142055;1.480407,0
733,-12044;7636;4804,7812;-118;348,0.01841548;0.3172744;1.246682,0.0004330047;0.09424715;1.335461,0.1832804;0.04533697;1.325701,0.2429793;-0.16458;1.374487,0.2180389;-0.268475;1.157621,0.2082218;-0.2909806;1.102225,0.009914434;-0.4141521;1.480653,0
764,-12516;8740;4676,7428;412;506,0.01838152;0.3172728;1.246666,0.0004169513;0.09424268;1.335464,0.1834087;0.04527966;1.325523,0.2430067;-0.1646842;1.374581,0.2182949;-0.2674761;1.157562,0.2081436;-0.2881449;1.09876,0.009977592;-0.4141251;1.480688,0
797,-11588;7784;3288,6879;-121;1068,0.01832015;0.3173069;1.246721,0.0003818714;0.09425128;1.335468,0.1835158;0.0452261;1.325368,0.2430321;-0.1647874;1.374669,0.2187799;-0.2642601;1.157479,0.2093268;-0.282023;1.099073,0.01003354;-0.4141306;1.480699,0
831,-11836;8964;3428,4993;539;-272,0.01824483;0.3172976;1.246646,0.0003643714;0.09424651;1.335421,0.1836274;0.04516054;1.325224,0.2431315;-0.1645488;1.374571,0.2242486;-0.247619;1.165809,0.2102645;-0.2732637;1.099462,0.01005835;-0.4141156;1.480725,0
864,-12208;8620;3952,3524;617;-757,0.01816183;0.3172886;1.246574,0.0003457474;0.09424718;1.335402,0.1837468;0.04507703;1.325042,0.2432255;-0.1642029;1.374549,0.2231894;-0.2501298;1.151883,0.2080727;-0.2735852;1.095172,0.01010079;-0.4141122;1.48069,0
899,-11876;8300;3736,2246;-576;-607,0.01809655;0.3173041;1.24659,0.0003127953;0.09423053;1.335441,0.1837931;0.04506306;1.324983,0.2435568;-0.1635549;1.374888,0.2231983;-0.2493263;1.150612,0.2081172;-0.2696485;1.093116,0.01017259;-0.4140977;1.480748,0
934,-12052;8340;3400,245;-429;-1206,0.01797642;0.3172743;1.246386,0.000233271;0.09421457;1.335185,0.1838584;0.04500752;1.324737,0.2438405;-0.1627466;1.374047,0.2231104;-0.247521;1.146911,0.2070081;-0.2655824;1.088692,0.0102437;-0.4140701;1.480668,0
965,-12148;8324;3652,658;-213;-1255,0.01785916;0.3173165;1.246443,0.0002027842;0.09422144;1.335205,0.1839092;0.0449934;1.324666,0.243865;-0.1623962;1.373988,0.2230814;-0.2474547;1.146119,0.207848;-0.2627214;1.087413,0.01023712;-0.4139524;1.480863,0
999,-12208;8868;3768,756;-605;-1232,0.01769352;0.3174036;1.246673,0.0001121496;0.09421263;1.335455,0.1839392;0.04499153;1.324648,0.2441548;-0.1615172;1.374166,0.2237532;-0.2468039;1.14676,0.2077055;-0.2566055;1.085842,0.01038805;-0.413904;1.481196,0
1031,-12308;8740;3632,866;-523;-1074,0.0175953;0.317437;1.246737,4.913785E-05;0.09421794;1.335556,0.1839641;0.0449855;1.324616,0.244221;-0.1597584;1.374017,0.222255;-0.2437074;1.143353,0.2077679;-0.2535457;1.084077,0.01043881;-0.413887;1.481259,0
1065,-12296;9188;3500,1488;-546;-927,0.01752628;0.31741;1.246662,2.75536E-05;0.09422731;1.335538,0.184015;0.04495684;1.324475,0.2443129;-0.1582645;1.374413,0.2148918;-0.2227965;1.106882,0.2062458;-0.2500891;1.077399,0.01051054;-0.413854;1.481275,0
1098,-12368;9044;3784,712;-346;-839,0.01740568;0.3174341;1.246802,-1.592176E-05;0.09423386;1.3357,0.1840347;0.04495442;1.324451,0.2443918;-0.156655;1.374934,0.2146021;-0.2222896;1.107714,0.2050671;-0.2461913;1.075971,0.01053713;-0.4138386;1.481305,0
