Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-2596;-15372;-4384,-456;-2644;-802,0.004340213;0.4835264;1.230342,-0.1640276;-0.1607306;0.9285384,-0.1993485;-0.1279819;1.01655,-0.2439681;-0.00825007;1.181036,-0.1704125;0.2433534;1.280007,-0.00996202;0.259838;1.272724,0.002111686;-0.2343313;1.282758,0
31,-2524;-15500;-4340,-725;-2540;-914,0.004340776;0.4835827;1.230356,-0.1642168;-0.1595999;0.9284409,-0.1997338;-0.128372;1.01651,-0.2438547;-0.008391759;1.180945,-0.170362;0.243359;1.279961,-0.00991348;0.2598706;1.272744,0.002111793;-0.2343287;1.282762,0
63,-2460;-15952;-4496,-948;-1690;-1315,0.004409364;0.4837325;1.230475,-0.1640157;-0.159839;0.9269352,-0.1993653;-0.1284924;1.016578,-0.2437625;-0.008432433;1.18088,-0.170342;0.2433806;1.279967,-0.009849994;0.2599077;1.272764,0.002120477;-0.2343162;1.282762,0
97,-3216;-15948;-4136,360;-1913;-1134,0.004464347;0.4837483;1.230525,-0.162682;-0.1604437;0.9257511,-0.1994622;-0.1285958;1.016443,-0.2436286;-0.008577177;1.180837,-0.1703088;0.2434294;1.279994,-0.009818844;0.2599375;1.272802,0.002136541;-0.2343013;1.282818,0
130,-3112;-16596;-4480,181;-1817;-2402,0.004581551;0.4837554;1.230563,-0.1633795;-0.1605354;0.9290329,-0.1992191;-0.1284821;1.016917,-0.2436485;-0.0083781;1.181176,-0.1702845;0.243508;1.280153,-0.009745762;0.2599753;1.272907,0.002121026;-0.2342797;1.282935,0
164,-2796;-15888;-4784,1636;-2201;-1964,0.004609894;0.4837691;1.230556,-0.1630793;-0.1592175;0.9269574,-0.1974436;-0.1259514;1.015968,-0.2435411;-0.008167695;1.181482,-0.1702696;0.2435524;1.280188,-0.009707354;0.2599892;1.272922,0.002326339;-0.2342589;1.283,0
198,-2456;-15928;-5352,1169;-1037;-2330,0.004637229;0.4838334;1.230583,-0.1633312;-0.1591693;0.9256681,-0.1972512;-0.1254012;1.015452,-0.243455;-0.008196975;1.181358,-0.17026;0.2435628;1.28018,-0.009693168;0.2599946;1.272921,0.002338541;-0.2342418;1.282995,0
230,-2792;-16624;-3788,1073;-869;-1028,0.004643199;0.4838344;1.230595,-0.1637987;-0.1592226;0.9269973,-0.1981583;-0.1257;1.015669,-0.2434838;-0.008048471;1.181495,-0.1702395;0.2435945;1.280195,-0.009693229;0.259998;1.272925,0.002339656;-0.2342414;1.282996,0
263,-2320;-15176;-3176,601;-1216;-2705,0.004650154;0.4838427;1.230608,-0.1638794;-0.1587294;0.9272709,-0.1980945;-0.1258368;1.015483,-0.2434689;-0.008122382;1.18125,-0.1702277;0.2435993;1.280218,-0.009674445;0.2600064;1.272961,0.002338729;-0.2342419;1.282997,0
297,-2676;-15580;-3880,1280;-4599;-779,0.004669054;0.4838391;1.230667,-0.1636644;-0.1584843;0.9249834,-0.1985434;-0.1255288;1.01523,-0.2433941;-0.008098143;1.181346,-0.1700735;0.2434209;1.280186,-0.009667107;0.260013;1.272948,0.00233775;-0.2342579;1.282947,0
329,-2532;-14760;-7144,-4590;-5975;-1849,0.004649713;0.4838588;1.230724,-0.1631762;-0.1587677;0.9243786,-0.1994701;-0.1257732;1.015204,-0.2433885;-0.00808688;1.181386,-0.170074;0.2434116;1.28018,-0.009670029;0.2600143;1.272957,0.002354467;-0.2342526;1.28292,0
362,-2280;-16200;-6520,-962;-3029;-452,0.004638367;0.483873;1.230736,-0.1634203;-0.1595441;0.9258748,-0.199779;-0.125783;1.015321,-0.2433557;-0.008032432;1.181545,-0.170076;0.2434131;1.28018,-0.00967141;0.2600169;1.272969,0.002357681;-0.234254;1.282922,0
399,-2204;-15612;-6168,2360;281;249,0.004606965;0.4838599;1.23071,-0.1635153;-0.1573805;0.9235731,-0.1961715;-0.123062;1.012908,-0.2430908;-0.008163271;1.180261,-0.1700616;0.2434237;1.280136,-0.009669674;0.2600165;1.272931,0.002341908;-0.2343182;1.282682,0
430,-2600;-15444;-5240,2196;2187;283,0.004597327;0.4838549;1.230704,-0.1637294;-0.1562789;0.9220973,-0.1977204;-0.1237417;1.011743,-0.2427713;-0.008230916;1.179182,-0.1698707;0.2432746;1.279956,-0.00966101;0.2600093;1.272875,0.002439164;-0.2343526;1.282556,0
463,-2956;-15772;-5000,929;949;-586,0.004627184;0.4838909;1.230799,-0.1633379;-0.1564273;0.9227212,-0.198014;-0.1238369;1.011703,-0.242791;-0.008204415;1.179131,-0.1698675;0.2432792;1.279945,-0.009660832;0.26001;1.272878,0.002439708;-0.2343521;1.282556,0
