Time_Stamp,Flex,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,322,-11996;8456;5148,1872;-342;-644,-0.05933497;0.2151261;1.247861,0.07573421;0.184107;1.237851,0.1860649;0.0009851876;1.216985,0.1367874;-0.03988062;1.033301,0.09233668;-0.05161414;0.9108567,-0.04692956;-0.1675036;1.414642,0
34,323,-11960;8572;5124,1284;-472;-722,-0.05923209;0.2151158;1.247763,0.07598079;0.1841082;1.237864,0.1860722;0.0009814947;1.216965,0.1357282;-0.04005421;1.032991,0.09289271;-0.05184609;0.9131225,-0.04686095;-0.1675552;1.414486,0
63,322,-11844;8328;4992,1244;-470;-873,-0.05922467;0.2151224;1.24778,0.07616094;0.1841515;1.238007,0.185794;0.001285862;1.21841,0.1365522;-0.03322274;1.033052,0.09232148;-0.0520405;0.9143043,-0.04723473;-0.1676341;1.414598,0
101,323,-12004;8596;5020,1107;-479;-884,-0.05913186;0.2151198;1.247712,0.07631917;0.184129;1.237981,0.1856614;0.001023711;1.217689,0.1065558;-0.09313506;1.002443,0.09203327;-0.0569641;0.9092363,-0.04717718;-0.1675258;1.414602,0
131,323,-11900;8336;5080,1006;-519;-754,-0.05904727;0.2151093;1.247679,0.07650536;0.1841248;1.238014,0.1854621;0.0009879592;1.217465,0.1475183;-0.03911659;1.039961,0.09205389;-0.05319232;0.9089438,-0.04697464;-0.1675517;1.41446,0
165,323,-11764;8316;4908,1120;-408;-889,-0.05898679;0.2150965;1.247611,0.07665619;0.184135;1.238041,0.1853794;0.0009657261;1.217303,0.1398187;-0.02799169;1.022498,0.09228421;-0.05220581;0.9080275,-0.04704394;-0.1675512;1.414378,0
201,323,-11776;8408;5148,1119;-368;-1040,-0.05896416;0.2150898;1.247617,0.07542088;0.1839635;1.237571,0.1854003;0.0009107831;1.217162,0.1462782;-0.0353179;1.039331,0.09310035;-0.05314897;0.9110157,-0.04714571;-0.1676522;1.414328,0
233,323,-11940;8348;5052,1104;-421;-983,-0.05889618;0.2151034;1.247601,0.0757528;0.184053;1.237736,0.1854735;0.0009146504;1.217029,0.1124891;-0.04492722;1.00438,0.09278103;-0.05236324;0.9096334,-0.04709054;-0.1676187;1.414338,0
269,323,-12036;8348;4976,1278;-500;-931,-0.05878538;0.215094;1.247573,0.07605589;0.1840977;1.237797,0.1854521;0.001001472;1.217208,0.1284162;-0.02879186;1.009642,0.09285571;-0.05165213;0.9074508,-0.04701906;-0.167579;1.414285,0
300,323,-11864;8388;4960,1144;-393;-937,-0.05867827;0.2151073;1.2476,0.07637206;0.1841804;1.237984,0.1854974;0.001289365;1.217901,0.1479452;-0.04197266;1.041331,0.09393623;-0.05245121;0.9087989,-0.04677367;-0.1674885;1.414382,0
332,323,-11852;8292;5212,1267;-352;-920,-0.05854544;0.2151089;1.24751,0.07661226;0.1842071;1.237953,0.1854896;0.001401656;1.217983,0.1485756;-0.04242685;1.04142,0.0938348;-0.05263876;0.9064707,-0.04679444;-0.1674954;1.414248,0
366,323,-11780;8360;5176,1563;-250;-1132,-0.05839146;0.2151279;1.247518,0.07688495;0.1842597;1.238113,0.1854944;0.001408665;1.217983,0.08596101;-0.0459622;0.9959181,0.09383976;-0.05032394;0.9079207,-0.04682393;-0.1674715;1.414271,0
399,322,-12028;8488;4908,1403;-412;-957,-0.05822631;0.2151983;1.247625,0.0773916;0.1843199;1.238483,0.1855364;0.001424692;1.218168,0.1408579;-0.04591514;1.044352,0.09412493;-0.05065363;0.9113981,-0.04690504;-0.1674158;1.414448,0
434,323,-11896;8380;4948,1382;-478;-881,-0.05805554;0.2152173;1.247598,0.07767955;0.1843869;1.23856,0.1855405;0.001434172;1.218159,0.143487;-0.04592421;1.043691,0.09398489;-0.05254215;0.9089848,-0.04689317;-0.16741;1.414447,0
