Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,1023,-6840;-9324;10808,1144;-538;-1048,-0.1026802;-0.1464231;0.9032007,-0.147985;-0.1055963;0.9999545,-0.2038858;0.01799063;1.225728,-0.1292146;0.1974682;1.231485,0.01789119;0.2190772;1.243548,0.02286843;-0.1692476;1.387288,0
33,1023,-6816;-9392;10884,1130;-620;-1059,-0.1014574;-0.1478773;0.9011193,-0.1480476;-0.1055885;0.9999333,-0.2038845;0.01799187;1.225726,-0.1292733;0.1974657;1.231551,0.01788003;0.21904;1.243634,0.02292011;-0.1692522;1.387256,0
67,1023,-6896;-9124;10952,1155;-572;-1032,-0.1028212;-0.1476406;0.9043189,-0.1481877;-0.1056211;0.9999887,-0.2038912;0.01800971;1.225786,-0.1293512;0.1974801;1.231692,0.01791832;0.2190296;1.244125,0.02300306;-0.1692198;1.387443,0
100,1023,-6896;-9384;10872,913;-652;-1089,-0.1029327;-0.1473012;0.9019129,-0.1483613;-0.105601;0.9999791,-0.2038933;0.01797942;1.225847,-0.1293837;0.19748;1.231717,0.0179259;0.2190184;1.244179,0.02302196;-0.1692169;1.387456,0
134,1023,-6656;-9260;10932,1554;-410;-868,-0.1028444;-0.1465959;0.9002573,-0.1484652;-0.1055871;0.9997141,-0.2038815;0.01796184;1.225628,-0.1294016;0.1974799;1.231724,0.01794026;0.2190037;1.244171,0.02301135;-0.1692028;1.387415,0
168,1023,-6976;-9064;10848,1300;-445;-852,-0.1036349;-0.1485903;0.9049484,-0.1487352;-0.1054967;1.000077,-0.2039836;0.01795122;1.226086,-0.1295002;0.1975241;1.231961,0.01804467;0.2189886;1.244754,0.02301216;-0.1692066;1.387662,0
199,1023,-6960;-9416;10796,995;-640;-990,-0.1039061;-0.1480187;0.901821,-0.1488001;-0.1054877;1.00005,-0.2039886;0.0179541;1.226077,-0.1295465;0.1975244;1.232024,0.01804682;0.2191726;1.24406,0.02303913;-0.1692028;1.387682,0
237,1023,-7052;-9364;10904,1001;-751;-1023,-0.1035655;-0.1480223;0.900254,-0.148959;-0.1054547;0.9999394,-0.2040303;0.01794849;1.226016,-0.1295955;0.197527;1.232059,0.01796576;0.2193055;1.243404,0.02303764;-0.1692013;1.38768,0
265,1023,-6788;-9156;11040,1110;-796;-978,-0.1041757;-0.1476077;0.9009646,-0.1491745;-0.105387;0.9998493,-0.2040311;0.01793168;1.226025,-0.1296245;0.1975236;1.232088,0.0180099;0.2192333;1.243528,0.02306899;-0.1692093;1.387675,0
300,1023,-6852;-9120;10972,804;-785;-1031,-0.1047689;-0.1472274;0.8995875,-0.1493023;-0.1053326;0.9997423,-0.2040369;0.01787793;1.226006,-0.1296493;0.1975256;1.232114,0.01802715;0.2192058;1.243564,0.02305349;-0.1692397;1.387641,0
338,1023,-6892;-9196;10764,625;-725;-1250,-0.1059125;-0.1465214;0.900999,-0.1495571;-0.1052886;0.9996372,-0.2040196;0.01786995;1.225995,-0.1296695;0.197529;1.232137,0.01805775;0.2191808;1.243664,0.02305911;-0.1692408;1.387643,0
368,1023,-6564;-9268;11068,811;-586;-1277,-0.1054172;-0.1477088;0.9029452,-0.1499111;-0.1052259;0.9997551,-0.204057;0.01786127;1.226228,-0.1297532;0.1975487;1.232319,0.01798638;0.2193147;1.243484,0.02256841;-0.1687919;1.388802,0
399,1023,-6636;-9468;10820,791;-302;-1246,-0.1067621;-0.1469031;0.9029533,-0.1501187;-0.1051346;0.9999897,-0.2040781;0.01783464;1.226571,-0.1298102;0.1975729;1.232475,0.01803602;0.2192497;1.244046,0.02262863;-0.1687923;1.388971,0
433,1023,-6700;-9552;10868,787;-276;-1266,-0.1066507;-0.1471152;0.8979569,-0.1504829;-0.1051155;0.9998341,-0.20407;0.01779578;1.226535,-0.1298241;0.1975712;1.232477,0.01802832;0.2191796;1.244086,0.02237683;-0.1687465;1.388998,0
467,1023,-6772;-9516;10556,912;-293;-1238,-0.1080771;-0.1463141;0.895153,-0.1509024;-0.1051038;0.9994103,-0.2040159;0.01764323;1.226312,-0.128367;0.1969643;1.23022,0.01806289;0.2190829;1.244074,0.02240257;-0.168843;1.388808,0
