Time_Stamp,Flex,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,305,10920;872;-1172,1909;2312;18504,-0.04826037;0.2219295;1.257163,0.08578742;0.1906751;1.244761,0.207165;-0.008903471;1.211447,0.08719447;-0.04543981;0.9977155,0.050903;-0.06012708;0.9587532,-0.02830938;-0.1666925;1.395376,0
36,306,11684;-348;12,2990;5021;17084,-0.04827461;0.2219359;1.257165,0.08578962;0.1906869;1.244785,0.2067101;-0.008620108;1.211641,0.08661889;-0.04519711;0.9979841,0.05060063;-0.05997362;0.9601907,-0.0283297;-0.1666729;1.395404,0
67,306,14156;-1404;792,3709;5634;15289,-0.0482983;0.2219514;1.257179,0.08578556;0.1907003;1.244832,0.2067145;-0.00864556;1.21166,0.08694398;-0.04545534;0.9978626,0.05099012;-0.05985068;0.9601616,-0.02836274;-0.16658;1.39546,0
99,306,15752;-2792;1648,-3587;6226;14204,-0.04361093;0.2231639;1.258385,0.0857828;0.190707;1.244875,0.2064097;-0.008448954;1.21179,0.08694725;-0.04557063;0.9978746,0.05118277;-0.05945935;0.9606056,-0.02835899;-0.1665631;1.395472,0
139,305,18248;-6388;3100,5190;7804;13133,-0.04441569;0.2229215;1.257955,0.08577345;0.1906978;1.244851,0.2062604;-0.008493784;1.211487,0.08721811;-0.04537047;0.9972939,0.05086123;-0.05897054;0.9565064,-0.02841044;-0.1665572;1.395381,0
168,304,16860;-7960;528,656;6147;8337,-0.04216556;0.2236498;1.259313,0.08574758;0.1907383;1.244936,0.2062424;-0.00847721;1.211517,0.08728774;-0.04562059;0.9973221,0.05160531;-0.0605645;0.9614734,-0.02834464;-0.1665005;1.395524,0
199,305,18668;-9352;4684,2334;2485;1180,-0.04327511;0.2233403;1.258892,0.08573567;0.190755;1.244956,0.2060237;-0.008318953;1.211719,0.0873044;-0.0456677;0.9974293,0.05115446;-0.06131401;0.9592338,-0.02826604;-0.1665182;1.395466,0
235,304,17332;-6996;6084,414;1143;-4648,-0.04404735;0.2231081;1.258599,0.08572776;0.1907637;1.244974,0.2059231;-0.008282972;1.211755,0.0877825;-0.04670056;0.997334,0.05104965;-0.06223039;0.9598284,-0.02826776;-0.1665548;1.395436,0
267,305,15688;-6516;6296,-674;-1213;-9038,-0.04476668;0.2227859;1.258011,0.08569398;0.1907703;1.244914,0.2055853;-0.007870847;1.211653,0.08768676;-0.04701566;0.9972299,0.05190522;-0.06130347;0.9566399,-0.0280496;-0.1666866;1.394818,0
300,304,14564;-4940;5040,-2526;-2045;-10976,-0.04519013;0.2227309;1.258085,0.08565582;0.1908178;1.245036,0.2054422;-0.007698256;1.212227,0.0874228;-0.04758513;0.9980085,0.05218279;-0.06304876;0.963849,-0.02792848;-0.1666225;1.395113,0
