Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,1023,-9996;-6204;10272,-269;-947;-1445,-0.1047291;-0.05476455;0.9332628,-0.1383139;-0.0556108;0.9411479,-0.2618212;0.02126511;1.154464,-0.1405289;0.2170203;1.222563,0.01514967;0.2353013;1.240508,1.615017E-05;-0.1556008;1.371937,0
33,1023,-9956;-6056;10488,571;-1126;-1350,-0.1039497;-0.05549414;0.9316663,-0.1405531;-0.05526379;0.9414778,-0.2601652;0.02176489;1.151232,-0.1405997;0.2169684;1.222568,0.01512843;0.235044;1.240261,0.0003405469;-0.1557503;1.371869,0
67,1023,-9724;-5972;10680,228;-1042;-1481,-0.1050844;-0.05697176;0.9359374,-0.1421112;-0.05540333;0.9433681,-0.2594645;0.02170572;1.150886,-0.1409691;0.2169707;1.223597,0.01503463;0.2349243;1.240627,-0.0001888702;-0.1552223;1.37278,0
102,1023,-9576;-6448;10496,212;-594;-1218,-0.1044215;-0.05789255;0.9348912,-0.1423893;-0.05569237;0.9439168,-0.2585737;0.02193579;1.150132,-0.1411166;0.2169176;1.223817,0.01499388;0.2348428;1.240723,0.0006670845;-0.1550015;1.373299,0
135,1023,-9652;-6480;10468,1023;-426;-1000,-0.104036;-0.05879331;0.9367236,-0.1412512;-0.05640663;0.9449508,-0.2579314;0.02232272;1.151042,-0.1413506;0.2169119;1.224312,0.0149126;0.2347085;1.241116,0.001018175;-0.1551568;1.373551,0
166,1022,-9832;-6352;10424,1356;-484;-850,-0.1043841;-0.05918181;0.9349581,-0.1411071;-0.05674299;0.9453895,-0.2584273;0.02200235;1.151366,-0.1415;0.2168512;1.224463,0.01484956;0.234578;1.241152,0.001970055;-0.1560159;1.373076,0
201,1023,-9776;-6164;10532,1409;-457;-889,-0.1020054;-0.05944901;0.9317443,-0.141223;-0.05713758;0.9449326,-0.2588348;0.02161963;1.151678,-0.1415742;0.2167653;1.224368,0.01481822;0.2344656;1.241096,0.002232496;-0.1562118;1.37284,0
231,1023,-9892;-6296;10576,1250;-478;-978,-0.1031048;-0.06104897;0.9338909,-0.1429449;-0.05741103;0.9459496,-0.2580801;0.02163833;1.151701,-0.1417418;0.2168026;1.224616,0.01473917;0.234345;1.241281,0.002325683;-0.1562442;1.372857,0
267,1023,-9792;-6068;10548,1196;-410;-992,-0.0980176;-0.06320599;0.9286866,-0.1426138;-0.05794345;0.9457486,-0.2564502;0.02107196;1.149637,-0.1418104;0.2167586;1.224576,0.01477796;0.2342308;1.241158,0.007440975;-0.1567608;1.37203,0
299,1023,-9908;-6256;10552,1132;-437;-985,-0.1007791;-0.06466024;0.9261242,-0.1515889;-0.04679114;0.9722534,-0.2442778;0.05332313;1.197585,-0.1418581;0.2166292;1.224379,0.01469239;0.2340569;1.240948,0.007556267;-0.1577338;1.370455,0
333,1023,-9832;-6268;10528,1277;-393;-960,-0.09287421;-0.06639193;0.9185098,-0.138669;-0.06151892;0.941265,-0.262786;-0.0005654233;1.13216,-0.1418585;0.2165626;1.224305,0.0146441;0.2338648;1.240678,0.007628237;-0.1577865;1.369793,0
369,1023,-9844;-6204;10372,1007;-510;-1033,-0.09923641;-0.06910256;0.9185169,-0.1535289;-0.04611137;0.9769696,-0.242759;0.05177679;1.204655,-0.1419167;0.2165397;1.224423,0.01455964;0.2337972;1.240757,0.007624791;-0.1579403;1.36963,0
401,1023,-9648;-6324;10520,1146;-484;-1002,-0.09340377;-0.07311422;0.9060065,-0.1400327;-0.06338468;0.9400005,-0.2545629;-0.003277916;1.127437,-0.14193;0.2164981;1.224354,0.01438876;0.2335539;1.240497,0.007605133;-0.1579549;1.369381,0
432,1023,-9876;-6140;10596,943;-525;-1047,-0.09661341;-0.07638194;0.9020076,-0.14173;-0.06483721;0.9394284,-0.2538329;-0.003288212;1.126656,-0.1418755;0.2164791;1.224467,0.01433264;0.233541;1.240537,0.007497587;-0.1579739;1.369359,0
467,1023,-9912;-6260;10376,887;-603;-1133,-0.1006784;-0.08036966;0.8958207,-0.1470612;-0.06703363;0.9408674,-0.2528906;-0.003463642;1.125707,-0.1418117;0.2162641;1.224723,0.01432491;0.2335181;1.240583,0.007995858;-0.1579494;1.369654,0
499,1023,-9852;-6140;10436,786;-611;-1168,-0.1049162;-0.08431724;0.8901941,-0.1510262;-0.06878524;0.9419755,-0.2502715;-0.004073492;1.124021,-0.1417833;0.2161371;1.22504,0.01428119;0.2335035;1.240817,0.00842029;-0.1568639;1.372567,0
532,1023,-9876;-6244;10412,832;-629;-1130,-0.1118861;-0.08786152;0.8858333,-0.1734061;-0.06329129;0.967652,-0.2380876;0.002499223;1.141562,-0.1416274;0.215997;1.225486,0.01442456;0.2335338;1.241331,0.01300141;-0.1545707;1.379283,0
567,1023,-9820;-6432;10408,620;-781;-1205,-0.1210041;-0.0883019;0.8827118,-0.1883066;-0.076439;0.9718793,-0.2345442;0.003726397;1.145585,-0.1415399;0.2157629;1.225746,0.01444816;0.2335657;1.241593,0.01381046;-0.1539455;1.381359,0
601,1022,-9632;-6332;10420,624;-769;-1232,-0.126367;-0.09178396;0.8826719,-0.1896862;-0.07515193;0.9744381,-0.2322969;0.004648291;1.149239,-0.1414721;0.2153318;1.226733,0.01465938;0.2337496;1.242763,0.01455391;-0.1529162;1.38545,0
632,1023,-9644;-6432;10320,701;-708;-1167,-0.1324924;-0.09252241;0.8797148,-0.1878337;-0.07092168;0.9777847,-0.2294631;0.005889281;1.15417,-0.1413442;0.2150251;1.22689,0.0146916;0.233786;1.242891,0.01483507;-0.1527202;1.386185,0
667,1023,-9772;-6620;10508,905;-534;-1001,-0.1404601;-0.09095284;0.8812042,-0.1848909;-0.06967314;0.9802747,-0.2276298;0.007188576;1.156371,-0.1411759;0.2146502;1.226868,0.01470656;0.2337858;1.242899,0.01474254;-0.1526194;1.386528,0
698,1023,-9556;-6556;10476,922;-583;-1049,-0.1453011;-0.09061797;0.8851135,-0.152599;-0.06928526;0.9481346,-0.2257941;0.008120653;1.16044,-0.1410896;0.2144609;1.226916,0.01476537;0.2338168;1.243019,0.01446864;-0.1525456;1.387018,0
732,1023,-9644;-6408;10328,882;-614;-1069,-0.1517828;-0.0869927;0.9019621,-0.1583865;-0.06688536;0.9592704,-0.2249433;0.009751707;1.165478,-0.1409835;0.2142688;1.227119,0.0147857;0.2338624;1.24324,0.01415798;-0.1523255;1.387841,0
768,1023,-9608;-6660;10372,948;-515;-1020,-0.1559556;-0.09106207;0.9127046,-0.164446;-0.1208861;0.9548705,-0.2257071;0.01382521;1.172822,-0.1408756;0.2140612;1.227224,0.01485174;0.2338598;1.243567,0.01388439;-0.1521261;1.388637,0
