Time_Stamp,ShoulderElevationAngle,Trimming_Id
0,88.3338851816021,0
35,88.0936462605008,0
76,88.0754798471702,0
116,88.4938927157963,0
150,88.5603658112981,0
183,88.6486751731266,0
217,88.6890407879556,0
249,88.7834062758378,0
284,88.7761919448234,0
318,88.7751966439105,0
354,88.7358128317572,0
389,88.6358122553951,0
423,87.5621056797681,0
457,87.5206228389428,0
490,87.2711023879307,0
528,87.3840197198516,0
569,86.9127365511147,0
601,86.4335669719107,0
636,86.3666399211444,0
669,86.3608825338431,0
701,86.2826450050881,0
735,86.1758386724022,0
772,85.9100331248104,0
811,85.5832979832097,0
862,85.2867336061934,0
888,84.9282448409553,0
919,84.524381291928,0
956,84.3291132312192,0
996,84.3016645635915,0
1040,84.1990713596374,0
1070,84.2580049312472,0
1104,84.479385350466,0
1149,84.5483512170028,0
1177,84.6615024156614,0
1209,84.4342340408259,0
1255,84.319240505305,0
1290,84.3699388510229,0
1313,84.3673088991349,0
1340,84.2879857900746,0
1371,84.0688103622389,0
1406,84.2073385341097,0
1444,84.0508720512984,0
1476,84.2540286808171,0
1513,84.2423828184001,0
1550,84.5265057970948,0
1579,84.273244092628,0
1611,84.1303858607187,0
1648,83.9446719516229,0
1684,83.718999201584,0
1719,83.2956899174322,0
1753,82.3517761913348,0
1787,81.5440734898612,0
1820,80.5481449348422,0
1854,80.1927339655763,0
1888,80.0438875023557,0
1923,79.8624522087718,0
1960,79.7650763980227,0
1993,79.7177912112204,0
2031,79.6524937649986,0
2065,79.5506544439586,0
2103,79.6093028566515,0
2137,79.6251410149821,0
2180,79.8191380843672,0
2209,80.1462224867456,0
2245,80.9604317790351,0
2290,81.3923076901689,0
2324,81.7040614453614,0
2353,82.2903776423759,0
2393,86.9233043865277,0
2431,84.8902085786032,0
2476,86.1886758261771,0
2501,86.0463158541923,0
2533,84.3778311606649,0
2564,83.8422670100905,0
2602,83.8293777153423,0
2643,85.1008915805107,0
2677,84.70959434056,0
2716,83.9489211472282,0
2747,83.4216186203364,0
2783,83.1217343095597,0
2815,83.2719784820513,0
2851,83.2342671649178,0
2898,82.5249478639826,0
2927,81.2542594884176,0
2974,80.9490419312432,0
3000,80.9640529372658,0
3027,80.9957973622401,0
3101,82.9385670459652,0
3133,87.1805023115361,0
3163,91.2616075638678,0
3197,96.1108986867012,0
3233,105.126083372614,0
3270,115.091638820701,0
3306,124.14638237078,0
3352,236.56366631976,0
3382,236.066243415009,0
3414,236.143652293991,0
3443,236.388129072859,0
3475,232.735930850302,0
3513,225.957699615635,0
3569,224.88047971427,0
3609,221.493903229455,0
3649,221.075142588224,0
3690,220.049599883559,0
3721,218.894305181449,0
3760,219.153502835232,0
3801,219.132353463708,0
3852,219.020054272505,0
3888,219.013846350769,0
3919,218.213609867759,0
3955,217.792895695752,0
3996,217.995258724159,0
4039,222.427303534399,0
4084,222.4362298247,0
4120,221.93180117213,0
4150,222.079459526458,0
4175,222.301774830823,0
4207,222.297466399012,0
4234,217.959642248125,0
4281,217.986651276827,0
4309,222.952703667348,0
4336,222.969729048141,0
4369,222.878425153911,0
4396,222.90269807167,0
4468,222.813249609363,0
4501,223.308734000922,0
4528,223.254885719614,0
4563,223.705397481873,0
4596,223.872627902175,0
4629,224.686325700144,0
4674,225.94465241451,0
4724,227.662976742337,0
4752,225.558881398139,0
4776,226.308840425473,0
4809,223.660378175615,0
4842,227.833233380629,0
4874,133.139329918796,0
4911,127.199925883737,0
4950,119.869199760172,0
4984,116.774221304278,0
5014,105.461768818647,0
5046,102.700956265801,0
5081,103.501333827877,0
5124,101.142529767876,0
5180,99.5589342582617,0
5213,93.7063150633449,0
5247,100.683375123547,0
5284,93.4247660121654,0
5340,90.4570590057141,0
5386,86.9525106643507,0
5427,85.7084883962732,0
5466,85.2318107472109,0
5496,84.8536316176255,0
5527,84.5546546086158,0
5568,84.2371065219963,0
5609,84.9850194360645,0
5649,84.4171883820493,0
5675,84.023067976403,0
5699,83.9191772206132,0
5727,84.2153548511421,0
5766,84.1692715081321,0
5825,84.2146796058892,0
5866,84.2500306982797,0
5901,84.2537405175845,0
5927,84.1983754799505,0
5956,84.072813533423,0
5991,83.4531307532237,0
6034,83.1697941912334,0
6076,82.5376043067891,0
6123,81.7333968896078,0
6158,80.6457039402181,0
6189,79.7541017143243,0
6221,79.1790722329724,0
6254,79.1172032515729,0
6296,78.8355218303995,0
6337,78.5804995976731,0
6369,78.3789993383328,0
6399,77.6682451034752,0
6432,77.7127100731023,0
6472,77.5161451430597,0
6522,77.7539911275399,0
6561,77.579841744709,0
6595,77.4301358370284,0
6628,77.535907179298,0
6654,77.5002209944518,0
6680,77.5220277561927,0
6710,77.6505189577693,0
6758,77.8562287433727,0
6809,78.2182850726489,0
6843,78.5210363056151,0
6886,78.7681998875619,0
6917,79.2652710611991,0
6956,79.5950308484301,0
7010,79.8457129722523,0
7041,80.3674353950529,0
7071,80.9961223841311,0
7116,81.6325278713212,0
7151,82.1139443184422,0
7194,82.2677894523083,0
7230,82.4861030362931,0
7258,83.3154418710231,0
7289,83.3096010246515,1
7324,83.2755972886217,1
7362,83.2471351054765,1
7415,83.2640203499942,1
7457,83.2554462842925,1
7491,83.2395333927822,1
7520,83.1547873062389,1
7551,83.0912016151803,1
7586,83.0650727468186,1
7632,83.0391486251491,1
7672,83.0371888514978,1
7708,83.0527850863776,1
7739,83.0643464656938,1
7775,83.0861611054915,1
7815,83.0615567762899,1
7868,83.0970133699776,1
7916,83.2385142627147,1
7962,83.2092719190043,1
8013,82.90868824421,1
8066,83.0001452894294,1
8132,83.0324466320322,1
8171,83.0496302472214,1
8210,83.0949184410529,1
8249,83.1518323536951,1
8314,83.2520829641354,1
8361,83.3020851968936,1
8399,83.3128319687234,1
8423,83.4065257405934,1
8458,83.4073418078055,1
8498,83.3843591810508,1
8536,83.3910758895301,1
8574,83.3832003754654,1
8607,83.3701690356635,1
8638,83.3649971257793,1
8671,83.3597233279116,1
8707,83.337161296613,1
8745,83.3261289644371,1
8785,83.3080768636862,1
8823,83.2892928317984,1
8858,83.2027315726125,1
8890,83.1162128537082,1
8922,83.0070585897672,1
8959,82.9796270465398,1
8996,82.8838016120661,1
9031,82.855931452936,1
9065,82.7496905380922,1
9101,82.6771315191246,1
9137,82.6032827681514,1
9174,82.5602368091513,1
9213,82.4457522953733,1
9245,82.4242967836403,1
9280,82.3874065938794,1
9315,81.7570110295077,1
9348,81.8221436060498,1
9387,81.8616072063549,1
9425,82.1867643116818,1
9461,82.2752388186157,1
9515,82.3768284783835,1
9550,82.4798879727075,1
9581,82.5685308666011,1
9616,82.7405663515221,1
9649,82.8429943785096,1
9683,82.8993541003223,1
9721,82.8919071555208,1
9757,83.0125446812988,1
9795,83.0331224935285,1
9833,83.1046950153435,1
9868,83.0027708087375,1
9905,82.5567446582799,1
9941,82.6780583569216,1
9983,82.7558472147942,1
10016,82.7963001684087,1
10051,82.8315135676777,1
10086,82.8657195446577,1
10124,82.9012870395254,1
10161,82.8808522398815,1
10199,82.4128229169514,1
10233,82.4708001253422,1
10268,82.5144520552246,1
10301,82.185047907234,1
10336,81.9466157720442,1
10373,82.0385544252274,1
10413,81.8474602099679,1
10445,81.739226217775,1
10477,81.6313039221486,1
10508,81.6263260444967,1
10541,81.8729881351851,1
10579,81.8058561425172,1
10637,82.0029952859783,1
10681,82.1598709487849,1
10699,82.2702589123815,1
10723,82.3124630166551,1
10760,82.0934936532106,1
10796,82.1858207825477,1
10837,82.2179848222584,1
10870,82.2440619102308,1
10906,82.3720375620097,1
10938,82.2957586724511,1
10974,82.33591611765,1
11012,82.346130212284,1
11049,82.3884366914368,1
11087,82.3548000921825,1
11120,82.0791511678448,1
11154,82.1628688550351,1
11187,82.1883606527766,1
11273,82.2118668910679,1
11303,82.2742756017712,1
11331,82.296547435738,1
11366,82.3587503550333,1
11401,82.4305408379164,1
11437,82.5135283048019,1
11471,82.5939587171368,1
11511,82.319759944099,1
11546,82.3840993160963,1
11583,82.4985512785907,1
11620,82.2996608499934,1
11655,82.1302591849054,1
11695,81.9920113417685,1
11731,82.1526308996646,1
11769,82.2852777449328,1
11804,82.5317532882081,1
11840,82.7469093282547,1
11875,82.7976680061751,1
11908,82.8542751584266,1
11946,82.9363875447828,1
11984,83.0220934862155,1
12020,82.7717765319358,1
12052,82.8583695024401,1
12086,82.818140145611,1
12122,82.7131401805417,1
12157,82.8724026603966,1
12191,83.0204015313676,1
12231,83.0800063408444,1
12265,83.1555092838749,1
12300,82.7988606506398,1
12335,82.5414487848481,1
12367,82.6578830457071,1
12400,82.8937895059314,1
12435,82.9029743473302,1
12472,82.9640539347958,1
12511,82.9921831887616,1
12548,83.098883888793,1
12583,83.173789641519,1
12619,83.2096438830328,1
12655,83.3009856495703,1
12701,83.4194877764077,1
12745,83.2088000339881,1
12773,83.2421069954228,1
12805,83.3103160594308,1
12840,83.3212755487797,1
12879,83.0130808457164,1
12917,82.8383243339924,1
12950,82.7556879338617,1
12985,82.879541296455,1
13018,82.717263228503,1
13054,82.8661913449065,1
13093,82.7320595867852,1
