Time_Stamp,Flex,Force,TrimmingId
0,311,1023,0
36,311,1023,0
68,311,1023,0
100,311,1023,0
131,311,1023,0
166,311,1023,0
198,310,1023,0
232,311,1023,0
267,310,1023,0
301,310,1023,0
332,310,1023,0
366,310,1022,0
397,310,1023,0
431,311,1023,0
467,310,1023,0
499,310,1023,0
531,310,1023,0
565,310,1023,0
598,311,1023,0
632,309,1023,0
665,311,1023,0
709,310,1023,0
731,310,1023,0
767,310,1023,0
798,309,1023,0
832,309,1023,0
865,310,1023,0
900,309,1023,0
933,310,1023,0
966,309,1023,0
998,310,1023,0
1032,309,1023,0
1066,309,1023,0
1100,310,1023,0
1133,310,1023,0
1167,310,1023,0
1198,310,1023,0
1232,309,1023,0
1266,310,1023,0
1299,310,1023,0
1333,309,1023,0
1365,310,1023,0
1399,310,1023,0
1431,309,1023,0
1464,310,1023,0
1498,310,1023,0
1532,309,1023,0
1567,310,1023,0
1600,310,1023,0
1633,309,1023,0
1666,309,1023,0
1700,310,1023,0
1732,309,1023,0
1767,309,1023,0
1800,310,1023,0
1832,310,1023,0
1865,309,1023,0
1898,309,1023,0
1932,309,1023,0
1966,309,1023,0
2000,309,1023,0
2031,309,1023,0
2064,309,1023,0
2104,309,1023,0
2131,310,1023,0
2165,310,1023,0
2199,309,1023,0
2234,309,1023,0
2265,309,1023,0
2298,309,1023,0
2331,309,1023,0
2366,309,1023,0
2398,310,1023,0
2434,310,1023,0
2467,309,1023,0
2499,309,1023,0
2531,309,1023,0
2565,309,1023,0
2598,309,1023,0
2633,310,1023,0
2665,309,1023,0
2712,309,1023,0
2732,309,1023,0
2765,310,1023,0
2797,309,1023,0
2832,309,1023,0
2869,310,1023,0
2899,310,1023,0
2931,310,1023,0
2965,309,1023,0
2998,308,1023,0
3032,309,1023,0
3065,309,1023,0
3101,310,1023,0
3133,309,1022,0
3164,309,1023,0
3198,309,1023,0
3231,309,1023,0
3264,309,1023,0
3300,309,1023,0
3330,309,1023,0
3364,309,1023,0
3398,309,1023,0
3431,309,1023,0
3463,309,1023,0
3500,309,1023,0
3532,309,1023,0
3565,309,1023,0
3597,309,1023,0
3631,309,1023,0
3664,309,1023,0
3700,309,1023,0
3733,309,1023,0
3765,309,1023,0
3798,309,1023,0
3831,310,1023,0
3864,309,1023,0
3899,309,1023,0
3933,309,1023,0
3974,309,1023,0
3998,309,1023,0
4032,309,1023,0
4064,309,1023,0
4099,309,1023,0
4131,309,1023,0
4167,309,1023,0
4198,309,1023,0
4231,309,1023,0
4266,309,1023,0
4298,309,1023,0
4330,309,1023,0
4368,308,1023,0
4401,309,1023,0
4431,309,1023,0
4465,308,1023,0
4498,308,1023,0
4530,309,1023,0
4566,309,1023,0
4600,309,1023,0
4634,309,1023,0
4665,309,1023,0
4701,309,1023,1
4765,306,1023,1
4801,305,1023,1
4834,307,1023,1
4867,305,1023,1
4899,305,1023,1
4931,305,1023,1
4964,306,1023,1
5000,305,1023,1
5040,305,1023,1
5065,305,1023,1
5099,305,1023,1
5131,306,1023,1
5165,306,1023,1
5199,306,1023,1
5235,306,1023,1
5267,306,1023,1
5300,307,1023,1
5331,307,1023,1
5364,307,1023,1
5399,308,1023,1
5431,307,1023,1
5465,308,1023,1
5499,309,1023,1
5532,310,1023,1
5565,311,1023,1
5597,312,1023,1
5632,312,1023,1
5664,312,1023,1
5710,312,1023,1
5733,312,1023,1
5765,312,1023,1
5798,312,1023,1
5831,313,1023,1
5864,312,1023,1
5900,313,1023,1
5932,313,1023,1
5964,313,1023,1
5998,313,1023,1
6032,313,1023,1
6065,313,1023,1
6100,314,1023,1
6135,312,1023,1
6165,313,1023,1
6199,313,1023,1
6232,312,1023,1
6264,312,1023,1
6299,312,1023,1
6333,311,1023,1
6366,311,1023,1
6398,311,1023,1
6432,311,1023,1
6463,310,1023,1
6498,310,1023,1
6533,309,1023,1
6566,309,1023,1
6598,308,1023,1
6632,307,1023,1
6664,307,1023,1
6698,306,1023,1
6732,306,1023,1
6768,305,1023,1
6799,306,1023,1
6832,305,1023,1
6865,305,1023,1
6898,304,1023,1
6931,304,1023,1
6964,304,1023,1
6998,304,1023,1
7033,305,1023,1
7063,305,1023,1
7098,304,1023,1
7132,305,1023,1
7164,304,1023,1
7199,304,1023,1
7232,305,1023,1
7264,304,1023,1
7298,304,1023,1
7331,304,1023,1
7364,304,1023,1
7398,304,1023,1
7433,304,1023,1
7464,305,1023,1
7498,305,1023,1
7532,304,1023,1
7564,305,1023,1
7597,304,1023,1
7632,304,1023,1
7665,305,1023,1
7698,304,1023,1
7733,304,1023,1
7764,304,1023,1
7818,305,1023,1
7833,305,1021,1
7865,304,1023,1
7899,305,1023,1
7932,305,1023,1
7965,304,1023,1
7997,304,1023,1
8032,305,1023,1
8065,304,1023,1
8102,305,1023,1
8132,305,1023,1
8164,305,1023,1
8198,304,1023,1
8233,304,1023,1
8264,304,1023,1
8299,303,1023,1
8332,304,1023,1
8367,305,1023,1
8398,305,1023,1
8432,304,1023,1
8464,305,1023,1
8499,304,1023,1
8533,304,1023,1
8565,304,1023,1
8597,304,1023,1
8632,305,1023,1
8664,305,1023,1
8699,305,1023,1
8734,305,1023,1
8765,304,1023,1
8798,304,1023,1
8831,305,1023,1
8865,305,1023,1
8899,305,1023,1
8933,305,1023,1
8965,305,1023,1
8998,305,1023,1
9031,305,1023,1
9065,306,1023,1
9098,305,1023,1
9132,305,1023,1
9167,306,1023,1
9197,307,1023,1
9231,307,1023,1
9265,308,1023,1
9298,309,1023,1
9330,310,1023,1
9366,309,1023,1
9400,310,1022,1
9432,311,1023,1
9466,312,1023,1
9497,313,1023,1
9533,313,1023,1
9567,314,1023,1
9599,315,1023,1
9632,315,1023,1
9665,316,1023,1
9697,316,1023,1
9730,316,1023,1
9765,317,1023,1
9800,317,1023,1
9833,318,1023,1
9865,319,1023,1
9900,320,1023,1
9931,321,1023,1
9965,321,1023,1
9999,322,1023,1
10036,322,1023,1
10065,323,1023,2
10099,323,1023,2
10131,324,1023,2
10167,324,1023,2
10197,323,1023,2
10233,322,1023,2
10266,322,1023,2
10299,322,1023,2
10331,320,1023,2
10367,320,1023,2
10398,319,1023,2
10434,319,1023,2
10468,318,1023,2
10500,317,1023,2
10533,315,1023,2
10566,313,1023,2
10598,312,1023,2
10633,310,1023,2
10667,310,1023,2
10698,308,1023,2
10733,307,1023,2
10766,307,1023,2
10796,305,1023,2
10830,304,1023,2
10868,305,1023,2
10901,304,1023,2
10931,304,1023,2
10965,304,1023,2
10997,305,1023,2
11032,305,1023,2
11065,305,1023,2
11099,305,1023,2
11134,304,1023,2
11166,304,1023,2
11197,305,1023,2
11231,305,1023,2
11264,305,1023,2
11298,304,1023,2
11333,304,1023,2
11366,305,1023,2
11398,305,1023,2
11434,304,1023,2
11465,305,1023,2
11504,304,1023,2
11533,305,1023,2
11567,305,1023,2
11599,305,1023,2
11633,305,1023,2
11664,304,1023,2
11699,304,1023,2
11730,304,1023,2
11767,304,1023,2
11799,305,1023,2
11832,304,1023,2
11865,305,1023,2
11899,305,1023,2
11931,303,1023,2
11965,304,1023,2
11998,304,1023,2
12032,305,1023,2
12064,304,1023,2
12098,304,1023,2
12131,304,1023,2
12164,304,1023,2
12201,304,1023,2
12232,304,1023,2
12264,305,1023,2
12299,305,1023,2
12332,305,1023,2
12364,305,1023,2
12399,304,1023,2
12435,304,1023,2
12466,304,1023,2
12499,305,1023,2
12532,305,1023,2
12564,305,1023,2
12598,304,1023,2
12634,305,1023,2
12664,305,1023,2
12699,305,1023,2
12731,304,1023,2
12765,305,1023,2
12798,304,1023,2
12832,304,1023,2
12866,304,1023,2
12898,305,1023,2
12932,305,1023,2
12965,304,1023,2
12998,305,1023,2
13032,304,1023,2
13065,304,1023,2
13100,305,1023,2
13133,305,1023,2
13165,306,1023,2
13197,307,1023,2
13231,307,1023,2
13265,308,1023,2
13302,309,1023,2
13333,309,1023,2
13365,310,1023,2
13398,311,1023,2
13433,312,1023,2
13464,313,1023,2
13499,313,1023,2
13533,313,1023,2
13565,314,1023,2
13598,315,1023,2
13632,315,1023,2
13665,316,1023,2
13700,317,1023,2
13734,316,1023,2
13765,317,1023,2
13798,319,1023,2
13832,319,1023,2
13866,320,1023,2
13900,321,1023,2
13932,320,1023,2
13969,320,1023,2
13998,320,1023,2
14032,319,1023,2
14064,320,1023,2
14099,320,1023,2
14132,320,1023,2
14166,319,1023,2
14198,319,1023,2
14232,319,1023,2
14265,319,1023,2
14298,319,1023,2
14333,318,1023,2
14368,318,1023,2
14398,317,1023,2
14432,317,1023,2
14464,316,1023,2
