Time_Stamp,ElbowExtensionAngle,TrunkFlexionAngle,TrunkRotationAngle,TrimmingId
0,141.766273915345,8.24538309903411,40.0564436521827,0
30,141.794938450362,8.2473661899393,40.0427365612985,0
63,141.782050989793,8.23903091440651,40.0030507985612,0
95,144.84334110371,8.23781637318479,39.9897328083705,0
133,144.97354736296,8.23655238891583,39.99220665561,0
165,142.429347781064,8.23807044942674,39.9458068174934,0
200,145.365070874359,8.23895486874173,39.9248985759686,0
230,142.735710119741,8.27132110092556,39.9251106902972,0
263,142.90844379673,8.2760541519562,39.8723671325028,0
295,142.980035053049,8.2784948576009,39.8258020735363,0
328,142.990832004194,8.27706673187733,39.8171398119321,0
363,142.918798659422,8.28610146498982,39.7446298248434,0
398,137.821558462084,8.28276443875581,39.6415495724428,0
431,135.190120453881,8.25536933149767,39.4699573651655,0
464,133.036945422823,8.25848718537582,39.4741596874779,0
495,140.75310391003,8.25854398262208,39.4753260614769,0
530,148.752583710451,8.26338101853566,39.4904041393712,0
563,148.973259489603,8.26900281551457,39.450673076813,0
600,149.063591602118,8.26437330058603,39.3968447996803,0
628,148.21688684642,8.2349212456091,39.3226461391775,0
662,95.6268306090608,8.29505097338252,39.5123098906114,0
696,96.9539675859752,8.23458922901873,39.2588139612007,0
728,81.0967599712078,8.26284728335024,39.2973789635923,0
763,68.0832976003621,8.23775764186781,39.8588032467495,0
798,65.7830801199365,8.28567239055531,39.8883838935221,0
831,48.7177419514422,8.29455806016586,39.6843827898781,0
864,60.7115587759007,8.26150411417293,39.1438515745796,0
895,60.7150482569452,8.29466213549104,35.5670208920557,0
931,58.9569571443848,8.31939312793875,31.5199541478599,0
963,56.8118762532273,8.32904021915837,27.6038846195798,0
998,103.297713790914,8.44809778634685,24.6626023769064,0
1032,103.348644947654,8.45930453599986,24.7115766205621,0
1064,103.694269810883,8.51267982326886,24.8055019062102,0
1096,103.578544816509,8.46222452629471,24.7182905516305,0
1130,103.521741483788,8.45003287144197,24.5659733251601,0
1163,103.450781692043,8.4451753621803,24.4597464830483,0
1196,103.286540695383,8.4932028274107,24.2660977179233,0
1231,103.279359943786,8.48558341713342,24.2290225799522,0
1265,103.190053161551,8.48154066712909,23.9783806695413,0
1296,103.098634855147,8.43083579596893,23.8979444442412,0
1330,103.001388171044,8.43508747320376,23.7437889590882,0
1363,102.994933620009,8.36868185687648,23.6049483465547,0
1396,102.992338451751,8.37261664692057,23.6501150718081,0
1430,103.190437256693,8.37230950860305,23.9302451279593,0
1463,103.297375318538,8.36886631398858,24.2207228259602,0
1498,102.940633761176,8.29961993327126,24.2342844419948,0
1530,102.957002090592,8.26097827802389,24.6364816971074,0
1562,102.975204038496,8.25414057702795,24.9687329296683,0
1595,103.078397060468,8.24375779102409,25.2891255685728,0
1629,103.089342429993,8.25470639140813,25.7338917934254,0
1663,103.173966707699,8.27523547481736,26.1133219449102,0
1698,103.203774953865,8.29901529635819,26.2493901537143,0
1731,103.30190624939,8.325036278469,26.4662668230806,0
1762,103.35814820625,8.34124798864125,26.7645519069907,0
1795,103.558293000164,8.33858212616349,27.0778058192294,0
1829,103.734064949087,8.33687970373743,27.4059337638308,0
1862,104.091538250745,8.38969141884055,28.460357321462,0
1897,105.325652213679,8.3796440550582,30.6864959028439,0
1931,106.229839422548,8.36744968244365,31.8937948720584,0
1963,49.1274656134485,8.31336495766905,48.9084966609971,0
1997,50.5564446514868,8.27974748748509,48.8752611448663,0
2030,52.5670094195748,8.28135359417214,48.9064766275532,0
2062,62.7396537624975,8.27119341163742,48.8903520315755,0
2098,54.6805677865511,8.32188621325845,48.4760760134081,0
2132,63.4291919526415,8.38534589618998,47.7775572026843,0
2163,63.3567670105208,8.4794899073896,47.3666774050561,0
2197,73.0962733587708,8.44730729400886,46.824993991233,0
2231,96.6833475449805,8.42515567195336,46.3610416145847,0
