Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.006832019;-0.4513283;1.349463,-0.07127515;-0.4145665;1.394923,-0.1984466;-0.3170181;1.509692,-0.1903818;-0.1570296;1.62761,-0.02904787;-0.1088165;1.653802,-0.01351859;-0.5260553;1.579882,0
33,0.03024745;-0.4621114;1.339508,-0.07090932;-0.4148159;1.395397,-0.1988669;-0.3164969;1.50856,-0.1914414;-0.1568369;1.627024,-0.03173921;-0.108851;1.655886,-0.01237923;-0.5254288;1.580383,0
67,0.01316355;-0.4512914;1.354706,-0.06927556;-0.4131676;1.395666,-0.2085744;-0.3203208;1.497621,-0.1924231;-0.1566602;1.626204,-0.03329386;-0.1088487;1.656638,-0.01141054;-0.5246517;1.58056,0
100,0.01363364;-0.4511001;1.359288,-0.06799019;-0.4117959;1.397108,-0.2068008;-0.3156054;1.4997,-0.193498;-0.1563447;1.625597,-0.03529584;-0.1088174;1.657925,-0.01034979;-0.5239603;1.580791,0
134,0.01630679;-0.4519518;1.35866,-0.06452476;-0.4124505;1.395786,-0.2050006;-0.3137314;1.499112,-0.1944804;-0.15625;1.624445,-0.03686398;-0.1088644;1.658453,-0.009597152;-0.523586;1.580918,0
167,0.01622532;-0.4528293;1.366161,-0.06504806;-0.4101374;1.399289,-0.2033866;-0.3132984;1.49856,-0.1958361;-0.1558264;1.623918,-0.03887482;-0.1088362;1.66008,-0.008418028;-0.5226899;1.581872,0
201,0.02220256;-0.4546487;1.363155,-0.05622663;-0.4119001;1.397994,-0.2018354;-0.3130389;1.497743,-0.1971149;-0.1555552;1.623237,-0.04056134;-0.1088328;1.66096,-0.007707095;-0.5222142;1.582257,0
232,0.02002982;-0.4534484;1.366432,-0.04075647;-0.4162738;1.389246,-0.1999029;-0.3125827;1.495424,-0.1979379;-0.1555544;1.622345,-0.04154473;-0.1087108;1.661214,-0.006713379;-0.5218064;1.582407,0
266,0.02161103;-0.4514554;1.370678,-0.04157258;-0.4160109;1.391342,-0.1986067;-0.3127207;1.494894,-0.1985781;-0.1553997;1.622118,-0.04327496;-0.108533;1.662759,-0.005550384;-0.5209482;1.583381,0
301,0.02116403;-0.4519257;1.372083,-0.0404227;-0.4154325;1.391735,-0.1979746;-0.3122619;1.494551,-0.1994504;-0.1551794;1.621594,-0.04443731;-0.1086035;1.663063,-0.005219071;-0.5206476;1.583593,0
335,0.0214216;-0.4516246;1.373999,-0.04122727;-0.4148708;1.393214,-0.1978097;-0.3120288;1.494362,-0.200178;-0.1549294;1.621253,-0.04553397;-0.1085463;1.663435,-0.005022874;-0.5202665;1.583734,0
367,0.02205174;-0.4508198;1.375289,-0.04164384;-0.4144104;1.394717,-0.1980111;-0.3111562;1.494342,-0.2006035;-0.1549286;1.620972,-0.04695932;-0.1088379;1.665065,-0.004453052;-0.525365;1.606898,0
400,0.0186184;-0.4502343;1.380091,-0.04219725;-0.4140407;1.395938,-0.1985177;-0.3095832;1.494944,-0.201011;-0.1548807;1.62078,-0.0477819;-0.1088365;1.665394,-0.00356903;-0.521806;1.598764,0
433,0.01657813;-0.450936;1.380698,-0.04261157;-0.4137813;1.396425,-0.1984856;-0.3095253;1.494724,-0.201569;-0.1547579;1.620461,-0.04859859;-0.1088378;1.665178,-0.002604975;-0.5203245;1.594146,0
465,0.01931613;-0.4498209;1.382856,-0.0433872;-0.4137801;1.39875,-0.1988291;-0.3091151;1.495783,-0.2123536;-0.1530044;1.619047,-0.05046157;-0.1091304;1.667679,-0.004467968;-0.5233509;1.609612,0
500,0.01551564;-0.4520255;1.383144,-0.04336666;-0.4136925;1.398745,-0.1989296;-0.3093965;1.495212,-0.2113603;-0.153454;1.618813,-0.05107995;-0.1091564;1.667226,-0.002869216;-0.5211955;1.59843,0
