Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,0.00556778;-0.1161294;1.695212,0.1784165;-0.1505261;1.654482,0.2679871;-0.3220937;1.600125,0.2031993;-0.4301632;1.450724,0.1398232;-0.4613354;1.342359,0.007715085;-0.5526432;1.687438,0
32,0.005541546;-0.1161374;1.695236,0.1784179;-0.1505237;1.654479,0.2679719;-0.3220925;1.600126,0.2033342;-0.4301463;1.450649,0.1399833;-0.4608218;1.341456,0.007690021;-0.5526384;1.687375,0
65,0.005475979;-0.1161538;1.695275,0.1782049;-0.1500233;1.655852,0.2679638;-0.3220963;1.600149,0.2035547;-0.4299136;1.450393,0.1463167;-0.4548813;1.354647,0.007694376;-0.5526445;1.687367,0
100,0.005304586;-0.1161679;1.695793,0.1782363;-0.1500376;1.656061,0.2679273;-0.3220629;1.600633,0.2037183;-0.4300237;1.450902,0.1450435;-0.4587663;1.353582,0.007617288;-0.552592;1.687718,0
131,0.005279957;-0.1161576;1.695801,0.1781788;-0.1497985;1.656695,0.267922;-0.3220542;1.600642,0.2037359;-0.4300054;1.450896,0.1459161;-0.4558408;1.353279,0.007766928;-0.5524629;1.687619,0
165,0.005253081;-0.1161459;1.695786,0.1781542;-0.1497962;1.656566,0.2679439;-0.3220452;1.600595,0.2037083;-0.429996;1.450873,0.1462084;-0.4558384;1.353297,0.008179266;-0.5523694;1.68742,0
201,0.00516153;-0.1161539;1.695798,0.1781182;-0.1498259;1.656444,0.2679342;-0.3220373;1.600554,0.203694;-0.4299589;1.450814,0.1457788;-0.4568532;1.352233,0.00812559;-0.552393;1.687329,0
233,0.00509279;-0.1161574;1.695812,0.1780866;-0.1498284;1.656338,0.2679957;-0.3218876;1.600398,0.2036834;-0.4299714;1.450815,0.145353;-0.4576163;1.351019,0.008071458;-0.5525275;1.687271,0
266,0.004953115;-0.1161879;1.695197,0.1778422;-0.149798;1.65503,0.267976;-0.3214992;1.599054,0.204164;-0.429029;1.448829,0.1465306;-0.4548586;1.349998,0.008126004;-0.5524627;1.686378,0
298,0.004893785;-0.1162209;1.69524,0.177794;-0.1497807;1.655034,0.2679601;-0.3214896;1.599144,0.2040709;-0.4291298;1.449038,0.1431891;-0.4586723;1.347333,0.008047617;-0.5525308;1.686417,0
