Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,1023,-3804;-14720;-6264,1747;-929;-1706,-0.05314523;-0.2765315;1.035394,-0.09710206;-0.2731982;1.120294,-0.1411491;-0.2264789;1.382396,-0.07606986;-0.03730129;1.393896,0.09304569;-0.001962389;1.384337,0.1127795;-0.5051954;1.427083,0
35,1020,-3452;-15136;-6468,180;-1214;-2081,-0.04526067;-0.2776475;1.028292,-0.0971942;-0.2731044;1.12059,-0.1411625;-0.2264628;1.382719,-0.07606059;-0.03731021;1.393939,0.09314721;-0.001643647;1.384619,0.1131979;-0.5051218;1.427555,0
66,1023,-3100;-14896;-6804,1371;-580;-984,-0.05210033;-0.2779881;1.033079,-0.09759996;-0.2731164;1.121393,-0.1409402;-0.2269589;1.383713,-0.07602464;-0.03733315;1.39399,0.09318422;-0.001402345;1.384815,0.1132702;-0.5051245;1.427636,0
103,1023,-3312;-14736;-6668,1671;-840;-1233,-0.04736764;-0.2773863;1.023284,-0.09881203;-0.2738347;1.121195,-0.1409407;-0.2270352;1.383598,-0.07600608;-0.03736245;1.393933,0.09316361;-0.001265063;1.384837,0.1132742;-0.5051296;1.427637,0
135,1017,-3156;-15244;-6652,645;-448;-1056,-0.04972719;-0.2781735;1.020289,-0.0995387;-0.274035;1.121105,-0.1409375;-0.2270725;1.383595,-0.07596453;-0.0374061;1.393914,0.09319407;-0.001123891;1.384928,0.1135666;-0.5051605;1.427863,0
165,1023,-3736;-15340;-6980,1922;-475;-1676,-0.06484264;-0.2764998;1.028382,-0.1004851;-0.2741342;1.121283,-0.1407258;-0.2274111;1.383995,-0.07592883;-0.03749186;1.393892,0.09321785;-0.001581374;1.384746,0.113948;-0.5052276;1.428148,0
199,1018,-2952;-14388;-6852,-98;632;-1045,-0.06871565;-0.274434;1.024378,-0.1179877;-0.2886684;1.118397,-0.1453402;-0.2630513;1.31705,-0.07588398;-0.03764761;1.393863,0.09332787;-0.001374379;1.384877,0.1161641;-0.5056167;1.428879,0
232,1023,-3480;-13948;-7260,1402;811;-192,-0.07092988;-0.2747215;1.011109,-0.099449;-0.2793036;1.078381,-0.1459379;-0.2627631;1.317533,-0.07585725;-0.03790672;1.393562,0.09335262;-0.001237599;1.384932,0.1162393;-0.5055911;1.429242,0
265,1023,-3788;-14028;-6636,2435;1843;839,-0.08043876;-0.2724595;1.008407,-0.08152308;-0.3391209;1.076486,-0.146196;-0.2620877;1.317903,-0.07582463;-0.03816838;1.393166,0.09336831;-0.0011196;1.384955,0.1162805;-0.5055272;1.429502,0
299,1020,-4268;-12928;-6252,3762;1341;2327,-0.09023721;-0.2699548;1.016225,-0.1059763;-0.2555533;1.148539,-0.1397007;-0.2301688;1.381513,-0.07575552;-0.03839909;1.393431,0.09350845;-0.001446776;1.385037,0.115826;-0.5054852;1.431847,0
334,1023,-4704;-13012;-5820,3007;245;2995,-0.09510867;-0.2678639;1.021163,-0.1036383;-0.2506252;1.040369,-0.1314542;-0.2795419;1.282953,-0.07560413;-0.0387316;1.392861,0.09348612;-0.001267979;1.38505,0.1156689;-0.5053034;1.432091,0
367,1023,-4624;-13476;-5732,3017;-986;2845,-0.1009317;-0.2708443;1.035332,-0.113228;-0.2451984;1.107306,-0.1368411;-0.2290682;1.375659,-0.07555111;-0.03891485;1.392587,0.09344819;-0.001769296;1.384554,0.1155835;-0.5052801;1.43216,0
399,1020,-3900;-13924;-6236,257;-1275;3755,-0.1066425;-0.2787773;1.051796,-0.1221214;-0.3336024;1.127927,-0.1368657;-0.2292474;1.376164,-0.07553471;-0.03907678;1.392782,0.09352987;-0.002099624;1.384747,0.1152277;-0.5053705;1.433469,0
434,1023,-4496;-15604;-6264,2980;-665;5346,-0.1146884;-0.2765957;1.042957,-0.1238358;-0.275627;1.093161,-0.1410115;-0.2440216;1.357677,-0.0755467;-0.03913011;1.392847,0.09357587;-0.002234969;1.384752,0.1145703;-0.5052112;1.434134,0
465,1023,-5184;-16368;-5312,6465;-1453;7059,-0.1181131;-0.2780445;1.046684,-0.1126812;-0.3373876;1.105112,-0.1401169;-0.2448568;1.356982,-0.07554451;-0.03922155;1.392992,0.09362759;-0.00242839;1.384821,0.1138825;-0.5050506;1.434904,0
498,1018,-7072;-26136;-6120,12484;-6903;214,-0.1232944;-0.2741186;1.043403,-0.0977464;-0.2900059;1.129182,-0.1400957;-0.2455519;1.355677,-0.07555066;-0.03929394;1.39297,0.09363483;-0.002097766;1.384991,0.113794;-0.5050268;1.435028,0
535,1009,-5220;-15632;-3832,15331;-1091;-640,-0.1293245;-0.2726694;1.037997,-0.1076174;-0.2834696;1.098161,-0.1379283;-0.2481237;1.352793,-0.07556628;-0.03938438;1.393105,0.09365461;-0.002263818;1.385034,0.1136767;-0.5050594;1.435331,0
567,1019,-6472;-14384;-2020,32067;-5771;3948,-0.1318838;-0.2722804;1.041205,-0.1047899;-0.2857341;1.113258,-0.1376792;-0.2483987;1.352958,-0.07551816;-0.03960624;1.393506,0.09376506;-0.002525132;1.385401,0.1133803;-0.5050827;1.436641,0
599,1023,-5820;-11748;-1448,32767;-6095;10355,-0.1329986;-0.2714652;1.040702,-0.1043741;-0.2842712;1.11853,-0.1373526;-0.2485728;1.352815,-0.07552386;-0.03968504;1.393595,0.09379458;-0.002594886;1.385399,0.1131338;-0.5048492;1.437368,0
634,1023,-7616;-12108;7348,32195;-2302;7780,-0.1329093;-0.2716369;1.04145,-0.1046131;-0.2827037;1.118521,-0.1373185;-0.2485885;1.352785,-0.07553113;-0.03975246;1.393547,0.09376439;-0.002274681;1.385485,0.1131149;-0.5048279;1.437379,0
665,1022,-8880;-7832;10656,15701;-918;3612,-0.1334709;-0.2709136;1.039772,-0.1050356;-0.2807376;1.118906,-0.1369241;-0.2488756;1.352116,-0.07553046;-0.03982707;1.3935,0.09371884;-0.002524842;1.385187,0.1131149;-0.5048215;1.437372,0
699,1023,-8744;-7988;9456,5299;-1633;516,-0.1342057;-0.2704709;1.041751,-0.1052012;-0.2806968;1.121455,-0.1369147;-0.2488765;1.352198,-0.07547214;-0.03999281;1.393619,0.09375563;-0.002632188;1.385235,0.1130761;-0.5048037;1.437845,0
734,1023,-9536;-9700;9988,2975;-2393;-2484,-0.1346805;-0.269866;1.039597,-0.1105691;-0.2754492;1.10691,-0.136262;-0.2490428;1.352301,-0.07548404;-0.0400993;1.393709,0.09377479;-0.002739996;1.385226,0.1130724;-0.5048106;1.437944,0
768,1019,-7416;-9324;9816,4062;-2657;-1099,-0.1322136;-0.269619;1.037582,-0.10911;-0.276006;1.110829,-0.1362112;-0.2489857;1.352242,-0.07550067;-0.04013922;1.393663,0.09382226;-0.002877356;1.385096,0.1130574;-0.5047978;1.43795,0
798,1023,-7168;-9020;10520,447;-1005;-2155,-0.1336634;-0.2676685;1.032687,-0.1351915;-0.2671719;1.102515,-0.1339092;-0.2382075;1.367823,-0.0755683;-0.04023315;1.393533,0.09377848;-0.002509417;1.385155,0.1130091;-0.5047529;1.437839,0
834,1023,-7148;-9524;9724,222;-328;-872,-0.1331976;-0.2683355;1.03405,-0.1093633;-0.2749573;1.101043,-0.1349528;-0.2405443;1.362861,-0.07558483;-0.04026371;1.393557,0.09377165;-0.00260693;1.385151,0.1128549;-0.5046601;1.438004,0
865,1019,-7964;-9240;9640,-342;1010;-428,-0.1305353;-0.2687453;1.035426,-0.1094;-0.2750008;1.100706,-0.1352735;-0.242752;1.35966,-0.07559458;-0.04028767;1.393553,0.09374385;-0.00223955;1.385364,0.1128583;-0.504647;1.438033,0
899,1023,-8448;-9712;9264,-285;-106;-113,-0.126366;-0.2692198;1.03427,-0.1094034;-0.275047;1.100258,-0.1360686;-0.2436693;1.357522,-0.07559752;-0.04030224;1.39355,0.09373773;-0.002454156;1.385278,0.1126998;-0.5046258;1.438095,0
934,1023,-8480;-9844;9476,-1052;-243;-962,-0.1209329;-0.2687181;1.037719,-0.1293065;-0.2678361;1.090289,-0.136749;-0.2448138;1.356018,-0.07560873;-0.04036016;1.393507,0.0937185;-0.002627362;1.385132,0.1126388;-0.5045732;1.43809,0
967,1023,-8060;-9888;9260,-2137;-710;-1041,-0.113211;-0.2685154;1.038134,-0.1306909;-0.2708776;1.089367,-0.1373868;-0.2452297;1.354865,-0.07562195;-0.04047157;1.393502,0.09372769;-0.002752212;1.385074,0.1126156;-0.5045692;1.438103,0
