Time_Stamp,Flex,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,304,516;15164;-2268,5197;30097;-10269,-0.1784316;-0.09749512;1.316715,-0.007454167;-0.1317936;1.35406,0.05418095;-0.3306924;1.3527,0.05963803;-0.3336885;1.09206,0.05072375;-0.3386233;0.9952983,-0.1708689;-0.5593767;1.39475,0
36,304,-292;17096;-1768,-508;22055;-8751,-0.1784067;-0.09743817;1.316925,-0.008672243;-0.1304992;1.353928,0.05422946;-0.3306903;1.353005,0.05901255;-0.3113161;1.093047,0.05098353;-0.3390349;0.9986329,-0.1701941;-0.5593486;1.395347,0
65,306,-464;15948;-556,-4585;8291;-9053,-0.1783951;-0.09742834;1.316946,-0.009516435;-0.1294264;1.35333,0.05422986;-0.330652;1.353066,0.05020505;-0.3815499;1.097474,0.05057305;-0.3406242;0.9975964,-0.1699834;-0.5592722;1.395436,0
98,309,-448;15780;-28,-898;3095;-4793,-0.178425;-0.09739456;1.316942,-0.0087225;-0.1304053;1.353802,0.0542421;-0.330643;1.353077,0.05941959;-0.3387464;1.092545,0.0507808;-0.3383082;0.9967959,-0.1701646;-0.5592984;1.395424,0
135,308,-1096;16308;-72,3450;749;-329,-0.1784337;-0.09740011;1.316951,-0.009549111;-0.129353;1.353046,0.05424681;-0.3306126;1.353067,0.05940648;-0.3387739;1.092537,0.05080385;-0.3382412;0.9944984,-0.1702833;-0.5592441;1.395309,0
167,307,-380;17436;-1228,3116;344;259,-0.1784276;-0.09739024;1.316541,-0.00878586;-0.1302438;1.353087,0.0543712;-0.3303963;1.352465,0.0593238;-0.3384526;1.091928,0.05122825;-0.3375164;0.9919382,-0.1706623;-0.5595109;1.39398,0
200,307,864;16896;-2628,3222;-727;1278,-0.1784001;-0.09734904;1.316379,-0.009601643;-0.1288746;1.351999,0.05440263;-0.3303713;1.352311,0.05037137;-0.3808228;1.096631,0.05092032;-0.3383251;0.9925805,-0.1704901;-0.5594599;1.393769,0
233,305,944;16832;-2808,1875;-701;-315,-0.178456;-0.0972516;1.316649,-0.008706617;-0.1299518;1.353176,0.0542877;-0.3306695;1.352928,0.05958387;-0.3413779;1.092497,0.04119793;-0.3411315;0.9776183,-0.1706458;-0.5594481;1.394441,0
271,307,1368;16128;-3028,16;-828;-2008,-0.1784629;-0.09724595;1.316512,-0.008163488;-0.1306767;1.353325,0.05422132;-0.3308183;1.352782,0.05786688;-0.3356593;1.092143,0.04279649;-0.3386922;0.9709367,-0.1707307;-0.5594231;1.394394,0
299,306,1732;15364;-2824,58;-2119;-1455,-0.1784614;-0.09724163;1.316508,-0.009326394;-0.1296393;1.352411,0.05427207;-0.3311587;1.352852,0.06566052;-0.3294332;1.092395,0.05656544;-0.3381214;0.9935923,-0.170483;-0.5592797;1.39462,0
