Time_Stamp,Flex,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,336,2748;14412;-2836,-3532;-785;8630,-0.008881099;-0.1310075;1.715117,0.1657367;-0.1677981;1.658704,0.263641;-0.3742535;1.556262,0.1885982;-0.3946081;1.376232,0.1530754;-0.4024116;1.289786,-0.02428423;-0.5813476;1.684694,0
33,336,3248;14048;-2448,-2711;-985;8615,-0.008792137;-0.1311561;1.715285,0.1630809;-0.167331;1.657497,0.26553;-0.3734597;1.560655,0.1903415;-0.3941917;1.380732,0.1539652;-0.4024414;1.290925,-0.02418867;-0.5815927;1.68482,0
67,336,4676;13684;-2204,-3186;-1131;8282,-0.008693933;-0.1311865;1.71535,0.1639278;-0.1676766;1.658569,0.2650952;-0.3739388;1.560816,0.1903815;-0.3940677;1.380619,0.1546759;-0.4022247;1.290381,-0.02413306;-0.5817788;1.684879,0
98,336,5548;13556;-2184,-2793;-877;7845,-0.008586528;-0.1313257;1.714954,0.1642319;-0.1677642;1.658527,0.2650731;-0.3741379;1.559986,0.1900978;-0.3930818;1.379759,0.1545878;-0.3999139;1.287281,-0.02407582;-0.5818153;1.684746,0
132,336,6368;13504;-1764,-2953;-752;7316,-0.008538554;-0.131465;1.715391,0.1650885;-0.1676249;1.660782,0.2653607;-0.3744452;1.560154,0.1896586;-0.3934128;1.38024,0.1551751;-0.3997486;1.290187,-0.02400163;-0.5820217;1.685062,0
163,336,6996;13016;-1204,-2564;-754;6969,-0.008517225;-0.1315109;1.715375,0.1653501;-0.1677496;1.661061,0.2656266;-0.3736825;1.561376,0.1902914;-0.3934239;1.381395,0.1552367;-0.3998248;1.290845,-0.02394587;-0.5820705;1.685083,0
198,336,8160;13032;-892,-2857;-916;6591,-0.00851135;-0.1315509;1.715472,0.1623775;-0.1669988;1.65893,0.2662572;-0.3733212;1.562142,0.1907582;-0.3935097;1.382284,0.1548596;-0.3997192;1.28936,-0.02393768;-0.5820751;1.6851,0
231,336,8464;12912;-688,-3650;-981;5873,-0.008525926;-0.1316146;1.71545,0.162792;-0.1670839;1.659371,0.2662282;-0.3734069;1.561881,0.1906062;-0.3934831;1.382061,0.1544411;-0.3988737;1.288599,-0.02399528;-0.5821816;1.685115,0
266,336,9096;12720;-112,-2866;-836;5867,-0.008500634;-0.1317075;1.715581,0.1632897;-0.1672088;1.660109,0.2659918;-0.3731391;1.562493,0.1907126;-0.393328;1.382541,0.1542046;-0.3987766;1.289115,-0.02398487;-0.5823433;1.685326,0
299,336,9544;12676;-184,-2395;-571;5925,-0.00848049;-0.1317401;1.71544,0.1638009;-0.1672408;1.660098,0.263449;-0.3743771;1.557766,0.1886664;-0.393782;1.377512,0.1533449;-0.4005561;1.286819,-0.02391458;-0.582313;1.68526,0
