Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,352,-10480;-13120;-1188,-479;-623;-787,-0.193208;-0.3490639;1.227075,-0.2556308;-0.3812673;1.347764,-0.3008524;-0.3459572;1.539042,-0.244989;-0.177389;1.670045,-0.08011675;-0.1093116;1.694617,-0.0637268;-0.5055785;1.609577,0
32,351,-10248;-12964;-716,1182;-578;-1036,-0.1935717;-0.3489766;1.230641,-0.2538762;-0.3817489;1.345728,-0.3018606;-0.3474909;1.536529,-0.2450374;-0.17741;1.670059,-0.08017921;-0.1092871;1.694701,-0.06371946;-0.5055405;1.609604,0
67,351,-10168;-12532;-484,3097;-1069;-1046,-0.19384;-0.3500177;1.227554,-0.2041716;-0.4145765;1.296279,-0.3018752;-0.3479296;1.535735,-0.2450456;-0.1773973;1.670079,-0.08017327;-0.109233;1.694702,-0.06373384;-0.5054612;1.609632,0
100,350,-9976;-12452;-344,1434;-928;-1042,-0.1954725;-0.3534678;1.224368,-0.2063885;-0.4770418;1.392072,-0.3018207;-0.348614;1.534912,-0.2450539;-0.177395;1.670097,-0.08018881;-0.1092222;1.694775,-0.06376335;-0.5053696;1.609728,0
132,350,-9984;-12620;-276,-114;-701;-665,-0.1977709;-0.3537456;1.227126,-0.2076429;-0.4771971;1.392225,-0.3016644;-0.348819;1.534691,-0.2450743;-0.1773991;1.670105,-0.08019565;-0.1092194;1.694831,-0.06376228;-0.505343;1.609745,0
166,350,-9800;-12668;-452,-333;-791;-494,-0.1975675;-0.3535429;1.235171,-0.2085326;-0.4774777;1.392334,-0.3039335;-0.3505977;1.536832,-0.2450804;-0.1773981;1.670121,-0.0801972;-0.1092104;1.694887,-0.06373401;-0.5053;1.609781,0
197,350,-9948;-12832;-736,121;-871;-495,-0.2005357;-0.3547253;1.231765,-0.2084056;-0.4775835;1.392636,-0.3041868;-0.3502761;1.537707,-0.2450872;-0.1774015;1.670125,-0.08026196;-0.1091804;1.694914,-0.06374305;-0.5052769;1.6098,0
230,350,-10028;-12704;-568,640;-783;-518,-0.2026751;-0.366805;1.22348,-0.2122811;-0.4858443;1.327224,-0.3047141;-0.3511468;1.537678,-0.2466992;-0.1774252;1.669834,-0.08027466;-0.1091727;1.694931,-0.06381798;-0.5052317;1.609875,0
848,350,-9880;-12580;-492,178;-808;-527,-0.3230162;-0.3552268;1.285033,-0.3011816;-0.3670764;1.322385,-0.2939823;-0.3517741;1.589086,-0.2474215;-0.178521;1.671203,-0.0774572;-0.1115756;1.698278,-0.06646006;-0.5068166;1.615709,0
866,349,-9832;-12604;-644,167;-668;-698,-0.319095;-0.3564728;1.283515,-0.3025118;-0.3696261;1.291506,-0.2756221;-0.4071862;1.536024,-0.2472852;-0.1785212;1.671338,-0.07795454;-0.1115049;1.698363,-0.06657951;-0.506874;1.615885,0
899,349,-10020;-12632;-388,429;-791;-586,-0.3299716;-0.3499855;1.274268,-0.3051231;-0.3674458;1.32924,-0.1796037;-0.4116021;1.56059,-0.2472649;-0.1785579;1.671327,-0.0778285;-0.1116098;1.698248,-0.06662537;-0.5069346;1.615985,0
931,349,-9944;-12592;-332,698;-756;-621,-0.3262427;-0.3522009;1.272436,-0.290792;-0.3649397;1.32243,-0.1796141;-0.4116354;1.56065,-0.2472066;-0.1785638;1.671368,-0.07771139;-0.1117245;1.698303,-0.06676579;-0.5069204;1.616175,0
966,350,-10036;-12604;-296,755;-831;-628,-0.3244795;-0.3513193;1.264881,-0.294707;-0.3674573;1.323856,-0.1796155;-0.4116574;1.560655,-0.2471623;-0.1785721;1.671371,-0.07756762;-0.1118573;1.698246,-0.06679801;-0.5070359;1.616285,0
998,349,-10128;-12680;-368,610;-838;-624,-0.3251103;-0.3501493;1.252624,-0.3392014;-0.3593334;1.331142,-0.2747211;-0.3881552;1.552537,-0.2471092;-0.1785808;1.671373,-0.07730369;-0.1119772;1.697992,-0.06671225;-0.5070973;1.61623,0
1033,349,-10124;-12852;-256,981;-977;-346,-0.3126974;-0.353585;1.250776,-0.292723;-0.3611372;1.306737,-0.2713045;-0.4136835;1.567943,-0.2470153;-0.1785595;1.671355,-0.07702579;-0.1121875;1.697647,-0.06671364;-0.5071345;1.616199,0
1065,349,-10036;-12828;-96,1163;-1122;-280,-0.3068865;-0.3546156;1.253448,-0.2970246;-0.3557906;1.276972,-0.2902521;-0.3773746;1.543313,-0.2484968;-0.1794766;1.671921,-0.07697149;-0.1122479;1.697765,-0.06671318;-0.5070988;1.61623,0
1099,349,-10092;-12612;48,1163;-1202;-106,-0.2938109;-0.3547058;1.250041,-0.2592079;-0.3789185;1.333635,-0.2951245;-0.3543455;1.593379,-0.2493163;-0.1794988;1.671856,-0.07688813;-0.1123438;1.697733,-0.06670772;-0.507122;1.616224,0
1137,349,-10092;-12272;168,811;-1180;90,-0.2813095;-0.3520587;1.254767,-0.2637551;-0.3789474;1.329041,-0.2954385;-0.3540801;1.593241,-0.2490226;-0.1794535;1.671862,-0.07685104;-0.1123889;1.697713,-0.06670936;-0.5071242;1.616224,0
1165,350,-10152;-12304;292,976;-1111;-84,-0.2669211;-0.3468053;1.256666,-0.2615253;-0.3772566;1.329197,-0.2955309;-0.3540428;1.593262,-0.2487812;-0.1794637;1.671762,-0.07656867;-0.1126177;1.697487,-0.06675533;-0.50718;1.616144,0
1198,349,-10420;-12264;44,555;-1124;-200,-0.2531607;-0.3546358;1.254158,-0.2526739;-0.4954632;1.408549,-0.2975849;-0.3535767;1.593759,-0.2485815;-0.179456;1.671773,-0.07655273;-0.1126501;1.697479,-0.06675712;-0.5071939;1.616148,0
1233,350,-10800;-13492;-44,-902;-682;-277,-0.2271461;-0.5341495;1.227374,-0.2398522;-0.5133823;1.296173,-0.2521809;-0.4134591;1.543221,-0.2484023;-0.179423;1.671754,-0.07655288;-0.1126656;1.697474,-0.06676138;-0.50719;1.61615,0
1266,351,-11476;-15708;-312,-3633;-104;424,-0.2352059;-0.3410424;1.23484,-0.241369;-0.4671433;1.362123,-0.3107669;-0.3477595;1.590231,-0.2482647;-0.1794538;1.671611,-0.07642623;-0.1128032;1.697329,-0.06677158;-0.5072098;1.616131,0
1299,353,-12716;-19240;-1396,-479;-802;-2486,-0.2304174;-0.3364236;1.225384,-0.2411145;-0.4670428;1.362222,-0.3107983;-0.3475764;1.590196,-0.2480328;-0.1793815;1.6716,-0.07640576;-0.1128896;1.697283,-0.06677537;-0.5072106;1.61613,0
1331,354,-12544;-19068;-2048,196;1004;-7702,-0.2043221;-0.5417085;1.219462,-0.2059582;-0.509702;1.272986,-0.2442858;-0.393568;1.509973,-0.2477931;-0.1792238;1.671626,-0.07635529;-0.113034;1.697221,-0.06679372;-0.5073143;1.616083,0
1366,354,-11976;-18572;-1168,1267;2469;-10594,-0.2141987;-0.3252142;1.220758,-0.3050732;-0.3579822;1.375793,-0.3191839;-0.3359623;1.573844,-0.2476431;-0.1790919;1.671476,-0.07616546;-0.1132478;1.69669,-0.06659942;-0.507489;1.615696,0
1398,354,-11064;-17672;-384,1796;2591;-12679,-0.2059694;-0.3271601;1.222129,-0.2999975;-0.3598681;1.370631,-0.3178224;-0.3335063;1.567831,-0.2484257;-0.178891;1.671217,-0.0760944;-0.1132987;1.696735,-0.06614449;-0.5074617;1.615504,0
1432,354,-10012;-16676;116,2179;2269;-13955,-0.1936544;-0.3267006;1.227501,-0.2353843;-0.3575706;1.288628,-0.316566;-0.345457;1.470766,-0.2480633;-0.1786635;1.671239,-0.07600163;-0.1134157;1.69659,-0.06403418;-0.5076197;1.613892,0
1465,354,-8724;-15980;412,2180;1626;-14119,-0.1763013;-0.3265401;1.234933,-0.227679;-0.3565974;1.291641,-0.3167138;-0.3447042;1.470042,-0.2483519;-0.1786151;1.671178,-0.07554021;-0.1135719;1.696557,-0.0589243;-0.5069379;1.612301,0
1505,354,-7576;-16136;1328,1199;1332;-14301,-0.161168;-0.3240032;1.245144,-0.217404;-0.3377891;1.293834,-0.3167522;-0.3427349;1.467068,-0.2487963;-0.1785239;1.669962,-0.0751887;-0.1137372;1.695874,-0.05837485;-0.5069787;1.611871,0
1533,353,-6292;-16192;1532,736;153;-14039,-0.1472193;-0.3260572;1.269741,-0.1937985;-0.3335217;1.293326,-0.31679;-0.3424612;1.467056,-0.2490443;-0.1784116;1.670161,-0.07512511;-0.1137469;1.695932,-0.05801314;-0.50668;1.611737,0
1565,353,-5192;-16472;1560,2773;-1626;-13807,-0.1557737;-0.330458;1.293376,-0.2045992;-0.3331702;1.323581,-0.3096799;-0.3377628;1.569281,-0.2497376;-0.178082;1.670739,-0.07498793;-0.1138245;1.69617,-0.0577297;-0.5061468;1.611682,0
1598,353,-3556;-15928;1416,3352;-3262;-13195,-0.1531345;-0.328604;1.302113,-0.1995132;-0.3330581;1.324364,-0.3092735;-0.3370412;1.568007,-0.2492745;-0.1780288;1.670618,-0.07489786;-0.1138911;1.696073,-0.05755789;-0.5059858;1.611302,0
