Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,-668;3452;15656,1631;-469;-739,0.01362275;0.2269613;1.267528,0.1666937;0.1985113;1.272739,0.2837717;0.03547401;1.312661,0.2011259;-0.05927295;1.115565,0.01761976;-0.1690977;1.420681,0
31,-604;3116;15644,1352;-790;-595,0.01363408;0.2269614;1.26754,0.1667461;0.1985614;1.272814,0.2837584;0.03544592;1.312635,0.1988674;-0.06439235;1.105493,0.01756147;-0.1690246;1.420731,0
63,-504;3184;15444,1865;-496;-870,0.013662;0.2269548;1.267592,0.1666412;0.1984894;1.272625,0.2837535;0.03543875;1.31266,0.2002932;-0.06184618;1.111462,0.01753193;-0.1689965;1.420765,0
97,-640;3592;15576,1364;-651;-844,0.013664;0.226947;1.267592,0.1667205;0.1985171;1.272682,0.2836812;0.03538206;1.312664,0.2463275;-0.07016429;1.122218,0.01732069;-0.1691007;1.420382,0
131,-352;3116;15248,1226;-504;-864,0.01368603;0.2269438;1.267625,0.1667707;0.1985778;1.272762,0.2836213;0.03531841;1.312625,0.1979157;-0.06624696;1.103607,0.01736769;-0.1691135;1.420347,0
162,-700;3440;15340,1792;-179;-840,0.01370841;0.2269416;1.267654,0.1668451;0.1986116;1.272839,0.2834638;0.03515301;1.312566,0.1978509;-0.06658259;1.103597,0.01733952;-0.1690226;1.42046,0
201,-656;3424;15436,1200;-398;-854,0.01371491;0.2269382;1.267672,0.1668724;0.1986538;1.2729,0.2834014;0.03503691;1.312628,0.197791;-0.06675218;1.103686,0.017333;-0.1690039;1.420475,0
232,-692;3460;15560,1380;-241;-1021,0.0137181;0.2269314;1.267704,0.1669064;0.1986974;1.27296,0.2831998;0.03489108;1.312567,0.1997838;-0.06342883;1.11177,0.01722842;-0.1690019;1.420484,0
265,-636;3420;15632,1072;-462;-984,0.01372897;0.2269273;1.267678,0.1669357;0.1987174;1.272946,0.2830568;0.03474566;1.31224,0.1999678;-0.06273135;1.112524,0.01720533;-0.1688784;1.42043,0
301,-680;3564;15584,1332;-360;-897,0.01373101;0.2269343;1.267696,0.1669711;0.1987546;1.273002,0.2830303;0.03472626;1.312253,0.2006649;-0.06169419;1.114572,0.01700379;-0.168796;1.420494,0
331,-524;3468;15604,1385;-337;-780,0.01373171;0.226935;1.267697,0.1670233;0.1987786;1.273056,0.282952;0.03465974;1.312231,0.2009489;-0.06112317;1.115533,0.01703194;-0.168762;1.420473,0
363,-492;3400;15400,1321;-520;-770,0.01372581;0.226943;1.267742,0.1666911;0.1985733;1.272625,0.282974;0.0346972;1.312287,0.1971035;-0.0663714;1.103589,0.01682205;-0.1686566;1.420641,0
400,-568;3520;15496,1276;-469;-824,0.01373064;0.2269436;1.267744,0.166714;0.1985945;1.272666,0.2829823;0.03469899;1.312293,0.1989353;-0.06681328;1.102595,0.01686894;-0.1686407;1.420598,0
433,-688;3604;15628,833;-519;-964,0.01372624;0.2269505;1.267749,0.1667334;0.1986533;1.272742,0.2829863;0.03469972;1.312286,0.1994709;-0.06721773;1.102576,0.01682104;-0.1685883;1.420627,0
465,-632;3456;15472,1571;-286;-773,0.01373227;0.226934;1.267748,0.1667619;0.1986954;1.272764,0.28299;0.0346792;1.312162,0.1993393;-0.06723546;1.102506,0.01679813;-0.1687228;1.420409,0
501,-596;3436;15360,761;-680;-859,0.01372674;0.2269335;1.267759,0.1667817;0.1987246;1.272782,0.2830606;0.03467009;1.312035,0.1994799;-0.06742023;1.10244,0.0162662;-0.1686528;1.420391,0
532,-644;3396;15608,1145;-435;-995,0.01372161;0.22693;1.267766,0.166213;0.1985326;1.272167,0.2830628;0.03466707;1.312032,0.199497;-0.06745872;1.102452,0.01628463;-0.1687586;1.420326,0
565,-876;3616;15592,1182;-528;-941,0.01372884;0.2269301;1.267763,0.1662658;0.1985683;1.272217,0.2830707;0.03463362;1.311992,0.1994042;-0.06749777;1.102457,0.01642447;-0.1687565;1.420286,0
599,-700;3336;15504,1282;-736;-896,0.01372852;0.2269277;1.267775,0.1661164;0.1984074;1.271822,0.2830703;0.03463898;1.311962,0.1996945;-0.06780294;1.102466,0.01663715;-0.1687134;1.420327,0
633,-600;3460;15180,868;-611;-963,0.01373053;0.2269291;1.267831,0.1662244;0.1985137;1.272106,0.2831381;0.03465881;1.312043,0.2000818;-0.06796658;1.102513,0.016626;-0.1687266;1.420357,0
665,-520;3352;15084,1203;-301;-1035,0.01373019;0.2269282;1.267835,0.1662735;0.1985836;1.272195,0.2831503;0.03463979;1.312006,0.200139;-0.06773265;1.102336,0.01665797;-0.1687581;1.420302,0
712,-480;3240;15552,1039;-127;-1079,0.01372695;0.2269236;1.267834,0.1663322;0.1986497;1.272278,0.2831817;0.03460517;1.3119,0.200256;-0.06761144;1.102122,0.01668839;-0.1688007;1.420204,0
729,-520;3412;15708,2717;372;-1044,0.01372906;0.2269209;1.267828,0.1663735;0.198694;1.272322,0.2832088;0.03458374;1.311865,0.2000377;-0.06736795;1.102057,0.01677568;-0.1688035;1.420075,0
763,-856;3828;15896,5461;1009;-613,0.01373236;0.2269186;1.267827,0.166087;0.1985544;1.271705,0.2831834;0.03457901;1.311835,0.2000908;-0.06728312;1.101954,0.01694438;-0.1688839;1.419952,0
799,-732;4128;15532,9216;1945;-139,0.01373233;0.2269144;1.267847,0.1662;0.1986573;1.271943,0.2831946;0.03456636;1.311834,0.2000879;-0.06726716;1.101947,0.01693922;-0.1688942;1.419949,0
831,-1036;4608;14456,18653;4497;838,0.01375057;0.2269307;1.268,0.1663482;0.1988117;1.272374,0.2832665;0.03448224;1.312022,0.2000911;-0.06724584;1.102114,0.01705779;-0.1689032;1.420267,0
865,-1788;7568;14532,14823;2451;362,0.0137501;0.2269307;1.268,0.1664194;0.1988454;1.272443,0.2832881;0.03442054;1.311972,0.2000176;-0.06724875;1.102076,0.01706947;-0.168879;1.420272,0
899,-1476;6908;13004,20367;3363;1108,0.01375213;0.2269292;1.268007,0.1664438;0.1988833;1.272475,0.2832615;0.03432482;1.311851,0.1999682;-0.0672411;1.101916,0.01707466;-0.1688485;1.420306,0
932,-1952;10028;11524,28335;5692;1193,0.01375483;0.2269283;1.268004,0.1664781;0.1989184;1.27253,0.2832375;0.0342854;1.311815,0.2001369;-0.06693743;1.101639,0.01719548;-0.1688363;1.420318,0
963,-1864;11816;9440,28406;5802;1322,0.01376025;0.2269237;1.26799,0.1664952;0.1989374;1.272539,0.283072;0.03403037;1.311421,0.2002259;-0.0667126;1.100915,0.01731353;-0.1687554;1.420335,0
998,-1824;13344;7244,29292;6284;1424,0.0137626;0.2269181;1.267964,0.1665195;0.1989475;1.272548,0.282947;0.03389614;1.311124,0.2004045;-0.06669361;1.100426,0.01749746;-0.1687746;1.420166,0
1029,-2352;14340;4300,30038;6900;1833,0.01377358;0.2269174;1.267975,0.166554;0.1989763;1.272597,0.2829141;0.03383574;1.311111,0.2004552;-0.06663116;1.100325,0.01763573;-0.168743;1.420236,0
1063,-2176;15136;1136,30247;7800;3032,0.01377849;0.226917;1.267969,0.1660759;0.1986442;1.27202,0.2829053;0.03383194;1.311107,0.2009339;-0.06655989;1.100096,0.01765057;-0.1687515;1.420224,0
1098,-1536;13492;-2192,32767;8313;-966,0.013775;0.2269064;1.26796,0.1661323;0.1986657;1.272076,0.2829022;0.0338018;1.311065,0.2022723;-0.06617261;1.09934,0.01742631;-0.1687978;1.420127,0
1135,-2456;14360;-6592,32767;8705;-2961,0.01378739;0.2269119;1.267991,0.1662195;0.1987357;1.272259,0.2829061;0.03377198;1.311084,0.2023565;-0.06604742;1.099256,0.01741306;-0.1687588;1.420248,0
1163,-1592;13768;-10348,32767;9048;-773,0.01380035;0.2269098;1.268006,0.1663112;0.1987886;1.272379,0.2829131;0.03375937;1.311078,0.2027905;-0.06608343;1.099102,0.01753539;-0.1687003;1.420405,0
1197,-1344;10808;-13884,32767;8001;-248,0.01379913;0.2269013;1.267985,0.1663499;0.1988079;1.272396,0.2828659;0.033576;1.310822,0.203401;-0.06599585;1.098471,0.01753399;-0.1686663;1.420362,0
1230,-968;10052;-14672,19669;3006;1841,0.01381725;0.2268986;1.267994,0.1664262;0.1988392;1.272497,0.2828641;0.03354621;1.310848,0.204632;-0.06627468;1.098159,0.01767181;-0.1686903;1.420357,0
1264,4;6208;-16652,18092;2387;1840,0.0138187;0.2268988;1.268006,0.1662547;0.1986386;1.272297,0.2828664;0.03353958;1.310847,0.2066997;-0.06538595;1.100645,0.01770621;-0.1686422;1.420514,0
1299,-136;6228;-17292,10671;3813;218,0.01382413;0.2269033;1.26802,0.166327;0.1986979;1.27241,0.2828829;0.03348263;1.310808,0.208408;-0.06481317;1.102928,0.01787481;-0.168507;1.420699,0
1331,1152;4176;-16900,8696;2379;126,0.01383351;0.2268933;1.267989,0.166356;0.1987053;1.272423,0.2827892;0.0332879;1.310667,0.2084085;-0.06476574;1.102924,0.01810198;-0.1685092;1.420441,0
1364,504;4484;-17272,9860;243;-136,0.01383985;0.2269027;1.268017,0.1662151;0.1985017;1.272234,0.2828413;0.03317633;1.310724,0.2090638;-0.06369545;1.104594,0.01808275;-0.1684716;1.420527,0
1398,1176;4820;-16672,8103;143;599,0.01387859;0.226905;1.268072,0.1661068;0.1984016;1.272164,0.2828578;0.03293969;1.31097,0.2095684;-0.06332979;1.1049,0.01832079;-0.1684607;1.42064,0
1430,848;4536;-16920,1464;-1177;435,0.01392465;0.2269258;1.268171,0.1662704;0.1984825;1.272478,0.282929;0.03269044;1.311466,0.2103147;-0.06323249;1.105189,0.01861921;-0.1684086;1.420935,0
1464,1016;4676;-16540,-2907;-2374;58,0.01394437;0.2269272;1.268184,0.16633;0.198512;1.272568,0.282921;0.03248883;1.311485,0.2113191;-0.06232786;1.106289,0.0188292;-0.1683238;1.421078,0
1498,-144;4868;-17280,-8784;-2601;-1210,0.01396885;0.2269256;1.268192,0.1663911;0.1985365;1.272652,0.2830595;0.03216064;1.311592,0.2129256;-0.06185148;1.106632,0.0190994;-0.1683294;1.421071,0
1532,-72;7052;-16292,-19376;-7784;-1707,0.01400035;0.2269275;1.268244,0.1664781;0.1985838;1.272822,0.2833338;0.03180027;1.312217,0.2135445;-0.06163502;1.10762,0.01948437;-0.1683146;1.421293,0
1562,-1356;10480;-16000,-32768;-11015;-4691,0.01400535;0.2269282;1.268248,0.1665524;0.1985919;1.272968,0.2833838;0.03161969;1.312394,0.2144196;-0.06116965;1.108501,0.01980964;-0.16838;1.421313,0
1599,-1904;11268;-13572,-32768;-13942;-536,0.01402431;0.2269285;1.268255,0.1666074;0.1986153;1.273025,0.2833788;0.0314862;1.312466,0.2150503;-0.06076489;1.109136,0.02033786;-0.1684894;1.421307,0
1631,-2036;15072;-8656,-32768;-11795;3223,0.01404092;0.2269243;1.26825,0.1666548;0.1986212;1.273054,0.283342;0.03139345;1.312478,0.215421;-0.06034239;1.108924,0.02068442;-0.1685135;1.421228,0
1663,-1908;12776;-4888,-28566;-9524;5417,0.01409813;0.2269304;1.268287,0.1663712;0.1982585;1.272851,0.283363;0.03088804;1.31283,0.2170409;-0.05999961;1.112581,0.02082282;-0.1685513;1.421358,0
1697,-1356;17340;-1412,-25813;-8388;4363,0.01410782;0.2269397;1.268291,0.166444;0.1982857;1.272921,0.2833706;0.03083783;1.312912,0.2186653;-0.05842166;1.113784,0.02102991;-0.1685562;1.421344,0
1731,-560;14864;1144,-32688;-7709;2723,0.01413264;0.2269464;1.268265,0.1664837;0.1983064;1.272921,0.2832443;0.03078292;1.312782,0.2192708;-0.05837531;1.114477,0.02113657;-0.1684552;1.421354,0
