Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,4588;-1164;-16912,1154;-480;-983,-0.2476142;-0.1240539;1.050183,-0.2891927;0.0255588;1.270701,-0.1736209;0.2113723;1.240883,-0.01376279;0.2274376;1.220182,-0.02376473;-0.1901642;1.379132,0
44,4540;-1104;-16984,1149;-486;-976,-0.2476783;-0.1245079;1.050046,-0.2895822;0.02552031;1.270739,-0.1738073;0.2112668;1.241193,-0.01119057;0.2259462;1.225662,-0.02378718;-0.190138;1.379454,0
61,4584;-1116;-17000,1138;-480;-965,-0.2476635;-0.1248855;1.04959,-0.2900327;0.0255163;1.270369,-0.1739133;0.2111043;1.241088,-0.01203446;0.2257315;1.224532,-0.02378799;-0.1901453;1.379427,0
93,4492;-1256;-16776,1169;-446;-1011,-0.2477031;-0.1249582;1.049597,-0.290249;0.02594564;1.270559,-0.1740416;0.2115806;1.241688,-0.01066542;0.2249983;1.227414,-0.02375045;-0.190041;1.379786,0
128,4544;-1072;-16972,1188;-470;-1007,-0.2479164;-0.1248472;1.049855,-0.2904014;0.02619224;1.270611,-0.1741876;0.2119241;1.242146,-0.0115404;0.2250653;1.226759,-0.02372352;-0.1899782;1.380005,0
159,4592;-1224;-16964,1154;-477;-997,-0.2479928;-0.1246;1.049696,-0.2909201;0.02603502;1.270171,-0.1743914;0.2116321;1.242011,-0.01250582;0.2249189;1.225566,-0.02370486;-0.1899853;1.37999,0
193,4500;-1200;-16980,1160;-481;-994,-0.2480865;-0.1245733;1.049386,-0.2913198;0.02593514;1.269897,-0.1745626;0.2114384;1.241978,-0.01310647;0.2247589;1.224951,-0.02374955;-0.1900144;1.379995,0
228,4448;-1304;-17028,1148;-505;-990,-0.2482868;-0.1242907;1.049416,-0.2916605;0.02584247;1.269849,-0.1747682;0.2112744;1.242016,-0.01347162;0.2246874;1.224751,-0.0237465;-0.1900246;1.380038,0
259,4612;-1180;-17076,1163;-459;-983,-0.2482864;-0.1240152;1.049292,-0.2919995;0.02578436;1.269717,-0.1749364;0.2111258;1.241985,-0.01379558;0.2245385;1.224486,-0.02373267;-0.190034;1.380089,0
293,4492;-1276;-16780,1152;-481;-989,-0.2485157;-0.1230177;1.0495,-0.2921931;0.02556629;1.269713,-0.1751283;0.2108756;1.241871,-0.0142645;0.2242838;1.224055,-0.02370726;-0.1900647;1.380063,0
