Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-5780;-120;14376,721;868;-396,-0.2526727;-0.1097281;1.054237,-0.2791233;0.01625225;1.279107,-0.171902;0.1973427;1.220177,-0.01131046;0.2002156;1.216684,-0.0228826;-0.1970528;1.383228,0
34,-5976;-476;14596,1038;874;-287,-0.2527315;-0.1097119;1.053409,-0.2792399;0.01620402;1.278977,-0.171957;0.1971576;1.219821,-0.01129591;0.2001788;1.216631,-0.02290243;-0.1970413;1.383153,0
68,-6476;-412;15176,1015;-93;-502,-0.2529148;-0.1098946;1.052927,-0.2793129;0.01614878;1.278962,-0.1720079;0.1970812;1.219791,-0.01129672;0.2001716;1.216628,-0.02290034;-0.1970408;1.383155,0
100,-6488;-240;14780,-886;-238;-1623,-0.2529767;-0.1095619;1.053173,-0.279363;0.01607714;1.278933,-0.1720833;0.1969611;1.219617,-0.01128732;0.2001494;1.216599,-0.02289063;-0.1970522;1.383039,0
137,-6392;-736;15044,233;-687;-1363,-0.2530566;-0.1042156;1.059256,-0.2794196;0.01606292;1.278988,-0.172104;0.1968918;1.219599,-0.01128751;0.2001442;1.216596,-0.02287761;-0.1970586;1.383045,0
165,-5968;-272;14376,-470;-327;-2320,-0.2533186;-0.1016106;1.063271,-0.2794447;0.01608397;1.279094,-0.1721348;0.196892;1.219651,-0.01128253;0.2001396;1.21661,-0.02280134;-0.1970773;1.383133,0
200,-6408;-1320;14932,-2253;139;-2347,-0.2531442;-0.1007243;1.064053,-0.279468;0.01603808;1.279118,-0.1721579;0.1968264;1.219632,-0.01127943;0.2001266;1.216595,-0.02277882;-0.1970773;1.38313,0
232,-6440;-448;14160,837;-1044;-1895,-0.2530725;-0.09992103;1.06398,-0.2795146;0.01578636;1.278632,-0.1722311;0.196612;1.219197,-0.01127566;0.2000745;1.216511,-0.02276081;-0.197097;1.383001,0
267,-5956;-860;14236,-1044;-1237;-1282,-0.2542564;-0.09753893;1.06809,-0.2794257;0.01602705;1.278551,-0.1721314;0.1969816;1.219417,-0.0112703;0.2000658;1.216498,-0.02276107;-0.1970964;1.38299,0
305,-6268;-956;14072,-210;-1015;136,-0.2543796;-0.09706494;1.067808,-0.2794054;0.0159791;1.278533,-0.1721312;0.1969336;1.219372,-0.01125443;0.2000477;1.216463,-0.02270141;-0.1971113;1.382948,0
335,-6336;-1444;14288,-396;-1278;455,-0.2544923;-0.09671341;1.067685,-0.2792929;0.01589167;1.278579,-0.1721373;0.1969071;1.219391,-0.01125547;0.2000418;1.216464,-0.02263834;-0.1970988;1.383079,0
366,-6184;-1564;14144,-1095;-1010;357,-0.2548927;-0.09625658;1.067757,-0.279078;0.01601956;1.278561,-0.1720622;0.1973312;1.219851,-0.01125472;0.2000313;1.216536,-0.022596;-0.1970594;1.383242,0
399,-5616;-1396;13968,-794;-802;412,-0.2559688;-0.09509557;1.068215,-0.2790475;0.01585895;1.278507,-0.17212;0.1972313;1.219817,-0.01125574;0.2000278;1.216532,-0.0224775;-0.1970154;1.383367,0
434,-5692;-1804;14776,-868;-566;200,-0.2691736;-0.08921491;1.07708,-0.2789423;0.0156254;1.278136,-0.172139;0.1972054;1.219755,-0.01125644;0.2000184;1.216524,-0.02247734;-0.1970083;1.383382,0
466,-5792;-1724;14880,-1245;-602;43,-0.270039;-0.08959788;1.076808,-0.2787867;0.01563243;1.277703,-0.1720321;0.1975145;1.219954,-0.01125665;0.2000155;1.216524,-0.02242467;-0.1969487;1.383481,0
503,-5524;-2452;14984,-342;-1419;-29,-0.2710206;-0.08971145;1.076547,-0.2787099;0.01549697;1.277494,-0.1720289;0.1975053;1.219938,-0.01125517;0.2000143;1.216524,-0.02241084;-0.1969238;1.38353,0
535,-5184;-2592;14588,-58;-1396;-659,-0.2744017;-0.09064432;1.076793,-0.2785119;0.01534898;1.277417,-0.1720229;0.1974777;1.21987,-0.01125554;0.2000135;1.216524,-0.0224055;-0.1969058;1.383548,0
566,-5272;-3040;14596,212;-1245;-1158,-0.2738916;-0.09076516;1.076935,-0.278269;0.01522047;1.277558,-0.1720255;0.1974534;1.219906,-0.01124495;0.2000133;1.216546,-0.02229376;-0.1968725;1.383698,0
600,-5244;-2976;14192,775;-1408;-1660,-0.2746405;-0.09131959;1.076918,-0.2779412;0.01517893;1.277283,-0.1719371;0.1977306;1.220036,-0.01124362;0.2000106;1.216545,-0.02227771;-0.196831;1.383734,0
632,-5180;-3336;14444,230;-1550;-2216,-0.2712173;-0.09540254;1.078656,-0.2777733;0.01486029;1.276874,-0.1719403;0.1976453;1.219942,-0.01123867;0.2000074;1.216536,-0.02222153;-0.1968146;1.383723,0
666,-5048;-3096;13812,306;-925;-2400,-0.2708775;-0.09544979;1.078393,-0.2776014;0.01460475;1.276723,-0.1719645;0.1975283;1.219844,-0.01123608;0.2000068;1.216534,-0.0221909;-0.1967972;1.38372,0
704,-5520;-3644;14588,873;-1686;-2369,-0.2707024;-0.09630646;1.078838,-0.2774642;0.01451139;1.276735,-0.1719794;0.1975143;1.219828,-0.01123639;0.2000055;1.216534,-0.02218332;-0.1967929;1.383719,0
735,-5072;-2636;14328,1717;-1123;-2423,-0.2600372;-0.120198;1.051251,-0.2773659;0.0143387;1.276705,-0.1719732;0.1973673;1.21973,-0.01123635;0.1999983;1.216521,-0.02216196;-0.1968059;1.383682,0
767,-5044;-2620;14352,999;-370;-2284,-0.2615578;-0.1055597;1.07599,-0.2771758;0.01411375;1.276576,-0.1719619;0.1972694;1.219653,-0.01123574;0.199996;1.216519,-0.02213078;-0.1968151;1.383661,0
