Time_Stamp,ShoulderElevationAngle,Trimming_Id,speed,,,
1832,81.85066052,0,0.028198475,0,81.85066052,0.071138477
1865,81.64167338,0,0.006332943,0,81.64167338,0.071138477
1898,80.78445872,0,0.025976202,0,80.78445872,0.071138477
1934,80.71543874,0,0.001917222,0,80.71543874,0.071138477
1968,80.50531997,0,0.006179964,0,80.50531997,0.071138477
2001,80.4315102,0,0.00223666,0,80.4315102,0.071138477
2035,80.46115283,0,0.000871842,0,80.46115283,0.071138477
2066,85.03592615,0,0.147573333,1,85.03592615,0.071138477
2098,81.08136131,0,0.123580151,1,81.08136131,0.071138477
2134,81.10252528,0,0.000587888,0,81.10252528,0.071138477
2166,81.23039199,0,0.003995835,0,81.23039199,0.071138477
2201,81.24166811,0,0.000322175,0,81.24166811,0.071138477
2233,93.17226444,0,0.372831135,1,93.17226444,0.071138477
2266,93.25369615,0,0.002467628,0,93.25369615,0.071138477
2298,87.51396723,0,0.179366529,1,87.51396723,0.071138477
2334,87.39843576,0,0.003209207,0,87.39843576,0.071138477
2367,87.34860014,0,0.00151017,0,87.34860014,0.071138477
2400,87.99604375,0,0.019619503,0,87.99604375,0.071138477
2433,87.76016338,0,0.00714789,0,87.76016338,0.071138477
2465,89.46977368,0,0.053425322,0,89.46977368,0.071138477
2499,95.37776588,0,0.173764477,1,95.37776588,0.071138477
2534,100.8955557,0,0.157651138,1,100.8955557,0.071138477
2567,111.9132251,0,0.33386877,1,111.9132251,0.071138477
2600,113.8490508,0,0.058661386,0,113.8490508,0.071138477
2633,125.6171641,0,0.356609494,1,125.6171641,0.071138477
2667,133.4822808,0,0.23132696,1,133.4822808,0.071138477
2699,142.8059024,0,0.291363176,1,142.8059024,0.071138477
2734,211.0444237,0,1.949672038,1,211.0444237,0.071138477
2767,208.1678338,0,0.087169392,1,208.1678338,0.071138477
2801,207.6822887,0,0.014280739,0,207.6822887,0.071138477
2835,207.7613955,0,0.002326672,0,207.7613955,0.071138477
2866,208.2415721,0,0.015489565,0,208.2415721,0.071138477
2900,208.8165346,0,0.016910663,0,208.8165346,0.071138477
2934,210.4927686,0,0.049301001,0,210.4927686,0.071138477
2967,210.5086294,0,0.000480629,0,210.5086294,0.071138477
3000,211.7745428,0,0.038361013,0,211.7745428,0.071138477
3034,212.2777599,0,0.014800503,0,212.2777599,0.071138477
3074,212.2476442,0,0.000752893,0,212.2476442,0.071138477
3100,212.0591256,0,0.007250714,0,212.0591256,0.071138477
3133,211.5733253,0,0.014721223,0,211.5733253,0.071138477
3166,209.8750469,0,0.051462982,0,209.8750469,0.071138477
3199,208.9273776,0,0.028717249,0,208.9273776,0.071138477
3235,208.0569896,0,0.024177445,0,208.0569896,0.071138477
3268,206.8582891,0,0.03632426,0,206.8582891,0.071138477
3301,205.318826,0,0.046650397,0,205.318826,0.071138477
3335,204.5207725,0,0.023472161,0,204.5207725,0.071138477
3367,202.0740642,0,0.076459636,1,202.0740642,0.071138477
3400,200.8408902,0,0.037368909,0,200.8408902,0.071138477
3434,199.0464053,0,0.052778967,0,199.0464053,0.071138477
3469,197.2834346,0,0.05037059,0,197.2834346,0.071138477
3500,196.234346,0,0.03384157,0,196.234346,0.071138477
3535,196.1143437,0,0.003428638,0,196.1143437,0.071138477
3567,197.0795448,0,0.030162536,0,197.0795448,0.071138477
3598,161.3161866,0,1.153656717,1,161.3161866,0.071138477
3635,158.8190633,0,0.067489818,0,158.8190633,0.071138477
3666,155.2843623,0,0.114022613,1,155.2843623,0.071138477
3699,148.6305821,0,0.201629705,1,148.6305821,0.071138477
3735,145.7869302,0,0.07899033,1,145.7869302,0.071138477
3767,143.1131043,0,0.08355706,1,143.1131043,0.071138477
3799,139.3811712,0,0.116622907,1,139.3811712,0.071138477
3835,132.5889675,0,0.188672327,1,132.5889675,0.071138477
3868,126.7076288,0,0.178222386,1,126.7076288,0.071138477
3899,121.3396049,0,0.17316206,1,121.3396049,0.071138477
3934,116.1178781,0,0.149192194,1,116.1178781,0.071138477
3967,110.1089312,0,0.182089299,1,110.1089312,0.071138477
3999,113.9400126,0,0.119721294,1,113.9400126,0.071138477
4033,106.1529496,0,0.229031267,1,106.1529496,0.071138477
4065,106.7220448,0,0.017784226,0,106.7220448,0.071138477
4099,101.7806218,0,0.145335969,1,101.7806218,0.071138477
4132,98.43530514,0,0.101373233,1,98.43530514,0.071138477
4167,90.86819374,0,0.216203183,1,90.86819374,0.071138477
4200,88.9707178,0,0.057499271,0,88.9707178,0.071138477
4232,81.33800347,0,0.238522323,1,81.33800347,0.071138477
4265,83.35906761,0,0.061244368,0,83.35906761,0.071138477
4298,74.66079569,0,0.263583998,1,74.66079569,0.071138477
4332,77.66692119,0,0.088415456,1,77.66692119,0.071138477
4368,78.81113299,0,0.031783661,0,,0.071138477
4399,80.30348029,0,0.048140235,0,,0.071138477
4435,81.08545545,0,0.021721532,0,,0.071138477
4465,81.26096586,0,0.005850347,0,,0.071138477
4498,81.94880517,0,0.020843615,0,,0.071138477
4533,82.01234149,0,0.001815324,0,,0.071138477
4569,82.12224344,0,0.003052832,0,,0.071138477
4602,82.07772758,0,0.001348965,0,,0.071138477
4633,80.07910218,0,0.064471787,0,,0.071138477
4667,79.38164162,0,0.020513546,0,,0.071138477
4699,78.85973771,0,0.016309497,0,,0.071138477
4733,79.80279458,0,0.027736967,0,,0.071138477
4766,79.08105254,0,0.021870971,0,,0.071138477
4799,79.7838956,0,0.021298274,0,,0.071138477
4833,80.07677302,0,0.008614042,0,,0.071138477
4865,80.64454918,0,0.017743005,0,,0.071138477
4898,79.44275617,0,0.03641797,0,,0.071138477
4933,78.90001382,0,0.015506924,0,,0.071138477
4966,79.52091178,1,0.01881509,0,,0.071138477
4999,79.90746701,1,0.011713795,0,,0.071138477
5032,80.23061012,1,0.009792216,0,,0.071138477
5067,80.82692074,1,0.017037446,0,,0.071138477
5099,80.96497682,1,0.004314253,0,,0.071138477
5133,81.01491087,1,0.001468648,0,,0.071138477
5166,81.16187547,1,0.004453473,0,,0.071138477
5199,81.18885315,1,0.000817505,0,,0.071138477
5235,81.20780167,1,0.000526348,0,,0.071138477
5266,81.23529334,1,0.000886828,0,,0.071138477
5298,81.3563873,1,0.003784186,0,,0.071138477
5332,81.35638216,1,1.51393E-07,0,,0.071138477
5367,81.37769825,1,0.000609031,0,,0.071138477
5398,79.14928369,1,0.071884341,1,,0.071138477
5435,79.40211986,1,0.00683341,0,,0.071138477
5465,78.70727759,1,0.023161409,0,,0.071138477
5499,79.32321155,1,0.018115705,0,,0.071138477
5532,78.54958686,1,0.023443172,0,,0.071138477
5568,78.06413538,1,0.013484764,0,,0.071138477
5599,77.84507735,1,0.007066388,0,,0.071138477
5635,78.23367664,1,0.010794425,0,,0.071138477
5666,79.23249068,1,0.032219808,0,,0.071138477
5700,79.50160853,1,0.007915231,0,,0.071138477
5733,79.98611644,1,0.014682058,0,,0.071138477
5766,78.94062223,1,0.031681643,0,,0.071138477
5800,79.4486333,1,0.014941502,0,,0.071138477
5833,80.16372379,1,0.021669409,0,,0.071138477
5866,80.41631659,1,0.007654327,0,,0.071138477
5901,80.51850181,1,0.002919578,0,,0.071138477
5934,80.68095293,1,0.004922761,0,,0.071138477
5965,81.06432265,1,0.012366765,0,,0.071138477
5999,81.27837321,1,0.006295605,0,,0.071138477
6033,81.62591098,1,0.010221699,0,,0.071138477
6065,81.68451414,1,0.001831349,0,,0.071138477
6101,81.84877614,1,0.004562833,0,,0.071138477
6134,82.05953609,1,0.006386665,0,,0.071138477
6167,82.26253213,1,0.006151395,0,,0.071138477
6199,82.33277608,1,0.002195123,0,,0.071138477
6232,81.82053659,1,0.015522409,0,,0.071138477
6265,81.98655634,1,0.005030902,0,,0.071138477
6299,81.76356358,1,0.006558611,0,,0.071138477
6334,81.90782958,1,0.004121886,0,,0.071138477
6366,82.03896092,1,0.004097854,0,,0.071138477
6399,82.2642823,1,0.006827921,0,,0.071138477
6433,82.60266686,1,0.009952487,0,,0.071138477
6466,82.86494929,1,0.007947953,0,,0.071138477
6499,82.92311939,1,0.00176273,0,,0.071138477
6534,82.94742373,1,0.00069441,0,,0.071138477
6566,82.95385039,1,0.000200833,0,,0.071138477
6598,82.98421528,1,0.000948903,0,,0.071138477
6632,83.09663422,1,0.00330644,0,,0.071138477
6667,83.1878833,1,0.002607117,0,,0.071138477
6698,83.28353067,1,0.003085399,0,,0.071138477
6734,89.72927958,1,0.179048581,1,,0.071138477
6766,83.75498804,1,0.186696611,1,,0.071138477
6798,83.21699462,1,0.016812294,0,,0.071138477
6832,82.83264926,1,0.011304275,0,,0.071138477
6866,82.42111993,1,0.012103804,0,,0.071138477
6899,82.20138078,1,0.006658762,0,,0.071138477
6934,81.73710488,1,0.013265026,0,,0.071138477
6967,81.52751049,1,0.006351345,0,,0.071138477
7000,81.35585496,1,0.005201683,0,,0.071138477
7044,81.39405079,1,0.000868087,0,,0.071138477
7066,81.514898,1,0.005493055,0,,0.071138477
7098,81.49988538,1,0.000469144,0,,0.071138477
7132,81.76721819,1,0.00786273,0,,0.071138477
7167,82.0034548,1,0.006749618,0,,0.071138477
7199,82.18597249,1,0.005703678,0,,0.071138477
7233,85.452613,1,0.096077662,1,,0.071138477
7265,86.17602712,1,0.022606691,0,,0.071138477
7298,87.02975151,1,0.025870436,0,,0.071138477
7332,87.55068794,1,0.01532166,0,,0.071138477
7365,90.72147336,1,0.096084407,1,,0.071138477
7401,99.24299821,1,0.236709024,1,,0.071138477
7432,103.6584693,1,0.14243455,1,,0.071138477
7466,112.5605656,1,0.261826363,1,,0.071138477
7498,123.9964929,1,0.357372727,1,,0.071138477
7533,134.6866442,1,0.305432895,1,,0.071138477
7566,217.7047569,1,2.515700385,1,,0.071138477
7600,213.8867386,1,0.112294655,1,,0.071138477
7634,216.589578,1,0.079495277,1,,0.071138477
7666,217.0259394,1,0.013636293,0,,0.071138477
7699,216.7443024,1,0.008534454,0,,0.071138477
7733,215.4690164,1,0.037508413,0,,0.071138477
7766,216.8404395,1,0.041558276,0,,0.071138477
7800,216.9143212,1,0.002172991,0,,0.071138477
7834,220.3325113,1,0.100535003,1,,0.071138477
7866,223.4805536,1,0.098376322,1,,0.071138477
7899,225.4464641,1,0.059573047,0,,0.071138477
7933,226.4301119,1,0.028930818,0,,0.071138477
7965,227.1670978,1,0.023030807,0,,0.071138477
7999,227.5566809,1,0.011458325,0,,0.071138477
8033,227.6424439,1,0.002522441,0,,0.071138477
8066,227.4758897,1,0.005047095,0,,0.071138477
8099,227.0812876,1,0.01195764,0,,0.071138477
8133,226.5290276,1,0.016242942,0,,0.071138477
8165,224.8050315,1,0.053874877,0,,0.071138477
8199,220.88702,1,0.115235634,1,,0.071138477
8233,217.9104218,1,0.087547003,1,,0.071138477
8267,215.0472912,1,0.084209724,1,,0.071138477
8299,213.2513571,1,0.056122941,0,,0.071138477
8333,211.2506453,1,0.058844464,0,,0.071138477
8365,209.9943732,1,0.039258505,0,,0.071138477
8399,211.7908492,1,0.05283753,0,,0.071138477
8433,213.4899801,1,0.049974438,0,,0.071138477
8466,220.148997,1,0.201788391,1,,0.071138477
8500,127.849493,1,2.714691294,1,,0.071138477
8533,123.3320928,1,0.136890915,1,,0.071138477
8566,115.8173294,1,0.227720105,1,,0.071138477
8599,109.1760795,1,0.201249994,1,,0.071138477
8633,105.1757049,1,0.117658079,1,,0.071138477
8666,98.00947505,1,0.217158479,1,,0.071138477
8700,85.13230555,1,0.378740279,1,,0.071138477
8733,88.11630663,1,0.090424275,1,,0.071138477
8765,87.11537887,1,0.031278993,0,,0.071138477
8799,84.60060403,1,0.073963966,1,,0.071138477
8832,84.25858748,1,0.010364138,0,,0.071138477
8864,88.29732557,1,0.126210565,1,,0.071138477
8900,87.27401674,1,0.028425245,0,,0.071138477
8934,78.55517052,1,0.256436653,1,,0.071138477
8965,82.66832807,1,0.132682502,1,,0.071138477
9000,83.35244276,1,0.019546134,0,,0.071138477
9033,89.44830107,1,0.184722979,1,,0.071138477
9065,90.00757697,1,0.017477372,0,,0.071138477
9099,84.70735035,1,0.155889018,1,,0.071138477
9134,84.80332787,1,0.002742215,0,,0.071138477
9165,84.80458268,1,4.04779E-05,0,,0.071138477
9200,84.64954292,1,0.004429707,0,,0.071138477
9232,84.6161259,1,0.001044282,0,,0.071138477
9265,84.53495072,1,0.002459854,0,,0.071138477
9299,84.46674781,1,0.002005968,0,,0.071138477
9333,83.14888272,1,0.038760738,0,,0.071138477
9366,83.39216531,1,0.0073722,0,,0.071138477
9399,83.48758623,1,0.002891543,0,,0.071138477
9433,83.54093929,2,0.001569208,0,,0.071138477
9465,83.50562368,2,0.001103613,0,,0.071138477
9499,83.45153042,2,0.001590978,0,,0.071138477
9533,83.45364413,2,6.21679E-05,0,,0.071138477
9566,83.43702042,2,0.000503749,0,,0.071138477
9598,83.44125664,2,0.000132382,0,,0.071138477
9633,83.49154206,2,0.001436726,0,,0.071138477
9664,83.52081245,2,0.000944206,0,,0.071138477
9698,83.5255823,2,0.00014029,0,,0.071138477
9732,83.58059025,2,0.001617881,0,,0.071138477
9766,83.70211154,2,0.003574156,0,,0.071138477
9800,83.72652396,2,0.000718013,0,,0.071138477
9832,83.75879917,2,0.0010086,0,,0.071138477
9865,83.77050898,2,0.000354843,0,,0.071138477
9898,83.77720171,2,0.00020281,0,,0.071138477
9933,83.81875333,2,0.001187189,0,,0.071138477
9965,83.80324784,2,0.000484546,0,,0.071138477
10000,83.84787465,2,0.001275052,0,,0.071138477
10032,83.85918446,2,0.000353432,0,,0.071138477
10064,83.85204146,2,0.000223219,0,,0.071138477
10098,83.8123525,2,0.001167323,0,,0.071138477
10132,85.78315643,2,0.057964822,0,,0.071138477
10165,85.83439707,2,0.001552747,0,,0.071138477
10198,85.87474545,2,0.001222678,0,,0.071138477
10234,85.97194884,2,0.002700094,0,,0.071138477
10266,85.29136348,2,0.021268292,0,,0.071138477
10301,83.79731089,2,0.042687217,0,,0.071138477
10332,83.74443453,2,0.001705689,0,,0.071138477
10365,83.56651943,2,0.005391367,0,,0.071138477
10398,83.07551373,2,0.014878961,0,,0.071138477
10434,83.31563319,2,0.006669985,0,,0.071138477
10466,82.9468132,2,0.011525625,0,,0.071138477
10499,83.13918551,2,0.005829464,0,,0.071138477
10532,83.20042129,2,0.00185563,0,,0.071138477
10565,82.60379202,2,0.018079675,0,,0.071138477
10599,82.62289717,2,0.000561916,0,,0.071138477
10632,82.8232633,2,0.006071701,0,,0.071138477
10665,83.06863211,2,0.007435418,0,,0.071138477
10699,83.33077038,2,0.007709949,0,,0.071138477
10732,83.3136625,2,0.000518421,0,,0.071138477
10766,83.19313461,2,0.003544938,0,,0.071138477
10799,83.19848561,2,0.000162151,0,,0.071138477
10837,83.23312997,2,0.000911694,0,,0.071138477
10871,89.48338277,2,0.183830965,1,,0.071138477
10904,89.23138245,2,0.007636374,0,,0.071138477
10937,82.47023441,2,0.204883274,1,,0.071138477
10968,81.81957551,2,0.020988997,0,,0.071138477
11001,81.98943014,2,0.00514711,0,,0.071138477
11035,82.87331292,2,0.025996552,0,,0.071138477
11069,82.96866295,2,0.002804413,0,,0.071138477
11103,82.9699118,2,3.67309E-05,0,,0.071138477
11136,82.9416625,2,0.000856039,0,,0.071138477
11168,82.8214333,2,0.003757162,0,,0.071138477
11201,82.65850982,2,0.004937075,0,,0.071138477
11236,82.99622973,2,0.00964914,0,,0.071138477
11268,83.39270715,2,0.012389919,0,,0.071138477
11304,83.36138912,2,0.000869945,0,,0.071138477
11337,83.35106952,2,0.000312715,0,,0.071138477
11370,83.48619574,2,0.004094734,0,,0.071138477
11401,83.551372,2,0.00210246,0,,0.071138477
11436,83.83179696,2,0.008012142,0,,0.071138477
11469,87.5683905,2,0.113230107,1,,0.071138477
11501,88.75423955,2,0.037057783,0,,0.071138477
11538,90.92336118,2,0.058624909,0,,0.071138477
11570,95.94358239,2,0.156881913,1,,0.071138477
11601,107.0144453,2,0.35712461,1,,0.071138477
11638,109.485896,2,0.066795964,0,,0.071138477
11669,117.9091273,2,0.27171714,1,,0.071138477
11701,127.4771391,2,0.299000369,1,,0.071138477
11738,136.4207498,2,0.241719208,1,,0.071138477
11771,213.6839912,2,2.341310346,1,,0.071138477
11803,213.885809,2,0.006306806,0,,0.071138477
11836,212.4933106,2,0.04219692,0,,0.071138477
11869,213.4559047,2,0.029169518,0,,0.071138477
11902,214.7252037,2,0.038463606,0,,0.071138477
11936,215.6496336,2,0.027189114,0,,0.071138477
11971,217.7921768,2,0.061215521,0,,0.071138477
12002,214.0561932,2,0.120515599,1,,0.071138477
12037,215.2074895,2,0.032894179,0,,0.071138477
12068,220.4380406,2,0.168727455,1,,0.071138477
12102,223.6694395,2,0.095041146,1,,0.071138477
12137,224.7100305,2,0.029731172,0,,0.071138477
12170,225.1793106,2,0.014220608,0,,0.071138477
12203,225.5614071,2,0.011578681,0,,0.071138477
12236,226.5027106,2,0.028524349,0,,0.071138477
12268,226.5675871,2,0.002027391,0,,0.071138477
12302,226.0081042,2,0.016455379,0,,0.071138477
12336,225.0763355,2,0.027404965,0,,0.071138477
12369,223.4127179,2,0.050412655,0,,0.071138477
12403,220.3741711,2,0.089369022,1,,0.071138477
12438,213.849976,2,0.186405576,1,,0.071138477
12468,210.2490008,2,0.120032505,1,,0.071138477
12503,207.2213743,2,0.086503614,1,,0.071138477
12535,204.8287209,2,0.074770419,1,,0.071138477
12569,205.9127081,2,0.031881975,0,,0.071138477
12602,152.7274787,2,1.61167362,1,,0.071138477
12637,147.4290039,2,0.151384994,1,,0.071138477
12670,142.9887423,2,0.134553381,1,,0.071138477
12702,139.8582632,2,0.097827472,1,,0.071138477
12736,124.9128535,2,0.439570873,1,,0.071138477
12768,118.4203354,2,0.202891192,1,,0.071138477
12801,113.0732766,2,0.162032085,1,,0.071138477
12839,110.7804893,2,0.060336507,0,,0.071138477
12871,105.8241338,2,0.15488611,1,,0.071138477
12903,102.6147624,2,0.100292856,1,,0.071138477
12937,109.0015264,2,0.187846001,1,,0.071138477
12968,108.5245381,2,0.015386719,0,,0.071138477
13002,109.0910602,2,0.016662416,0,,0.071138477
13037,109.752582,2,0.018900621,0,,0.071138477
13070,110.7460769,2,0.030105907,0,,0.071138477
13104,112.0576209,2,0.038574824,0,,0.071138477
13138,113.1822824,2,0.033078279,0,,0.071138477
13169,114.2498572,2,0.034437895,0,,0.071138477
13201,114.2377707,2,0.000377702,0,,0.071138477
13237,114.6518713,2,0.011502795,0,,0.071138477
13269,114.7478835,2,0.00300038,0,,0.071138477
13302,114.5818232,2,0.00503213,0,,0.071138477
13336,114.4211479,2,0.004725745,0,,0.071138477
13369,114.3469013,2,0.002249896,0,,0.071138477
13401,114.2146101,2,0.0041341,0,,0.071138477
13435,114.325598,2,0.00326435,0,,0.071138477
13469,114.3712501,2,0.001342709,0,,0.071138477
13507,114.4112662,2,0.001053055,0,,0.071138477
13540,114.3561392,2,0.001670515,0,,0.071138477
13572,114.2920619,2,0.002002417,0,,0.071138477
13605,114.3038109,2,0.000356032,0,,0.071138477
13641,114.324557,2,0.00057628,0,,0.071138477
13671,114.3551564,2,0.00101998,0,,0.071138477
13704,114.3388894,2,0.00049294,0,,0.071138477
13740,114.4405401,2,0.00282363,0,,0.071138477
13773,114.4522633,2,0.000355251,0,,0.071138477
13807,114.4090565,2,0.00127079,0,,0.071138477
13841,114.4203672,2,0.000332667,0,,0.071138477
13873,114.4752761,2,0.001715903,0,,0.071138477
13905,114.5378863,2,0.001956569,0,,0.071138477
13940,114.4911085,2,0.001336508,0,,0.071138477
13973,114.4711315,2,0.000605365,0,,0.071138477
14007,114.4336628,2,0.001102019,0,,0.071138477
14041,114.4233081,2,0.00030455,0,,0.071138477
14072,114.4998526,2,0.002469177,0,,0.071138477
14104,114.5107153,2,0.000339461,0,,0.071138477
14139,114.4713148,2,0.001125729,0,,0.071138477
14172,114.4770927,2,0.000175086,0,,0.071138477
14206,114.4757912,2,3.82791E-05,0,,0.071138477
14240,114.4740795,2,5.03438E-05,0,,0.071138477
14273,114.4837203,2,0.000292146,0,,0.071138477
14305,114.4436608,2,0.001251861,0,,0.071138477
14340,114.4455516,2,5.40233E-05,0,,0.071138477
14374,114.3016107,2,0.004233555,0,,0.071138477
14406,114.2896738,2,0.000373027,0,,0.071138477
14443,114.3076045,2,0.000484612,0,,0.071138477
14473,114.3062314,2,4.57704E-05,0,,0.071138477
14506,114.2656562,2,0.001229549,0,,0.071138477
14540,114.2449587,2,0.000608751,0,,0.071138477
14573,114.259529,2,0.000441524,0,,0.071138477
14604,114.3395169,2,0.002580255,0,,0.071138477
14640,114.3405407,2,2.84387E-05,0,,0.071138477
14674,114.3083615,2,0.000946447,0,,0.071138477
14707,114.1904494,2,0.003573094,0,,0.071138477
14740,114.2225473,2,0.000972665,0,,0.071138477
14773,114.200035,2,0.000682192,0,,0.071138477
14806,114.2147688,2,0.000446478,0,,0.071138477
14841,114.1852003,2,0.000844814,0,,0.071138477
