Time_Stamp,Flex,Force,TrimmingId
0,331,1023,0
386,338,1022,0
416,1022,1023,0
430,1022,1023,0
463,1023,1021,0
497,1023,1023,0
533,1022,1023,0
565,1023,1021,0
601,1019,1023,0
631,1022,1023,0
662,1023,1023,0
697,1019,1023,0
731,1023,1023,0
763,1023,1023,0
815,1021,1023,0
834,1023,1023,0
865,1023,1023,0
898,1020,1023,0
931,1023,1018,0
963,1023,1023,0
999,1022,1023,0
1032,1023,1021,0
1064,1023,1020,0
1098,1023,1023,0
1131,1023,1023,0
1163,1023,1023,0
1197,1023,1023,0
1233,1023,1023,0
1264,1023,1023,0
1297,332,1023,0
1329,329,1023,0
1364,329,1023,0
1402,331,1023,0
1434,330,1023,0
1467,332,1023,0
1496,329,1023,0
1531,329,1023,0
1563,328,1023,0
1597,329,1022,0
1633,330,1023,0
1665,332,1023,0
1700,340,1023,0
1732,342,1023,0
1765,344,1023,0
1799,1023,1021,0
1832,1021,1023,0
1866,1023,1023,0
1907,1023,1023,0
1933,1023,1023,0
1963,1021,1023,0
1998,1023,1023,0
2031,1023,1022,0
2065,1022,1023,0
2101,1023,1020,1
2132,1019,1023,1
2164,1023,1023,1
2198,1021,1022,1
2232,1021,1023,1
2265,1023,1023,1
2299,1023,1023,1
2334,1020,1022,1
2364,1023,1022,1
2398,1023,1022,1
2431,1021,1023,1
2465,1023,1023,1
2499,1022,1023,1
2533,1023,1023,1
2565,1018,1021,1
2598,1023,1023,1
2683,1023,1021,1
2698,335,1023,1
2734,329,1023,1
2764,332,1023,1
2798,333,1023,1
2830,330,1022,1
2863,331,1023,1
2898,333,1020,1
2931,331,1022,1
2967,329,1022,1
2998,330,1023,1
3030,330,1023,1
3062,333,1023,1
3097,336,1023,1
3132,336,1023,1
3164,339,1023,1
3202,1023,1023,1
3230,1023,1023,1
3265,1021,1023,1
3297,1023,1023,1
3330,1023,1023,1
3365,1013,1023,1
3400,1022,1023,1
3431,1023,1023,1
3463,1023,1023,1
3498,1022,1023,1
3531,1023,1023,1
3564,1020,1023,1
3599,1023,1023,1
3630,1023,1023,1
3668,1020,1023,1
3697,1023,1023,1
3734,1023,1022,1
3764,1017,1023,1
3798,1023,1023,1
3832,1023,1022,1
3864,1020,1022,1
3899,1023,1023,1
3931,1022,1023,1
3963,1021,1023,1
3997,1023,1022,1
4034,1022,1023,1
4070,1019,1023,1
4099,1023,1022,1
4133,1023,1022,1
4163,1020,1023,1
4199,1023,1021,1
4231,1023,1023,1
4266,1023,1023,1
4299,1023,1023,1
4333,1019,1023,1
4365,1023,1023,1
4402,1023,1023,1
4431,1022,1023,2
4467,1023,1023,2
4501,1020,1023,2
4532,1023,1023,2
4564,1023,1023,2
4596,1022,1023,2
4631,1023,1023,2
4663,1020,1023,2
4697,1022,1023,2
4774,1023,1023,2
4798,1023,1023,2
4832,1022,1023,2
4863,1023,1023,2
4897,1020,1023,2
4931,1023,1023,2
4964,1023,1023,2
5000,1020,1023,2
5030,1023,1023,2
5062,1023,1023,2
5097,1020,1023,2
5132,1023,1023,2
5163,1023,1023,2
5201,1022,1023,2
5229,1023,1023,2
5264,1023,1023,2
5297,1023,1023,2
5329,1023,1023,2
5365,1021,1023,2
5398,1023,1023,2
5432,1020,1023,2
5463,1023,1023,2
5499,1023,1023,2
5531,1021,1023,2
5563,1023,1023,2
5601,1023,1023,2
5630,1021,1023,2
5666,1023,1023,2
5697,1023,1022,2
5730,1022,1023,2
5764,1023,1023,2
5800,1023,1023,2
5832,1021,1023,2
5864,1023,1023,2
5899,1019,1023,2
5930,1023,1023,2
5963,1023,1023,2
5999,1020,1022,2
6033,1023,1023,2
6064,1021,1023,2
6099,1019,1023,2
6129,1023,1023,2
6163,1023,1023,2
6198,1023,1023,2
6232,1023,1023,2
6265,1023,1023,2
6297,1022,1023,2
6331,1023,1023,2
6363,1023,1023,2
6400,1022,1023,2
6431,1023,1023,2
6466,1023,1021,2
6498,1021,1023,2
6531,1023,1023,2
6564,1023,1023,2
6597,1021,1023,2
6631,1023,1023,2
6667,1023,1023,2
6697,1021,1023,2
6730,1023,1023,2
6764,1023,1023,2
6797,1020,1022,2
6830,1023,1023,2
6909,330,1023,2
