Time_Stamp,Flex,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,310,-2952;15580;-2592,-2780;-163;1803,0.009565042;0.05926936;1.274151,0.1845844;0.01889122;1.282696,0.2429983;-0.2248649;1.302165,0.2540848;-0.171534;1.102155,0.2531716;-0.1665716;1.053743,0.0158986;-0.4494739;1.411709,0
35,310,-2356;16024;-1608,-1917;-378;3749,0.00967958;0.05934006;1.274025,0.1846675;0.01888251;1.282764,0.2428079;-0.2239368;1.301421,0.2541442;-0.1712771;1.101247,0.2528301;-0.1649159;1.054134,0.01635198;-0.4494084;1.411356,0
68,309,544;13708;-1320,687;273;3047,0.00968418;0.05940466;1.274116,0.1846772;0.01889245;1.282757,0.2416883;-0.2280496;1.308174,0.2541535;-0.1719447;1.104246,0.2541264;-0.1664548;1.056416,0.01634551;-0.4493949;1.411376,0
104,310,-1168;13880;-748,2040;3317;1272,0.009762137;0.05944217;1.274202,0.1846544;0.01894873;1.282993,0.24212;-0.2277184;1.307374,0.2553392;-0.1813585;1.105763,0.2543212;-0.1661303;1.053896,0.01626316;-0.4494216;1.411387,0
135,310,-1744;16312;-1520,-2403;-4067;605,0.009921363;0.05950604;1.274414,0.1851085;0.01886206;1.284071,0.24233;-0.2265679;1.306498,0.2559906;-0.1789599;1.10521,0.2547234;-0.1680526;1.055138,0.01637095;-0.4494418;1.411606,0
167,310,392;14012;-2232,4193;3618;2832,0.009981271;0.05955465;1.274215,0.1850612;0.01881585;1.284038,0.2421118;-0.2263315;1.305227,0.2561722;-0.1773654;1.104295,0.2536474;-0.1667494;1.053012,0.01631125;-0.4494019;1.41151,0
200,310,-3308;18584;-2284,6339;4844;2559,0.01008664;0.05959611;1.274167,0.1850844;0.01886353;1.283933,0.2469766;-0.1635954;1.322486,0.2557742;-0.1829485;1.107098,0.2532234;-0.1699717;1.050858,0.01652657;-0.4493833;1.411472,0
233,310,1108;14428;-1160,-4652;-2041;3447,0.01021093;0.05965384;1.274282,0.1850678;0.0189652;1.28382,0.2433602;-0.2264378;1.302438,0.2560803;-0.1804362;1.10071,0.2536942;-0.1673869;1.057403,0.01666095;-0.4493038;1.411599,0
267,309,1308;14464;-1684,10620;6649;-727,0.01043388;0.05977336;1.274654,0.1850603;0.01898668;1.283795,0.2435229;-0.2263721;1.302668,0.2499099;-0.1231503;1.078297,0.2528865;-0.1602841;1.05894,0.01670311;-0.4491526;1.412166,0
300,309,-1600;19824;-1624,506;-2333;4695,0.01047149;0.05981451;1.27471,0.1851978;0.01896027;1.284045,0.2494278;-0.16516;1.330282,0.2633783;-0.1867772;1.118176,0.2525272;-0.1686862;1.055504,0.01666771;-0.4491435;1.4122,0
336,309,2800;13320;-856,-888;-313;744,0.0105064;0.05986086;1.274761,0.1855534;0.0188086;1.284477,0.2445798;-0.2184454;1.304747,0.2651138;-0.1844301;1.101321,0.2519871;-0.1637828;1.062447,0.01663421;-0.4491441;1.412216,0
367,309,-140;16872;-1596,6743;4165;-1394,0.01062299;0.05995483;1.27501,0.1859241;0.01879882;1.285173,0.2471457;-0.1732645;1.337112,0.2610802;-0.1801323;1.117641,0.2493909;-0.1615372;1.056597,0.01668419;-0.4491492;1.412411,0
399,309,1092;17468;-696,-7506;-7350;3191,0.01063988;0.05996802;1.275011,0.1862154;0.01872383;1.285553,0.2476376;-0.1711496;1.336914,0.2600774;-0.1753584;1.12257,0.248984;-0.1551418;1.06158,0.01668436;-0.4491565;1.412406,0
433,309,2572;13724;-1388,2641;1682;1908,0.01071236;0.06001748;1.275119,0.186374;0.01871843;1.285981,0.2562159;-0.2409236;1.303166,0.2627324;-0.1648638;1.110479,0.2503387;-0.1429879;1.066129,0.01679367;-0.4491961;1.412514,0
467,309,-2608;19664;-3580,2795;-1700;893,0.01078319;0.06002488;1.275117,0.1863473;0.01880384;1.285768,0.2474002;-0.1722675;1.336136,0.2646658;-0.1584682;1.109061,0.2446775;-0.1443263;1.055606,0.0167987;-0.4491965;1.412508,0
500,309,4116;14580;-1904,-5176;-2601;4237,0.01081203;0.06002643;1.275028,0.1862592;0.01889569;1.285681,0.2476129;-0.17247;1.335976,0.2344915;-0.2329356;1.066215,0.2400062;-0.1529443;1.049585,0.01680541;-0.4491991;1.412327,0
536,308,2672;14976;-1348,4621;3671;-799,0.01086649;0.06001563;1.274997,0.1860231;0.01906193;1.28516,0.248186;-0.1733221;1.338148,0.267191;-0.1475273;1.103593,0.2382673;-0.1429817;1.06048,0.01686592;-0.4492167;1.412294,0
569,308,1392;17440;-1704,245;-2442;3054,0.01098688;0.06001531;1.274731,0.1859098;0.01917832;1.284588,0.281349;-0.2353913;1.269072,0.2654572;-0.1382839;1.086694,0.2338588;-0.1443025;1.062018,0.0173024;-0.449037;1.412151,0
600,308,4808;13112;-540,-685;-754;2901,0.01118238;0.05993157;1.274696,0.1858377;0.01933227;1.284341,0.3066545;-0.2222932;1.247646,0.254753;-0.1297935;1.069567,0.2226575;-0.1474698;1.061416,0.01742689;-0.4489993;1.412132,0
634,308,2376;15192;-1412,2166;3389;-4292,0.01126746;0.05989366;1.274674,0.185641;0.01970608;1.283913,0.3055745;-0.2228334;1.2478,0.2466766;-0.1340645;1.069987,0.214161;-0.1495289;1.063116,0.01769785;-0.448914;1.412107,0
666,307,3328;16308;-2028,-3531;1058;507,0.01149247;0.05988117;1.274978,0.1855604;0.0200271;1.283826,0.2895529;-0.2308967;1.255224,0.2459853;-0.137789;1.075235,0.2119869;-0.1501587;1.073029,0.01800405;-0.4486442;1.412596,0
699,307,3280;13896;-1140,2371;5959;-2344,0.01159379;0.05981721;1.27493,0.185364;0.02026423;1.283506,0.2774479;-0.1594888;1.296925,0.227523;-0.1582274;1.138552,0.2069784;-0.1512614;1.072345,0.01811564;-0.4486519;1.412475,0
734,307,20;17976;-1360,3652;-1173;-539,0.01168256;0.05978432;1.274893,0.1851522;0.02065981;1.283119,0.2772373;-0.1595522;1.296208,0.2238264;-0.1576829;1.14097,0.2051255;-0.1505656;1.075556,0.0182293;-0.4484964;1.412376,0
767,307,4544;14428;576,-2072;-5057;1433,0.01172333;0.05975257;1.274817,0.1849738;0.02087972;1.282834,0.277394;-0.1624182;1.292571,0.2225461;-0.1578109;1.144708,0.2029881;-0.1504931;1.080725,0.01822174;-0.4484432;1.412251,0
799,307,1980;16208;-1396,5848;2914;-5287,0.01184029;0.05967355;1.274546,0.1848343;0.02119129;1.282506,0.2823731;-0.1661856;1.288164,0.2027266;-0.1546895;1.088178,0.2022786;-0.1480227;1.083389,0.01838891;-0.4483156;1.412038,0
833,307,2348;18592;-524,-3188;-5489;2653,0.01188144;0.0595903;1.274299,0.1846388;0.02147554;1.282311,0.29295;-0.219337;1.239905,0.1462605;-0.1714048;1.081456,0.1858271;-0.1490476;1.083512,0.01836929;-0.4480705;1.411636,0
868,307,5464;11828;92,2945;386;-879,0.01192171;0.05956932;1.274313,0.1847316;0.02172914;1.282278,0.2833656;-0.1980025;1.207855,0.1305146;-0.1682642;1.071753,0.1792638;-0.148171;1.091899,0.01856508;-0.4480143;1.411485,0
899,307,1884;16656;-1384,5363;4830;-7443,0.01193894;0.05948566;1.273982,0.1847906;0.02203259;1.281968,0.2829513;-0.1992735;1.208909,0.169492;-0.1233987;1.053103,0.1982032;-0.1426026;1.093783,0.01855943;-0.4477553;1.411186,0
