Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.1650892;-0.3184544;1.086099,-0.1729283;-0.2588652;1.121309,-0.1738255;-0.06705493;1.23825,-0.1690108;0.1881396;1.261123,-0.01529478;0.2337948;1.279017,-0.06384019;-0.1915812;1.398127,0.002553808;-0.1922639;1.42979,0.1228541;-0.2941085;1.14641,0
37,-0.1653205;-0.3183623;1.08672,-0.1729101;-0.2585033;1.121483,-0.1737139;-0.06691685;1.238814,-0.1683534;0.1887681;1.261895,-0.01538121;0.2339549;1.279121,-0.06389855;-0.1912432;1.398548,0.002583976;-0.1919272;1.43031,0.1228829;-0.2940421;1.146453,0
71,-0.1653455;-0.3185557;1.087325,-0.1728873;-0.2579906;1.121776,-0.1736951;-0.06653689;1.239339,-0.1692981;0.1877403;1.260655,-0.01543047;0.2340739;1.279177,-0.06365982;-0.191438;1.398208,0.002703581;-0.1920392;1.430121,0.1229454;-0.293944;1.146456,0
102,-0.1640955;-0.3177422;1.084938,-0.1726972;-0.2575632;1.121225,-0.1736889;-0.06643197;1.239348,-0.1684937;0.1882607;1.260877,-0.01546443;0.2341424;1.279124,-0.06376387;-0.1914133;1.397891,0.002609535;-0.192082;1.429834,0.1229418;-0.2938173;1.146346,0
136,-0.165372;-0.3180904;1.087958,-0.1728089;-0.256866;1.121704,-0.1737518;-0.06576294;1.23988,-0.1691857;0.1873469;1.260051,-0.0154844;0.2342143;1.279153,-0.06360399;-0.1915582;1.397757,0.002700436;-0.192182;1.42974,0.1229632;-0.2938133;1.146437,0
167,-0.164644;-0.3172654;1.087089,-0.1728189;-0.2567146;1.121777,-0.1737624;-0.06566105;1.240039,-0.1696759;0.1867681;1.259214,-0.01550685;0.2342889;1.279166,-0.06363573;-0.1915667;1.397695,0.002670187;-0.1921664;1.429709,0.1230291;-0.2937123;1.146441,0
204,-0.1648792;-0.3164401;1.087451,-0.1728664;-0.2559842;1.122212,-0.1737482;-0.06519981;1.240936,-0.1701267;0.1862582;1.258649,-0.01485891;0.233028;1.278539,-0.06348097;-0.1917706;1.397407,0.002731485;-0.1923104;1.429554,0.1230375;-0.2936686;1.146442,0
235,-0.1649454;-0.3163415;1.086781,-0.1729501;-0.2555452;1.122331,-0.1737525;-0.06504792;1.241544,-0.1686029;0.1876648;1.259851,-0.0142116;0.2318662;1.277686,-0.06343651;-0.1918112;1.397173,0.002744721;-0.1924364;1.429287,0.1230692;-0.2935632;1.146397,0
268,-0.1647041;-0.3162609;1.086952,-0.1730253;-0.2551714;1.122438,-0.1739019;-0.06456702;1.242832,-0.1679088;0.1884911;1.260539,-0.014298;0.2321224;1.277754,-0.06329257;-0.1919048;1.396794,0.002822163;-0.1926109;1.428924,0.123064;-0.2935028;1.146437,0
303,-0.1652745;-0.3166201;1.088585,-0.1731135;-0.2552157;1.122461,-0.1742326;-0.06396259;1.243839,-0.1687251;0.1876998;1.259781,-0.01435772;0.232449;1.277938,-0.06327834;-0.1919383;1.396785,0.002820643;-0.1926222;1.428914,0.1228903;-0.294618;1.147061,0
336,-0.1648679;-0.3165752;1.087311,-0.1731498;-0.2552055;1.122408,-0.1743743;-0.0621322;1.245207,-0.1677338;0.1886019;1.260979,-0.01440757;0.2326981;1.278005,-0.06322538;-0.1919292;1.396726,0.002866986;-0.1926445;1.428851,0.1229173;-0.2945008;1.147033,0
368,-0.165074;-0.3165251;1.088083,-0.1732039;-0.2552639;1.122391,-0.1744844;-0.06161249;1.245435,-0.1687298;0.1876563;1.260067,-0.01446084;0.2329683;1.278152,-0.06322055;-0.1919343;1.396724,0.002865343;-0.1926505;1.428846,0.122987;-0.294382;1.147056,0
400,-0.1650276;-0.3161018;1.087968,-0.1732564;-0.2553064;1.122375,-0.1746185;-0.06140827;1.245577,-0.169333;0.1870133;1.259465,-0.01448175;0.2331908;1.278279,-0.06313734;-0.1919809;1.396743,0.002915991;-0.192682;1.428849,0.1230745;-0.2942849;1.147027,0
436,-0.1647597;-0.315534;1.085662,-0.1733243;-0.2552727;1.122247,-0.1746364;-0.0614049;1.245546,-0.1697603;0.1864882;1.258858,-0.01380636;0.2323072;1.277823,-0.06303944;-0.1921548;1.396485,0.002966936;-0.1928657;1.428561,0.1230398;-0.2946797;1.146976,0
470,-0.1649868;-0.315534;1.086173,-0.1733732;-0.2552505;1.1222,-0.1741108;-0.05855368;1.247571,-0.1700981;0.1860523;1.258388,-0.01393721;0.2326338;1.277919,-0.06299901;-0.1922383;1.396173,0.002984943;-0.1929471;1.428237,0.1230722;-0.2945151;1.146887,0
504,-0.165209;-0.3157505;1.086887,-0.1733077;-0.2550558;1.122407,-0.174088;-0.05834956;1.247689,-0.1703482;0.185821;1.258165,-0.01347526;0.2320513;1.277831,-0.06297573;-0.1922607;1.39612,0.002993745;-0.1929633;1.428197,0.1232219;-0.2942244;1.146775,0
537,-0.1652747;-0.3160816;1.088479,-0.1734288;-0.2551033;1.122491,-0.1741792;-0.05873082;1.248203,-0.1684412;0.1880708;1.261774,-0.01364243;0.2325149;1.278178,-0.06297413;-0.1922547;1.396104,0.002992174;-0.1929771;1.428178,0.1232497;-0.2940742;1.146874,0
568,-0.1650964;-0.3159058;1.087524,-0.1734351;-0.2551191;1.122499,-0.1742124;-0.05916122;1.248403,-0.1691593;0.1873373;1.260994,-0.01331235;0.2320092;1.278279,-0.0629735;-0.1922488;1.396119,0.002987848;-0.1929745;1.428181,0.1232687;-0.2940792;1.146832,0
602,-0.1653099;-0.3155512;1.087587,-0.1735324;-0.2551326;1.122476,-0.1742691;-0.0595119;1.248794,-0.1696083;0.1869085;1.260549,-0.01354491;0.2325892;1.27862,-0.06294214;-0.1922547;1.396136,0.002999757;-0.1929769;1.428186,0.1233189;-0.2940587;1.146853,0
633,-0.1658443;-0.3159994;1.088925,-0.1736198;-0.2551579;1.122545,-0.1742534;-0.05980081;1.24943,-0.1699414;0.1865883;1.26038,-0.01370232;0.233151;1.279045,-0.06291037;-0.1922153;1.396069,0.003039712;-0.1929281;1.428116,0.1234128;-0.2939895;1.147013,0
669,-0.1653697;-0.3158636;1.086704,-0.1735967;-0.2548266;1.122865,-0.1742839;-0.05995725;1.249365,-0.1681459;0.18832;1.262951,-0.01379721;0.2334618;1.279225,-0.06290746;-0.1922086;1.396071,0.003040273;-0.1929318;1.428119,0.1233878;-0.2938845;1.147035,0
703,-0.1646771;-0.3144824;1.084545,-0.1735466;-0.2544615;1.122791,-0.1741351;-0.06035637;1.248572,-0.1689222;0.1873606;1.261343,-0.01386009;0.2337026;1.279203,-0.06291673;-0.1923024;1.395736,0.003004869;-0.1930319;1.427799,0.1235679;-0.2933718;1.146486,0
735,-0.1659876;-0.3146035;1.087806,-0.1734825;-0.2541055;1.123387,-0.1741043;-0.06048416;1.248559,-0.1693661;0.1869614;1.260925,-0.01340654;0.2333647;1.279292,-0.06283012;-0.1923112;1.395842,0.003049302;-0.1930351;1.427866,0.1236186;-0.2933577;1.14652,0
767,-0.1654615;-0.3145966;1.086859,-0.173458;-0.2539741;1.123415,-0.174077;-0.0606178;1.248423,-0.1676923;0.1884047;1.263211,-0.01295656;0.2328876;1.279252,-0.06282802;-0.1923061;1.395831,0.003050982;-0.1930392;1.427858,0.1236953;-0.2932936;1.146472,0
799,-0.1660572;-0.3156226;1.089702,-0.1734623;-0.2537055;1.12405,-0.1740818;-0.0608152;1.248548,-0.1683838;0.1877473;1.262636,-0.01317723;0.2335525;1.279865,-0.0627024;-0.1922209;1.396393,0.003126369;-0.1929619;1.428286,0.1236693;-0.2932862;1.146781,0
