Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.1611782;-0.293552;1.100234,-0.1655588;-0.2405633;1.129809,-0.1628498;-0.04213957;1.238609,-0.153953;0.1875294;1.25543,-0.00611407;0.2185477;1.269999,-0.05791758;-0.1997824;1.373637,0.0046332;-0.1997177;1.40809,0.1528914;-0.2519437;1.162377,0
41,-0.1611566;-0.2929163;1.099976,-0.1655587;-0.2405605;1.129809,-0.1625875;-0.04201337;1.23873,-0.1532646;0.1876843;1.255655,-0.005117657;0.218681;1.269807,-0.05762846;-0.199724;1.373812,0.004904721;-0.1997736;1.408198,0.1528833;-0.2519627;1.162379,0
64,-0.1599917;-0.2921612;1.098953,-0.1655782;-0.2404638;1.129509,-0.1621646;-0.04164041;1.238567,-0.1525274;0.1878093;1.255499,-0.004894982;0.2184698;1.270357,-0.05660793;-0.2004569;1.372804,0.005635974;-0.2009932;1.406978,0.1528605;-0.2519902;1.162352,0
97,-0.1596958;-0.2916195;1.098005,-0.1655438;-0.2406095;1.128675,-0.1615439;-0.0414842;1.23763,-0.1516899;0.1878141;1.254927,-0.004712072;0.2183667;1.270754,-0.05656534;-0.2004082;1.372804,0.005702771;-0.2009721;1.40699,0.1528791;-0.251736;1.16165,0
129,-0.1610539;-0.2927724;1.098495,-0.1654803;-0.2406083;1.128649,-0.1611255;-0.04199455;1.236676,-0.1510461;0.1879321;1.254752,-0.004532701;0.2182697;1.271185,-0.05578357;-0.2009253;1.37204,0.006221602;-0.201726;1.406231,0.1529539;-0.2515995;1.161421,0
164,-0.1623542;-0.293745;1.098404,-0.1654875;-0.2408971;1.12831,-0.1605737;-0.04194962;1.236139,-0.1503218;0.1879648;1.254708,-0.003376852;0.2186364;1.270906,-0.0556886;-0.200774;1.372228,0.006369002;-0.2016183;1.406404,0.1529853;-0.2515435;1.161333,0
196,-0.1637406;-0.2960943;1.096078,-0.1660307;-0.2426391;1.125797,-0.1594564;-0.04167107;1.234647,-0.149749;0.1881293;1.254565,-0.00252355;0.2188118;1.270698,-0.05505072;-0.2011625;1.371586,0.006824942;-0.202199;1.405691,0.1530637;-0.2514315;1.161144,0
231,-0.1669831;-0.298925;1.092986,-0.1670256;-0.2445632;1.123003,-0.1575617;-0.04101546;1.232418,-0.1492034;0.1883345;1.254328,-0.002505216;0.2187348;1.271221,-0.05500698;-0.2010463;1.371571,0.006914358;-0.2020915;1.405752,0.1530986;-0.2513124;1.160867,0
263,-0.1689565;-0.3030939;1.091128,-0.1678116;-0.2464498;1.120893,-0.1559774;-0.04125889;1.231678,-0.1487704;0.1884173;1.254242,-0.002462075;0.2185866;1.271678,-0.05432982;-0.201505;1.370585,0.00730799;-0.2026617;1.405061,0.1530877;-0.251267;1.160752,0
297,-0.1706;-0.3038822;1.09047,-0.1681381;-0.2474099;1.119958,-0.1544099;-0.04121013;1.230457,-0.1483623;0.1885371;1.254165,-0.002426499;0.2184791;1.272108,-0.05385098;-0.2018448;1.369687,0.007570249;-0.2031048;1.404456,0.1529981;-0.2515967;1.160995,0
330,-0.171038;-0.3053019;1.089073,-0.1686821;-0.2487397;1.118383,-0.1527515;-0.04347838;1.227718,-0.1480877;0.1885025;1.25403,-0.002384198;0.2183689;1.272474,-0.05342805;-0.2021483;1.369049,0.007847526;-0.2034449;1.40403,0.1529738;-0.2517715;1.161085,0
363,-0.1719151;-0.3062898;1.089229,-0.168946;-0.2495807;1.117603,-0.1522272;-0.0439731;1.226985,-0.1476553;0.1884172;1.253973,-0.002359105;0.2182529;1.272782,-0.05314846;-0.2024215;1.368598,0.008036335;-0.2037784;1.403663,0.1529789;-0.2517159;1.161066,0
398,-0.1718405;-0.3062418;1.087975,-0.1691554;-0.2500758;1.117073,-0.1517717;-0.04427555;1.226264,-0.1473812;0.188402;1.253855,-0.002367227;0.2181576;1.273044,-0.0528584;-0.2026029;1.368217,0.008241082;-0.2040144;1.403392,0.152925;-0.251945;1.161352,0
431,-0.1718996;-0.306523;1.087608,-0.1692616;-0.2501868;1.116874,-0.151416;-0.04459099;1.2257,-0.1471234;0.1883337;1.253824,-0.002329551;0.218034;1.273338,-0.05269884;-0.2027805;1.367895,0.00835205;-0.2042261;1.403165,0.1529364;-0.25189;1.161323,0
464,-0.1717808;-0.3070186;1.08657,-0.1693633;-0.2502838;1.116587,-0.1511982;-0.0445415;1.225543,-0.1469289;0.1882675;1.253731,-0.002319696;0.2179369;1.27354,-0.05198868;-0.203106;1.367547,0.008942879;-0.2045383;1.402928,0.1529983;-0.2518125;1.16123,0
497,-0.1720263;-0.3073238;1.086044,-0.1694352;-0.2504285;1.11633,-0.1509057;-0.04404389;1.225541,-0.1468445;0.1882338;1.253811,-0.002291267;0.217833;1.273827,-0.05165683;-0.2032855;1.367359,0.009213424;-0.204711;1.402776,0.1529969;-0.2519688;1.16147,0
530,-0.1718446;-0.3080597;1.085751,-0.1695335;-0.2505708;1.115971,-0.1507074;-0.04401158;1.225477,-0.1467752;0.1881982;1.253881,-0.002300941;0.2177319;1.274075,-0.05145307;-0.2034274;1.367232,0.009392314;-0.2048785;1.402656,0.1530349;-0.2519186;1.161434,0
564,-0.1733091;-0.3096005;1.086193,-0.169556;-0.2506315;1.115979,-0.1504846;-0.04342259;1.225973,-0.1481402;0.1871129;1.251533,-0.002340909;0.2176882;1.274676,-0.05133558;-0.2028522;1.368112,0.009671827;-0.2041583;1.403762,0.1530943;-0.2523903;1.162239,0
596,-0.1731272;-0.3090021;1.085525,-0.1696075;-0.2507569;1.115939,-0.1502967;-0.04387514;1.225928,-0.147949;0.1872596;1.252235,-0.002383867;0.2176218;1.274938,-0.05110643;-0.2029713;1.367977,0.009847623;-0.204363;1.403648,0.1530948;-0.2525623;1.16248,0
631,-0.1725419;-0.3080562;1.085328,-0.1697497;-0.2509755;1.115605,-0.1501904;-0.04359801;1.225819,-0.1479495;0.1872642;1.252263,-0.002417996;0.2175608;1.275088,-0.0509115;-0.2031961;1.367643,0.009998953;-0.2045974;1.403358,0.1531122;-0.2524121;1.162358,0
664,-0.1724191;-0.3074045;1.084912,-0.1698253;-0.2510611;1.115364,-0.1498208;-0.04446616;1.225005,-0.149261;0.1860837;1.249404,-0.002453734;0.2175085;1.275128,-0.05073188;-0.2034357;1.367247,0.01009934;-0.2048746;1.402951,0.1530822;-0.2524544;1.162328,0
