Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,KneeLeft,SpineBase,HipRight,TrimmingId
0,-0.06787828;0.2531232;1.34732,0.07077874;0.2139793;1.327816,0.1169318;0.03674272;1.233823,0.1490409;-0.07893327;1.069054,0.1627381;-0.1296759;0.9961218,-0.1665274;-0.2899017;1.132599,-0.05438763;-0.1433696;1.40761,0.009436579;-0.1377569;1.378694,0
35,-0.06722037;0.253604;1.347411,0.07094191;0.2143813;1.326415,0.1136441;0.03978655;1.225485,0.1417841;-0.05379987;1.046302,0.1458987;-0.1067189;0.9628161,-0.1664751;-0.2903826;1.132531,-0.0530242;-0.1430138;1.406988,0.01046522;-0.1371567;1.377995,0
66,-0.06688237;0.2538905;1.347563,0.07101642;0.2146857;1.324857,0.1095692;0.03859361;1.224892,0.1269671;-0.04725723;1.040458,0.1297036;-0.112032;0.8792084,-0.1662438;-0.2909259;1.132356,-0.05302516;-0.1428329;1.406838,0.01032529;-0.1368678;1.377644,0
98,-0.06654178;0.2539447;1.347126,0.0711868;0.2149488;1.320912,0.1029615;0.04287872;1.215781,0.1006708;-0.02088288;1.021701,0.1021843;-0.08438449;0.8514465,-0.1659937;-0.291387;1.131446,-0.05568548;-0.1422888;1.405381,0.007143012;-0.1366037;1.375209,0
134,-0.06643794;0.2539949;1.347037,0.07114747;0.2153331;1.319828,0.08397287;0.08636313;1.194439,0.08596043;0.003285812;1.007838,0.07492033;-0.05663225;0.837269,-0.1660334;-0.2914108;1.131318,-0.0601248;-0.142199;1.404895,0.002470314;-0.1371756;1.374059,0
165,-0.06748004;0.25363;1.346424,0.07085449;0.2159749;1.318672,0.07820074;0.1051661;1.191419,0.06544567;0.04258958;0.9973234,0.04955424;-0.03348101;0.8306742,-0.165452;-0.2915446;1.130846,-0.06389759;-0.1411353;1.405314,-0.0004326751;-0.1367295;1.3739,0
202,-0.06733088;0.253651;1.346483,0.07070726;0.2165339;1.317335,0.07461271;0.1072886;1.189118,0.05638085;0.05125733;0.9934561,0.02777641;-0.01288466;0.8314494,-0.1652257;-0.2912381;1.131255,-0.06477094;-0.1404381;1.405433,-0.001646491;-0.1358132;1.373629,0
236,-0.06709053;0.2537775;1.346804,0.07071784;0.2169082;1.316823,0.07052837;0.1107739;1.18839,0.05097019;0.05489369;0.9928127,0.01138017;0.0003566333;0.8370663,-0.1638369;-0.290842;1.134854,-0.06619985;-0.1381569;1.407252,-0.003022632;-0.1335662;1.374614,0
266,-0.0668715;0.2538452;1.346789,0.0708864;0.2171788;1.315804,0.06848996;0.1124697;1.187607,0.04709538;0.04426518;0.9961953,0.002670702;0.005332028;0.8416739,-0.1637293;-0.2905739;1.135224,-0.06585351;-0.1372983;1.407074,-0.002950596;-0.1322031;1.374012,0
297,-0.06673968;0.2539639;1.346841,0.07084644;0.2176812;1.315792,0.06773808;0.1124105;1.188101,0.04530878;0.04295465;0.9972622,0.001663593;0.001194343;0.8497054,-0.1638349;-0.2901971;1.135673,-0.06589902;-0.1364078;1.407153,-0.003162774;-0.1310493;1.373849,0
