Time_Stamp,ElbowExtensionAngle,TrunkFlexionAngle,TrunkRotationAngle,TrimmingId
0,119.136905572443,16.1551170742864,19.502864771488,0
35,122.131297141637,16.1425406899752,19.8657450404016,0
69,122.007269969684,16.1460821597432,20.0410088141549,0
103,121.857780864781,16.1401698151327,20.1081107870488,0
135,122.099456618947,16.1347635675308,19.9084655513495,0
168,122.062534754309,16.128814793781,20.155959996646,0
200,122.201817921173,16.131302824635,20.0289436950239,0
235,117.333175766164,16.1669267304438,19.7590471077136,0
267,117.032153395837,16.1730217639234,19.6375751678627,0
301,116.889915134003,16.1775818407479,19.6082170759662,0
335,126.10994181461,16.1750933843245,19.5187315919394,0
370,132.112775450582,16.1155418307945,19.5193880225367,0
401,133.989051603308,16.0726094746469,19.2514174540033,0
436,76.9136308758568,16.0743113159208,19.5090550020421,0
467,82.8729272372538,16.070724453755,19.521709654984,0
500,65.2614166692044,16.056264530954,19.8510081176489,0
534,77.108352958675,16.0503088429478,20.6241512821914,0
569,76.4524052203629,16.0552979253247,21.1737831243939,0
600,69.6160232389929,16.0697141741765,21.8022322283722,0
634,65.9498934351398,16.0656690504237,22.5463359384786,0
667,59.5098289495109,16.0282886422765,23.0280522833342,0
700,47.4968151229681,16.0350965567645,23.275508839174,0
733,43.8024892114754,16.0355521320982,23.4904726284466,0
769,42.2391105486445,16.0310670331155,23.58812323654,0
802,48.3958072364917,16.0357462496711,23.6359012370539,0
836,39.8851507423894,16.0374943257806,23.6474643439878,0
867,39.2200868749166,16.0326359518969,23.6106897206612,0
900,38.4718627911504,16.0338386482498,23.6314139289498,0
933,38.7461343242223,16.0341418277774,23.626967457222,0
967,44.468463363305,16.0321401008489,23.5931977014457,0
1002,37.0058307641963,16.0190782653931,23.5583344724397,0
1033,37.0015967091137,16.0161930123786,23.5574325210977,0
1069,44.2294781422552,16.0180592012119,23.5633851266378,0
1100,36.2768991758755,16.0204185889288,23.586733693354,0
1134,36.418248687623,16.0446627014002,23.5310445166806,0
1167,46.2754088061028,16.0430100775041,23.5294606982122,0
1201,37.7098715573688,16.041147139472,23.532417473927,0
1235,39.817407241338,16.034262503459,23.5339102810723,0
1267,43.0079246119375,16.0041315590397,23.5610489255175,0
1302,43.2912093884384,16.0056343893267,23.5676487723611,0
1334,37.1863515212424,16.0053277662785,23.5886228207453,0
1367,47.749277753798,16.0062113864596,23.6231564180806,0
1401,36.5625161059079,16.0078359785511,23.6174677626511,0
1434,49.2453740636589,16.0054054521705,23.5506660993728,0
1470,49.7922656734374,16.0394254366236,23.4144284400055,0
1503,50.1941745359394,16.0339100938405,23.3605991205269,0
1535,50.3300025277981,16.0548602844712,23.3112233600449,0
1568,45.4394403747046,16.0487372559125,23.2710585433542,0
1600,57.8624265446507,16.0302795984572,23.2767987306877,0
1641,51.6287405964264,16.0015191730724,23.3197034307025,0
1669,39.069950475054,15.9992965825778,23.2919270747325,0
1701,51.9133694144397,15.9863664762678,23.2723966743451,0
1735,39.1117101326024,15.9826195609215,23.2252417157338,0
1768,51.9033799794802,15.9775964823869,23.1953480716693,0
1801,53.2273654403439,15.9785784877291,23.2000194559141,0
1833,52.5157350607013,15.9726749263601,23.1884543645419,0
1868,52.472340442495,15.968687966244,23.1752468196228,0
1902,53.1726395537474,15.970236692708,23.21103227388,0
1934,56.4700463837737,15.9719069713157,23.3537224003589,0
1968,49.706876222873,15.9735707077758,23.6804486714402,0
2000,51.6109330294192,16.0635205685568,23.918527164622,0
2046,52.6521425119389,16.081382448723,22.9172823516685,0
2071,70.5090940428257,16.1593791142686,21.2252040794655,0
2103,68.8388564300937,16.1838078180677,17.5678289455523,0
2135,73.6881457325367,16.1407321143878,17.7160413201881,0
2167,90.3212914082006,16.1057874815127,17.5967817226907,0
2200,92.0845895016226,16.0393754752159,17.2456425258726,0
2248,96.4265539472215,16.0746678742847,17.2768736301941,0
2299,99.8002606415135,16.0742724760355,17.5758576066558,0
2311,99.4705383452461,16.0772553873632,17.6698398878635,0
2335,112.382209937173,15.9745928075811,17.0262504788494,0
2367,115.636936962394,15.6911651973477,15.66332476214,0
2400,121.638795420944,15.5682923191353,15.4789203169035,0
2433,125.485289955243,15.4761651138855,15.359569602521,0
2466,126.988504592787,15.4978894418358,15.3474281627593,0
2500,128.316355222642,15.5039949488838,15.159852634521,0
2535,129.344633248861,15.4465497581186,15.1496474011696,0
2567,129.922088502791,15.4292321879406,15.2549536899311,0
2600,130.468756841674,15.3908020229328,15.2459921367311,0
2635,130.980232649174,15.376297614747,15.2894248707978,0
2667,131.38981952591,15.3485568002933,15.2469779414609,0
2699,132.041632883031,15.3424960568614,15.3046408444784,0
2734,133.842805778852,15.3346716171177,15.3543222103348,0
2768,134.085992928192,15.3369585590788,15.3795973770058,0
2800,135.114702520323,15.3359880839021,15.4226676562349,0
2835,135.986891990468,15.3295151629701,15.3974769203909,0
2866,142.17446401688,15.3138507367117,15.4212277348966,0
2900,137.790001781884,15.2177525420794,15.3987855271745,0
2935,134.980957184143,15.1225031362148,15.2050223451502,0
2969,135.010833651508,14.9555814714368,15.1582719368036,0
3000,143.379712303709,14.9348584680107,15.012168515972,0
3034,141.891509560147,14.9049141946619,14.8054540792265,0
3067,141.154550236577,16.1844112036727,16.8122442629161,0
3101,136.99363207677,16.2110067565075,17.0610385694025,0
3134,140.080787061225,16.3017359518127,18.0007093971825,0
3170,138.807466305024,16.2530288953447,18.0969079542987,0
3201,136.235641997451,16.2486313835961,18.4582193243901,0
3234,136.94647848281,16.2217999461214,18.2695101304498,0
3267,136.629701273267,16.0959458971433,18.1872201870956,0
3300,136.880585777538,15.9886401401095,18.1504735708104,0
3336,136.184904560816,15.9473302877816,18.2814910072774,0
3367,136.756899064711,15.915320187683,18.1881049061717,0
3404,136.000139120751,15.8811700125997,17.9528389733263,0
3437,135.657821770892,15.8327824450911,18.0959661465847,0
3469,135.388704122681,15.8156449198102,17.8305512393535,0
3505,135.420231813377,15.8066448346509,17.5587140452512,0
3535,135.093766866973,15.8029997629714,17.3943561539725,0
3581,134.992035295833,15.7933122371805,17.2036227962163,0
3605,134.913100034567,15.7875392401762,17.1491154006159,0
3638,134.399370574546,15.7822523368438,17.0362619286955,1
3669,134.034267525169,15.7641253331861,17.0058120838273,1
3706,133.871809050522,15.7542436727624,16.9327071539986,1
3734,133.871955231931,15.7444110596789,16.8045577107506,1
3768,133.864475677187,15.7361963694648,16.764469101356,1
3802,133.940009848212,15.7221659444237,16.6846819087344,1
3836,133.871636028501,15.7175474855299,16.5813274257791,1
3869,134.568783013991,15.7132524797447,16.5692023154427,1
3902,134.757846247583,15.7114931632132,16.5204465067523,1
3936,135.009324444476,15.7107700986314,16.5155007504562,1
3968,135.260865472539,15.7326248167371,16.3618652548273,1
4001,135.26221221964,15.7282193570587,16.3277122169103,1
4037,134.104231528446,15.6965970143953,17.5288964410214,1
4069,134.260721208582,15.6998420861225,17.3855419704025,1
4101,133.637489245542,15.6736286699877,17.9757932025887,1
4135,133.972990197167,15.6737441120038,17.5666786678686,1
4168,133.41885945008,15.6700310839756,18.208623082995,1
4200,133.026940527088,15.6510837962927,18.4948387711856,1
4236,133.640072357399,15.6567119991762,17.964643737379,1
4268,133.841582661048,15.6708741246429,17.7057494206269,1
4303,134.001047652465,15.6743175632803,17.5708489684937,1
4335,134.21326822497,15.685974418807,17.4881392899059,1
4367,134.271497377182,15.6877623340262,17.3652704835911,1
4401,134.345671197016,15.691477658461,17.2987983408032,1
4436,134.492519842475,15.6836256812538,17.2636868129504,1
4468,134.437908688956,15.7186673866228,17.2220097887479,1
4502,134.44364674127,15.7296286717022,17.2353451383856,1
4558,134.503268822586,15.7423197172903,17.1593757532773,1
4608,132.73983303471,15.7573534836739,17.1436685547879,1
4634,130.772790588648,15.7567166216895,17.0825489954002,1
4669,124.185023091397,15.7626737849032,17.0630625953426,1
4708,123.778845994064,15.773865209739,17.086206309382,1
4737,132.27580799484,15.787550970383,17.1406025319903,1
4769,142.403027346348,15.7907697346292,17.139252602308,1
4800,142.51512070664,15.8086450234188,17.1642349262308,1
4835,143.991141773954,15.814079952573,17.1544231420591,1
4868,140.504007029585,15.8189821530627,18.3163349675753,1
4901,141.708830491707,15.8234336763441,18.9361892075347,1
4937,72.8739870896148,15.8395059355713,19.3954524438864,1
4988,80.9126636344712,15.85234819065,20.3685357198579,1
5004,53.6436007998436,15.8595552241907,20.7325450171506,1
5037,66.94808889525,15.8743754533284,20.7650424741399,1
5068,76.330686573979,16.0109861606585,18.7931938729052,1
5101,53.1160396056549,16.0870408678433,17.8041839150288,1
5136,51.5856638922576,16.1388035732164,17.6449236271699,1
5170,43.5581351585076,16.2206086551573,17.5425247828796,1
5205,41.6061585367888,16.2123995225637,18.7762019909534,1
5236,33.3200404899131,16.1994815012273,19.5070421544334,1
5269,33.1289228704556,16.2035286065264,20.0359781004793,1
5304,33.3728157331121,16.2046467146356,20.1492792344354,1
5337,33.5222660382544,16.2120665528302,20.3974613374584,1
5369,41.4953274230243,16.2203118042198,20.5151347241966,1
5401,36.8977535531049,16.2116476492718,20.7378395627826,1
5433,45.171583056032,16.2045287012869,20.8176681842696,1
5467,43.431969991474,16.1941414091473,20.9035662211912,1
5501,36.0577465718625,16.1894118599043,20.9981232990487,1
5537,36.2700417015484,16.1807526942489,21.1526694585395,1
5569,41.0458278606284,16.2043149583857,21.2390443564949,1
5602,41.7591438701405,16.1966013707266,21.254949231081,1
5635,40.5853331696813,16.1951216487373,21.3198280377486,1
5669,41.3038812729045,16.21323433844,21.4166898230981,1
5701,43.6669554079537,16.2094939894772,21.4797180727909,1
5734,44.4091318199238,16.2014046667843,21.5333308212074,1
5770,32.052384728487,16.2032825934598,21.6144934057086,1
5803,32.4763704581715,16.1946609173805,21.5692237557368,1
5834,48.0839150236303,16.1903869993371,21.6173063264501,1
5869,29.8172804062946,16.1949000216117,21.9962720319002,1
5902,35.9345232917603,16.1918341539972,22.6213708703937,1
5934,37.0536397019413,16.2849303905086,24.0296543122333,1
5968,41.2664397955173,16.2725514412199,24.2192204694789,1
6001,37.7141604958018,16.2864294441673,24.2966410928363,1
6036,39.1157015659756,16.2719717921602,24.1375758353176,1
6070,40.9153523162462,16.2816154047461,24.4984073784161,1
6102,36.737945409092,16.2689117780626,24.4443938438203,1
6134,37.0422446950853,16.24860388432,24.3919149296632,1
6169,37.1402982441224,16.2367222441527,24.3429574361165,1
6202,37.1507901683728,16.2196422317655,24.3381009547488,1
6236,48.1980824540153,16.2132184941034,24.2701007919009,1
6269,36.4309288504185,16.2656637743689,24.3050799477421,1
6301,48.2918119209956,16.2761204096816,24.2948045634591,1
6334,48.3790903326418,16.2913421389623,24.2527017320872,1
6370,47.7959588932329,16.3019549703511,24.2433862696149,1
6401,55.2668685968386,16.302066332375,24.3641881019416,1
6436,57.7170859110948,16.3455712309084,24.3716803593885,1
6471,55.8556636295847,16.3585745070568,25.2513004209058,1
6501,55.2341059557826,16.3107315950115,25.9495182453854,1
6534,58.7158835267209,16.3081973029659,14.0079786207219,1
6570,55.238639888893,16.2741662532873,14.4689824152707,1
6603,71.883653328084,16.2143297040094,16.7895928531412,1
6636,76.0490097019861,16.1526205039615,16.9120611575375,1
6674,76.5723907879032,16.1900718933323,17.0329663282168,1
6709,76.6699816000929,16.2213855874223,17.4462357810485,1
6734,80.4088332065138,16.0723242405457,17.0362128390862,1
6768,119.426694834326,15.6871538522385,15.3563468462439,1
6801,118.445540477392,15.5105865089245,14.6544517246128,1
6834,125.713191340846,15.415006108112,14.5331222988374,1
6869,128.492285772847,15.335334915067,14.3234156058147,1
6905,130.648033372351,15.2882456198753,14.2441777795832,1
6934,131.102211833999,15.2689783463874,14.4844548722261,1
6969,132.403601600409,15.2392068895712,14.4309976316212,1
7079,134.304508445634,15.2392245493739,14.6520260164093,1
7103,135.280159740056,15.2395978326132,14.6909691064534,1
7135,136.783614552302,15.235052618656,14.9100732430578,1
7167,142.603671139727,15.2219123299344,15.0409129307272,1
7199,142.500501904175,15.1931222934011,15.0767843195039,1
7233,141.783356579955,15.0861648640561,14.7986902748883,1
7267,141.712081671809,15.080434777441,14.7228249346317,1
7304,143.365052513527,15.0775743389766,14.6924817283841,1
7337,147.484805959017,15.0621629369506,14.751888681418,1
7367,144.181790409933,15.9549245332212,16.1298171815342,1
7403,143.044506268916,16.6224565146035,17.8413192586192,1
7433,142.261881804722,16.7176893187646,18.54843155305,1
7467,141.32646200344,16.7122804661419,18.8064115836666,1
7501,140.740934761386,16.6286745116144,18.9520543283351,1
7534,140.188874739929,16.5387322919786,19.0240900291013,1
7571,139.173128362144,16.4792009623192,18.6160811032612,1
7600,137.761392262673,16.3394369705397,18.4290845420642,1
7634,136.453623137223,16.1678859918142,18.4927458634054,1
7668,134.870033278884,16.0399161008846,18.9258445253787,1
7702,136.358445138232,15.9971838809652,18.6021374716278,1
7736,135.642356469685,15.9721647714229,18.389031335568,1
7769,135.345824374894,15.9331190210072,18.2908760754391,1
7801,135.684668697225,15.9190895907372,17.9021523376704,1
7833,135.475927462067,15.9163251938049,17.7798094190247,1
7871,135.052706004409,15.9134303354898,17.7464331336848,1
7900,135.08745441629,15.8931090068633,17.5589613008196,1
7939,134.433564839425,15.8189441985533,18.1803073382674,1
7972,133.784358445463,15.8151211302226,18.0853976134525,1
8000,133.853934135381,15.815057768349,17.8650854381442,1
8037,133.128554286804,15.7628153872612,18.3658492908172,2
8067,133.398907386917,15.768988436303,18.0213381433158,2
