Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,2248;-10252;12484,1158;-479;-1003,-0.1554363;0.05989986;1.086462,-0.1819224;0.1828386;1.265742,-0.1026088;0.3539374;1.478985,0.06085093;0.3722801;1.471342,0.02954516;-0.1246258;1.497505,0
9,2276;-10296;12420,1152;-499;-992,-0.159107;0.03940296;1.037622,-0.1817909;0.1830533;1.266629,-0.1027903;0.3539727;1.478693,0.06131113;0.3723291;1.47137,0.02944706;-0.1246435;1.497416,0
40,2420;-10332;12700,1156;-470;-988,-0.1526896;0.05852613;1.078637,-0.1816337;0.1830833;1.266783,-0.1018717;0.3537506;1.479806,0.06120454;0.3723156;1.471355,0.02939683;-0.1246527;1.497429,0
74,2364;-10220;12480,1172;-471;-986,-0.1566925;0.03940905;1.042395,-0.1814725;0.1830616;1.26662,-0.1022599;0.3538326;1.479322,0.06102744;0.372247;1.471238,0.02933131;-0.1246622;1.497377,0
110,2260;-10156;12244,1157;-514;-1012,-0.153546;0.05901434;1.076115,-0.1814898;0.1830125;1.266526,-0.1024589;0.353934;1.479093,0.06088863;0.3722062;1.471158,0.02924198;-0.1246205;1.497414,0
140,2276;-10284;12352,1232;-507;-994,-0.1535588;0.05954669;1.077944,-0.1815857;0.1837488;1.273074,-0.1015155;0.3536288;1.479733,0.06192475;0.3724068;1.47226,0.02911775;-0.12468;1.497815,0
175,2284;-10288;12500,1176;-459;-977,-0.1560826;0.04146339;1.04855,-0.1815912;0.1832241;1.271733,-0.1019083;0.3537059;1.479333,0.06168867;0.3723091;1.472142,0.02903152;-0.1246743;1.497822,0
208,2216;-10184;12540,1159;-518;-992,-0.1561863;0.04030005;1.046973,-0.181385;0.1832428;1.271689,-0.1023303;0.3538507;1.479195,0.06247802;0.3723957;1.472319,0.02913865;-0.1245964;1.497803,0
241,2264;-10184;12608,1151;-471;-985,-0.1563073;0.03955747;1.044732,-0.1816236;0.1826746;1.270218,-0.102645;0.3539383;1.478827,0.06273717;0.3723626;1.472276,0.02919479;-0.1245172;1.497733,0
274,2364;-10324;12436,1157;-502;-1006,-0.1573632;0.0393872;1.043433,-0.1815102;0.1826729;1.270189,-0.1029626;0.3539964;1.478619,0.06241293;0.3722754;1.472086,0.02927256;-0.1244629;1.497695,0
308,2388;-10260;12340,1186;-506;-1001,-0.1578211;0.06440087;1.080222,-0.1816327;0.1825812;1.270115,-0.1020773;0.35411;1.47973,0.06318833;0.3724336;1.472718,0.02941271;-0.1243642;1.497965,0
343,2168;-10232;12520,1168;-506;-989,-0.1506245;0.05653518;1.092824,-0.1816215;0.1823949;1.269317,-0.1025382;0.354183;1.479234,0.06343178;0.3723789;1.472701,0.02951108;-0.1243075;1.49782,0
374,2264;-10216;12504,1158;-470;-963,-0.1619684;0.03800027;1.038591,-0.1812797;0.1822911;1.269866,-0.1018913;0.3542604;1.480353,0.06383064;0.3725569;1.473158,0.02983643;-0.1240449;1.498419,0
407,2336;-10236;12384,1180;-493;-998,-0.1580106;0.0634356;1.071504,-0.1812632;0.1820437;1.268873,-0.1015811;0.353724;1.479869,0.06421109;0.3724787;1.472685,0.02993042;-0.1240342;1.498013,0
440,2320;-10204;12532,1181;-497;-988,-0.157934;0.0639536;1.073227,-0.1811987;0.1819416;1.269008,-0.1020433;0.3538936;1.479612,0.06436312;0.3724997;1.472699,0.02999237;-0.1239604;1.498077,0
474,2264;-10336;12544,1146;-460;-1007,-0.1563744;0.04335222;1.048732,-0.18124;0.1814691;1.265633,-0.1017154;0.353772;1.47998,0.06372988;0.3723774;1.472474,0.03000639;-0.1239508;1.498088,0
509,2084;-10284;12292,1231;-549;-1037,-0.1554136;0.05733954;1.06898,-0.1809087;0.1816041;1.266345,-0.1013836;0.3536521;1.48019,0.06399769;0.3724609;1.47266,0.03005913;-0.1239187;1.4982,0
541,2368;-10300;12456,1205;-493;-1019,-0.1543119;0.05761863;1.069979,-0.1806391;0.1816288;1.266624,-0.1019902;0.3537853;1.479727,0.06412205;0.3724878;1.472707,0.03006967;-0.1239055;1.49819,0
573,2360;-10196;12516,1183;-516;-985,-0.154537;0.0437008;1.047068,-0.1806068;0.1816203;1.26685,-0.102248;0.3539851;1.479616,0.06419593;0.372489;1.47275,0.03005402;-0.1238952;1.498207,0
608,2276;-10236;12532,1097;-432;-959,-0.1504002;0.05830454;1.069547,-0.1807032;0.1817019;1.266502,-0.1013365;0.3539093;1.479991,0.06346919;0.3723166;1.472409,0.02998471;-0.1239602;1.498123,0
641,2152;-10152;12604,1183;-494;-994,-0.150747;0.06107154;1.072377,-0.1801535;0.1823696;1.269526,-0.1016589;0.3540981;1.479694,0.06307805;0.3722572;1.472261,0.02976848;-0.1239864;1.498177,0
675,2324;-10432;12468,1088;-516;-979,-0.1526078;0.05238861;1.054965,-0.1805224;0.1822274;1.268707,-0.1009355;0.3540221;1.480978,0.06334355;0.3722851;1.472853,0.02947005;-0.1240826;1.498458,0
707,2264;-10316;12436,1187;-470;-1004,-0.1497111;0.05735028;1.060501,-0.1808985;0.1820754;1.266595,-0.1013129;0.3541957;1.480534,0.06278829;0.3721825;1.472624,0.02925113;-0.1240937;1.49847,0
742,2296;-10336;12848,1161;-478;-1007,-0.1506862;0.06738466;1.074592,-0.179906;0.1817378;1.266768,-0.1001602;0.3539292;1.480658,0.06240176;0.3721038;1.472547,0.0290478;-0.1242655;1.498573,0
774,2268;-10236;12304,1146;-436;-975,-0.1506352;0.0700664;1.077322,-0.1801006;0.1825785;1.267158,-0.1005604;0.3541143;1.4801,0.06201264;0.3720345;1.472412,0.02900029;-0.1242993;1.498541,0
808,2344;-10272;12612,1149;-511;-984,-0.1503925;0.07073668;1.075431,-0.1802082;0.1826575;1.266878,-0.1008009;0.354295;1.479812,0.0624443;0.372065;1.472445,0.02893683;-0.1243153;1.498518,0
840,2256;-10268;12580,1096;-471;-973,-0.150992;0.07268958;1.075485,-0.1794443;0.1877159;1.280778,-0.1010369;0.354522;1.479649,0.06264791;0.372098;1.472517,0.02887328;-0.1243353;1.498478,0
874,2280;-10224;12576,1165;-459;-967,-0.1515363;0.07371197;1.073735,-0.1802938;0.1879703;1.27879,-0.1012582;0.3547446;1.479702,0.0622755;0.3720266;1.472353,0.0288456;-0.1243415;1.49847,0
908,2240;-10332;12484,1169;-498;-989,-0.1518467;0.07444445;1.072605,-0.1802815;0.1880048;1.278795,-0.09894936;0.3555362;1.482532,0.06263917;0.3720861;1.472813,0.02893184;-0.1243511;1.49865,0
940,2340;-10224;12496,1167;-461;-1002,-0.1523345;0.07535825;1.072195,-0.1802947;0.1880328;1.278801,-0.0974094;0.3555194;1.482836,0.06311913;0.37216;1.473515,0.02895456;-0.124404;1.498727,0
