Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
12329,-1608;7128;13852,1428;-402;-787,-0.01808322;0.05537844;1.333453,0.1644659;0.02081556;1.378663,0.2362095;-0.1723844;1.448123,0.2310128;-0.2312586;1.208374,-0.02738381;-0.4378095;1.460444,2
12362,-1588;7320;13836,1070;-468;-861,-0.01807276;0.05537876;1.333512,0.1649123;0.02047757;1.379399,0.2363168;-0.1720723;1.448009,0.2306114;-0.2315212;1.209133,-0.02756078;-0.437738;1.460487,2
12397,-1608;6996;14096,1017;-470;-870,-0.0180103;0.05544053;1.333785,0.1652918;0.02017605;1.380061,0.2372354;-0.1707214;1.44624,0.2305784;-0.2315356;1.209104,-0.02745121;-0.4377095;1.460657,2
12432,-1548;7348;13720,1138;-533;-939,-0.01800543;0.05543251;1.333779,0.1654465;0.02002177;1.380257,0.2372251;-0.1707624;1.446226,0.2302819;-0.2316561;1.209505,-0.02724793;-0.4377562;1.460662,2
12465,-1420;7240;13816,1273;-552;-916,-0.01804733;0.05543874;1.333757,0.1654933;0.02001755;1.38031,0.2371308;-0.1707733;1.446157,0.2309754;-0.2442343;1.179448,-0.02758404;-0.4378106;1.460404,2
12496,-1520;7260;14008,1279;-433;-942,-0.01812851;0.05543606;1.333631,0.1613467;0.021928;1.373628,0.2368054;-0.1710472;1.445291,0.2308952;-0.2445198;1.178579,-0.02759464;-0.4378386;1.460339,2
12529,-1432;7052;13868,1712;-327;-965,-0.01817238;0.05545325;1.333601,0.1603758;0.02228964;1.372593,0.2366319;-0.1710532;1.445015,0.2307808;-0.2446782;1.178344,-0.02765728;-0.4378013;1.460419,2
12561,-1432;6932;13564,4313;-131;-636,-0.01823386;0.05547534;1.333515,0.1616241;0.02175941;1.374414,0.2366417;-0.1698647;1.442768,0.2307612;-0.2450603;1.176538,-0.02759413;-0.4377987;1.460442,2
12596,-1492;7552;13536,10977;417;58,-0.01828286;0.05547694;1.333486,0.1623735;0.02141902;1.375538,0.2365899;-0.1697302;1.442655,0.2306361;-0.2453033;1.176534,-0.02759374;-0.437789;1.460468,2
12631,-1740;9268;13216,16664;798;1329,-0.01835348;0.05548076;1.333146,0.1605081;0.0222039;1.372235,0.23657;-0.1697594;1.442632,0.2304634;-0.2452545;1.176492,-0.02762629;-0.4378935;1.460063,2
12663,-1296;9540;12420,15507;859;2615,-0.01841568;0.05549661;1.333151,0.1617734;0.02165893;1.374519,0.235984;-0.170123;1.443347,0.2288877;-0.2300055;1.21113,-0.02767357;-0.437917;1.460061,2
12696,-960;10584;10680,24123;1045;2777,-0.01860852;0.05549789;1.333414,0.1626166;0.02128312;1.376364,0.2357686;-0.1702979;1.446335,0.2271619;-0.2423467;1.179303,-0.02780418;-0.4379064;1.460467,2
12729,-1304;13568;9112,24446;1263;3349,-0.0186778;0.05548601;1.333444,0.1616354;0.02165161;1.375574,0.2353146;-0.1706217;1.447044,0.2303352;-0.2240746;1.200513,-0.0279954;-0.437958;1.460449,2
12762,-844;14344;6452,23411;1003;2870,-0.01882538;0.05544431;1.333338,0.1621894;0.02141521;1.376262,0.2350606;-0.1695732;1.446556,0.2310414;-0.2230068;1.200338,-0.02836439;-0.4379148;1.460463,2
12795,-360;14624;3736,28086;1936;3143,-0.0189638;0.0553287;1.333134,0.1625885;0.0212887;1.376766,0.235206;-0.1658107;1.443986,0.2330535;-0.2198644;1.198693,-0.0287823;-0.4380772;1.460259,2
12830,672;16200;1036,32767;4838;3886,-0.01907906;0.05531495;1.333024,0.1608514;0.02220847;1.374847,0.2385164;-0.1523913;1.41751,0.2215183;-0.2229148;1.187729,-0.02891266;-0.4379863;1.460494,2
12864,772;15012;-1968,32767;5304;3738,-0.01938362;0.0552465;1.332476,0.1613951;0.02195057;1.375404,0.2423766;-0.1519415;1.415628,0.2220724;-0.2140899;1.183247,-0.02898271;-0.4379395;1.46045,2
12897,264;16012;-5188,32767;3151;2673,-0.01938957;0.0551913;1.332371,0.1597323;0.02245124;1.373036,0.231082;-0.1741849;1.464351,0.2457708;-0.2066684;1.20759,-0.02904066;-0.4378499;1.460639,2
12930,-268;12184;-7952,28141;4347;1562,-0.01945803;0.0551622;1.332143,0.1608272;0.02183652;1.37441,0.2308994;-0.1743238;1.463991,0.2469351;-0.2068149;1.205292,-0.02925585;-0.4379278;1.460613,2
12962,1704;12016;-9592,27640;4935;1068,-0.01955937;0.05509258;1.331815,0.1613866;0.02171683;1.374949,0.2303586;-0.1751349;1.462883,0.2461738;-0.2107889;1.200911,-0.02932376;-0.4379332;1.460598,2
12995,1192;11416;-12180,22893;2716;899,-0.01963413;0.05498166;1.331522,0.161898;0.02141798;1.375569,0.2202873;-0.2331423;1.432023,0.244309;-0.215037;1.226939,-0.0295041;-0.4379729;1.460544,2
13030,2348;8916;-13232,24278;2211;187,-0.01978104;0.05486251;1.330973,0.1592416;0.02209543;1.370559,0.223016;-0.2386298;1.395579,0.2476674;-0.2076637;1.192105,-0.02950872;-0.4379556;1.46052,2
13064,2792;7700;-15040,26189;1569;84,-0.01981754;0.05483123;1.330917,0.1581261;0.02227429;1.369024,0.2240392;-0.2381266;1.392781,0.2361979;-0.2026382;1.156433,-0.02951558;-0.4379599;1.460713,2
13096,2468;6544;-15756,21700;843;-1149,-0.01991882;0.05472427;1.330721,0.1572401;0.02245066;1.367723,0.226044;-0.1821084;1.44089,0.2372885;-0.1910595;1.200231,-0.02961261;-0.4380004;1.460642,2
13130,2828;3536;-17348,22512;554;-670,-0.02001084;0.05464403;1.330482,0.159374;0.02145845;1.370569,0.2292251;-0.2369107;1.379061,0.2491532;-0.1977502;1.176463,-0.02965716;-0.4380246;1.460649,2
13162,2548;4176;-17524,19431;-437;-488,-0.02013893;0.0545832;1.330351,0.1606281;0.02124259;1.37209,0.2284954;-0.23616;1.379458,0.2503893;-0.1970397;1.177063,-0.02968123;-0.4380512;1.460666,2
13195,2732;1100;-17556,13509;-468;443,-0.02020139;0.05447289;1.330003,0.1614065;0.02083057;1.372981,0.2279249;-0.2353776;1.379359,0.2511111;-0.1956135;1.142691,-0.02994151;-0.4381065;1.460506,2
13230,1944;-1388;-17140,11807;227;-23,-0.02019374;0.05429748;1.32968,0.1620196;0.0205522;1.373722,0.2272505;-0.2322863;1.378685,0.2549891;-0.1976678;1.141708,-0.03019827;-0.438267;1.460281,2
13263,2344;-684;-17068,10232;-498;503,-0.02018188;0.05418481;1.329469,0.1605157;0.02080539;1.370941,0.2280317;-0.1779821;1.443826,0.2520668;-0.193752;1.204509,-0.03020501;-0.4383168;1.460307,2
13297,2240;-1952;-17392,7249;-1374;373,-0.02017454;0.05411774;1.329371,0.1594341;0.02104222;1.368981,0.2243575;-0.2184041;1.376381,0.2636954;-0.2064099;1.13887,-0.0304081;-0.4383096;1.460347,2
13330,2312;-1332;-17264,6672;-1767;222,-0.0201789;0.05396837;1.329164,0.1589016;0.02112;1.368059,0.2295527;-0.1768766;1.436982,0.2523344;-0.2231003;1.206001,-0.03056293;-0.4383553;1.460311,2
13362,2328;-2768;-17452,5148;-2483;290,-0.01999344;0.05370175;1.328787,0.1609279;0.02068067;1.370678,0.2227199;-0.2156865;1.372472,0.2600369;-0.2253772;1.168951,-0.03075688;-0.4385425;1.460103,2
13396,2032;-2636;-17196,5047;-2857;-119,-0.01988899;0.05342484;1.327713,0.1617143;0.02057122;1.371431,0.2207576;-0.2211626;1.376941,0.2596775;-0.2241285;1.173499,-0.03099476;-0.4385798;1.459539,2
13429,1720;-3428;-17252,3718;-3202;-37,-0.01986964;0.05326217;1.327813,0.1626089;0.02038003;1.372861,0.2313342;-0.1669152;1.428205,0.2533727;-0.2251621;1.216544,-0.03095165;-0.4386231;1.459713,2
13462,1628;-3916;-17948,3644;-2019;-322,-0.01983722;0.05316108;1.327688,0.1631301;0.02031044;1.373482,0.2102356;-0.2288118;1.405464,0.2573336;-0.2271468;1.203787,-0.03095602;-0.4386527;1.459718,2
13497,1280;-3932;-17908,2330;-1427;-799,-0.01961712;0.05299609;1.327618,0.1640138;0.01939674;1.374869,0.2112356;-0.2354864;1.392146,0.2619127;-0.2462189;1.156819,-0.03081699;-0.4386649;1.459861,2
13531,1576;-3532;-17432,1047;215;-938,-0.01958101;0.05297114;1.327621,0.1617981;0.02007144;1.37175,0.2077956;-0.2402159;1.400792,0.2506713;-0.2497964;1.198409,-0.03053669;-0.4387754;1.460139,2
13565,1324;-4004;-17012,1844;-666;-501,-0.0195217;0.05292967;1.327528,0.1627765;0.01995814;1.373114,0.2273699;-0.1725564;1.419407,0.2463565;-0.2512203;1.212562,-0.03024165;-0.4388838;1.460165,2
13596,1176;-3912;-17176,1517;-125;-460,-0.019122;0.05274861;1.327127,0.1634753;0.01962788;1.373769,0.2282573;-0.1734748;1.415972,0.2457021;-0.2537473;1.213096,-0.0299271;-0.4388606;1.460081,2
13629,1132;-4632;-16944,595;-522;-928,-0.01859195;0.0525273;1.32697,0.1644782;0.01873105;1.375104,0.228335;-0.1747969;1.414529,0.2449757;-0.2562957;1.215053,-0.02964029;-0.4388772;1.460089,2
13661,1228;-4092;-17044,1340;-229;-704,-0.01842049;0.05243306;1.326877,0.1650438;0.01848553;1.375791,0.1895181;-0.2395938;1.439382,0.2431431;-0.2597947;1.217355,-0.02957566;-0.4388686;1.460055,2
13697,1280;-4112;-16616,740;-36;-899,-0.01787513;0.05209123;1.326269,0.1654235;0.01811123;1.376115,0.1878697;-0.2456067;1.420709,0.2419544;-0.2619866;1.217458,-0.02931906;-0.4390526;1.45913,2
13732,1228;-4224;-16660,1517;-378;-670,-0.01782003;0.05205886;1.326333,0.1655671;0.01813945;1.376403,0.1891217;-0.2459683;1.41894,0.2399915;-0.2642319;1.218026,-0.0288243;-0.4391234;1.459676,2
13764,1340;-4200;-16620,1045;-460;-966,-0.01774308;0.05202427;1.326309,0.165731;0.01815589;1.376605,0.2277895;-0.1800836;1.405701,0.2383937;-0.2667064;1.215539,-0.02868902;-0.4391547;1.459745,2
13796,1468;-4036;-16648,1035;-386;-1213,-0.01773932;0.05201892;1.326314,0.1657954;0.01816251;1.37671,0.2277448;-0.17937;1.405819,0.2377873;-0.2687321;1.212806,-0.02840733;-0.4392364;1.459903,2
13829,1468;-3460;-16328,1226;-760;-933,-0.01771614;0.05200202;1.326327,0.1639238;0.01834006;1.373782,0.1907058;-0.2494075;1.396248,0.2417982;-0.2713227;1.19687,-0.02819744;-0.4393393;1.460149,2
13867,1208;-4068;-16948,1599;-1260;-327,-0.01770808;0.0519888;1.326334,0.164363;0.01838393;1.374383,0.2279179;-0.1797117;1.404724,0.2372122;-0.2694688;1.212761,-0.02812235;-0.4393342;1.460221,2
13897,1288;-4160;-17088,1606;-823;-347,-0.01746223;0.05193402;1.326408,0.1656399;0.0177009;1.376282,0.1940066;-0.2515399;1.385873,0.2454084;-0.2730211;1.18653,-0.02780688;-0.439433;1.460225,2
13932,1000;-4668;-17540,1648;-1379;-387,-0.01709882;0.05179715;1.326836,0.1662174;0.01719115;1.377287,0.1942636;-0.2513651;1.392883,0.2444856;-0.2721011;1.193149,-0.027599;-0.4394068;1.460593,2
13964,1028;-4484;-17524,941;-732;-692,-0.01699738;0.05176518;1.326865,0.166566;0.01695336;1.377782,0.2285308;-0.1810763;1.40765,0.2376033;-0.2690381;1.218778,-0.02734462;-0.4393943;1.460623,2
13995,1168;-4132;-17304,817;-232;-821,-0.01679477;0.05173398;1.327039,0.1671315;0.01658892;1.378635,0.190859;-0.2322739;1.46639,0.237978;-0.2687701;1.220079,-0.0271076;-0.4393743;1.460707,2
14029,968;-4120;-17440,683;-365;-909,-0.01668646;0.05171587;1.327021,0.1674042;0.01638878;1.379044,0.1909955;-0.2357375;1.459079,0.2383651;-0.2689879;1.219598,-0.02704346;-0.4393809;1.460731,2
14062,992;-4076;-17520,-110;-63;-871,-0.01787093;0.052006;1.327454,0.1675621;0.01627437;1.379287,0.19586;-0.2483531;1.417152,0.2394016;-0.2696057;1.215863,-0.02701182;-0.4393699;1.460666,2
14095,1144;-2908;-17068,-2506;-313;-969,-0.01779203;0.05201475;1.327452,0.1676513;0.01619803;1.379391,0.2062127;-0.2388698;1.39531,0.2440995;-0.2737243;1.194822,-0.02697482;-0.4393899;1.46066,2
14130,1060;-2824;-17144,-8075;-1461;-1376,-0.01764049;0.05199737;1.327451,0.1677258;0.01617063;1.379512,0.2315066;-0.1775633;1.413514,0.2393243;-0.2687468;1.219511,-0.02696855;-0.4393967;1.460662,2
14164,-72;-368;-18008,-11669;-2405;-361,-0.01745855;0.05195935;1.327447,0.1677841;0.01611732;1.379589,0.2330606;-0.1750557;1.415296,0.2393018;-0.2684872;1.220091,-0.02685815;-0.4394412;1.460647,2
14196,1320;-640;-18312,-22219;-1980;420,-0.01725648;0.05193753;1.32731,0.1678151;0.01607772;1.379627,0.2329783;-0.1750378;1.415209,0.2395042;-0.2682686;1.219989,-0.02669528;-0.4395014;1.460518,2
14231,-136;1460;-19280,-17033;-2090;-159,-0.01709223;0.05190733;1.327312,0.1678046;0.01607974;1.379628,0.232673;-0.1751622;1.414026,0.2393551;-0.2673695;1.221114,-0.0266463;-0.4395168;1.460502,2
14265,924;5316;-18336,-20275;545;1650,-0.01689067;0.05187286;1.32725,0.1678412;0.01604202;1.379647,0.203288;-0.2517403;1.381447,0.2495989;-0.2710911;1.180597,-0.02662909;-0.4395283;1.460446,2
14298,-208;7076;-17996,-27442;-779;1117,-0.01671138;0.05190425;1.327387,0.1678824;0.01600137;1.37974,0.1957887;-0.2333659;1.465206,0.2398876;-0.2659107;1.221247,-0.02659393;-0.4394923;1.460512,2
14331,1648;7180;-15736,-26078;-777;951,-0.01644363;0.05193292;1.327955,0.1680142;0.01588709;1.380151,0.2337333;-0.1815429;1.418382,0.2400561;-0.2654028;1.22164,-0.02640337;-0.4393744;1.461366,2
14364,144;12232;-13468,-27240;-2303;1633,-0.01615491;0.05195565;1.328574,0.1680782;0.01585219;1.380399,0.204518;-0.2482902;1.39165,0.2478531;-0.267695;1.19012,-0.02636414;-0.4392236;1.461914,2
14396,1908;10608;-10656,-32768;-2497;2104,-0.01602716;0.05202873;1.328745,0.1681101;0.01581595;1.380471,0.1913579;-0.2280489;1.478988,0.2403102;-0.2631455;1.222119,-0.02637524;-0.4391735;1.461958,2
14430,472;13900;-7152,-23628;-2973;2104,-0.01598935;0.05202682;1.328732,0.1681124;0.01581709;1.380473,0.19132;-0.2278121;1.479474,0.2406144;-0.262149;1.22145,-0.02631527;-0.4391872;1.46191,2
14463,1320;14956;-5280,-30426;-4233;-1762,-0.0158509;0.05201892;1.328568,0.1681191;0.01583187;1.380438,0.1992038;-0.2428444;1.439533,0.2420779;-0.2593736;1.219406,-0.02622371;-0.439224;1.461554,2
14495,404;14908;-3000,-28024;-4157;-35,-0.01581843;0.05201966;1.328559,0.1681432;0.015816;1.380475,0.2073832;-0.2505879;1.350686,0.2622401;-0.263775;1.151528,-0.02622653;-0.4392739;1.461511,2
14529,1004;14664;248,-26505;-4226;-1604,-0.01581251;0.05202101;1.328556,0.1681508;0.0158049;1.380488,0.1971771;-0.236421;1.458672,0.2415826;-0.2566009;1.218872,-0.02615209;-0.4392624;1.461492,2
14564,1064;14272;2192,-26311;-3085;-1315,-0.01580469;0.05202862;1.328552,0.1681524;0.01580481;1.380489,0.202656;-0.2485297;1.415955,0.2422764;-0.2541686;1.212718,-0.02615983;-0.4392758;1.461475,2
14598,1552;12576;4388,-25773;-2094;-3336,-0.0158052;0.05203019;1.328549,0.1681545;0.0158025;1.38049,0.2346613;-0.171344;1.404721,0.2407411;-0.2526111;1.214676,-0.02617542;-0.4392722;1.461443,2
14631,1384;11060;6804,-22870;-1102;-3365,-0.01580788;0.05204912;1.328555,0.1681813;0.01578823;1.380525,0.2063907;-0.2512442;1.397176,0.2451487;-0.241388;1.193876,-0.0265484;-0.4391963;1.461185,2
14661,1324;9428;8840,-20519;1299;-3769,-0.01586489;0.05206707;1.328439,0.1681848;0.01578312;1.380521,0.2394561;-0.1662365;1.407429,0.2427246;-0.23734;1.205022,-0.02723297;-0.4390867;1.460843,2
14695,480;8728;11120,-18898;2663;-5547,-0.01592908;0.05208877;1.328392,0.1681687;0.01606604;1.380421,0.2357458;-0.1655014;1.414333,0.2471927;-0.2218542;1.180347,-0.02742168;-0.4391302;1.460745,2
14729,-244;7364;12704,-12855;4390;-5231,-0.01610566;0.05217664;1.328412,0.1681146;0.0164073;1.380276,0.2342637;-0.1648586;1.417008,0.2457577;-0.2149439;1.181476,-0.02761513;-0.4392537;1.460465,2
14763,-1432;7572;14460,-7384;3761;-4694,-0.01615948;0.05221011;1.32838,0.1680804;0.01649827;1.380251,0.2114803;-0.241889;1.434002,0.2391557;-0.2273019;1.198393,-0.02774329;-0.4392188;1.460531,2
14798,-2184;7212;15284,-3880;3111;-2767,-0.0163671;0.05229812;1.328094,0.1680172;0.01677193;1.379991,0.2257235;-0.1802792;1.425254,0.2420209;-0.205048;1.186053,-0.02826235;-0.4392808;1.459803,2
14831,-2172;6556;15296,115;2478;-1575,-0.01640629;0.05231475;1.328104,0.1679759;0.01682787;1.379981,0.2220915;-0.2460538;1.39576,0.2428029;-0.2111296;1.158117,-0.02840733;-0.439286;1.459935,2
14864,-2332;7096;15536,1146;1074;-1305,-0.01655477;0.05239403;1.328051,0.1678612;0.01710319;1.379796,0.2214005;-0.2460734;1.398185,0.2466583;-0.206922;1.195239,-0.02861187;-0.4392858;1.459869,2
14896,-2296;7112;15084,3266;178;-708,-0.01668831;0.05249034;1.32818,0.1677534;0.01734864;1.379717,0.2261337;-0.1777122;1.451649,0.2465049;-0.2078242;1.199774,-0.02885978;-0.439246;1.459988,2
14932,-2076;6948;14608,1569;-541;-1003,-0.01682136;0.05258279;1.328059,0.1676279;0.01755051;1.379477,0.2262769;-0.1778385;1.45178,0.246448;-0.2077097;1.199701,-0.02908032;-0.4392153;1.459857,2
14963,-2112;7128;14180,2279;-213;-678,-0.01694398;0.05265266;1.328035,0.167548;0.0176905;1.379333,0.2359554;-0.2386174;1.419438,0.2469035;-0.1993897;1.202441,-0.02900906;-0.4390507;1.46002,2
14997,-2276;7224;14016,1073;-923;-1118,-0.01706394;0.05273971;1.328049,0.1674271;0.01787722;1.379138,0.2316989;-0.1726824;1.466303,0.249372;-0.1911515;1.202018,-0.02893871;-0.4390039;1.460061,2
15033,-2080;6896;13788,2236;-162;-300,-0.01715821;0.05280994;1.328067,0.1616591;0.02177945;1.369813,0.231607;-0.1727018;1.466406,0.2497023;-0.186102;1.202142,-0.02893374;-0.4389087;1.460157,2
15065,-2320;7392;13920,592;-857;-1296,-0.01736067;0.05285345;1.327737,0.1622454;0.02164537;1.370679,0.2507216;-0.1520344;1.399562,0.2310818;-0.1798222;1.158214,-0.02906059;-0.4388976;1.459842,2
15098,-2068;6648;13684,1574;-310;-938,-0.01745423;0.0529468;1.328037,0.163079;0.02128209;1.372493,0.2497545;-0.1535323;1.400574,0.2283607;-0.181927;1.159605,-0.02892056;-0.4387597;1.460544,2
15131,-2340;7248;14068,1662;-666;-1125,-0.01750142;0.05302558;1.328008,0.1634795;0.02127579;1.373139,0.2472077;-0.154533;1.402941,0.246333;-0.1839195;1.188783,-0.02890761;-0.4387301;1.46054,2
15164,-2048;6908;13916,1504;-320;-426,-0.01762091;0.05310237;1.328087,0.1639054;0.02122188;1.373861,0.2324388;-0.157616;1.439133,0.2414204;-0.1903984;1.18313,-0.02890442;-0.4385861;1.460708,2
15195,-2120;7500;13864,1548;-623;-914,-0.01763239;0.05310713;1.328089,0.1641193;0.02106835;1.374304,0.2323588;-0.1586153;1.439694,0.237789;-0.1946719;1.183037,-0.02887495;-0.4385772;1.460693,2
15230,-2060;7076;13924,1159;-467;-719,-0.01774474;0.0531889;1.328146,0.1643568;0.02107807;1.374831,0.2325328;-0.1596218;1.440165,0.2328023;-0.2022832;1.186827,-0.02876518;-0.4385216;1.460709,2
15264,-1916;7500;13920,1487;-335;-671,-0.01780474;0.05320764;1.328094,0.1644788;0.02106478;1.37503,0.2325612;-0.1623976;1.440799,0.2322018;-0.2052018;1.188898,-0.0289528;-0.4385304;1.460241,2
15297,-1896;6964;13948,999;-652;-806,-0.01785216;0.05322792;1.328118,0.1645996;0.02089416;1.375424,0.2321227;-0.1666923;1.442931,0.2306382;-0.2096157;1.191719,-0.02903835;-0.4385815;1.460133,2
15330,-2092;7356;13764,1662;-363;-580,-0.01793111;0.05324112;1.328148,0.1647259;0.02086663;1.375735,0.232174;-0.1675049;1.443172,0.2298929;-0.2127179;1.193238,-0.02906826;-0.4385609;1.46008,2
15361,-1972;7156;13884,1002;-490;-711,-0.0181363;0.05336099;1.328476,0.1622732;0.02150482;1.373325,0.2322951;-0.168192;1.443977,0.2289358;-0.2165478;1.196063,-0.0291183;-0.4385648;1.460153,2
15395,-1956;7160;13864,1544;-396;-697,-0.01823138;0.05331918;1.328059,0.1626845;0.02117134;1.373788,0.2326852;-0.1685297;1.440123,0.2273851;-0.2201952;1.197012,-0.02923896;-0.4386657;1.459294,2
15431,-2052;7100;14012,779;-369;-943,-0.01834655;0.05334562;1.328007,0.1631951;0.02078985;1.374548,0.2326577;-0.1684864;1.440197,0.227093;-0.2224502;1.197971,-0.02925399;-0.4386723;1.459226,2
15464,-2140;7496;14096,1333;-210;-568,-0.01840151;0.05335637;1.327967,0.1635059;0.02074516;1.374906,0.2333313;-0.1674732;1.437535,0.227017;-0.2417748;1.171044,-0.02925901;-0.4386767;1.459086,2
15497,-2116;7224;13868,1113;-667;-639,-0.01844252;0.05338103;1.328046,0.1638734;0.02069915;1.375456,0.2334431;-0.1677493;1.437735,0.2270328;-0.2419465;1.171217,-0.0291928;-0.4386883;1.459099,2
15529,-2116;7068;13808,1756;-327;-534,-0.0184547;0.05340234;1.328062,0.1641725;0.02064798;1.37582,0.2335849;-0.1683193;1.438103,0.2272454;-0.2424162;1.171555,-0.02924846;-0.438664;1.459032,2
15563,-2108;7376;13796,642;-682;-1014,-0.01851426;0.05344298;1.328092,0.1644089;0.0206066;1.376114,0.2336756;-0.1688502;1.43841,0.2279272;-0.24316;1.17191,-0.02934929;-0.4386337;1.459,2
15595,-1996;7088;13676,1477;-422;-931,-0.0185333;0.05345574;1.328112,0.1623076;0.02098228;1.37294,0.2338841;-0.1688745;1.438127,0.2287946;-0.2442161;1.171906,-0.02939702;-0.4386514;1.459002,2
15630,-2096;7604;13768,1570;-514;-795,-0.01854924;0.05344985;1.328124,0.1630078;0.02083111;1.37391,0.2339035;-0.1691409;1.437564,0.2295142;-0.2455512;1.171639,-0.02943674;-0.4386603;1.458953,2
15665,-1920;7232;13636,1027;-548;-764,-0.01856518;0.0534474;1.328139,0.1613451;0.02132778;1.371366,0.2342018;-0.1689528;1.436673,0.2301397;-0.2473331;1.171321,-0.02950904;-0.4386145;1.458934,2
15698,-2116;7452;13888,1613;-383;-702,-0.01857667;0.0534462;1.328062,0.162239;0.0211432;1.372428,0.2342002;-0.169288;1.436172,0.2301116;-0.2476249;1.171221,-0.02945649;-0.4386017;1.458887,2
15730,-1964;7260;13756,1130;-612;-854,-0.01850777;0.05343425;1.32834,0.1613311;0.02136719;1.371474,0.2342249;-0.1698477;1.436615,0.2308167;-0.2489477;1.171471,-0.02950909;-0.4385833;1.459,2
15762,-1956;7428;13640,1619;-388;-726,-0.01851053;0.05343618;1.328344,0.1623752;0.02115525;1.372941,0.234286;-0.169815;1.436469,0.231282;-0.249028;1.17258,-0.02951589;-0.4385898;1.45895,2
15795,-1880;7440;13672,871;-596;-1118,-0.01851178;0.05343589;1.32835,0.1631244;0.02098528;1.374045,0.2344346;-0.1698037;1.43631,0.2316317;-0.2484728;1.175119,-0.02951338;-0.4385962;1.458949,2
15830,-2012;7368;13752,1489;-179;-789,-0.01854496;0.05345425;1.328421,0.1617882;0.02117588;1.372261,0.2344573;-0.1697827;1.436327,0.2316428;-0.2483041;1.176944,-0.02937727;-0.4386756;1.45916,2
15862,-1924;7468;13820,880;-566;-1014,-0.01855991;0.05346235;1.328438,0.1608159;0.0212935;1.370844,0.234488;-0.1698575;1.43596,0.2317208;-0.2483229;1.177612,-0.02928725;-0.4386888;1.459284,2
15897,-1984;7300;13716,1633;-201;-869,-0.01857325;0.05345252;1.328306,0.1619211;0.02102682;1.37211,0.2344263;-0.1701861;1.435413,0.2318466;-0.2481782;1.177859,-0.02933437;-0.4387186;1.458954,2
15930,-2044;7708;13888,915;-602;-1076,-0.01855583;0.05344696;1.328697,0.1612154;0.0212198;1.371639,0.2345751;-0.170444;1.436551,0.2321041;-0.2481824;1.180164,-0.0294333;-0.4387202;1.459178,2
15962,-2028;7360;13936,1583;-339;-727,-0.0185593;0.05344401;1.3287,0.1607306;0.02133527;1.370991,0.2345172;-0.1712991;1.437014,0.2330944;-0.2513364;1.173045,-0.02943981;-0.4387069;1.459187,2
15994,-1960;7652;13864,1125;-691;-949,-0.01855856;0.0534451;1.328718,0.1601395;0.02141376;1.370033,0.2344809;-0.1717913;1.437209,0.2328658;-0.2513669;1.173269,-0.02946969;-0.4386849;1.459158,2
16028,-1844;7084;13708,1930;-586;-729,-0.01858316;0.05345455;1.328701,0.1597669;0.02138422;1.369539,0.2344684;-0.1717725;1.437174,0.2331772;-0.251849;1.17231,-0.02950695;-0.438706;1.459147,2
16062,-2008;7256;13576,3676;-288;-716,-0.01858133;0.05344355;1.329036,0.1596578;0.02139286;1.369536,0.2345032;-0.1717688;1.437168,0.2332925;-0.2508313;1.175494,-0.02965732;-0.4386045;1.459439,2
16102,-1644;5728;12496,16254;1959;1079,-0.01862028;0.05344281;1.328998,0.1594248;0.02140092;1.369167,0.2345055;-0.171728;1.437069,0.2332359;-0.2508008;1.175507,-0.02966384;-0.438645;1.45936,2
16133,-2488;11684;12280,23819;2637;2584,-0.01863662;0.05342209;1.328936,0.1614061;0.02056125;1.37214,0.2343582;-0.1721645;1.436453,0.2327397;-0.2503329;1.176247,-0.02947503;-0.4387216;1.459391,2
16165,-1888;11940;10140,29750;3101;4960,-0.0186419;0.05343981;1.328958,0.1609431;0.02079736;1.37157,0.2343931;-0.1721046;1.436392,0.2322445;-0.2500482;1.177461,-0.02952155;-0.4387133;1.459404,2
16196,-1284;14996;8040,29278;2569;5440,-0.01862251;0.05343865;1.328964,0.1606996;0.02079606;1.371313,0.2353338;-0.171611;1.433725,0.2321519;-0.2483065;1.181209,-0.02934369;-0.4387556;1.459554,2
16230,-952;15084;5988,27839;2295;5294,-0.01864807;0.05345209;1.329051,0.1623053;0.0206341;1.373652,0.236286;-0.1711993;1.431719,0.2322278;-0.2484643;1.180795,-0.02927303;-0.4387446;1.459701,2
16264,-764;16196;2748,29454;2608;5354,-0.01864814;0.05345896;1.329047,0.1631055;0.02027536;1.37486,0.2362946;-0.1711503;1.431731,0.232066;-0.2477414;1.182164,-0.02931893;-0.4387822;1.45957,2
16295,216;15460;-516,32767;3565;6544,-0.01869008;0.05347562;1.329049,0.1636329;0.02008014;1.375785,0.2367567;-0.1707222;1.430194,0.2319955;-0.2475512;1.182137,-0.02931529;-0.4387899;1.459594,2
16331,604;15432;-3436,32767;3624;5930,-0.01871349;0.05349428;1.329054,0.1640526;0.02009275;1.376369,0.236761;-0.1708292;1.430873,0.2267894;-0.2437596;1.201464,-0.02928825;-0.4387043;1.459736,2
16365,2200;14596;-5724,32767;3923;6289,-0.01876521;0.05352408;1.329049,0.1620707;0.02074078;1.373102,0.2366892;-0.1708834;1.430928,0.2332235;-0.2524611;1.167282,-0.02918338;-0.4387431;1.459694,2
