Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,-2292;9904;-12908,11132;2374;-851,-0.04163313;0.03939722;1.314564,0.1273254;0.02752298;1.354027,0.2132487;-0.1791797;1.409685,0.233283;-0.2736969;1.202134,-0.03787137;-0.4447322;1.45868,0
35,-2292;7344;-14848,12765;3187;-867,-0.04164909;0.03941426;1.314595,0.1273115;0.02752868;1.354024,0.2133738;-0.178444;1.40915,0.2333906;-0.2736501;1.201643,-0.0380713;-0.4448272;1.458511,0
69,-2248;8712;-14556,11109;967;-703,-0.04162891;0.03941257;1.3146,0.127299;0.02753269;1.354012,0.2135441;-0.1780424;1.409008,0.2299499;-0.2737781;1.222097,-0.03821943;-0.4448509;1.458358,0
100,-1500;6812;-15268,7478;769;-729,-0.04160613;0.03942437;1.314638,0.1272958;0.0275299;1.35401,0.2131836;-0.1787254;1.410907,0.2322277;-0.2754502;1.20306,-0.03829449;-0.4448918;1.458333,0
133,-1676;6220;-15804,6974;354;-1621,-0.04157671;0.03942189;1.314642,0.128796;0.02688066;1.355134,0.2133566;-0.1784774;1.410303,0.2325645;-0.2753576;1.20279,-0.03835565;-0.4449889;1.458218,0
166,-1696;6752;-15768,6675;157;-1675,-0.04156586;0.03943757;1.314707,0.128715;0.02688786;1.355102,0.2136754;-0.1783892;1.408821,0.2330685;-0.2751054;1.202365,-0.03816687;-0.4448602;1.458573,0
200,-1420;5924;-16272,5471;380;-1790,-0.041559;0.0394139;1.314733,0.1286295;0.02690222;1.355019,0.2138513;-0.1782896;1.408273,0.2332962;-0.2749785;1.201791,-0.03832923;-0.444914;1.458416,0
233,-1092;5216;-16164,5850;748;-1213,-0.04155223;0.03951338;1.315338,0.128564;0.02693192;1.35505,0.2139916;-0.1782848;1.40818,0.2336022;-0.2749177;1.201816,-0.03817158;-0.4448236;1.45932,0
266,-1524;5136;-16376,6141;524;-1090,-0.04156245;0.0395484;1.315393,0.1284996;0.02697583;1.355022,0.2141852;-0.1782703;1.408,0.231303;-0.2762699;1.214328,-0.03841148;-0.4448575;1.459292,0
303,-1756;5212;-16404,4558;-533;-1223,-0.04151748;0.03954947;1.315335,0.129884;0.02641511;1.355882,0.2143138;-0.1781037;1.407203,0.2327504;-0.2748815;1.206839,-0.03863445;-0.4449166;1.458925,0
335,-1400;4976;-16848,2251;-203;-1355,-0.04146885;0.03956451;1.315372,0.1297652;0.02643193;1.355801,0.2142989;-0.1777702;1.406548,0.2330041;-0.2745704;1.206105,-0.03839453;-0.4448284;1.459195,0
368,-1060;3884;-16916,2475;261;-1061,-0.0414561;0.03958557;1.315369,0.1296654;0.02646543;1.355756,0.2144365;-0.1777493;1.406355,0.2310725;-0.2773695;1.21751,-0.03840314;-0.4447964;1.459201,0
400,-1380;3824;-16704,3324;565;-1070,-0.04138595;0.03958841;1.315456,0.1306834;0.02594816;1.356386,0.2145051;-0.1778237;1.406194,0.2324489;-0.2762006;1.211902,-0.03826054;-0.4447627;1.459378,0
432,-1092;3572;-16732,3129;304;-1097,-0.04130533;0.03956718;1.315346,0.1303032;0.02610854;1.356024,0.214467;-0.178176;1.405538,0.2332699;-0.275498;1.208023,-0.03815617;-0.4447303;1.459317,0
467,-944;3188;-16792,3797;434;-1443,-0.04127843;0.03955714;1.315374,0.1300862;0.02620981;1.355941,0.2144887;-0.178203;1.405542,0.2337197;-0.2750154;1.207156,-0.0380891;-0.4447267;1.459439,0
500,-752;2940;-16984,4199;639;-1235,-0.04126675;0.03956298;1.315373,0.130003;0.02624216;1.355892,0.2147314;-0.1784276;1.405168,0.2339481;-0.2747467;1.206369,-0.03804432;-0.4447154;1.459456,0
534,-1024;3616;-16832,2890;13;-1445,-0.04124511;0.03955059;1.315351,0.1297653;0.02628288;1.355697,0.2147972;-0.1783956;1.405036,0.2341031;-0.2744029;1.205282,-0.0379964;-0.4447055;1.459501,0
566,-560;1924;-17224,4316;393;-844,-0.04117803;0.03954212;1.315348,0.1296789;0.0263114;1.355634,0.2148792;-0.1783521;1.404975,0.2341535;-0.2744087;1.204758,-0.03796522;-0.4446958;1.459507,0
599,-992;3252;-17072,3687;392;-741,-0.04113574;0.03953062;1.315258,0.1295628;0.0263715;1.355497,0.2148558;-0.1780597;1.404178,0.2343156;-0.2744621;1.203307,-0.03793092;-0.4446764;1.45945,0
633,-736;2472;-17152,679;-605;-866,-0.04113315;0.03967915;1.315768,0.1294442;0.02644072;1.355513,0.2150429;-0.1780119;1.405018,0.2345744;-0.2744108;1.204806,-0.0376432;-0.4446354;1.460164,0
665,-788;2852;-16928,1543;-438;-988,-0.04101336;0.03958272;1.31538,0.1293221;0.0264614;1.355293,0.2151376;-0.1780344;1.404471,0.2346624;-0.2742218;1.204823,-0.03763835;-0.4445724;1.459962,0
701,-716;2240;-17348,140;-707;-862,-0.0408742;0.03954545;1.31587,0.1292139;0.02650368;1.355344,0.2152815;-0.1777987;1.405051,0.2352593;-0.2740674;1.206552,-0.0375756;-0.4444628;1.460568,0
733,-796;2604;-16840,718;-209;-843,-0.04078795;0.03946781;1.315705,0.1291442;0.0265221;1.355248,0.215385;-0.178054;1.404624,0.2352027;-0.2740865;1.206681,-0.03747838;-0.4444839;1.460341,0
766,-816;2696;-16700,527;-850;-778,-0.04075485;0.03941895;1.315704,0.1291063;0.0265401;1.355236,0.2154258;-0.1781719;1.404679,0.2353878;-0.2740244;1.20708,-0.03737877;-0.4445035;1.460501,0
799,-712;1968;-17048,878;-612;-746,-0.04072548;0.03938222;1.315848,0.1290181;0.02658279;1.35524,0.2155812;-0.17822;1.404896,0.2355495;-0.2740659;1.207201,-0.0372706;-0.444515;1.460739,0
832,-900;2712;-16872,1709;-385;-705,-0.04072179;0.03934611;1.315798,0.1301855;0.0260277;1.355819,0.2155877;-0.1782452;1.404863,0.2357638;-0.2745398;1.206346,-0.03727437;-0.4445139;1.460724,0
865,-780;2400;-16984,65;-893;-753,-0.04072529;0.03933909;1.315764,0.1298801;0.02615548;1.355606,0.2156074;-0.1783581;1.404741,0.2345141;-0.2751528;1.211825,-0.03725237;-0.4445113;1.460721,0
900,-796;2448;-17040,1654;-381;-850,-0.04070379;0.0392965;1.315647,0.1296704;0.02625986;1.355439,0.2155952;-0.1783183;1.40474,0.2347315;-0.2751563;1.211125,-0.03716477;-0.4444973;1.460625,0
935,-896;2728;-16884,251;-988;-912,-0.0406629;0.03922175;1.315124,0.1295555;0.0262951;1.355278,0.2151986;-0.178894;1.403366,0.2349471;-0.2750027;1.208713,-0.03710616;-0.4445429;1.460251,0
967,-880;2500;-17068,474;-784;-759,-0.04067632;0.03922074;1.31515,0.1293769;0.02636156;1.355188,0.2152064;-0.1789033;1.403371,0.2350516;-0.2749326;1.208778,-0.03709654;-0.4445418;1.460254,0
998,-896;2980;-17164,-63;-967;-797,-0.04068132;0.03918184;1.315191,0.1291834;0.02641176;1.355066,0.2152168;-0.1789;1.403361,0.2350895;-0.2748467;1.208786,-0.03703945;-0.4445375;1.460328,0
1036,-672;3116;-17268,-1079;-753;-791,-0.04074338;0.03907239;1.314755,0.1290604;0.02644219;1.35484,0.2154282;-0.1792851;1.402437,0.2351504;-0.2755227;1.206042,-0.03687216;-0.4445614;1.460024,0
1067,-944;3204;-16940,34;-512;-890,-0.04091824;0.03896205;1.315212,0.1289251;0.02654583;1.35484,0.215578;-0.1791524;1.403009,0.2356272;-0.2754469;1.208004,-0.03674659;-0.4445654;1.460544,0
1099,-1140;3800;-16800,-2101;-1212;-534,-0.04096694;0.0389171;1.315219,0.1287996;0.02661136;1.354758,0.2155842;-0.1793362;1.402993,0.2357104;-0.2754126;1.208191,-0.03673009;-0.4445761;1.460556,0
1135,-1084;3956;-16556,-2181;-1338;-527,-0.04099939;0.03878408;1.315054,0.1286521;0.02662432;1.354606,0.2155979;-0.1793759;1.402986,0.2359382;-0.2750636;1.208739,-0.03667585;-0.444594;1.46052,0
1167,-976;3804;-16968,-3702;-1641;-675,-0.0410421;0.0387189;1.315076,0.1285565;0.02664432;1.354573,0.2144897;-0.1828408;1.410432,0.2360114;-0.2751352;1.209487,-0.0365913;-0.444599;1.460624,0
1199,-1036;4340;-16288,-2157;-1278;-669,-0.04108748;0.03863942;1.315095,0.1284979;0.02667041;1.354547,0.2146945;-0.18284;1.409235,0.2362006;-0.2764817;1.209396,-0.03657248;-0.4445904;1.460664,0
1233,-1448;4932;-16376,-2720;-1466;-862,-0.04114127;0.03857256;1.315079,0.1284223;0.026682;1.354498,0.2142338;-0.1839518;1.410136,0.2363332;-0.2761447;1.209887,-0.03657703;-0.4445684;1.460712,0
1266,-1368;4800;-16364,-3757;-1724;-870,-0.04120037;0.03837762;1.315272,0.1283712;0.02670238;1.354527,0.2137014;-0.1843097;1.411936,0.2364715;-0.2758072;1.210302,-0.03646606;-0.4445339;1.461194,0
1299,-1280;5228;-16080,-2497;-1323;-996,-0.04117089;0.03806866;1.314934,0.1296069;0.02601679;1.354738,0.2133941;-0.1852794;1.412017,0.2364922;-0.2753627;1.210685,-0.03648833;-0.4445434;1.461064,0
1334,-1620;6572;-15868,-3453;-1587;-1035,-0.04121543;0.03803424;1.314924,0.1294128;0.02610116;1.354647,0.2130151;-0.1854073;1.412513,0.2365371;-0.2754216;1.210694,-0.03647901;-0.4445257;1.461077,0
