Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,1464;-5708;-16468,2749;-1437;-1248,-0.1188717;0.03780831;1.121948,-0.142178;0.1325471;1.317861,-0.06831405;0.3457194;1.443769,0.09175053;0.343504;1.421625,0.07460403;-0.1519956;1.429754,0
34,2300;-4864;-16836,191;-102;-1208,-0.1146427;0.03451696;1.123227,-0.1423803;0.1324958;1.316937,-0.06843557;0.3459468;1.44399,0.09143106;0.3431874;1.422783,0.07462009;-0.1518869;1.430043,0
65,1744;-5616;-16292,638;-435;-1068,-0.114937;0.03522605;1.124439,-0.1417461;0.1329654;1.318402,-0.06847114;0.3461073;1.444019,0.09135722;0.3429857;1.423043,0.07457905;-0.151812;1.430032,0
100,2052;-5008;-16952,2309;-1085;-802,-0.11587;0.03606023;1.125104,-0.1406149;0.1330064;1.319743,-0.06706057;0.3431502;1.443102,0.09166969;0.3434407;1.422029,0.07476147;-0.152239;1.429637,0
132,2092;-5428;-16156,-3475;1608;-1519,-0.1161438;0.03639106;1.125503,-0.1402703;0.1331416;1.320317,-0.06733775;0.343792;1.443329,0.09181527;0.3437649;1.421691,0.07474918;-0.1522582;1.429667,0
165,1136;-6484;-16376,4077;-2003;-1245,-0.1164516;0.03905468;1.124502,-0.1399759;0.1333075;1.320625,-0.06766321;0.3443581;1.443462,0.09153827;0.3433865;1.422208,0.07472152;-0.1522349;1.429703,0
200,1760;-5520;-17056,10504;-3049;-1054,-0.1158868;0.005359218;1.066084,-0.1453266;0.1318657;1.314777,-0.06786396;0.3446077;1.443507,0.09139183;0.3430418;1.422461,0.07471511;-0.1522609;1.429637,0
234,768;-8764;-16980,20947;-4864;-546,-0.1158328;0.0373561;1.119699,-0.1452132;0.1319861;1.314846,-0.0679369;0.3447317;1.443455,0.09120529;0.3426399;1.422424,0.07458871;-0.1522579;1.429274,0
268,984;-9124;-15776,29349;-7142;-316,-0.111029;0.02490995;1.097345,-0.1425494;0.1322395;1.319041,-0.06733306;0.3428101;1.443051,0.09119273;0.3425157;1.422594,0.07461102;-0.1523032;1.429273,0
299,1444;-9188;-13824,18672;-4173;162,-0.1167384;0.03607407;1.124268,-0.1426585;0.1324267;1.319052,-0.06761329;0.3436123;1.443175,0.09112538;0.3423799;1.422874,0.07456091;-0.152245;1.429345,0
332,884;-10268;-12020,1380;1270;-484,-0.1145039;0.03596183;1.124703,-0.1427481;0.1324956;1.319071,-0.0669121;0.3422189;1.443041,0.09107587;0.3422305;1.423094,0.07457663;-0.1522641;1.429338,0
365,-1404;-14880;-11272,6815;-2974;-83,-0.1151434;0.03717376;1.124138,-0.1429897;0.1326001;1.319116,-0.06735539;0.3431293;1.443249,0.09104884;0.3420791;1.42331,0.07454479;-0.1522204;1.429381,0
399,280;-12636;-12004,17390;-5977;-1163,-0.1152606;0.0371363;1.124237,-0.1429571;0.1327648;1.319136,-0.0664852;0.3419896;1.442941,0.09100561;0.3419668;1.42339,0.07455907;-0.1522408;1.429278,0
433,16;-12680;-10860,7706;-1618;-824,-0.1153091;0.03723696;1.124364,-0.1430019;0.1328779;1.319258,-0.06690486;0.3431269;1.443261,0.09093419;0.3419171;1.423551,0.07442554;-0.152105;1.429352,0
467,-524;-14952;-9392,10043;-2182;125,-0.1153146;0.03744602;1.124614,-0.1423372;0.1328856;1.319701,-0.06709886;0.3437772;1.443348,0.09091087;0.3418665;1.423574,0.07435051;-0.1520379;1.42935,0
499,-428;-14200;-8988,11001;-1843;-240,-0.1144598;0.0344266;1.119479,-0.142877;0.132251;1.313172,-0.06730991;0.3442248;1.44322,0.09077725;0.3416621;1.423393,0.07435612;-0.1520081;1.429096,0
533,-880;-15144;-7780,10804;-3143;-576,-0.1137554;0.01046805;1.072925,-0.1426053;0.1318508;1.311561,-0.0674981;0.3444844;1.443245,0.09111246;0.3425198;1.422392,0.07435685;-0.1520234;1.429134,0
565,-596;-15260;-7432,11589;-3304;-278,-0.1168261;0.03373446;1.116852,-0.1425368;0.1315764;1.310914,-0.06769585;0.3448253;1.443455,0.0913853;0.3430568;1.42188,0.07434931;-0.1520303;1.429265,0
599,-748;-16208;-6180,15950;-2850;-9,-0.1172342;0.03362414;1.116543,-0.1421051;0.1316088;1.310641,-0.06780342;0.3450842;1.443534,0.09127118;0.3428898;1.422266,0.07434634;-0.1520002;1.429293,0
632,-1120;-15384;-4952,16899;-2902;797,-0.1174375;0.03350103;1.116247,-0.1416181;0.1315739;1.310386,-0.06672751;0.3437139;1.443505,0.09120358;0.3427147;1.422589,0.07436519;-0.1520122;1.429313,0
667,-1120;-15816;-3124,13315;-1433;-1271,-0.1162194;0.03239476;1.117034,-0.1414294;0.1315198;1.310501,-0.06702161;0.3441612;1.44366,0.09117009;0.3425216;1.423397,0.0744611;-0.1519447;1.42952,0
