Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,4244;9632;11992,265;-699;-640,-0.01257861;-0.09460775;1.713683,0.1670804;-0.124309;1.686163,0.2502621;-0.3470452;1.615669,0.1629192;-0.4240862;1.380916,-0.01294624;-0.5374546;1.678199,0
9,4256;9468;12004,323;-747;-619,-0.0126912;-0.09451393;1.713807,0.1669016;-0.1244121;1.686321,0.2498112;-0.3472364;1.614849,0.151627;-0.3573406;1.37177,-0.0129269;-0.5375006;1.678223,0
38,4348;9568;12032,210;-657;-627,-0.01291443;-0.09443136;1.714059,0.1666727;-0.1245918;1.686488,0.2498279;-0.3469999;1.615414,0.1708134;-0.3608662;1.436364,-0.01309733;-0.537713;1.678501,0
72,4344;9524;12136,242;-614;-613,-0.01304407;-0.09439241;1.714225,0.1665267;-0.1247424;1.686619,0.2497606;-0.3469092;1.615869,0.1608415;-0.4239565;1.381717,-0.01315191;-0.5377515;1.678537,0
105,4324;9428;11980,259;-634;-652,-0.01318781;-0.09432828;1.714476,0.1662501;-0.1248511;1.686856,0.2495518;-0.3468282;1.616453,0.1469736;-0.3498663;1.38363,-0.01315449;-0.5377561;1.678567,0
138,4288;9576;12028,262;-619;-648,-0.01326007;-0.09436553;1.714688,0.1660658;-0.1249535;1.68715,0.2494606;-0.3462703;1.618981,0.1631075;-0.4247948;1.384365,-0.01323792;-0.5379201;1.678709,0
173,4292;9516;11956,321;-680;-646,-0.01344453;-0.09454328;1.716549,0.1658276;-0.1254581;1.688863,0.2465053;-0.3440707;1.619041,0.148027;-0.3569334;1.376221,-0.0133635;-0.5385886;1.679968,0
204,4224;9504;12216,247;-639;-611,-0.01340761;-0.09460861;1.716716,0.1658211;-0.1254818;1.688985,0.2462465;-0.3461491;1.617267,0.1603134;-0.4235469;1.382112,-0.01339626;-0.538608;1.679986,0
240,4264;9556;11992,282;-627;-615,-0.01330841;-0.09488532;1.717012,0.1658034;-0.1255759;1.689218,0.2461277;-0.3472207;1.616477,0.1558802;-0.3641117;1.370714,-0.01338674;-0.538574;1.679959,0
273,4444;9496;11968,259;-594;-647,-0.01307511;-0.09520645;1.717381,0.1658047;-0.1257139;1.689438,0.2460642;-0.3478911;1.615946,0.1538666;-0.3611452;1.370679,-0.01358775;-0.5382894;1.679699,0
306,4364;9572;12044,236;-614;-658,-0.01288287;-0.09596375;1.717975,0.1658057;-0.1257803;1.68961,0.2462329;-0.3472167;1.617484,0.1698225;-0.3546209;1.436227,-0.01355351;-0.5382431;1.679672,0
338,4240;9468;12188,172;-649;-684,-0.01237545;-0.09702588;1.718739,0.165884;-0.12584;1.689775,0.2463812;-0.3468757;1.618225,0.1593125;-0.4213363;1.38252,-0.01357208;-0.5382355;1.679669,0
371,4224;9340;12124,232;-689;-613,-0.01182723;-0.09793256;1.719516,0.166034;-0.1259327;1.690203,0.2437829;-0.3441915;1.617962,0.1695451;-0.3518131;1.43643,-0.0136282;-0.5382622;1.679704,0
406,4212;9448;11992,293;-649;-634,-0.01109346;-0.09916814;1.722185,0.1664196;-0.126235;1.692214,0.245297;-0.3442998;1.620425,0.1704633;-0.3516147;1.439126,-0.01371633;-0.5383158;1.680847,0
444,4324;9468;11956,240;-664;-617,-0.01089419;-0.09953232;1.722354,0.166562;-0.1262847;1.692272,0.2453925;-0.344264;1.620492,0.170516;-0.3515264;1.439208,-0.01368697;-0.5378889;1.680447,0
470,4348;9560;12036,289;-617;-645,-0.01076164;-0.09980537;1.722364,0.1669247;-0.1263882;1.692448,0.2464464;-0.3444074;1.620804,0.1710371;-0.3519522;1.439758,-0.01368804;-0.5377828;1.680358,0
506,4284;9484;12016,228;-650;-609,-0.01041276;-0.100537;1.723194,0.1672322;-0.1265769;1.692828,0.2465678;-0.3444212;1.620794,0.1710031;-0.3518465;1.439809,-0.01368931;-0.537765;1.680364,0
541,4300;9492;11936,263;-612;-641,-0.01009936;-0.1011328;1.723901,0.1676478;-0.126612;1.693489,0.2477761;-0.3439513;1.622268,0.1717262;-0.3517322;1.441506,-0.0136871;-0.5378429;1.680654,0
572,4228;9456;11916,105;-559;-711,-0.01000376;-0.1012419;1.723984,0.1678533;-0.1266795;1.693695,0.2477291;-0.3445328;1.621148,0.1718291;-0.3516603;1.440291,-0.01365813;-0.5377467;1.680676,0
605,4268;9504;12100,240;-626;-630,-0.009857552;-0.1013615;1.723905,0.1680059;-0.1267215;1.693725,0.2480091;-0.3444138;1.62115,0.1719735;-0.3516124;1.440354,-0.01365878;-0.5377432;1.680677,0
639,4204;9448;12008,268;-647;-638,-0.00971057;-0.1014822;1.72394,0.1683746;-0.1268706;1.693858,0.2485636;-0.3454074;1.617389,0.1707654;-0.3510701;1.437291,-0.01365895;-0.5377454;1.680679,0
672,4336;9492;12140,243;-648;-654,-0.009386134;-0.1015113;1.723592,0.1688274;-0.1253782;1.69244,0.2500722;-0.3438724;1.620759,0.1730343;-0.3504784;1.440366,-0.01338958;-0.5369707;1.67987,0
705,4324;9528;12176,273;-650;-615,-0.009176051;-0.1016208;1.723584,0.1693072;-0.1257551;1.692759,0.2502854;-0.3432236;1.622585,0.1747792;-0.3495792;1.441523,-0.01339065;-0.536976;1.67987,0
737,4260;9508;12036,311;-616;-619,-0.008990312;-0.1017428;1.723518,0.1697073;-0.1261386;1.692913,0.2504589;-0.3431027;1.622425,0.1751084;-0.3492481;1.441288,-0.01337953;-0.5369707;1.679866,0
773,4136;9652;12172,381;-799;-545,-0.00873363;-0.1017817;1.723507,0.1700634;-0.1263402;1.693245,0.2524077;-0.3400252;1.630379,0.1773605;-0.3482366;1.445217,-0.01320215;-0.5367749;1.679793,0
804,4316;9476;12060,218;-689;-646,-0.008585251;-0.1018474;1.723491,0.1703714;-0.1266155;1.693332,0.2527746;-0.339891;1.630509,0.1770914;-0.3471892;1.442689,-0.01310491;-0.5365797;1.679648,0
839,4372;9620;12056,235;-677;-627,-0.007853164;-0.1020583;1.72459,0.1709188;-0.126777;1.694366,0.2528252;-0.3399565;1.630839,0.1774528;-0.3468847;1.444152,-0.01311188;-0.5366543;1.680495,0
888,4232;9448;11940,214;-726;-574,-0.007612684;-0.1021873;1.724518,0.1711372;-0.1269275;1.694355,0.2530539;-0.3397285;1.630829,0.1775689;-0.3462004;1.442496,-0.01309153;-0.536664;1.680503,0
907,4300;9432;12032,250;-708;-613,-0.007161222;-0.1022799;1.723888,0.1716208;-0.1272424;1.693859,0.2535455;-0.3394803;1.630504,0.1777874;-0.3456494;1.442122,-0.01297245;-0.5363133;1.679802,0
938,4344;9492;12068,273;-655;-584,-0.006682627;-0.1024818;1.724331,0.1720321;-0.1275399;1.694366,0.2547718;-0.3385308;1.634536,0.1799287;-0.3456607;1.444324,-0.01259425;-0.5366964;1.680786,0
971,4412;9576;12180,259;-681;-602,-0.006582017;-0.102555;1.724337,0.1720326;-0.1261356;1.692858,0.2549191;-0.3380153;1.635157,0.1799597;-0.345535;1.444369,-0.01257629;-0.5366925;1.680786,0
1004,4276;9492;12060,255;-661;-624,-0.006230363;-0.1028266;1.723327,0.1725039;-0.1268466;1.692013,0.25588;-0.3363341;1.637038,0.1787389;-0.3437153;1.436323,-0.01212466;-0.536202;1.679493,0
1037,4300;9468;12060,254;-685;-616,-0.005810985;-0.1029871;1.722621,0.1727045;-0.1270777;1.691661,0.255264;-0.3364245;1.634386,0.182766;-0.3435206;1.442836,-0.01199213;-0.536161;1.679186,0
1072,4224;9480;11976,248;-710;-607,-0.005640755;-0.1030132;1.722572,0.1729417;-0.1272488;1.691785,0.257419;-0.3343999;1.638863,0.1832796;-0.3436002;1.443209,-0.01192438;-0.5361494;1.679219,0
1105,4344;9592;12084,292;-706;-603,-0.005305029;-0.1030866;1.723154,0.1733568;-0.1275353;1.692696,0.2600614;-0.3333006;1.64493,0.190878;-0.3461868;1.461695,-0.01174323;-0.5361941;1.680022,0
1137,4400;9412;11912,259;-684;-586,-0.005075032;-0.1030862;1.723196,0.1735121;-0.1276189;1.692791,0.2611053;-0.3325315;1.646079,0.1839897;-0.3449252;1.44831,-0.01171837;-0.5361371;1.680127,0
1171,4308;9544;11996,311;-693;-616,-0.004928709;-0.1031711;1.723233,0.173685;-0.1278046;1.692821,0.2613937;-0.3318792;1.649256,0.1827235;-0.3448843;1.446038,-0.01162197;-0.5362285;1.68029,0
1204,4352;9520;12056,283;-673;-624,-0.004873672;-0.1031451;1.723246,0.1738078;-0.1279545;1.69291,0.2614515;-0.3318373;1.649228,0.1813858;-0.3454573;1.442602,-0.01157832;-0.5361979;1.680316,0
1236,4272;9392;11968,257;-656;-607,-0.004711742;-0.10315;1.723275,0.1740289;-0.1281562;1.693099,0.2618045;-0.3311886;1.650782,0.1807743;-0.3454823;1.436133,-0.01157243;-0.536192;1.680379,0
1272,4312;9456;12016,244;-664;-582,-0.004599611;-0.1031669;1.723351,0.1737932;-0.126893;1.692069,0.2635606;-0.3300418;1.652995,0.1804372;-0.3455292;1.435888,-0.01147846;-0.5360888;1.680569,0
1305,4428;9364;12132,323;-668;-587,-0.004420541;-0.103187;1.723511,0.1740702;-0.1272781;1.692539,0.2650039;-0.3293077;1.654962,0.1991103;-0.3487295;1.450408,-0.0113161;-0.5360201;1.680813,0
1337,4444;9548;12084,307;-661;-620,-0.004296411;-0.1032263;1.72348,0.174147;-0.127532;1.692665,0.2650825;-0.3303788;1.65376,0.1987355;-0.3486987;1.450077,-0.01122785;-0.5360031;1.680877,0
1371,4252;9552;11928,242;-616;-654,-0.0040404;-0.1031201;1.723433,0.173826;-0.1263146;1.691841,0.2626435;-0.3332121;1.649376,0.1971756;-0.3494817;1.449093,-0.01109064;-0.5356559;1.680938,0
1404,4368;9472;11976,227;-667;-592,-0.003874138;-0.1031188;1.723445,0.1741348;-0.1268055;1.692232,0.265021;-0.3303415;1.656825,0.188096;-0.3518955;1.432979,-0.01092701;-0.5354894;1.680959,0
1437,4284;9504;12088,257;-596;-633,-0.00372418;-0.1031597;1.72352,0.1742753;-0.1270798;1.692496,0.2646512;-0.3314493;1.655804,0.192265;-0.3512717;1.440421,-0.01080626;-0.5355142;1.681082,0
1471,4364;9488;12016,224;-636;-612,-0.003671117;-0.103154;1.723516,0.1744648;-0.1275008;1.692662,0.2665233;-0.3296535;1.660636,0.1925887;-0.3513054;1.44067,-0.01067962;-0.5353731;1.680973,0
1506,4376;9472;12012,289;-663;-628,-0.003647533;-0.1031986;1.723435,0.1745306;-0.1275966;1.692642,0.266815;-0.3270894;1.664911,0.1928698;-0.3514823;1.441008,-0.01069267;-0.5352654;1.680862,0
1537,4364;9508;12072,250;-715;-639,-0.003567104;-0.1031307;1.723495,0.1741894;-0.1266378;1.692068,0.2668846;-0.3271669;1.664838,0.1914998;-0.3517098;1.436077,-0.01058535;-0.5350501;1.680988,0
1571,4312;9512;11988,279;-671;-607,-0.003438148;-0.1031073;1.723484,0.1743916;-0.1269872;1.69238,0.26686;-0.3272219;1.664629,0.1926413;-0.351376;1.448531,-0.01056363;-0.5352265;1.681352,0
1604,4344;9456;11928,259;-664;-618,-0.003371245;-0.103088;1.723486,0.1746148;-0.1274476;1.692682,0.2672652;-0.3273615;1.665875,0.1917541;-0.3610054;1.461312,-0.01049722;-0.535157;1.681309,0
1637,4372;9532;11892,217;-648;-633,-0.003210743;-0.1031265;1.724025,0.1748983;-0.128037;1.69391,0.2670941;-0.3276039;1.66616,0.1886307;-0.3645341;1.439315,-0.01041441;-0.5352;1.681835,0
1671,4348;9556;12152,249;-620;-650,-0.003134173;-0.1031704;1.724104,0.1750028;-0.1282257;1.694074,0.2652916;-0.3286356;1.666875,0.1866543;-0.3660775;1.437006,-0.01043201;-0.5351806;1.68191,0
1705,4352;9568;12096,259;-632;-637,-0.003078601;-0.1031654;1.724123,0.1751044;-0.1284572;1.694233,0.2631831;-0.3298832;1.665388,0.1868204;-0.3659788;1.430317,-0.01043907;-0.535162;1.681926,0
1739,4428;9536;12060,228;-638;-622,-0.003060597;-0.1031695;1.724137,0.1752707;-0.1287339;1.694394,0.2621494;-0.3305179;1.666541,0.1867311;-0.3662823;1.428431,-0.01045052;-0.5351508;1.681974,0
1771,4356;9532;11912,268;-689;-620,-0.002949099;-0.10322;1.724054,0.1754633;-0.129021;1.694204,0.262326;-0.3305312;1.666348,0.2044082;-0.3563966;1.453527,-0.01052616;-0.5351608;1.681855,0
1804,4412;9552;12076,289;-675;-636,-0.002684507;-0.1032556;1.72423,0.1756084;-0.1291648;1.694267,0.2611442;-0.3316411;1.665949,0.169205;-0.3669017;1.458543,-0.01050191;-0.5351084;1.681851,0
1836,4300;9472;12092,248;-651;-595,-0.002557754;-0.1032334;1.724288,0.1757649;-0.1293112;1.694399,0.260594;-0.33237;1.665824,0.2050615;-0.3617851;1.459972,-0.01050037;-0.5350669;1.681832,0
1871,4480;9456;12036,275;-591;-652,-0.002291472;-0.1032797;1.724458,0.1766966;-0.1301216;1.694833,0.2587353;-0.3348731;1.665036,0.2086287;-0.3606029;1.465112,-0.01049597;-0.535037;1.681871,0
1904,4316;9612;12120,309;-621;-621,-0.002127496;-0.1033206;1.724519,0.1767475;-0.1301821;1.694807,0.2513948;-0.3437181;1.657659,0.2105736;-0.3611123;1.465673,-0.01043005;-0.5350062;1.681885,0
1938,4348;9548;12100,213;-643;-604,-0.001820318;-0.1033525;1.724899,0.1761249;-0.1283647;1.693658,0.2518176;-0.344526;1.655719,0.2110384;-0.362622;1.464535,-0.01033188;-0.5348658;1.682117,0
1974,4404;9432;11932,208;-628;-618,-0.00171787;-0.1033121;1.724645,0.1755027;-0.1267321;1.691811,0.2467436;-0.3531144;1.639537,0.2067593;-0.3632616;1.447549,-0.01010184;-0.5344676;1.681582,0
2004,4268;9432;12044,269;-607;-636,-0.001656999;-0.1033268;1.72481,0.1760974;-0.1277681;1.692725,0.2466185;-0.3538182;1.638691,0.2065138;-0.3634045;1.446696,-0.01011871;-0.5344176;1.681724,0
2039,4356;9456;12132,268;-640;-596,-0.00149088;-0.1033124;1.724851,0.176322;-0.1281518;1.693089,0.24217;-0.3616705;1.631644,0.192866;-0.4224461;1.452179,-0.01010824;-0.5344118;1.68174,0
2071,4352;9612;12232,230;-616;-621,-0.001440768;-0.1033346;1.724828,0.1764228;-0.1284489;1.693177,0.2423144;-0.3612101;1.631799,0.2013102;-0.3704701;1.427472,-0.01004341;-0.5341947;1.681496,0
2103,4372;9488;12048,230;-626;-638,-0.001280625;-0.1033942;1.724572,0.1765305;-0.1286806;1.693031,0.2397594;-0.3649328;1.626976,0.2038684;-0.3702197;1.433959,-0.00988693;-0.5339654;1.681197,0
2137,4248;9560;11936,191;-605;-638,-0.001171059;-0.103369;1.724776,0.1768479;-0.1290153;1.693663,0.2406097;-0.3639625;1.629399,0.2040935;-0.368825;1.436485,-0.009893855;-0.5341195;1.681563,0
2172,4420;9492;11984,194;-542;-631,-0.0009398675;-0.1033299;1.725073,0.1771646;-0.1294227;1.694201,0.2410334;-0.3632393;1.631045,0.2042513;-0.3680772;1.438179,-0.009828049;-0.5340516;1.681673,0
2203,4224;9404;11996,177;-589;-621,-0.0007711488;-0.1034426;1.725046,0.1772646;-0.1295769;1.6942,0.2392032;-0.3666999;1.62419,0.2052803;-0.3672449;1.430713,-0.009843837;-0.5340481;1.681686,0
2236,4368;9568;12276,148;-587;-657,-0.0007488751;-0.1034544;1.725051,0.1773195;-0.1296463;1.694199,0.2387296;-0.3669689;1.624594,0.2053889;-0.3670632;1.431013,-0.009891701;-0.5338874;1.68163,0
2270,4300;9468;11972,189;-629;-626,-0.0007219829;-0.1034559;1.725037,0.1774274;-0.1297731;1.694199,0.2396769;-0.3677814;1.618443,0.204908;-0.3665912;1.425112,-0.009890039;-0.5338767;1.681623,0
2303,4252;9536;12040,251;-681;-605,-0.0005229002;-0.1035492;1.7244,0.1778968;-0.1304061;1.693293,0.2416566;-0.3647314;1.619654,0.2016372;-0.3669494;1.422866,-0.009902511;-0.5338246;1.680929,0
2337,4308;9488;12144,184;-679;-621,-0.0003486203;-0.1036239;1.72463,0.1779654;-0.1305517;1.693619,0.2419104;-0.3656772;1.619703,0.2019442;-0.3669551;1.423098,-0.009999361;-0.5339322;1.681145,0
2372,4296;9484;12100,208;-658;-636,-0.0003765788;-0.1035986;1.724603,0.1780007;-0.1306324;1.693692,0.2422348;-0.365576;1.619869,0.2020963;-0.3668927;1.42268,-0.01001957;-0.5339327;1.681165,0
2404,4276;9528;12092,200;-648;-604,-0.0003936655;-0.1035629;1.724441,0.1768882;-0.1284093;1.6919,0.2549921;-0.3409896;1.657396,0.2104192;-0.3522388;1.46301,-0.009998656;-0.5339153;1.681135,0
2437,4340;9432;12056,251;-654;-606,-0.0002767819;-0.1036649;1.724257,0.1771634;-0.1291547;1.691818,0.2515457;-0.3486082;1.645935,0.2089177;-0.3550197;1.454323,-0.009972784;-0.5338867;1.681098,0
2470,4252;9468;12284,222;-646;-621,-0.0002467855;-0.1037693;1.724255,0.1773155;-0.1295269;1.691944,0.2577502;-0.341136;1.656579,0.2108869;-0.3547504;1.462608,-0.009958508;-0.5338449;1.681001,0
2504,4456;9376;11944,230;-637;-611,-0.000268791;-0.1038213;1.724644,0.1776686;-0.1301415;1.693123,0.2571929;-0.3418914;1.656824,0.2109113;-0.3554642;1.462995,-0.01009553;-0.5339971;1.681756,0
2536,4280;9416;11980,237;-669;-612,-0.0002414967;-0.1038665;1.724648,0.1777636;-0.1303518;1.693273,0.2566148;-0.3422022;1.655345,0.2101496;-0.3558615;1.462407,-0.01004629;-0.5341378;1.681859,0
2572,4324;9380;11968,257;-691;-621,-0.0001953023;-0.103892;1.724642,0.1778752;-0.1305398;1.693406,0.2596879;-0.3378327;1.662884,0.2002548;-0.3574042;1.463305,-0.01002174;-0.5341145;1.681837,0
2603,4264;9516;12136,253;-671;-581,-5.270338E-05;-0.1039935;1.723767,0.1769077;-0.1284451;1.691456,0.2594586;-0.3382692;1.660039,0.1874909;-0.3608829;1.41286,-0.009858846;-0.5340101;1.681473,0
2636,4276;9392;11960,234;-708;-594,-4.640007E-05;-0.1039789;1.723763,0.1764369;-0.127427;1.690892,0.2591725;-0.3375778;1.660722,0.1880049;-0.3606017;1.419073,-0.009783344;-0.5339063;1.681431,0
2671,4236;9392;12140,166;-730;-563,-4.946539E-05;-0.1039718;1.723765,0.1768443;-0.1282273;1.691519,0.2605685;-0.3356826;1.662777,0.1874078;-0.3622712;1.425251,-0.009794933;-0.5340126;1.681535,0
2703,4564;9408;11140,215;-630;-432,-3.54543E-05;-0.1039859;1.72378,0.1771316;-0.1288593;1.692147,0.2557721;-0.31413;1.688324,0.1883429;-0.3608493;1.439198,-0.009786292;-0.5339721;1.681522,0
2737,4060;9556;12168,-114;-690;-70,-1.330654E-05;-0.1040218;1.723694,0.1767095;-0.1277479;1.691138,0.2617758;-0.3267324;1.666432,0.1864783;-0.3613046;1.433452,-0.009782488;-0.5339531;1.681482,0
2771,4340;9324;12236,-287;-628;-185,5.940103E-05;-0.1039411;1.723993,0.1772445;-0.1287473;1.692686,0.2614068;-0.3264573;1.671381,0.2018905;-0.3560794;1.417585,-0.009618968;-0.5338742;1.6817,0
2803,4344;9372;12524,219;-933;69,0.0001268177;-0.1039766;1.724063,0.1767385;-0.1277576;1.691895,0.2580073;-0.3159647;1.685433,0.1947678;-0.3505891;1.433195,-0.009602187;-0.5338614;1.681728,0
2837,4640;9344;12104,35;-592;-225,0.0001730842;-0.1039818;1.723948,0.1764269;-0.1270378;1.691068,0.255745;-0.355568;1.618189,0.1870763;-0.3530959;1.412392,-0.009557924;-0.5338361;1.681643,0
2870,4552;9164;11948,354;-579;-145,0.0002360501;-0.1039959;1.723882,0.1770403;-0.1284097;1.692015,0.2573234;-0.348273;1.63558,0.1866123;-0.3526412;1.412685,-0.009483181;-0.534272;1.681982,0
2903,4516;9180;12036,420;-478;-275,0.0003503338;-0.1041488;1.724535,0.1777164;-0.1295851;1.693668,0.2598232;-0.3424013;1.647625,0.1861834;-0.3524218;1.412907,-0.009411068;-0.534551;1.682545,0
2936,4640;9180;11884,282;-515;-311,0.0003253935;-0.1041374;1.724558,0.1778315;-0.1299039;1.693793,0.2600166;-0.3410486;1.648846,0.185523;-0.3514703;1.411376,-0.009400934;-0.5345526;1.682529,0
2971,4540;9192;11976,302;-618;-437,0.0004371667;-0.1041828;1.72466,0.1771363;-0.1286454;1.692886,0.2599452;-0.3410853;1.648801,0.1844385;-0.3522515;1.412154,-0.009293894;-0.5345843;1.682539,0
3003,4476;9480;12076,210;-645;-610,0.0008605161;-0.1042418;1.725861,0.1777645;-0.1295613;1.695147,0.2561287;-0.3482002;1.638012,0.1814199;-0.4216694;1.397769,-0.009222748;-0.5344927;1.683182,0
3039,4660;9220;12296,185;-665;-625,0.0008910721;-0.1042545;1.725915,0.1771215;-0.1282246;1.693915,0.2546584;-0.3516743;1.632036,0.178594;-0.3490252;1.411932,-0.009211247;-0.5344861;1.683195,0
3071,4536;9208;12060,216;-618;-614,0.0008896306;-0.1040474;1.724835,0.176563;-0.1272123;1.692336,0.2560555;-0.3481325;1.635241,0.179283;-0.4246632;1.396636,-0.008821147;-0.5338667;1.681806,0
3103,4604;9368;12076,174;-656;-638,0.0009098401;-0.104118;1.724962,0.176242;-0.1266091;1.691964,0.2535791;-0.3090612;1.695989,0.1827356;-0.4263539;1.473028,-0.008843598;-0.5337618;1.68183,0
3136,4552;9228;12204,318;-714;-652,0.0009013381;-0.1041298;1.724954,0.1766005;-0.1271317;1.692221,0.25353;-0.309122;1.695674,0.1832943;-0.342698;1.445157,-0.008939998;-0.5338542;1.681808,0
3171,4540;9376;12188,285;-761;-640,0.000891531;-0.1041225;1.724962,0.1762202;-0.1263222;1.691743,0.2509536;-0.3554535;1.624728,0.17048;-0.3492819;1.400037,-0.008941185;-0.533852;1.681811,0
3203,4632;9188;12164,240;-701;-610,0.000888487;-0.1041798;1.725076,0.1759898;-0.1257837;1.691409,0.2529756;-0.3519379;1.632161,0.1705091;-0.3492901;1.400071,-0.008944838;-0.5338456;1.681823,0
3237,4624;9368;12072,252;-657;-664,0.0008508933;-0.1042242;1.725179,0.1765707;-0.1270997;1.692719,0.2523994;-0.3538694;1.628038,0.1705207;-0.3493467;1.400113,-0.009085054;-0.5338988;1.681856,0
3272,4492;9240;12056,277;-663;-642,0.0008625633;-0.1042095;1.725208,0.1762572;-0.1264312;1.692202,0.254161;-0.3514594;1.632448,0.1960781;-0.3626889;1.445245,-0.009091531;-0.5338765;1.681859,0
