Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-4704;-4732;14080,365;-611;-621,-0.2756606;-0.3717162;1.368725,-0.2949574;-0.3471498;1.634018,-0.2264928;-0.1769791;1.703874,-0.05106859;-0.104588;1.68039,-0.08648259;-0.5174384;1.602129,0
33,-4764;-4640;14136,352;-647;-657,-0.274565;-0.3731192;1.355179,-0.2908689;-0.3651625;1.565161,-0.2266175;-0.1769946;1.70364,-0.0512988;-0.1046942;1.680351,-0.08643629;-0.5174645;1.602107,0
66,-4732;-4760;13980,286;-659;-626,-0.2643008;-0.3822494;1.348451,-0.2908759;-0.3651727;1.565157,-0.2267551;-0.1770549;1.703299,-0.05149404;-0.1048161;1.680187,-0.0864156;-0.517516;1.602093,0
101,-4840;-4644;14148,317;-642;-647,-0.2235495;-0.391368;1.306518,-0.2911392;-0.36541;1.563652,-0.2270155;-0.1773406;1.702372,-0.05171502;-0.1050871;1.679761,-0.08610255;-0.517759;1.601784,0
700,-4732;-4620;14032,304;-616;-619,-0.2672359;-0.3853266;1.355957,-0.2932793;-0.3728014;1.562731,-0.2279423;-0.1774194;1.703516,-0.05281952;-0.1061099;1.679945,-0.0858463;-0.5180926;1.602062,0
734,-4844;-4640;14128,357;-665;-658,-0.2670409;-0.3853284;1.35635,-0.2929001;-0.3702667;1.569915,-0.2280142;-0.1775371;1.703519,-0.05282067;-0.1061093;1.679928,-0.08584602;-0.5181021;1.602058,0
787,-4752;-4560;13896,268;-619;-607,-0.2668282;-0.3851152;1.356352,-0.2923113;-0.3686206;1.574608,-0.2280894;-0.1775495;1.703214,-0.05296679;-0.1061808;1.679304,-0.0858091;-0.5180439;1.601891,0
801,-4688;-4616;14132,278;-653;-669,-0.2666996;-0.3848836;1.357271,-0.292579;-0.3712752;1.573639,-0.2281025;-0.1776418;1.703345,-0.0530476;-0.1062419;1.67946,-0.08587839;-0.5179716;1.60202,0
833,-4792;-4660;13960,244;-638;-608,-0.2667426;-0.3849079;1.35744,-0.2929465;-0.3710442;1.573819,-0.2281319;-0.1776695;1.703323,-0.05309405;-0.1062621;1.679407,-0.08587868;-0.5179796;1.601998,0
891,-4868;-4720;14092,228;-617;-637,-0.2666567;-0.3849059;1.357728,-0.2933484;-0.3738374;1.57136,-0.228158;-0.1776527;1.703425,-0.05313722;-0.1062777;1.679468,-0.08593974;-0.5180172;1.602077,0
934,-4824;-4644;14012,249;-644;-641,-0.2666647;-0.385186;1.358786,-0.2938804;-0.3743901;1.567636,-0.2281642;-0.1776459;1.703422,-0.05317547;-0.1063076;1.67941,-0.08596446;-0.5181316;1.602042,0
966,-4784;-4664;14048,245;-581;-700,-0.2666332;-0.3852166;1.358826,-0.2938652;-0.3742132;1.569665,-0.2282021;-0.17771;1.703469,-0.05317749;-0.1063087;1.679406,-0.08596575;-0.518131;1.602033,0
1000,-4876;-4592;14112,273;-641;-658,-0.266447;-0.3850766;1.35878,-0.2937495;-0.3736258;1.570731,-0.2282193;-0.1777265;1.703499,-0.05317652;-0.1062855;1.679416,-0.08595888;-0.5181292;1.602029,0
1031,-4824;-4752;14016,229;-611;-663,-0.2663368;-0.3849886;1.358695,-0.2935832;-0.3734838;1.571212,-0.228122;-0.1775491;1.703642,-0.05320587;-0.1062674;1.679431,-0.08595409;-0.5180475;1.602052,0
1068,-4804;-4760;14168,351;-695;-646,-0.2661754;-0.38484;1.35851,-0.2938302;-0.3682855;1.565623,-0.2280381;-0.1774819;1.703745,-0.0532001;-0.106263;1.679425,-0.0859465;-0.5180416;1.602045,0
1099,-4796;-4680;13984,268;-629;-684,-0.2659607;-0.3847367;1.35847,-0.2937702;-0.3678885;1.565231,-0.2280241;-0.1774658;1.703764,-0.05317744;-0.1062657;1.67943,-0.08594315;-0.5180379;1.601983,0
