Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,-2708;14280;5632,1211;-28;24,0.002883423;-0.117733;1.707327,0.1789382;-0.1548111;1.673313,0.2606131;-0.3665421;1.599417,0.1958027;-0.3812766;1.390292,-0.00100633;-0.5546992;1.685588,0
34,-2456;13820;5372,1279;-242;-229,0.002660271;-0.1176115;1.707253,0.1786122;-0.1547918;1.673082,0.260626;-0.366539;1.599353,0.1954333;-0.3808655;1.389684,-0.0009173941;-0.5547863;1.685594,0
69,-2332;13968;5108,2536;-400;-704,0.002285853;-0.1173583;1.707379,0.1785653;-0.1546138;1.673514,0.2606161;-0.3665706;1.599325,0.1929992;-0.3824724;1.378896,-0.001464899;-0.5547823;1.68536,0
103,-2512;14484;4964,3772;-167;-944,0.002150468;-0.1171636;1.707221,0.178129;-0.1544636;1.673336,0.2606456;-0.366503;1.599004,0.1942649;-0.3823788;1.384342,-0.001435273;-0.5545816;1.685296,0
135,-2500;14880;4448,5242;222;-912,0.001886793;-0.1169584;1.707236,0.1780977;-0.1543554;1.673568,0.2606425;-0.3664783;1.598986,0.1985001;-0.3825187;1.39893,-0.001419806;-0.5545568;1.685429,0
167,-2424;15040;3992,6021;434;-789,0.001636564;-0.1166243;1.708127,0.1776193;-0.1542477;1.674385,0.2609754;-0.3667729;1.600129,0.1926841;-0.3842931;1.378745,-0.001525268;-0.5544091;1.685806,0
201,-2560;14620;3504,9472;1269;-675,0.001572101;-0.116546;1.708091,0.1772594;-0.154198;1.674134,0.260935;-0.3665614;1.600841,0.1934206;-0.3830739;1.386373,-0.001484456;-0.5544397;1.685859,0
234,-2616;15616;2816,9781;995;-448,0.00149995;-0.1164902;1.70808,0.1769923;-0.1541324;1.674023,0.2608416;-0.3665528;1.600726,0.1932325;-0.3826346;1.386266,-0.001497359;-0.5544245;1.68581,0
268,-2396;15252;1648,9919;1195;491,0.001261546;-0.1163377;1.707715,0.1766973;-0.1540508;1.673581,0.2607357;-0.3665104;1.600468,0.1938758;-0.3826431;1.392576,-0.001610462;-0.5544963;1.685632,0
300,-2684;16020;608,11430;1506;273,0.00103877;-0.1161394;1.708337,0.1762154;-0.1539821;1.674038,0.2606123;-0.3666182;1.600746,0.1912971;-0.3839677;1.380016,-0.001309899;-0.5546018;1.68644,0
335,-2392;14952;-344,10218;1125;406,0.001000038;-0.1160595;1.708336,0.1761018;-0.1539446;1.674019,0.2605559;-0.3666056;1.600659,0.1910072;-0.3843054;1.378248,-0.001256578;-0.5546247;1.686519,0
370,-2452;15684;-1528,11560;898;310,0.0009027416;-0.1160061;1.70832,0.1761447;-0.1538854;1.674278,0.2598803;-0.3669847;1.598544,0.1890376;-0.3838765;1.369073,-0.001684349;-0.5547894;1.686426,0
403,-2036;15116;-2824,9992;226;-470,0.0008051748;-0.115905;1.708307,0.1760131;-0.15385;1.674246,0.2598779;-0.3669878;1.598543,0.1876375;-0.3834019;1.365903,-0.00168085;-0.5545874;1.68642,0
434,-2072;15008;-4100,14540;1205;-729,0.0007296691;-0.1158215;1.708303,0.1758125;-0.1538409;1.674142,0.2598849;-0.3669565;1.598547,0.187644;-0.3833874;1.365978,-0.001624875;-0.5545874;1.686455,0
468,-2408;15908;-5392,13229;815;-456,0.0006604361;-0.1156699;1.708147,0.1758956;-0.1537751;1.674394,0.2599325;-0.3669036;1.598535,0.1983893;-0.3825807;1.397995,-0.001541275;-0.5542994;1.686153,0
501,-2208;14812;-6468,10664;-78;74,0.0006234987;-0.1156323;1.708142,0.1758091;-0.1537938;1.674362,0.2599972;-0.3668822;1.59864,0.1983106;-0.3825944;1.398,-0.001558173;-0.554248;1.686137,0
537,-1976;14408;-7648,10518;76;-254,0.000438884;-0.1154171;1.707546,0.175836;-0.1537775;1.674368,0.2581136;-0.3695205;1.586177,0.1933467;-0.3794966;1.385488,-0.001670464;-0.5537231;1.685123,0
