Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-2952;-6132;-16472,5855;-1862;-1518,-0.2758291;-0.4240099;1.287367,-0.309852;-0.3716633;1.546306,-0.2444049;-0.1743794;1.682032,-0.06739424;-0.1115545;1.676418,-0.08136133;-0.5216287;1.59981,0
33,-3404;-7748;-16000,17077;-5175;-1547,-0.2291168;-0.3858259;1.291884,-0.3098871;-0.3717149;1.54628,-0.2444482;-0.1743822;1.68203,-0.06756328;-0.1114019;1.676322,-0.08134957;-0.5215788;1.599728,0
66,-2456;-5572;-15844,12425;-3673;-2153,-0.2601661;-0.3962029;1.354169,-0.3099023;-0.3717289;1.546265,-0.2445281;-0.174342;1.682127,-0.06776471;-0.1112247;1.676365,-0.08139104;-0.5214305;1.599709,0
99,-5248;-11224;-13984,17410;-8050;-462,-0.273922;-0.4177101;1.283965,-0.3096539;-0.3716848;1.544732,-0.2446114;-0.174368;1.681922,-0.06798378;-0.1111004;1.675927,-0.08141752;-0.52118;1.599041,0
133,-4816;-11528;-13484,25500;-10586;-2214,-0.2601039;-0.4417517;1.291676,-0.3095937;-0.371686;1.544616,-0.2446126;-0.1742782;1.681968,-0.06817536;-0.1109858;1.675932,-0.08141462;-0.5211648;1.599039,0
165,-4844;-13188;-11828,32767;-14073;153,-0.2732328;-0.4240827;1.284992,-0.3093894;-0.3716522;1.544461,-0.2446655;-0.1743281;1.681968,-0.06827268;-0.1108965;1.675887,-0.08145986;-0.5211574;1.599013,0
199,-4268;-11544;-8896,17610;-5969;-3525,-0.289104;-0.3938186;1.365159,-0.3129661;-0.3489259;1.627458,-0.2446279;-0.1743043;1.681937,-0.06843344;-0.1107971;1.675894,-0.08147302;-0.5211245;1.599009,0
232,-6944;-17084;-4768,20695;-7508;-756,-0.2260566;-0.3971387;1.291419,-0.3094245;-0.373651;1.544245,-0.2446176;-0.1742742;1.682021,-0.06864572;-0.1106573;1.675917,-0.08148468;-0.5210448;1.599084,0
266,-4816;-14992;-3456,19946;-7980;-3135,-0.287184;-0.3993504;1.367077,-0.3110377;-0.3499236;1.628536,-0.2446592;-0.1743094;1.68202,-0.06879532;-0.1105911;1.67582,-0.08148479;-0.5210451;1.599085,0
300,-4772;-14320;-1360,17043;-6959;-1720,-0.2292396;-0.3857362;1.288591,-0.3087139;-0.3719875;1.540609,-0.2446656;-0.1742946;1.682019,-0.06892991;-0.1105373;1.675725,-0.08148666;-0.5210496;1.599057,0
332,-4884;-14704;680,11315;-5269;-1459,-0.2643487;-0.3940912;1.370229,-0.3118935;-0.3499885;1.629425,-0.244946;-0.1743571;1.681811,-0.06903941;-0.1105005;1.675693,-0.08145534;-0.5212686;1.598998,0
368,-4864;-14872;1504,6792;-2994;-1632,-0.2767273;-0.3976221;1.345685,-0.3102987;-0.3707164;1.548661,-0.2450289;-0.1743168;1.681863,-0.06908891;-0.1104149;1.675668,-0.08155925;-0.5211297;1.598983,0
399,-5080;-15488;2412,5714;-2248;-1332,-0.2565202;-0.4458146;1.289883,-0.3107687;-0.3716948;1.540642,-0.2450972;-0.1743007;1.681567,-0.06921258;-0.1103989;1.675366,-0.0816282;-0.5214667;1.598331,0
432,-4960;-15448;3056,7342;-2973;-1555,-0.2562723;-0.4462435;1.288602,-0.3109273;-0.3721496;1.539279,-0.2450786;-0.1742823;1.681611,-0.06931894;-0.1103231;1.675313,-0.0816495;-0.52142;1.598365,0
467,-4744;-15324;3880,8313;-3215;-1835,-0.2564793;-0.3902839;1.325679,-0.3108173;-0.3723421;1.538094,-0.2451304;-0.174242;1.681542,-0.06937453;-0.1102864;1.675215,-0.081661;-0.521408;1.59835,0
500,-4652;-14964;4616,9176;-3323;-2317,-0.2606957;-0.3914129;1.342704,-0.3113571;-0.3726493;1.535044,-0.2451516;-0.1742417;1.681492,-0.06947369;-0.1102597;1.674997,-0.0816045;-0.5215079;1.598068,0
532,-4280;-14580;5848,9203;-3531;-2187,-0.2610724;-0.3913338;1.345739,-0.3107856;-0.3717119;1.539806,-0.2451652;-0.1742369;1.681483,-0.06957981;-0.1101888;1.674804,-0.08168029;-0.5214573;1.5979,0
589,-4452;-14956;6784,13195;-5354;-2318,-0.262015;-0.3914402;1.347635,-0.3097997;-0.3737247;1.54397,-0.2451725;-0.1742425;1.681491,-0.0696514;-0.1101697;1.674818,-0.08175743;-0.5213287;1.597964,0
601,-3552;-13712;7764,17524;-6718;-3020,-0.2637009;-0.3912959;1.350976,-0.3101464;-0.3740089;1.545509,-0.2451927;-0.17426;1.681502,-0.0697082;-0.1101194;1.674875,-0.08194359;-0.5212909;1.598095,0
631,-3788;-13660;9864,23238;-9012;-2754,-0.2644609;-0.3911203;1.352368,-0.3112472;-0.3738398;1.554156,-0.2451907;-0.1743055;1.681556,-0.06978251;-0.11006;1.674937,-0.08208051;-0.5211747;1.59826,0
666,-2220;-11216;10804,32767;-11883;-2358,-0.2650249;-0.3909833;1.352447,-0.3109652;-0.3746717;1.555209,-0.2451858;-0.1743146;1.681547,-0.06986753;-0.1100002;1.674903,-0.08212627;-0.5211921;1.598252,0
699,760;-3820;11832,32171;-9531;846,-0.2657874;-0.390731;1.353339,-0.3108978;-0.3757761;1.557515,-0.2451737;-0.1742826;1.681775,-0.0700397;-0.1098868;1.675069,-0.08247577;-0.5210141;1.598604,0
733,1216;-704;13756,10769;-3647;1370,-0.2667321;-0.3901394;1.354581,-0.3119273;-0.3753728;1.559561,-0.2452677;-0.1742655;1.681893,-0.07009637;-0.1098832;1.675076,-0.08261351;-0.5209891;1.598675,0
766,-256;-3248;15492,-1004;845;635,-0.2680061;-0.389808;1.355344,-0.3122636;-0.3753493;1.560268,-0.245273;-0.1743084;1.681984,-0.07021974;-0.1099009;1.675276,-0.08267123;-0.5210596;1.598823,0
