Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
2598,-740;13172;8712,-6107;-351;-1240,-0.003803349;-0.1199938;1.710738,0.1699573;-0.1434942;1.670559,0.2543115;-0.3198762;1.648058,0.1838455;-0.379193;1.406452,-0.0132596;-0.5508639;1.679689,0
2631,-816;12232;8892,-5415;-590;-809,-0.003783032;-0.1199856;1.710724,0.1700135;-0.1435269;1.670604,0.2515898;-0.3568144;1.576422,0.1648304;-0.3808918;1.345372,-0.01308272;-0.5508754;1.67987,0
2665,-1020;12608;9800,-4111;-57;-1061,-0.003525061;-0.1199902;1.710096,0.1699552;-0.1434822;1.67031,0.251418;-0.3566876;1.576792,0.1643635;-0.380463;1.34452,-0.01275963;-0.5509462;1.679737,0
2698,-988;12320;10164,-6252;-629;-1262,-0.003459345;-0.1200006;1.710041,0.1699932;-0.1435353;1.670325,0.2514108;-0.356694;1.576785,0.1685461;-0.3869257;1.363814,-0.01232593;-0.5507444;1.679621,0
2732,-944;11012;10480,-4349;-39;-1056,-0.003426094;-0.120012;1.710041,0.1699935;-0.1435362;1.670363,0.2514289;-0.3566059;1.57757,0.165634;-0.3832875;1.35593,-0.01219469;-0.5507792;1.679754,0
2766,-1152;11372;10732,-2786;-278;-1296,-0.00332752;-0.1200033;1.710076,0.1700055;-0.1435258;1.670472,0.2514553;-0.3580082;1.575646,0.1683783;-0.386456;1.367499,-0.01191727;-0.5507276;1.679868,0
2799,-1188;10540;10924,-1667;-268;-1385,-0.003197634;-0.1200031;1.709389,0.1699301;-0.1434918;1.670195,0.2514366;-0.3577801;1.575805,0.1651567;-0.3813924;1.353806,-0.01170906;-0.5507217;1.679605,0
2832,-1308;11584;11224,-1108;-676;-953,-0.003144262;-0.1200181;1.70967,0.1699581;-0.1434869;1.670591,0.2516806;-0.3574516;1.577328,0.1686466;-0.3859915;1.367976,-0.01147648;-0.5508093;1.680411,0
2865,-1296;11376;11272,-4603;-1041;-1213,-0.003103314;-0.120026;1.709704,0.1699599;-0.1434689;1.67068,0.2537146;-0.3564084;1.581277,0.1803884;-0.3799307;1.396502,-0.0112691;-0.5507041;1.680417,0
2898,-1556;11004;11448,-5004;-808;-852,-0.003112087;-0.1200178;1.710043,0.170038;-0.1434347;1.671384,0.253722;-0.3562389;1.582004,0.1814174;-0.3796396;1.399733,-0.0109689;-0.5507799;1.68087,0
