Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-3468;15132;-3636,889;-476;-1234,-0.08386087;0.1172046;1.402959,-0.1126544;-0.09756125;1.438351,0.06166686;-0.1439924;1.426938,0.1030352;-0.3441381;1.356024,0.1319881;-0.5205166;1.179838,0.1338059;-0.5559623;1.102965,-0.100763;-0.5333469;1.368887,0
34,-3480;15672;-3736,1726;-647;-1431,-0.08388156;0.1171943;1.402945,-0.1126423;-0.09758505;1.438387,0.0616548;-0.1440132;1.426997,0.1030017;-0.3441193;1.356079,0.07359242;-0.4746619;1.157639,0.06575118;-0.5303474;1.11762,-0.1006215;-0.5333794;1.368884,0
67,-3560;16872;-3892,2800;-1291;-551,-0.08394928;0.1171847;1.4028,-0.1126672;-0.09755536;1.438324,0.06163499;-0.1440076;1.426958,0.1030129;-0.3441103;1.356069,0.07360111;-0.4746052;1.157549,0.06555734;-0.5298122;1.116136,-0.1006032;-0.533356;1.368801,0
101,-2768;18044;-3968,3829;-2254;874,-0.08410729;0.1172399;1.403015,-0.1127278;-0.09753905;1.43855,0.06144094;-0.1438444;1.42743,0.1030326;-0.344058;1.356308,0.07412231;-0.4750772;1.157927,0.06656515;-0.5316556;1.115651,-0.1007254;-0.533387;1.368999,0
135,-2304;21716;-5444,5225;-563;2734,-0.08415362;0.1172287;1.402974,-0.1127349;-0.09754109;1.438538,0.06143595;-0.1438274;1.427434,0.1030501;-0.3439163;1.356321,0.1046477;-0.478858;1.187882,0.0967042;-0.5207791;1.131053,-0.1007486;-0.5333881;1.368994,0
166,-2176;22360;-6152,1222;1725;5403,-0.08417933;0.1172231;1.40297,-0.1127733;-0.09754241;1.438545,0.06138261;-0.1437677;1.427642,0.1030639;-0.3439148;1.356174,0.1046266;-0.4789953;1.189499,0.09617128;-0.520354;1.13045,-0.100892;-0.5333709;1.369032,0
200,-2024;21336;-6180,-1201;2845;7502,-0.0843239;0.1172398;1.403214,-0.1128222;-0.09758753;1.438722,0.06129348;-0.143812;1.427959,0.1031112;-0.3438101;1.356244,0.1324776;-0.5214835;1.183748,0.134666;-0.5569462;1.107472,-0.1008543;-0.533399;1.369069,0
234,-1396;22200;-5280,3033;3064;10768,-0.0843647;0.1172588;1.403165,-0.1128292;-0.09758838;1.438722,0.06119121;-0.1438538;1.427989,0.103349;-0.3435007;1.356095,0.1326464;-0.5214072;1.183971,0.1345103;-0.5551952;1.106284,-0.1008132;-0.5334204;1.369062,0
267,-832;19988;-5760,2084;3576;12835,-0.08447146;0.1173317;1.403287,-0.1128773;-0.09757371;1.438887,0.06102778;-0.1436974;1.428444,0.1034265;-0.3429822;1.356144,0.1366377;-0.5279481;1.17259,0.08378356;-0.5476031;1.038748,-0.1007536;-0.5334265;1.369152,0
300,-392;18276;-5648,1322;4533;13261,-0.0845392;0.1173756;1.403307,-0.1128813;-0.09756867;1.438886,0.06102275;-0.1436485;1.428641,0.1034364;-0.3421964;1.355514,0.1369573;-0.5291556;1.168317,0.08440581;-0.5465626;1.03783,-0.1007452;-0.5334198;1.369153,0
336,428;16128;-5040,907;4583;13638,-0.08461083;0.1174174;1.403347,-0.1129;-0.09756219;1.438907,0.06097624;-0.1435014;1.42897,0.1037539;-0.3415215;1.354834,0.0799806;-0.4475688;1.133312,0.0719232;-0.4997035;1.026471,-0.1006773;-0.5334486;1.369211,0
367,1468;15168;-4896,1699;4456;12607,-0.0847207;0.1175172;1.403605,-0.1129704;-0.09750082;1.43907,0.06089671;-0.1431194;1.429878,0.08759724;-0.3815161;1.264211,0.07018472;-0.4506729;1.028548,0.0605124;-0.4541042;0.9952683,-0.1006534;-0.5334613;1.369302,0
399,3224;14708;-4736,1160;4172;11447,-0.0847728;0.1175619;1.403678,-0.1130365;-0.09747376;1.439095,0.06093812;-0.1429325;1.430184,0.08843338;-0.3783817;1.260201,0.06801463;-0.4480745;1.025061,0.05934037;-0.4378478;0.9837359,-0.1006144;-0.5334735;1.369332,0
434,4240;14164;-3908,-1452;3885;11077,-0.08482528;0.1176271;1.403724,-0.1130361;-0.09743732;1.439092,0.06098479;-0.1426936;1.430469,0.0895163;-0.3794504;1.262622,0.07032965;-0.4536394;1.040628,0.06157981;-0.4299354;0.9868375,-0.1006347;-0.5334527;1.369396,0
