Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-8244;-15356;-5144,-5525;-7660;17756,0.2076809;0.2350564;1.554624,-0.07386445;-0.4337529;1.175936,-0.04306538;-0.3769608;1.302582,-0.02512778;-0.2413735;1.45398,0.05380336;-0.03580624;1.52717,0.2164988;0.003575023;1.52733,0.1765812;-0.465057;1.46347,0
32,-11584;-15788;-7084,-10804;-9819;14457,0.2077685;0.2350358;1.554754,-0.07317961;-0.4343074;1.181415,-0.04325397;-0.3773266;1.302804,-0.02518147;-0.2416084;1.454012,0.05383783;-0.03586075;1.527222,0.2165789;0.003623427;1.527257,0.1765864;-0.4650941;1.463629,0
66,-12372;-20156;-10176,-8426;-11607;10711,0.2077769;0.2351276;1.554784,-0.07396842;-0.4356631;1.169322,-0.05647107;-0.4029423;1.258318,-0.02517446;-0.2413895;1.454109,0.0538466;-0.03583547;1.527228,0.2165881;0.003596707;1.527213,0.1766052;-0.4650288;1.463545,0
98,-9788;-17720;-12212,-6832;-6444;2089,0.2077905;0.2351353;1.554768,-0.07446083;-0.4369853;1.164812,-0.04331955;-0.3777911;1.303925,-0.02529098;-0.2412038;1.454382,0.0538605;-0.03583925;1.527232,0.2167826;0.003683583;1.526982,0.1765889;-0.4650228;1.46356,0
134,-9996;-16540;-10532,-3104;-1508;-1012,0.2078871;0.2354741;1.555198,-0.07403076;-0.4374267;1.162661,-0.04336379;-0.3777728;1.303616,-0.02545773;-0.2412415;1.454261,0.05388731;-0.03586339;1.527212,0.2170257;0.003860595;1.526614,0.176543;-0.4649857;1.463512,0
164,-9516;-13500;-9044,1509;541;-1580,0.2078862;0.2355829;1.555426,-0.0746507;-0.4349554;1.14857,-0.05751289;-0.3972612;1.25509,-0.02584782;-0.2408741;1.45512,0.05390163;-0.03583651;1.527232,0.217066;0.003797717;1.526717,0.1765346;-0.4649817;1.463512,0
199,-9084;-12584;-7572,1111;-420;-2335,0.2078689;0.235722;1.555586,-0.07547504;-0.4281365;1.146638,-0.04332434;-0.3800642;1.29316,-0.02665377;-0.2393171;1.45694,0.0539098;-0.0358659;1.527238,0.2172408;0.003913348;1.526504,0.1764672;-0.464992;1.463576,0
231,-8640;-12072;-8224,3538;-1649;-696,0.2078729;0.2357551;1.555584,-0.0731031;-0.420424;1.14369,-0.04392985;-0.3724529;1.30433,-0.02738625;-0.2381379;1.458396,0.05379914;-0.03631939;1.527308,0.2174524;0.004021952;1.526301,0.1763995;-0.4650228;1.463627,0
267,-9040;-11720;-7240,2330;-794;-587,0.2078922;0.2359057;1.55566,-0.07642631;-0.3965027;1.116281,-0.04558891;-0.3602546;1.314927,-0.02802143;-0.237156;1.45942,0.05379453;-0.03633303;1.527311,0.2176601;0.004113911;1.525992,0.1762656;-0.4650527;1.463558,0
300,-8876;-10552;-7388,2232;-960;-766,0.2079098;0.235937;1.55573,-0.07711188;-0.3922683;1.112865,-0.04512106;-0.3585436;1.317866,-0.02959337;-0.2359292;1.463045,0.05378393;-0.03638691;1.527379,0.2177135;0.004049964;1.526474,0.1761108;-0.4649963;1.46389,0
335,-9164;-11368;-6336,-555;-386;-2343,0.2079191;0.2359513;1.555669,-0.07971214;-0.366266;1.103317,-0.05028829;-0.3522969;1.312926,-0.0303119;-0.2350438;1.463903,0.05377927;-0.0364067;1.527371,0.2178361;0.004101084;1.526138,0.1760433;-0.4650026;1.463891,0
365,-8788;-11452;-6976,-96;-1529;-2118,0.2079448;0.2359543;1.555574,-0.08606199;-0.3304415;1.073192,-0.05030818;-0.3521971;1.310973,-0.03120187;-0.233436;1.466073,0.05376266;-0.03642439;1.527401,0.217961;0.004170895;1.525995,0.1760369;-0.4650046;1.463899,0
398,-9176;-12744;-7808,-619;-1076;-1710,0.2080089;0.2359624;1.555166,-0.08489244;-0.3059909;1.058805,-0.06240678;-0.2778601;1.214744,-0.03183496;-0.2324259;1.465793,0.0537013;-0.03648554;1.527338,0.2180947;0.004272803;1.525587,0.1759337;-0.4649567;1.463623,0
432,-8888;-12484;-7948,249;-409;-1460,0.2079578;0.235988;1.554965,-0.08435421;-0.2862454;1.059759,-0.06249614;-0.2732272;1.214521,-0.03233466;-0.2310758;1.466202,0.05364143;-0.03647146;1.527381,0.2181327;0.004321684;1.525513,0.1759438;-0.4649402;1.46365,0
465,-8760;-11980;-7868,1220;-361;-1014,0.2079275;0.236004;1.554953,-0.08384256;-0.2655464;1.056141,-0.06309051;-0.256427;1.215219,-0.03309266;-0.225553;1.468578,0.05352658;-0.03650421;1.52741,0.21818;0.004341259;1.525456,0.176197;-0.4649396;1.463555,0
501,-8704;-11500;-7628,1457;-464;-921,0.2079279;0.2360035;1.554949,-0.08457853;-0.2485228;1.051868,-0.06022752;-0.2289132;1.170264,-0.01858341;-0.176164;1.397521,0.05338254;-0.03664567;1.527446,0.2182105;0.004368118;1.525424,0.1765187;-0.4648255;1.463455,0
533,-8736;-11908;-7488,1476;-577;-1034,0.2079633;0.2361047;1.554996,-0.08438259;-0.2313389;1.052884,-0.06268717;-0.2308875;1.213433,-0.03257746;-0.2167696;1.468292,0.05326231;-0.03667654;1.527472,0.2182695;0.004431557;1.525379,0.1767952;-0.4646673;1.463327,0
565,-8768;-11904;-7320,1679;-898;-648,0.208166;0.2364634;1.555569,-0.08388904;-0.2201962;1.054164,-0.06116009;-0.2075113;1.164661,-0.01879907;-0.1657387;1.39471,0.05319028;-0.03663521;1.527493,0.2181181;0.004493464;1.525724,0.1770375;-0.4644696;1.463232,0
598,-9120;-11896;-7344,1378;-354;-606,0.2081503;0.2362848;1.555136,-0.08194815;-0.2064333;1.055274,-0.06088079;-0.2016233;1.162421,-0.01882754;-0.1624539;1.392878,0.05309258;-0.03662038;1.527388,0.2181713;0.004543451;1.525587,0.1770534;-0.4644149;1.462951,0
633,-9044;-11752;-7288,1461;-492;-457,0.2079906;0.2364511;1.556485,-0.08143733;-0.1972268;1.063477,-0.05825904;-0.2221951;1.210945,-0.03242879;-0.2095363;1.466358,0.05297628;-0.03666991;1.5276,0.2182479;0.004615668;1.525669,0.1771494;-0.4644782;1.463321,0
665,-9008;-11392;-7388,1618;-323;-662,0.20798;0.2365805;1.556595,-0.08024518;-0.1913639;1.059165,-0.07070629;-0.218632;1.211312,-0.03241216;-0.2069677;1.465194,0.05297372;-0.03666545;1.527599,0.218347;0.004705853;1.525512,0.1776127;-0.4641415;1.462817,0
698,-8884;-11452;-7212,1100;-429;-977,0.2083453;0.2374709;1.559415,-0.07779025;-0.186545;1.063672,-0.06204285;-0.1921777;1.210363,-0.0314013;-0.2056729;1.465218,0.05294048;-0.03655647;1.527905,0.2184325;0.004776598;1.525567,0.1780141;-0.4642015;1.463163,0
735,-9012;-11812;-7332,1019;-527;-987,0.2083979;0.2374723;1.559447,-0.07675949;-0.1875554;1.067305,-0.06172386;-0.1934187;1.211741,-0.03058947;-0.2097507;1.46637,0.05291857;-0.03655937;1.528086,0.2184855;0.004800952;1.525667,0.1782361;-0.4643177;1.463578,0
