Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,228;16296;-1692,1185;-372;-1150,-0.1006237;0.1238813;1.4227,-0.1174227;-0.09102109;1.456115,0.05246174;-0.1236953;1.432584,0.07502214;-0.3073887;1.319921,0.04438454;-0.4720735;1.141092,0.04728896;-0.5208194;1.095772,-0.1023452;-0.5264066;1.369384,0
35,176;16360;-1780,1021;-449;-1075,-0.1006521;0.1239021;1.422763,-0.1173671;-0.09101783;1.456189,0.05245846;-0.123681;1.43261,0.07501582;-0.3073678;1.319933,0.03002209;-0.4476254;1.163984,0.03384442;-0.428995;1.215685,-0.1023306;-0.5263807;1.36944,0
101,-6816;14108;-1448,1113;-446;-896,-0.1008149;0.1239442;1.422804,-0.1173327;-0.09097109;1.456094,0.05276546;-0.1236114;1.432369,0.07492758;-0.3074123;1.319811,0.0301648;-0.447277;1.163421,0.03373989;-0.4288041;1.215468,-0.1024922;-0.526261;1.369355,0
223,-6776;14088;-1500,1343;-399;-1051,-0.1012605;0.1241254;1.42331,-0.117298;-0.09092621;1.456141,0.05265936;-0.1235428;1.432438,0.07497319;-0.3073797;1.31998,0.02955013;-0.4468849;1.163447,0.03173146;-0.4280947;1.213004,-0.1020675;-0.5263621;1.369197,0
235,-6688;14316;-1600,1404;-574;-923,-0.1015298;0.1242281;1.423518,-0.1173542;-0.09084946;1.456162,0.05263453;-0.1235286;1.432432,0.07491934;-0.307316;1.319875,0.02918833;-0.4469032;1.163513,0.03206692;-0.4288546;1.215207,-0.1018094;-0.526425;1.369125,0
267,-6896;14180;-1548,1402;-478;-1015,-0.1017791;0.1243736;1.423659,-0.1173908;-0.09078144;1.45611,0.05260757;-0.1235208;1.432425,0.07495084;-0.3071157;1.319529,0.02913056;-0.4464168;1.162923,0.0318505;-0.4278291;1.212588,-0.101834;-0.5263973;1.369096,0
300,-6788;14444;-1740,1452;-389;-1269,-0.1027768;0.1249158;1.425218,-0.1174037;-0.09066261;1.456316,0.05252702;-0.1234861;1.432543,0.07498451;-0.3069991;1.319523,0.008791493;-0.4890394;1.202645,0.01945421;-0.4601631;1.205071,-0.1021238;-0.5262914;1.369697,0
335,-6220;15460;-1860,2233;-237;-2409,-0.1036289;0.1254935;1.42582,-0.1174677;-0.09047753;1.456354,0.05247116;-0.1234765;1.432531,0.07439396;-0.3063334;1.318204,0.04434766;-0.4674181;1.129346,0.04604654;-0.5305774;1.088254,-0.1021558;-0.5262564;1.369721,0
368,-7452;18712;-1908,4578;-116;-3482,-0.1046452;0.1262312;1.426642,-0.1177379;-0.09013606;1.456491,0.05237637;-0.1234461;1.432515,0.0722532;-0.3039113;1.313607,0.03659876;-0.4323837;1.144972,0.03704713;-0.4764966;1.100721,-0.1022524;-0.526217;1.369769,0
400,-7792;25124;-4860,6373;-3;865,-0.1053679;0.1267652;1.426654,-0.118253;-0.08940849;1.455976,0.05235569;-0.1231666;1.431814,0.06457126;-0.337176;1.241767,0.04235012;-0.4740939;1.077905,0.05859062;-0.5279933;1.052175,-0.1025112;-0.5257956;1.369219,0
