Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,1020,-9308;-12392;3696,858;-353;-1198,-0.03649122;-0.01454982;1.08081,-0.06474315;0.008727658;1.129753,-0.0819945;0.1322117;1.360123,-0.02706895;0.3185766;1.37569,0.110675;0.3164962;1.343778,0.1090765;-0.0723855;1.497099,0
36,1023,-9376;-12496;3800,881;-463;-1244,-0.03644804;-0.01449278;1.082003,-0.06473307;0.008746506;1.129757,-0.08200502;0.13221;1.360132,-0.02702138;0.3185959;1.375706,0.1107124;0.3164689;1.343779,0.1090141;-0.07241887;1.497187,0
68,1018,-9228;-12320;3848,839;-456;-1231,-0.03603952;-0.01397462;1.080509,-0.06473827;0.008773133;1.129722,-0.08200043;0.1321845;1.360123,-0.02693154;0.3185134;1.375683,0.1108144;0.3164493;1.343807,0.1093808;-0.07246076;1.497167,0
102,1021,-9268;-12508;3816,865;-449;-1131,-0.03512963;-0.01406839;1.076561,-0.06475695;0.008986257;1.1298,-0.0819781;0.1322671;1.360271,-0.02688391;0.3185349;1.3757,0.1108945;0.3164213;1.343843,0.1093914;-0.07248691;1.497231,0
133,1023,-9388;-12584;3624,812;-446;-1051,-0.03418775;-0.01595704;1.066263,-0.06442673;0.010252;1.129151,-0.08197965;0.1322838;1.36026,-0.02686185;0.3184269;1.375627,0.1109349;0.3163355;1.343796,0.1092863;-0.07259521;1.497259,0
167,1019,-9400;-12520;3684,1064;-428;-943,-0.03837245;-0.01604021;1.052415,-0.06692979;0.01370277;1.12696,-0.08198474;0.1321539;1.360101,-0.02684898;0.318325;1.375491,0.1110022;0.3161898;1.343699,0.1091997;-0.07285419;1.49745,0
201,1018,-9304;-12308;3744,990;-525;-1008,-0.04861199;-0.01625908;1.049304,-0.06891686;0.0162352;1.126183,-0.08156988;0.1320195;1.360806,-0.02674776;0.318272;1.375776,0.1111252;0.316204;1.344294,0.1090584;-0.07343248;1.499398,0
235,1023,-9284;-12520;3540,930;-493;-1013,-0.06071386;-0.01142355;1.04028,-0.07014579;0.01825458;1.125201,-0.08155178;0.1321777;1.3608,-0.02671522;0.3181067;1.375746,0.1111421;0.3161664;1.3443,0.1087911;-0.07389045;1.500046,0
270,1021,-9260;-12600;3756,1185;-462;-996,-0.07058562;-0.004263151;1.036336,-0.07138782;0.02179511;1.122975,-0.08169824;0.1324352;1.360187,-0.02663457;0.3177724;1.375412,0.1111541;0.3159974;1.344148,0.1082811;-0.0742162;1.500723,0
301,1021,-9348;-12524;3940,1031;-509;-1005,-0.07479942;-0.004690042;1.045933,-0.07113626;0.02172595;1.123201,-0.08178873;0.1328974;1.360149,-0.02651114;0.3181618;1.375878,0.1112009;0.3159913;1.344323,0.1071237;-0.07413804;1.503165,0
