Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.1712474;-0.3519972;0.8915625,-0.186496;-0.3034272;0.9411939,-0.2184412;-0.1377226;1.072886,-0.193388;0.1033428;1.059735,-0.02137553;0.1375147;1.056345,-0.09076974;-0.3734579;1.188617,-0.006305899;-0.3802176;1.221418,0.2052446;-0.3256079;0.8531119,0
31,-0.1692655;-0.3503394;0.8908504,-0.1864835;-0.303306;0.9406217,-0.2185172;-0.1370728;1.072341,-0.1933175;0.1032096;1.059581,-0.02131144;0.137828;1.056332,-0.09072045;-0.3735376;1.188408,-0.006237915;-0.3802837;1.221171,0.20474;-0.325428;0.8526134,0
66,-0.1688915;-0.35143;0.8902445,-0.1862483;-0.3036288;0.9393919,-0.2183586;-0.1367083;1.071623,-0.1932203;0.1031163;1.0594,-0.02126711;0.1381176;1.056309,-0.09072979;-0.3735439;1.188257,-0.006223481;-0.3802792;1.221033,0.2045761;-0.3252625;0.852424,0
98,-0.1697782;-0.3525036;0.8905777,-0.1862363;-0.3036339;0.939343,-0.2184468;-0.1360732;1.071512,-0.1931671;0.103043;1.059326,-0.02123539;0.1383711;1.056364,-0.09071456;-0.3735861;1.188162,-0.00620162;-0.3803225;1.220896,0.2047136;-0.3251959;0.8522893,0
132,-0.1701563;-0.355021;0.8914151,-0.1862428;-0.3037705;0.9393411,-0.2184742;-0.1360079;1.071555,-0.1931546;0.1030114;1.059326,-0.02121787;0.1387165;1.056507,-0.09073984;-0.373594;1.188173,-0.006223658;-0.3803267;1.2209,0.2048184;-0.325169;0.8523397,0
166,-0.1668649;-0.3592662;0.8897285,-0.186217;-0.3037953;0.9394634,-0.2185096;-0.1359203;1.071602,-0.193124;0.102956;1.059308,-0.02143249;0.138221;1.056116,-0.09084657;-0.3736556;1.188249,-0.006313232;-0.3804051;1.220937,0.2049022;-0.3251373;0.8524242,0
198,-0.162707;-0.3691567;0.8867541,-0.1862098;-0.3038427;0.9394429,-0.2183853;-0.1355323;1.072024,-0.193082;0.1028906;1.059309,-0.02135798;0.1385917;1.056253,-0.09083123;-0.373688;1.188232,-0.006303682;-0.3804392;1.220903,0.2046423;-0.3256458;0.8522093,0
233,-0.1576635;-0.376628;0.8896099,-0.1862024;-0.3034688;0.9393494,-0.2176677;-0.1333689;1.074775,-0.1930532;0.1028155;1.05929,-0.02131574;0.1388977;1.056308,-0.09081334;-0.3736708;1.18828,-0.006278197;-0.3804224;1.220907,0.2047214;-0.3256159;0.8521676,0
264,-0.1766917;-0.3724118;0.8673564,-0.1949649;-0.2903734;0.9104345,-0.2168261;-0.1304415;1.077861,-0.1930164;0.1027583;1.059291,-0.02127033;0.1391712;1.056371,-0.09080371;-0.3736764;1.188303,-0.006274128;-0.3804242;1.220907,0.2048356;-0.3257594;0.8521633,0
300,-0.18036;-0.3584793;0.8613113,-0.1854762;-0.2685476;0.873856,-0.2154176;-0.1285378;1.080309,-0.1929752;0.102699;1.059293,-0.02128346;0.1393667;1.05643,-0.09082401;-0.3736895;1.188317,-0.006287104;-0.3804463;1.220893,0.2050418;-0.3256496;0.8521905,0
