Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,KneeLeft,SpineBase,HipRight,TrimmingId
0,-0.08303767;-0.09941494;1.257857,0.08087034;-0.1300344;1.296693,0.1342882;-0.3599312;1.28985,0.1735874;-0.4854501;1.150665,0.1793535;-0.5199461;1.114852,-0.1864771;-0.5158353;1.040777,-0.05353934;-0.5662996;1.336042,0.01202208;-0.5483019;1.323399,0
33,-0.08319084;-0.09941117;1.257899,0.08071703;-0.1298956;1.296686,0.1341866;-0.3598957;1.289649,0.1745555;-0.4849927;1.150385,0.1899065;-0.5049245;1.110681,-0.1864859;-0.5158069;1.040733,-0.05352841;-0.5662813;1.336057,0.0120596;-0.5482447;1.323424,0
85,-0.08327313;-0.09941951;1.257975,0.08045121;-0.1296318;1.296762,0.1339244;-0.3598952;1.289661,0.1770462;-0.4831291;1.149504,0.1914751;-0.4963887;1.117887,-0.1865197;-0.5158309;1.040795,-0.05351293;-0.5662823;1.33608,0.0120655;-0.5482348;1.323429,0
102,-0.08348174;-0.09940607;1.258054,0.08102653;-0.1314055;1.295487,0.1338012;-0.3598524;1.289557,0.1784454;-0.48195;1.148846,0.1924113;-0.4960746;1.118453,-0.1865306;-0.515838;1.040683,-0.05383312;-0.5663393;1.335932,0.01184352;-0.5483474;1.32324,0
135,-0.08381157;-0.09937285;1.258367,0.08019806;-0.1305405;1.295972,0.1336208;-0.3599322;1.289572,0.1802153;-0.4810516;1.148633,0.1950367;-0.4958038;1.120554,-0.1865317;-0.5158395;1.040693,-0.05399458;-0.5662456;1.336091,0.01170106;-0.5482079;1.323372,0
170,-0.08392987;-0.09932291;1.258362,0.07956048;-0.1297977;1.295788,0.1332723;-0.3598227;1.289509,0.1805151;-0.4808113;1.148679,0.1943725;-0.4935851;1.118602,-0.1865298;-0.5157213;1.040321,-0.05392407;-0.5660455;1.335931,0.01183185;-0.5478339;1.323124,0
201,-0.08427566;-0.09928112;1.258627,0.07906651;-0.1293305;1.295998,0.1330764;-0.3597733;1.28967,0.203397;-0.4690534;1.122156,0.2119297;-0.4933937;1.090543,-0.1864897;-0.5157676;1.040361,-0.05408141;-0.5658017;1.336026,0.011752;-0.5475383;1.323195,0
232,-0.08477087;-0.09918235;1.258998,0.07852989;-0.1287876;1.296194,0.1329672;-0.3597933;1.289789,0.2070056;-0.4719599;1.114832,0.209979;-0.4899182;1.081977,-0.1864686;-0.515734;1.040279,-0.0542349;-0.565567;1.336057,0.01165798;-0.547259;1.323179,0
268,-0.08517015;-0.09904833;1.259456,0.07781366;-0.1281015;1.296684,0.132575;-0.35986;1.290368,0.2063717;-0.4711056;1.115047,0.2126124;-0.4918778;1.064407,-0.1864949;-0.5157117;1.040254,-0.05416116;-0.5654237;1.336244,0.01174482;-0.5469987;1.323395,0
300,-0.0855212;-0.09894606;1.259716,0.07724838;-0.1274265;1.297228,0.1317051;-0.3601718;1.291199,0.2057504;-0.4708915;1.114236,0.2058488;-0.4890111;1.075114,-0.1863085;-0.5157752;1.040625,-0.05417287;-0.5653208;1.336364,0.01178007;-0.546879;1.323475,0
