Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,-5452;-1220;-15928,1129;-462;-943,0.03996864;-0.01177604;1.227238,0.2107153;-0.03565794;1.226196,0.3328678;-0.1593386;1.064925,0.2953081;-0.2248657;0.8930295,0.07272279;-0.4445346;1.311928,0
14,-5504;-1208;-15932,1124;-464;-941,0.04004608;-0.01158116;1.226969,0.2106885;-0.03565266;1.226164,0.332689;-0.1593902;1.064935,0.2951975;-0.2249065;0.89302,0.07271719;-0.4445798;1.311921,0
45,-5520;-1196;-15996,1150;-450;-944,0.04005387;-0.01137481;1.226964,0.2106578;-0.03565466;1.226189,0.3326275;-0.1594565;1.06505,0.2950495;-0.2248038;0.8930882,0.07268413;-0.4446644;1.312094,0
77,-5500;-1232;-16056,1143;-461;-947,0.03998033;-0.01125904;1.226926,0.2106332;-0.03566609;1.226187,0.3322986;-0.1595061;1.06521,0.2949038;-0.2247578;0.8931717,0.07260161;-0.4447656;1.311925,0
110,-5472;-1240;-16120,1143;-461;-949,0.03972209;-0.01102976;1.226134,0.2105931;-0.0357201;1.226043,0.3319322;-0.1595568;1.064749,0.2946872;-0.2249441;0.8927306,0.07236366;-0.4446078;1.311496,0
145,-5476;-1152;-16060,1153;-475;-955,0.03978793;-0.01094008;1.226059,0.2105806;-0.03572762;1.226035,0.3318832;-0.1595327;1.064764,0.2944605;-0.2249663;0.892802,0.07239264;-0.4446691;1.31146,0
178,-5408;-1112;-16028,1171;-462;-938,0.0400361;-0.01204339;1.226604,0.2105832;-0.03576264;1.226007,0.3316529;-0.1597127;1.064637,0.294547;-0.224995;0.8925482,0.07244253;-0.4447168;1.3113,0
211,-5492;-1112;-15792,1142;-477;-936,0.040025;-0.01191461;1.226515,0.2105984;-0.03578731;1.225961,0.331523;-0.1608617;1.062935,0.2939745;-0.2265042;0.8910817,0.07251831;-0.4446137;1.311411,0
245,-5312;-1196;-15976,1138;-462;-951,0.04032814;-0.01155757;1.226603,0.2106011;-0.03579266;1.225963,0.3313161;-0.1609812;1.06298,0.2938164;-0.2272929;0.8913805,0.07251155;-0.4446441;1.311436,0
280,-5460;-1128;-16060,1153;-449;-964,0.04024668;-0.01132592;1.226544,0.2106234;-0.03580446;1.225965,0.3307911;-0.1624785;1.061559,0.2944371;-0.2318753;0.890969,0.07285322;-0.4446514;1.311518,0
