Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-4672;-4364;14556,1764;-216;-1479,-0.1176045;0.003068586;1.213762,-0.09275453;0.1540323;1.410438,-0.01790277;0.3202451;1.400306,0.125237;0.3132517;1.339956,0.09658166;-0.06831699;1.515526,0
50,-4556;-4272;14384,384;-254;-1888,-0.1174957;0.00534831;1.212535,-0.09325957;0.1541988;1.410878,-0.01794207;0.3201388;1.400517,0.125284;0.3132515;1.340197,0.09672471;-0.06841421;1.515723,0
67,-4716;-4820;14756,129;-587;-1221,-0.1173252;0.00777951;1.210383,-0.09359316;0.1543112;1.410495,-0.01797117;0.3204096;1.40051,0.1253398;0.3130749;1.340093,0.09672628;-0.06842998;1.515653,0
99,-4356;-4532;14588,1100;-617;-1209,-0.1175547;0.01631734;1.213448,-0.09434786;0.1530195;1.408158,-0.01814286;0.3194592;1.3993,0.1251186;0.3128008;1.339386,0.09684314;-0.06891662;1.514482,0
131,-4288;-4328;14452,1373;-653;-861,-0.1171172;0.01582498;1.211616,-0.1159299;0.1295714;1.363046,-0.01823881;0.3199734;1.39964,0.1250078;0.3128648;1.339591,0.09690717;-0.06884852;1.514603,0
167,-4416;-4552;14400,1960;-720;-715,-0.1165398;0.01280761;1.206257,-0.1159768;0.1295737;1.362851,-0.01841794;0.320419;1.399988,0.1249868;0.3127724;1.339547,0.0968796;-0.06882836;1.514587,0
199,-4324;-4556;14532,2375;-738;-684,-0.1169862;0.01187625;1.205631,-0.1161807;0.129726;1.362637,-0.0185728;0.3200749;1.400212,0.1249942;0.3127117;1.339707,0.09688493;-0.06885299;1.514642,0
231,-4344;-4420;14492,1422;-450;-789,-0.1169258;0.01080249;1.205414,-0.1161978;0.1297882;1.362763,-0.0186902;0.3205081;1.40048,0.1250213;0.3126624;1.339735,0.09687419;-0.06882658;1.514663,0
265,-4456;-4632;14400,2054;-515;-751,-0.1165942;0.01163073;1.20744,-0.1056095;0.1596224;1.407627,-0.01890702;0.3201879;1.400191,0.124955;0.312568;1.339598,0.09679183;-0.06888993;1.514432,0
298,-4308;-4192;14280,1209;163;-683,-0.1163995;0.01130693;1.208572,-0.1049781;0.1597058;1.40839,-0.01896075;0.3205549;1.400442,0.124913;0.3125607;1.339627,0.09675654;-0.06887386;1.514466,0
331,-4576;-4712;15248,213;-376;-925,-0.1162457;0.010852;1.209255,-0.1047764;0.1594488;1.408881,-0.01894259;0.3202935;1.400372,0.1248793;0.3125376;1.339654,0.09673499;-0.06887867;1.51449,0
366,-4544;-4796;14920,1608;-819;-1241,-0.1163169;0.01058386;1.209421,-0.1044128;0.1590579;1.409074,-0.01893353;0.3200063;1.400126,0.1248446;0.3124987;1.339614,0.09671834;-0.06892551;1.51445,0
