Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,-196;15652;4548,28375;207;-4897,0.03502107;-0.01090287;1.224462,0.2037509;-0.03455468;1.224107,0.3358521;-0.1459219;1.041991,0.3215854;-0.1971331;0.8511655,0.07000162;-0.4445203;1.313221,0
33,-824;17676;1564,29507;-1604;-3683,0.03487924;-0.01081025;1.224367,0.2037377;-0.03455237;1.2241,0.3356968;-0.1470682;1.042509,0.3150921;-0.2121413;0.8448892,0.06992963;-0.444582;1.312992,0
69,-416;16360;-892,24467;-1749;-2008,0.03474752;-0.01080648;1.224217,0.203677;-0.03454961;1.224045,0.3355767;-0.1468429;1.042333,0.3155887;-0.2104;0.8441525,0.06986709;-0.4447377;1.312681,0
101,-1024;17160;-4232,28389;-2436;-1857,0.03465749;-0.01077382;1.224296,0.2036321;-0.03455045;1.224064,0.335719;-0.1472878;1.042579,0.3140405;-0.2187289;0.8025969,0.06984174;-0.4448127;1.312682,0
136,-1240;14024;-6972,24365;-2606;-2061,0.03445634;-0.0106871;1.223865,0.2035402;-0.03453838;1.223888,0.3224705;-0.1514786;1.095749,0.3318678;-0.1942534;0.8686322,0.06961244;-0.4449252;1.311829,0
170,-1196;14204;-7852,15284;-1904;-1715,0.03437667;-0.01066304;1.223766,0.2034416;-0.03449794;1.223767,0.3351031;-0.1510162;1.042153,0.3325385;-0.1956047;0.8596911,0.06953155;-0.4449482;1.311618,0
215,-1280;13440;-8720,10807;-1744;-1769,0.03415708;-0.01060591;1.223292,0.2032892;-0.03449922;1.2236,0.3351018;-0.1504102;1.042004,0.3221689;-0.2032436;0.8400992,0.06931788;-0.4449655;1.311147,0
236,-1316;13376;-10280,6313;-1355;-1571,0.03462218;-0.01198488;1.225047,0.2032774;-0.03449844;1.223625,0.3355359;-0.1511548;1.042536,0.3449166;-0.1984472;0.8610617,0.06927168;-0.4449999;1.311369,0
269,-1352;12296;-11152,5558;-875;-1549,0.03450195;-0.01185489;1.225166,0.2032699;-0.03449988;1.223673,0.3358919;-0.1510128;1.044411,0.3501779;-0.2030351;0.8646266,0.06918789;-0.4448826;1.31159,0
303,-1232;12872;-10948,3345;-1089;-1172,0.03431921;-0.01160544;1.225304,0.2032307;-0.03449184;1.223705,0.3362976;-0.1513885;1.046054,0.3496375;-0.2022111;0.8658407,0.06915483;-0.4448898;1.311748,0
335,-1464;13412;-11032,4498;-711;-1534,0.03431555;-0.01145813;1.225256,0.2031828;-0.03450405;1.223721,0.3364409;-0.151394;1.046784,0.3498786;-0.2019335;0.8664979,0.06921067;-0.4448958;1.311991,0
371,-1496;12064;-11564,3975;-802;-884,0.03408229;-0.01131376;1.225135,0.2031266;-0.03451465;1.223703,0.3374517;-0.152959;1.046582,0.3502802;-0.201723;0.8657495,0.06914534;-0.4450085;1.311793,0
400,-1516;10716;-12080,5747;-574;-1504,0.03378874;-0.01118964;1.224873,0.2030866;-0.03450254;1.223704,0.3374899;-0.1530143;1.046633,0.3505639;-0.2017982;0.8658246,0.06912154;-0.4450251;1.311776,0
433,-1652;11988;-11604,3162;-725;-1858,0.03432981;-0.01236507;1.225955,0.203067;-0.03449737;1.22375,0.3396927;-0.1601952;1.050269,0.3512488;-0.2005097;0.8672323,0.06908726;-0.4450251;1.311779,0
468,-1888;13116;-12528,-1605;-824;-2093,0.03434349;-0.01213685;1.225808,0.2030658;-0.03450475;1.223756,0.3397273;-0.1601989;1.050302,0.3519422;-0.2012017;0.8674696,0.06907576;-0.4450478;1.311768,0
499,-1864;13444;-12152,-1700;533;-1724,0.03424803;-0.01193929;1.225685,0.2030404;-0.03451934;1.223767,0.3400883;-0.1597253;1.050265,0.3534492;-0.2022925;0.8678879,0.06899735;-0.4451104;1.311782,0
536,-1824;12392;-11300,2603;1004;-779,0.03410521;-0.0117525;1.225466,0.203003;-0.03452728;1.223752,0.3402268;-0.1599766;1.050581,0.3551472;-0.2032725;0.8685136,0.06880778;-0.4451737;1.31166,0
570,-1724;10888;-10828,1288;-336;-226,0.03408624;-0.01159203;1.225513,0.2029558;-0.03457543;1.223787,0.3402633;-0.1598309;1.05054,0.3563422;-0.2042783;0.8688648,0.06869797;-0.44503;1.312171,0
602,-1668;12956;-10556,-87;-933;-292,0.03393036;-0.01148574;1.225338,0.2029271;-0.0345988;1.223799,0.3404823;-0.1633494;1.053484,0.3577347;-0.2040987;0.8710412,0.06863143;-0.4451157;1.312108,0
633,-1876;11344;-11104,-6025;-1063;242,0.03387624;-0.01142324;1.225264,0.2028817;-0.03460524;1.223796,0.3406293;-0.1624228;1.052906,0.3582077;-0.2048042;0.8708788,0.06847224;-0.4452446;1.31195,0
668,-1832;16332;-10384,-13920;-571;-32,0.03386381;-0.0113618;1.225254,0.2028288;-0.03461836;1.223809,0.3406957;-0.1618844;1.052588,0.35902;-0.205867;0.8710303,0.0684258;-0.4452865;1.311972,0
699,-1652;11612;-10928,-22022;-837;2240,0.03387536;-0.01133692;1.225242,0.2028131;-0.03464921;1.223806,0.3407686;-0.1617332;1.052519,0.3595648;-0.2070022;0.8713384,0.06834483;-0.4453445;1.311935,0
732,-956;15660;-5692,-7782;2193;-1030,0.03380724;-0.01101764;1.224682,0.202826;-0.03466286;1.22372,0.3408059;-0.1611033;1.051951,0.3604857;-0.2078629;0.8712611,0.06835575;-0.4452981;1.311808,0
771,-444;17144;-4472,-21701;1183;1830,0.0338658;-0.01101691;1.224416,0.2027886;-0.03469659;1.223704,0.3409281;-0.1610143;1.051976,0.3607931;-0.2081767;0.8714158,0.06832122;-0.4453163;1.31164,0
801,-460;14992;-3220,-22964;836;1753,0.03480574;-0.01248236;1.225613,0.2027229;-0.03472719;1.223743,0.3412286;-0.1601429;1.051633,0.3620375;-0.2097925;0.8718737,0.06831601;-0.445373;1.311625,0
833,-488;14192;-2280,-14765;708;818,0.03491481;-0.01230366;1.225486,0.2027325;-0.03472579;1.223742,0.3413042;-0.1602632;1.051782,0.3629095;-0.2099454;0.8721336,0.06829315;-0.4454781;1.311533,0
