Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,2472;6364;-13476,-10673;-4060;-5533,-0.1333533;0.02432013;1.15124,-0.1307007;0.1269315;1.313646,-0.01631652;0.3148742;1.387324,0.1254407;0.3051311;1.334796,0.09584691;-0.06965553;1.518615,0
30,1592;5928;-17832,-2207;-5850;-1132,-0.1329315;0.02464392;1.150566,-0.1306855;0.1269705;1.31317,-0.0163381;0.3144652;1.386665,0.1254221;0.305115;1.33466,0.09587409;-0.06971506;1.518491,0
62,1564;8564;-20084,-1615;-3022;-1769,-0.131868;0.02645628;1.1495,-0.1307174;0.1270849;1.313203,-0.01633785;0.3143892;1.386636,0.1254232;0.3051369;1.334707,0.09590656;-0.06971845;1.518552,0
96,1792;7176;-18684,4645;-4;958,-0.1318807;0.02647045;1.149509,-0.1307183;0.1272499;1.313124,-0.01630834;0.3141905;1.386323,0.1254223;0.3051401;1.334709,0.09591036;-0.06973542;1.518533,0
129,1988;4904;-17568,4419;-83;102,-0.1319508;0.02577401;1.149577,-0.1305997;0.1273726;1.312681,-0.01634613;0.315206;1.387111,0.1254237;0.3051382;1.33471,0.0958731;-0.06975409;1.518467,0
161,1168;2336;-16804,13766;-1097;-55,-0.1321812;0.02459968;1.150097,-0.1305772;0.1272805;1.312514,-0.01607404;0.314635;1.386216,0.1254267;0.3051396;1.334703,0.09587881;-0.06977561;1.518457,0
204,932;768;-15904,30234;-1993;115,-0.1328339;0.02275689;1.151342,-0.1306014;0.1272242;1.31259,-0.01601625;0.3144828;1.386142,0.1254539;0.3052233;1.33494,0.09585965;-0.06985112;1.518697,0
230,-128;-5376;-17232,32767;-5159;-1299,-0.1334073;0.02058264;1.152712,-0.1305375;0.1272599;1.312472,-0.01590351;0.3140522;1.385308,0.125453;0.3052237;1.334939,0.09589062;-0.0698745;1.518602,0
262,-1244;-8908;-19156,32767;-7557;303,-0.1335961;0.0203965;1.153051,-0.1303261;0.1271439;1.312761,-0.01582383;0.3137429;1.384864,0.1254522;0.3052047;1.334916,0.09591089;-0.06988387;1.518529,0
295,-1648;-19600;-18816,32767;-5680;404,-0.1338871;0.02010093;1.153141,-0.1303078;0.127057;1.312707,-0.01578112;0.3134314;1.384489,0.1254635;0.3052025;1.3349,0.09590142;-0.06989153;1.518511,0
