Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,2316;-2468;-16928,2932;-102;-1072,-0.1665723;-0.09817303;1.272216,-0.003301035;-0.1040408;1.33052,0.09217285;-0.2897705;1.370342,0.1325551;-0.3542406;1.141076,-0.1254682;-0.5532092;1.383876,0
33,1980;-2584;-17136,1865;233;-1064,-0.166611;-0.09818009;1.272352,-0.003482156;-0.1038674;1.330811,0.09236854;-0.2897332;1.370482,0.1317605;-0.3532868;1.19134,-0.1255549;-0.5532366;1.384113,0
66,2288;-3008;-17040,1624;-14;-1097,-0.1666293;-0.09820433;1.272357,-0.003510648;-0.103801;1.330777,0.09269594;-0.2896933;1.370395,0.1319971;-0.3442506;1.156535,-0.1255489;-0.5532209;1.384094,0
99,1992;-3092;-16772,845;-198;-1099,-0.1664962;-0.09850413;1.271695,-0.003491794;-0.1037906;1.330125,0.09311517;-0.2895188;1.369377,0.1346248;-0.3450691;1.141477,-0.1255526;-0.553137;1.383525,0
134,2212;-3088;-16884,-484;-312;-1585,-0.1665151;-0.0985581;1.271418,-0.003608194;-0.1036583;1.329759,0.09328719;-0.2892718;1.368412,0.1340067;-0.3453395;1.143502,-0.1255522;-0.5531084;1.383386,0
167,2052;-2196;-16716,-420;-623;-1071,-0.1665327;-0.09854541;1.271533,-0.003643705;-0.1036303;1.329859,0.09329446;-0.2892517;1.368439,0.1372121;-0.3357895;1.184966,-0.1256367;-0.5531776;1.383564,0
200,1576;792;-16848,-14527;-2431;-1681,-0.166528;-0.0985399;1.271565,-0.003561975;-0.1036939;1.330063,0.09339885;-0.289215;1.368487,0.1328635;-0.3439941;1.161215,-0.1256539;-0.5531985;1.383614,0
234,1844;340;-17820,-18681;-2547;-2307,-0.1665684;-0.09853937;1.2715,-0.003644348;-0.1036976;1.329957,0.09356466;-0.289169;1.368357,0.1330875;-0.3460383;1.15395,-0.125695;-0.5531951;1.383569,0
266,812;4584;-17512,-30726;-5445;-2404,-0.1665164;-0.09858701;1.271429,-0.003652702;-0.1036843;1.329934,0.09368106;-0.2891356;1.368312,0.1329863;-0.3463616;1.152462,-0.1257168;-0.5531848;1.383533,0
299,1508;4528;-18132,-29475;-5030;-1739,-0.1665312;-0.09859676;1.271543,-0.003713844;-0.1036104;1.330127,0.09378678;-0.2890627;1.368371,0.1346972;-0.3483769;1.147477,-0.125756;-0.5531732;1.383688,0
333,556;9600;-15692,-32768;-5061;-3571,-0.1665443;-0.09862219;1.271551,-0.003767329;-0.1035654;1.330081,0.09380523;-0.2890613;1.36835,0.1347733;-0.3484125;1.145323,-0.1257746;-0.55318;1.383705,0
366,1324;8096;-13672,-28292;-3932;-2304,-0.1666291;-0.09856498;1.271685,-0.003745595;-0.1036389;1.330375,0.09398125;-0.2889352;1.368594,0.1350886;-0.3486523;1.146113,-0.1258661;-0.5532902;1.383936,0
403,-572;15624;-8880,-22191;-2990;-2834,-0.1665261;-0.09862704;1.271209,-0.00375089;-0.1035792;1.32981,0.09444907;-0.2890161;1.367766,0.1351329;-0.3486972;1.146141,-0.125987;-0.5531901;1.383369,0
436,-244;14336;-8820,-32768;-7603;-2147,-0.1665171;-0.09863435;1.271116,-0.003795462;-0.1035576;1.329733,0.0948073;-0.2887874;1.367739,0.1353554;-0.3486743;1.146262,-0.1260007;-0.5531903;1.38335,0
469,-604;15008;-3384,-28306;-3400;-2873,-0.1664977;-0.09866606;1.270774,-0.003732239;-0.1035404;1.329575,0.09501335;-0.2886349;1.367463,0.1433202;-0.3466111;1.188599,-0.1260204;-0.5532247;1.383069,0
500,-1268;16500;-248,-32768;-5501;-3060,-0.1665006;-0.09867154;1.270774,-0.003771203;-0.1035064;1.329512,0.09516665;-0.2886415;1.367463,0.1360128;-0.3582796;1.120298,-0.1260305;-0.5532196;1.383065,0
537,-628;14244;3464,-29816;-3085;-2136,-0.1664999;-0.09871362;1.27097,-0.003763586;-0.1034726;1.329891,0.1280245;-0.3123196;1.321712,0.1414351;-0.3681083;1.102453,-0.1261361;-0.5533012;1.383366,0
567,-916;13304;6324,-32768;-2479;-2752,-0.1664996;-0.09872323;1.27094,-0.003778942;-0.1034907;1.329595,0.1279539;-0.3124326;1.321404,0.1457957;-0.3662921;1.110308,-0.1261406;-0.5532976;1.383285,0
600,-1208;12012;9940,-23177;-1224;-2565,-0.1664773;-0.0987691;1.270907,-0.003767399;-0.1035111;1.32954,0.1278893;-0.3131537;1.320735,0.1476785;-0.3663735;1.114307,-0.126149;-0.553323;1.383279,0
635,-964;7956;11348,-22068;-1353;-2675,-0.1664677;-0.09877389;1.270925,-0.00376349;-0.1035104;1.329545,0.1277624;-0.3132152;1.320738,0.1495199;-0.3688648;1.113477,-0.1261452;-0.5533522;1.38329,0
