Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,3824;5996;14640,1086;-325;-998,-0.1651525;-0.09281493;1.268421,-0.004189903;-0.0950571;1.326484,0.08277947;-0.2913078;1.368556,0.1134174;-0.3851645;1.128625,-0.1214932;-0.5479552;1.383613,0
31,4084;6048;14456,1181;-657;-919,-0.1651084;-0.09284059;1.268221,-0.004119265;-0.09498504;1.326243,0.08284721;-0.2912629;1.368226,0.1135241;-0.3848896;1.128205,-0.1214836;-0.5479808;1.383302,0
62,3940;5888;14464,1077;-384;-978,-0.165108;-0.09284322;1.268221,-0.004120434;-0.09497869;1.326241,0.08284999;-0.291265;1.368228,0.1136639;-0.3848033;1.128188,-0.1214866;-0.5479646;1.383301,0
94,3964;5908;14324,1163;-489;-956,-0.1651029;-0.09284558;1.268221,-0.004124538;-0.09493498;1.326236,0.08285621;-0.2912647;1.368215,0.1137153;-0.3845957;1.128097,-0.1214758;-0.5479558;1.383292,0
131,3968;5952;14664,1097;-469;-966,-0.1651063;-0.09284886;1.268219,-0.004118676;-0.09486657;1.32619,0.08281423;-0.2912461;1.367942,0.1138103;-0.3845809;1.127841,-0.1214608;-0.5478664;1.38313,0
162,4080;5992;14520,1135;-512;-948,-0.1651067;-0.09284224;1.268202,-0.004107065;-0.09483357;1.326156,0.08279791;-0.2912211;1.367931,0.1138391;-0.3845379;1.127827,-0.1214809;-0.5478539;1.38311,0
197,3972;5984;14392,1123;-468;-948,-0.1652255;-0.09278293;1.268547,-0.004097988;-0.0947259;1.326831,0.08305135;-0.291309;1.368564,0.1140285;-0.3843125;1.128327,-0.1215043;-0.5477956;1.383456,0
232,3956;5980;14716,1135;-441;-946,-0.1652176;-0.09279813;1.268542,-0.004099781;-0.09471717;1.326817,0.08305679;-0.291216;1.368659,0.1140809;-0.3841882;1.128413,-0.1214864;-0.5477906;1.383454,0
263,3940;5908;14512,1111;-487;-963,-0.1652405;-0.09279832;1.268602,-0.004116463;-0.09470361;1.326851,0.08304925;-0.2912257;1.368721,0.1143344;-0.3840505;1.12845,-0.1214744;-0.5477664;1.383496,0
295,4032;6048;14496,1177;-524;-928,-0.1652496;-0.09280335;1.268595,-0.004211269;-0.09464592;1.326675,0.08304492;-0.291195;1.368682,0.1146317;-0.3837825;1.128355,-0.1214798;-0.5477884;1.383452,0
329,3856;5828;14512,1137;-384;-972,-0.1652864;-0.0927918;1.268375,-0.004218292;-0.09468447;1.326266,0.08298614;-0.2911493;1.368471,0.1148735;-0.3830407;1.12791,-0.1215356;-0.5477328;1.383167,0
362,3976;6040;14472,1116;-573;-918,-0.1653834;-0.09271477;1.268695,-0.004268139;-0.09469792;1.326546,0.08313022;-0.2912076;1.368967,0.1150627;-0.3836594;1.12863,-0.1216137;-0.5477831;1.383544,0
395,3988;5932;14500,1125;-485;-935,-0.165385;-0.09271392;1.268692,-0.004284359;-0.09469143;1.326537,0.08323562;-0.2910933;1.369128,0.1149971;-0.3830507;1.128572,-0.1216121;-0.5477744;1.383546,0
431,3976;5940;14620,1156;-467;-942,-0.1654202;-0.09271631;1.268741,-0.004288835;-0.094707;1.326547,0.08358945;-0.2909161;1.369591,0.1149823;-0.382437;1.128815,-0.121615;-0.5477756;1.383551,0
464,3912;5956;14528,1166;-502;-956,-0.1654349;-0.09270938;1.268748,-0.004291378;-0.0946992;1.326554,0.08368476;-0.2910153;1.369529,0.1156414;-0.3807013;1.128123,-0.1216077;-0.5477716;1.383536,0
495,3900;5872;14480,1145;-453;-955,-0.165408;-0.09271293;1.268755,-0.004299486;-0.09470176;1.326547,0.08379906;-0.2909797;1.369718,0.11636;-0.3806046;1.128369,-0.1216117;-0.5477731;1.383516,0
528,3908;5852;14440,1082;-379;-1002,-0.1655523;-0.09263778;1.26834,-0.004404981;-0.09486388;1.325945,0.08402318;-0.2909189;1.369448,0.1180869;-0.3778048;1.127288,-0.1216813;-0.5478532;1.38308,0
562,3948;6040;14272,1040;-465;-957,-0.1655193;-0.09263932;1.268507,-0.004316968;-0.09502955;1.32618,0.08414312;-0.2908905;1.370386,0.1219648;-0.3640963;1.179593,-0.1217118;-0.5478569;1.383244,0
595,4140;5872;14576,1171;-423;-994,-0.1654989;-0.09264217;1.268391,-0.004299292;-0.0950165;1.325994,0.08429397;-0.2907394;1.37025,0.1217697;-0.3641769;1.179078,-0.1217339;-0.547796;1.382944,0
628,4044;5996;14392,1038;-475;-978,-0.1655527;-0.09268101;1.268345,-0.004346046;-0.09514132;1.325946,0.08452278;-0.2906545;1.37051,0.1232315;-0.380989;1.13035,-0.121837;-0.5478737;1.382867,0
663,3980;5884;14532,1144;-433;-947,-0.1655605;-0.09270227;1.268266,-0.004305442;-0.09514605;1.325871,0.084842;-0.2902628;1.370599,0.124183;-0.3749123;1.128438,-0.1219143;-0.5479034;1.382816,0
