Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,2232;-6604;-16252,-12959;3431;-3344,-0.2402243;-0.4350435;1.110332,-0.3124053;-0.384643;1.356579,-0.2299266;-0.1953689;1.36784,-0.05528778;-0.1807764;1.374723,-0.06548895;-0.6092083;1.377237,0
35,4248;-2612;-17272,-20365;6053;-3348,-0.2434728;-0.4408221;1.110258,-0.3123007;-0.3843206;1.356117,-0.2299764;-0.1955239;1.367499,-0.05550602;-0.1807186;1.374469,-0.06536833;-0.609063;1.376774,0
64,3512;-2348;-17048,-13524;3845;-2994,-0.2673745;-0.4390901;1.174514,-0.3122269;-0.3842805;1.356439,-0.2300593;-0.195625;1.367513,-0.05555256;-0.1807181;1.374448,-0.06536173;-0.6090603;1.376772,0
98,4804;-60;-17436,-12971;3828;-3807,-0.2403723;-0.4359392;1.110081,-0.3121853;-0.3844154;1.356199,-0.2300756;-0.1956922;1.367487,-0.05557407;-0.1807071;1.374431,-0.06535795;-0.6090468;1.376757,0
133,5000;1088;-16836,-8979;2624;-3057,-0.2674511;-0.4402232;1.174822,-0.3120451;-0.3848099;1.356618,-0.2301068;-0.195877;1.367746,-0.05566162;-0.1807104;1.374657,-0.06532852;-0.6090993;1.376998,0
166,5428;2148;-16168,-13070;3418;-4751,-0.2674087;-0.4400612;1.174794,-0.3120003;-0.3847867;1.356634,-0.2301269;-0.1959074;1.367747,-0.05570229;-0.1807051;1.374684,-0.06531299;-0.6090963;1.376994,0
200,4992;3364;-16304,-3104;261;-2720,-0.2672968;-0.4398567;1.174513,-0.3119839;-0.3847876;1.356644,-0.2301549;-0.1959395;1.367781,-0.05573218;-0.1806906;1.374711,-0.06530234;-0.6090931;1.376998,0
234,5940;5860;-16796,-4258;830;-3052,-0.2670591;-0.4393288;1.175053,-0.3118597;-0.3847213;1.357053,-0.230181;-0.1959936;1.367818,-0.05578582;-0.180685;1.374712,-0.06530137;-0.6090894;1.377,0
264,5432;4056;-15592,663;-911;-1553,-0.2667678;-0.4387259;1.175002,-0.3117906;-0.384925;1.357198,-0.2302414;-0.1960769;1.36801,-0.05584062;-0.1806827;1.374885,-0.06523187;-0.6091056;1.377135,0
310,5628;4900;-15792,-2210;711;-1524,-0.2637175;-0.4391122;1.173025,-0.3118179;-0.3849771;1.357284,-0.2302565;-0.196162;1.368001,-0.05586891;-0.1806786;1.374906,-0.0652118;-0.6091084;1.377146,0
333,5488;4996;-15632,1070;-1008;-1245,-0.261292;-0.43894;1.170086,-0.3117929;-0.3850263;1.357447,-0.2302631;-0.1962057;1.367995,-0.05587559;-0.1806755;1.374916,-0.06521189;-0.6091077;1.377144,0
368,5524;4788;-15432,934;-758;-1314,-0.2611609;-0.4377935;1.168587,-0.3117344;-0.3850105;1.357471,-0.2302705;-0.1962596;1.368022,-0.05593054;-0.1806715;1.374936,-0.06518251;-0.6091065;1.377125,0
401,5520;5328;-16204,1410;-860;-962,-0.2256094;-0.456683;1.121854,-0.3114192;-0.3850466;1.358145,-0.2302779;-0.1964098;1.367788,-0.05597581;-0.1806366;1.37475,-0.06515585;-0.6090609;1.377049,0
434,5320;5144;-15696,1247;-245;-1019,-0.2310628;-0.4833946;1.130129,-0.3110844;-0.3851503;1.358543,-0.2301782;-0.1965394;1.367453,-0.05604216;-0.1806161;1.374638,-0.06511628;-0.6089593;1.376764,0
466,5604;5056;-15476,1687;-979;-1011,-0.22963;-0.5083421;1.144179,-0.3109923;-0.3852664;1.359378,-0.2301962;-0.1966219;1.367426,-0.05604604;-0.1806047;1.374637,-0.06511501;-0.6089474;1.376738,0
498,5276;5116;-15992,1707;-695;-772,-0.2284105;-0.5335841;1.166776,-0.3112505;-0.3851077;1.364104,-0.2302086;-0.1967106;1.367803,-0.05606665;-0.1805562;1.37497,-0.06524748;-0.6089713;1.377198,0
532,5156;4368;-15724,2899;-1088;-742,-0.2291666;-0.5327421;1.169593,-0.3102323;-0.3852934;1.36845,-0.2302269;-0.1968045;1.367759,-0.05610577;-0.1805668;1.374988,-0.06525463;-0.6089842;1.377197,0
