Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-8772;-7748;10548,952;-419;-1071,-0.2238052;-0.4771332;1.065945,-0.2575679;-0.3987991;1.287242,-0.2377154;-0.2298533;1.380477,-0.07349653;-0.1904107;1.38757,-0.07072812;-0.6187743;1.394443,0
31,-8616;-7892;10452,1044;-415;-1055,-0.2236423;-0.4769258;1.065408,-0.257565;-0.3987445;1.286956,-0.2376139;-0.2298368;1.380245,-0.07334049;-0.1901936;1.387577,-0.07070126;-0.6187605;1.394424,0
65,-8744;-8056;10288,1119;-460;-969,-0.2237426;-0.4771648;1.065872,-0.2575575;-0.398957;1.287469,-0.2375928;-0.2298897;1.380415,-0.07348616;-0.1903248;1.38754,-0.07065821;-0.6188512;1.394799,0
100,-8760;-7824;10512,703;-455;-1080,-0.2237431;-0.4772245;1.06577,-0.2575293;-0.398993;1.287471,-0.237557;-0.2299057;1.380373,-0.07333177;-0.1901484;1.387687,-0.07065816;-0.6188521;1.3948,0
133,-8688;-8024;10456,1187;-437;-981,-0.2238001;-0.4772671;1.065784,-0.2575698;-0.399144;1.287853,-0.2375326;-0.2299602;1.38053,-0.073205;-0.1898579;1.388397,-0.07061707;-0.6189465;1.39511,0
166,-8712;-7720;10464,853;-364;-1083,-0.2237857;-0.4772851;1.06576,-0.2575272;-0.3991684;1.287902,-0.2375033;-0.2299672;1.380545,-0.07310779;-0.1897847;1.388521,-0.07062811;-0.6189637;1.395135,0
198,-8836;-8192;10480,938;-397;-1027,-0.2235572;-0.4767736;1.065101,-0.257398;-0.3990638;1.287535,-0.2374541;-0.2299685;1.380427,-0.07301738;-0.1896617;1.388476,-0.07059724;-0.618946;1.3951,0
233,-8840;-7964;10308,855;-423;-1104,-0.2234444;-0.4764075;1.064806,-0.2571813;-0.3990404;1.287425,-0.2374407;-0.2299688;1.380422,-0.07287177;-0.189564;1.388552,-0.07058975;-0.6189266;1.395141,0
264,-8824;-7984;10344,897;-409;-1053,-0.2231754;-0.4759366;1.064405,-0.2569872;-0.3990073;1.287308,-0.2374438;-0.2299708;1.380432,-0.07280162;-0.1894706;1.388602,-0.0705888;-0.6189264;1.395141,0
300,-8656;-8076;10340,1085;-507;-999,-0.2229688;-0.474669;1.063406,-0.2567733;-0.3989333;1.287127,-0.2374385;-0.2299619;1.380445,-0.0727056;-0.1893785;1.388673,-0.070555;-0.6188818;1.395302,0
333,-8832;-8152;10384,962;-436;-1031,-0.236084;-0.4677552;1.129025,-0.2867075;-0.4353416;1.38355,-0.2373886;-0.2299922;1.380396,-0.07263003;-0.1893024;1.388734,-0.07047941;-0.6188682;1.39548,0
366,-8784;-8180;10232,1236;-454;-976,-0.2210636;-0.4624176;1.057294,-0.2555634;-0.3970649;1.282894,-0.2373795;-0.2299976;1.380392,-0.07290997;-0.1896179;1.388358,-0.07044205;-0.618876;1.395586,0
397,-8932;-8100;10464,1061;-439;-997,-0.2210536;-0.4588595;1.051654,-0.2554801;-0.3970808;1.282895,-0.2373734;-0.2300022;1.380389,-0.07316107;-0.1899603;1.387934,-0.07041977;-0.6190364;1.395577,0
432,-8904;-8120;10080,1073;-469;-1033,-0.2215095;-0.4571838;1.052018,-0.2553872;-0.3969821;1.282804,-0.2373336;-0.2299562;1.380416,-0.07330728;-0.1901347;1.387769,-0.07047013;-0.6190909;1.395799,0
464,-8860;-8488;10392,1194;-568;-975,-0.2389502;-0.4521853;1.126242,-0.285941;-0.4362543;1.383064,-0.2381094;-0.2304255;1.380855,-0.073167;-0.1900055;1.387903,-0.070483;-0.619203;1.395845,0
498,-8764;-7828;10372,947;-480;-1031,-0.2418384;-0.4487707;1.125539,-0.2859474;-0.4362447;1.383067,-0.2380765;-0.2304016;1.380897,-0.07327364;-0.1901481;1.387774,-0.07045194;-0.6191966;1.395883,0
536,-8780;-8160;10312,1014;-469;-1079,-0.2420584;-0.4482705;1.12539,-0.2859106;-0.4362954;1.38299,-0.238011;-0.2303469;1.380866,-0.07314789;-0.1900034;1.387993,-0.07046644;-0.6193236;1.395955,0
567,-8828;-8136;10308,1050;-499;-1012,-0.2423384;-0.4479731;1.125273,-0.2859263;-0.43629;1.382932,-0.2379448;-0.2303283;1.380839,-0.07304519;-0.1898217;1.388184,-0.0704727;-0.6193839;1.395969,0
600,-8732;-8104;10164,1178;-492;-962,-0.2424005;-0.4478969;1.125022,-0.2858221;-0.4365173;1.382723,-0.2378875;-0.2302991;1.38089,-0.07286258;-0.189664;1.388467,-0.07044735;-0.6193879;1.395998,0
633,-8812;-8068;10300,1087;-440;-1046,-0.2433973;-0.4480126;1.124853,-0.2858142;-0.4365278;1.382716,-0.2378446;-0.2302733;1.380898,-0.0727937;-0.1895882;1.388595,-0.07053441;-0.6195056;1.396089,0
666,-8756;-8084;10284,1023;-538;-1070,-0.2437571;-0.4479938;1.12472,-0.2856741;-0.4368448;1.38268,-0.2377749;-0.2302478;1.380907,-0.07273543;-0.1894658;1.388788,-0.07055716;-0.6195661;1.396101,0
699,-8772;-7932;10328,1104;-465;-1042,-0.244713;-0.4473248;1.124156,-0.2854221;-0.4371213;1.38235,-0.2376867;-0.2301723;1.380814,-0.07265277;-0.1893957;1.388821,-0.07064211;-0.6196254;1.396025,0
732,-8776;-8196;10276,-253;-391;-1622,-0.2448449;-0.4473344;1.124789,-0.2853386;-0.4379111;1.383048,-0.2376143;-0.2302024;1.38136,-0.07244308;-0.1891973;1.389697,-0.07053979;-0.6196327;1.396354,0
766,-8724;-8488;10264,231;-527;-1399,-0.2473619;-0.4475692;1.125094,-0.2851976;-0.4386072;1.383771,-0.237514;-0.2301013;1.382009,-0.07272515;-0.1895076;1.3896,-0.07042153;-0.6197664;1.396941,0
798,-8676;-8356;10252,1043;-561;-990,-0.2479399;-0.4469643;1.124616,-0.2849516;-0.4388243;1.383441,-0.2374349;-0.2300957;1.381919,-0.07294777;-0.1897724;1.389103,-0.07038033;-0.6197558;1.396938,0
