Time_Stamp,Flex,Force,TrimmingId
0,356,750,0
30,356,753,0
65,356,752,0
96,356,753,0
130,355,753,0
164,356,755,0
197,356,756,0
230,356,759,0
265,356,759,0
296,356,763,0
330,356,759,0
364,356,758,0
405,356,759,0
431,356,758,0
464,356,757,0
497,356,761,0
532,356,763,0
565,356,758,0
597,356,758,0
630,356,759,0
664,355,758,0
696,356,758,0
730,356,758,0
763,356,757,0
797,356,762,0
829,356,761,0
863,356,761,0
897,356,761,0
930,356,761,0
963,356,760,0
996,355,761,0
1029,355,759,0
1064,356,758,0
1096,356,759,0
1132,356,759,0
1163,356,759,0
1197,356,758,0
1231,356,756,0
1266,356,755,0
1298,356,756,0
1331,356,755,0
1363,356,754,0
1399,356,755,0
1430,356,756,0
1464,356,756,0
1497,356,756,0
1531,356,755,0
1563,356,755,0
1598,355,754,0
1629,356,752,0
1664,356,752,0
1697,356,752,0
1731,356,752,0
1763,356,753,0
1797,356,754,0
1830,356,754,0
1864,356,754,0
1896,356,756,0
1930,355,757,0
2087,332,1023,0
2099,332,1023,0
2131,332,1023,0
2162,332,1023,0
2198,331,1023,0
2230,331,1023,0
2266,331,1023,0
2295,331,1023,0
2331,330,1023,0
2364,329,1023,0
2396,329,1023,0
2430,328,1023,0
2464,328,1023,0
2497,325,1023,0
2530,322,1023,0
2563,323,1023,0
2597,325,1023,0
2629,327,1023,0
2665,328,1023,0
2696,330,1023,0
2731,331,1023,0
2763,333,1023,0
2797,333,1023,0
2829,333,1023,0
2864,332,1023,0
2898,331,1023,0
2930,329,1023,0
2965,327,1023,0
2998,325,1023,0
3030,324,1023,0
3064,324,1023,0
3096,324,1023,0
3131,325,1023,0
3165,325,1023,0
3199,326,1023,0
3229,330,1023,0
3265,337,1023,0
3298,345,1023,0
3332,351,1023,0
3363,355,1023,0
3398,354,1023,0
3430,351,1023,0
3465,350,1023,0
3496,349,1023,0
3532,348,1023,0
3567,348,1023,0
3597,347,1023,0
3631,345,1023,0
3664,343,1023,1
3697,342,1023,1
3730,342,1023,1
3764,342,1023,1
3798,346,1023,1
3830,351,1023,1
3865,353,1023,1
3896,356,1023,1
3931,359,1023,1
3965,360,1023,1
3997,360,1023,1
4030,361,1023,1
4063,361,1023,1
4096,363,1023,1
4131,364,1023,1
4163,364,1023,1
4196,363,1023,1
4232,360,1023,1
4264,356,1023,1
4297,352,1023,1
4330,347,1023,1
4364,343,1023,1
4398,341,1023,1
4430,341,1023,1
4465,341,1023,1
4497,341,1023,1
4531,341,1023,1
4563,341,1023,1
4598,341,1023,1
4650,341,1023,1
4667,341,1023,1
4696,340,1023,1
4732,340,1023,1
4763,340,1023,1
4797,340,1023,1
4831,339,1023,1
4864,338,1023,1
4897,337,1023,1
4930,336,1023,1
4963,333,1023,1
4997,331,1023,1
5030,331,1023,1
5064,329,1023,1
5098,328,1023,1
5130,327,1023,1
5166,327,1023,1
5197,327,1023,1
5245,327,1023,1
5264,327,1023,1
