Time_Stamp,Flex,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,319,-6736;12864;-6972,1864;-496;-824,-0.07384894;-0.02976098;1.210655,0.08784515;-0.05084609;1.194856,0.1318981;-0.2400637;1.151708,0.06729615;-0.2947943;0.9131517,0.04703058;-0.2931188;0.8833039,-0.0868119;-0.4902316;1.263911,0
34,318,-6668;12776;-6788,1775;-195;-760,-0.07386039;-0.02976937;1.210646,0.08757238;-0.05095989;1.193717,0.1317723;-0.2400202;1.151703,0.1057924;-0.3084642;0.9093904,0.05490168;-0.2923035;0.8827624,-0.08688631;-0.4902868;1.263834,0
64,319,-6796;13012;-6916,1788;-376;-842,-0.07404518;-0.02978893;1.210909,0.08803597;-0.05067493;1.195277,0.1317543;-0.2401134;1.152006,0.08350154;-0.3041259;0.9119031,0.05065347;-0.2939263;0.885408,-0.08694431;-0.4903652;1.263905,0
101,319,-6596;12772;-6988,1422;-275;-639,-0.0740708;-0.02978956;1.210921,0.08819207;-0.05051112;1.196041,0.1318244;-0.2400387;1.151988,0.0967599;-0.3071593;0.9104519,0.05313439;-0.2936718;0.8844647,-0.08698458;-0.4902904;1.264006,0
135,318,-6552;12832;-6996,1305;-298;-611,-0.07405962;-0.0297798;1.210907,0.08832691;-0.0504432;1.196439,0.1316971;-0.2400158;1.151969,0.07748801;-0.306258;0.913754,0.0491485;-0.2925793;0.88301,-0.08692464;-0.4903097;1.263947,0
169,317,-6692;12864;-6984,1665;-294;-522,-0.07408515;-0.02977768;1.211008,0.08849245;-0.05031659;1.197157,0.1316015;-0.240082;1.15213,0.0986807;-0.3057668;0.9098992,0.0533255;-0.2939457;0.8852605,-0.08691745;-0.4903798;1.264018,0
201,318,-6588;12852;-7240,1551;-496;-382,-0.07410075;-0.02978149;1.210992,0.08805763;-0.05070803;1.196106,0.1316133;-0.2401448;1.152146,0.07553661;-0.295519;0.9115958,0.04879388;-0.2923849;0.8821833,-0.08699899;-0.4903967;1.263976,0
232,318,-6604;12928;-7316,474;-362;-144,-0.07415912;-0.0297745;1.210998,0.08753005;-0.05096789;1.19481,0.1315979;-0.2401506;1.152154,0.0736447;-0.297127;0.9124265,0.04823218;-0.2925664;0.8830144,-0.08702035;-0.4903867;1.26397,0
268,319,-6568;12936;-7220,-597;-209;366,-0.07424564;-0.02979657;1.210615,0.0876847;-0.05081365;1.195192,0.130705;-0.2401257;1.151497,0.0711638;-0.295218;0.9117174,0.04644514;-0.2918502;0.8801319,-0.08716501;-0.490223;1.263815,0
299,320,-6392;13272;-6820,-1410;-232;1304,-0.074344;-0.02977341;1.211027,0.08749879;-0.05091016;1.194968,0.1307154;-0.240238;1.152218,0.1025256;-0.3059286;0.9093977,0.05420189;-0.2949432;0.8868886,-0.08715116;-0.4902837;1.264118,0
332,321,-5944;13368;-6648,-1626;-347;1523,-0.07434399;-0.02977613;1.211056,0.08726816;-0.05108322;1.194627,0.1305832;-0.2403081;1.152368,0.07402097;-0.30023;0.9130325,0.04838671;-0.2937964;0.8851591,-0.0871991;-0.4903743;1.264168,0
369,322,-5780;13300;-6040,110;-102;586,-0.07430747;-0.02979286;1.21106,0.08699027;-0.05137784;1.193774,0.1305826;-0.240321;1.152353,0.1066402;-0.3126585;0.9109808,0.0563895;-0.2931302;0.8833402,-0.08720278;-0.4903823;1.264167,0
401,322,-5620;13480;-6280,1529;-651;-53,-0.07427482;-0.02992215;1.210609,0.08638334;-0.05175213;1.19226,0.1304949;-0.2403034;1.152268,0.06422766;-0.2910685;0.9133061,0.04487156;-0.2916076;0.8796495,-0.08716805;-0.4903014;1.263743,0
432,323,-5608;13688;-6448,1702;-508;-806,-0.07429204;-0.02989481;1.210759,0.08632358;-0.05181334;1.192262,0.1302339;-0.2406638;1.152491,0.06722277;-0.2919778;0.9127692,0.04735878;-0.2952506;0.8861796,-0.08728898;-0.4902986;1.263993,0
468,323,-5692;13540;-6792,1855;-374;-849,-0.07438177;-0.02986905;1.21082,0.08679768;-0.05138747;1.193846,0.1301781;-0.2406536;1.152588,0.06700816;-0.2920486;0.9129264,0.04668653;-0.2944233;0.883619,-0.08731142;-0.490299;1.263994,0
498,323,-5812;13572;-6788,1614;-352;-732,-0.07452486;-0.02980886;1.210545,0.08704738;-0.05119754;1.194336,0.1300925;-0.2406488;1.152102,0.06685071;-0.2922034;0.9124949,0.0453724;-0.2920523;0.8779286,-0.08736781;-0.4902814;1.263714,0
530,322,-5672;13536;-6708,892;-245;-457,-0.07470126;-0.02983783;1.211227,0.08750385;-0.05087534;1.195858,0.1300258;-0.240706;1.152348,0.06991803;-0.2933421;0.9121721,0.04726469;-0.294639;0.8838236,-0.08790336;-0.4900714;1.264743,0
567,323,-5552;13540;-6700,345;-351;-49,-0.07471748;-0.02982307;1.211228,0.08770423;-0.05078926;1.196394,0.1672304;-0.278299;1.121641,0.06453225;-0.2983905;0.8911477,0.03868659;-0.2939811;0.8765932,-0.08797227;-0.4900963;1.264735,0
601,323,-5564;13820;-6476,130;-149;-27,-0.07473584;-0.02981688;1.211204,0.0878175;-0.05076119;1.196727,0.1677447;-0.2648667;1.085211,0.06250446;-0.2986577;0.8850248,0.03203282;-0.2956645;0.8693614,-0.08797709;-0.4900737;1.264676,0
