Time_Stamp,Flex,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
5104,315,-4780;12096;8484,1217;-395;-895,-0.07816636;0.0159652;1.201704,0.08818571;-0.01504963;1.190551,0.1345299;-0.2031922;1.147848,0.08799433;-0.2458921;0.9028264,0.04317611;-0.2570079;0.8217326,-0.08083317;-0.4536528;1.26163,2
5136,316,-4708;12180;8644,1122;-387;-913,-0.07829625;0.01590015;1.201896,0.08816775;-0.01504686;1.190624,0.134564;-0.2034118;1.148081,0.0879584;-0.2459897;0.903052,0.04333533;-0.257562;0.8233324,-0.08127014;-0.4537313;1.262136,2
5172,316,-4672;12072;8540,1107;-421;-998,-0.07838109;0.01586251;1.201753,0.08812234;-0.01511249;1.190577,0.1346651;-0.2033439;1.147854,0.08769736;-0.2460009;0.9029078,0.04377031;-0.2560207;0.8197424,-0.08141985;-0.4537517;1.261965,2
5202,317,-4784;12140;8496,1169;-379;-905,-0.07840675;0.01580047;1.201626,0.08810741;-0.01512472;1.190526,0.1346468;-0.203381;1.147372,0.08741682;-0.246231;0.9025099,0.04367061;-0.2565671;0.8201914,-0.08107065;-0.4537752;1.261718,2
5236,316,-4816;12180;8520,1099;-416;-971,-0.0784326;0.01575541;1.201652,0.08807226;-0.01519254;1.190525,0.1347072;-0.203283;1.147624,0.08776952;-0.246225;0.9027233,0.04280411;-0.2574024;0.8209341,-0.08081175;-0.4538298;1.261796,2
5271,317,-4708;12152;8592,1060;-458;-966,-0.07850478;0.01570194;1.201649,0.08801755;-0.01522752;1.190524,0.1346757;-0.2032699;1.148364,0.08800295;-0.2461037;0.9033946,0.04320421;-0.2575156;0.8212109,-0.08080396;-0.4538197;1.261844,2
5304,316,-4784;12080;8600,862;-374;-992,-0.0786377;0.01562754;1.20164,0.08800044;-0.01524174;1.190523,0.1347201;-0.2032478;1.148419,0.08778141;-0.246252;0.9035304,0.04382131;-0.2567041;0.8211654,-0.08143678;-0.4538122;1.261907,2
5336,317,-4840;11912;8768,954;-455;-1104,-0.07870645;0.01562654;1.201669,0.08753582;-0.01351499;1.189032,0.134717;-0.203223;1.148405,0.09264775;-0.2462489;0.9026383,0.04381778;-0.2573828;0.8215169,-0.08137364;-0.4537278;1.261958,2
5369,317,-4916;11980;8728,1081;-570;-1200,-0.07877667;0.01559957;1.20148,0.08753526;-0.01353822;1.189043,0.1347172;-0.2032687;1.148271,0.0923859;-0.2466658;0.9026145,0.04378505;-0.2569614;0.8204626,-0.08119027;-0.4537426;1.261874,2
5402,318,-4732;12068;8684,1078;-650;-1179,-0.07890496;0.01558656;1.20182,0.08753515;-0.01380501;1.189347,0.1345806;-0.2035;1.149391,0.09237401;-0.2465257;0.9036495,0.04313238;-0.2581204;0.8221787,-0.08090758;-0.4538846;1.262473,2
5433,317,-4760;11964;8872,1246;-572;-1310,-0.07896754;0.01555018;1.201846,0.08750672;-0.01395427;1.189412,0.1345977;-0.2034345;1.149623,0.09244683;-0.2464614;0.9038721,0.04432886;-0.2577587;0.8203835,-0.08091562;-0.4538717;1.262508,2
5469,317,-5108;11992;8712,1429;-663;-1336,-0.07918232;0.01557814;1.201771,0.08750512;-0.01397251;1.189439,0.1345798;-0.2034876;1.149594,0.09196173;-0.2463603;0.9038979,0.04566943;-0.2574375;0.8193251,-0.08127455;-0.4538448;1.262562,2
5502,317,-5120;12004;8528,1394;-824;-1337,-0.07928471;0.0154947;1.201824,0.08747024;-0.01407281;1.189551,0.1345806;-0.2034888;1.149595,0.09178968;-0.2463492;0.9039274,0.04704498;-0.2571649;0.820058,-0.08177643;-0.4540327;1.262936,2
5534,316,-5092;12232;8428,1452;-826;-1322,-0.07934676;0.01546037;1.201774,0.08747184;-0.01408507;1.189551,0.1346064;-0.2035638;1.149563,0.09186035;-0.2463152;0.9038688,0.04940444;-0.2559201;0.8169714,-0.08181357;-0.4539951;1.262917,2
5567,316,-5196;11900;8820,1181;-874;-1237,-0.07927668;0.01542018;1.201741,0.08747484;-0.0141002;1.189572,0.1346826;-0.2036186;1.149397,0.09395956;-0.2464457;0.9033723,0.05187384;-0.2567907;0.8157384,-0.08104637;-0.45426;1.263198,2
5599,316,-4980;11636;9088,1595;-946;-1495,-0.07924238;0.01541303;1.201853,0.08748968;-0.01411314;1.189646,0.1348667;-0.2041311;1.149334,0.09518931;-0.24666;0.9030876,0.0560452;-0.2559133;0.817449,-0.08062541;-0.4543571;1.264044,2
5635,317,-4992;11636;9028,1933;-966;-1607,-0.07918492;0.01538264;1.201968,0.08749486;-0.01415815;1.189695,0.134864;-0.204382;1.149437,0.09739214;-0.2472471;0.9029044,0.06023312;-0.2553483;0.8159079,-0.08052506;-0.4545422;1.264699,2
5681,316,-5116;11696;8804,2125;-1299;-1731,-0.07919119;0.01532897;1.201829,0.08750007;-0.0141771;1.18968,0.1349346;-0.2044331;1.14936,0.1026594;-0.2482314;0.9026496,0.06553593;-0.2532664;0.8139541,-0.08034404;-0.4546603;1.264814,2
5705,317,-5336;12100;8596,2115;-1398;-1922,-0.07912368;0.01531818;1.201765,0.08750891;-0.01419776;1.189677,0.1351387;-0.2047103;1.149229,0.1188524;-0.2456366;0.9429486,0.06965279;-0.2528472;0.8130912,-0.08017763;-0.4549414;1.264975,2
5734,317,-5160;12012;8668,2016;-1719;-1639,-0.07909209;0.01532556;1.201751,0.08751566;-0.01420354;1.189675,0.1357654;-0.204581;1.148667,0.1170151;-0.240176;0.9621424,0.07542004;-0.2512243;0.8121974,-0.07908621;-0.4553088;1.265337,2
5766,317,-5052;12016;8628,2475;-1474;-1905,-0.07908171;0.01530474;1.202155,0.08756308;-0.01417275;1.189837,0.1368183;-0.2050138;1.150526,0.1149879;-0.2394498;0.9655803,0.08107353;-0.2529747;0.8179304,-0.07862615;-0.4553997;1.266631,2
5799,317,-4988;12244;8308,3835;-1144;-1687,-0.07906839;0.0153042;1.202158,0.08757713;-0.01419845;1.189829,0.1370708;-0.2051293;1.150469,0.1129136;-0.2374041;0.9654122,0.08632325;-0.2535123;0.8139414,-0.07850917;-0.4554316;1.266782,2
5835,317,-4236;12740;7972,5878;-189;-1175,-0.07890586;0.01533802;1.202694,0.08761054;-0.01422828;1.189928,0.1372929;-0.206326;1.150982,0.1124157;-0.2380533;0.9659247,0.09263524;-0.2569419;0.8203628,-0.0777515;-0.4557011;1.268058,2
5866,317,-5108;13324;6848,9623;405;-232,-0.07888119;0.01530253;1.202325,0.08763026;-0.01423703;1.189855,0.1365847;-0.2073843;1.149624,0.1012878;-0.3016278;0.9175081,0.09605996;-0.2590794;0.8160353,-0.07772693;-0.4556715;1.267894,2
5902,317,-4616;14244;7484,10639;-886;1597,-0.07888747;0.01532237;1.202354,0.087636;-0.01423532;1.189864,0.1336814;-0.2090377;1.148644,0.1077876;-0.2685322;0.9040698,0.106622;-0.2563639;0.8074477,-0.07734201;-0.455646;1.268189,2
5934,317,-3548;13300;5444,14308;-1650;4893,-0.07887369;0.01535978;1.20233,0.08764458;-0.01424342;1.189859,0.132985;-0.2091751;1.148663,0.1076777;-0.2700864;0.9043751,0.1107512;-0.2561757;0.8082743,-0.0773344;-0.4555354;1.268281,2
5967,316,-3536;15848;4136,19820;-1422;7018,-0.07883364;0.0154795;1.202533,0.08766977;-0.0142385;1.189915,0.1314178;-0.2100302;1.149058,0.10907;-0.2729868;0.9049994,0.1166385;-0.2584936;0.8120071,-0.0770384;-0.4555341;1.268682,2
6000,317,-2268;14960;1324,18554;-946;8373,-0.07878314;0.01543979;1.2022,0.08766464;-0.01426832;1.18987,0.1301906;-0.2101216;1.148544,0.1063104;-0.2312962;0.9618061,0.09934511;-0.2699631;0.8575656,-0.07672918;-0.4556553;1.268423,2
6034,317,-1032;15608;-1620,24751;885;6830,-0.07877904;0.01544234;1.202203,0.08767005;-0.01426341;1.18988,0.1296972;-0.2101819;1.148373,0.1063226;-0.2315394;0.9615914,0.1141258;-0.2754349;0.8350811,-0.07664891;-0.455635;1.268497,2
6066,316,-592;15780;-3968,32767;3138;4087,-0.07876416;0.01542599;1.202045,0.08767188;-0.01427587;1.189842,0.1290134;-0.2099375;1.148064,0.1062913;-0.2316754;0.9612465,0.1154599;-0.2730571;0.8317106,-0.07639007;-0.4556326;1.268332,2
6102,314,-1092;17696;-4420,26011;4391;3041,-0.07870572;0.0154295;1.201982,0.08767755;-0.01430074;1.189835,0.1289724;-0.2096716;1.148405,0.1063397;-0.2318159;0.9616254,0.1155999;-0.2742341;0.8334749,-0.07626564;-0.4556199;1.268327,2
6134,315,208;14656;-5560,11476;877;250,-0.0786996;0.01542343;1.201972,0.08767961;-0.01430341;1.189844,0.128813;-0.2093139;1.148267,0.08850119;-0.2451857;0.9024628,0.1171077;-0.2718375;0.8318487,-0.07641131;-0.4554699;1.268346,2
6167,315,-740;12144;-6688,11183;1946;349,-0.07870957;0.01543878;1.202013,0.08768304;-0.01431177;1.189871,0.1285221;-0.2094823;1.148055,0.08845965;-0.2451848;0.9026393,0.1164178;-0.2703836;0.8324696,-0.07608571;-0.4553925;1.268526,2
6201,315,-1656;11760;-6096,9700;-1618;37,-0.07870515;0.01547605;1.202067,0.08769382;-0.01429409;1.189885,0.1279574;-0.2093319;1.148138,0.1051209;-0.2385113;0.9623814,0.1141005;-0.2750285;0.835042,-0.0755058;-0.4551506;1.268923,2
6234,315,-2764;9972;-6748,4882;-2806;-1385,-0.0786991;0.01547428;1.202074,0.08770328;-0.01429342;1.189895,0.1280141;-0.209414;1.148221,0.1061003;-0.2374864;0.9621773,0.1117197;-0.2719489;0.8333757,-0.0754514;-0.4551063;1.269057,2
6266,316,-2392;17712;-10296,-2069;-634;-6455,-0.07868288;0.01547833;1.202082,0.08772008;-0.01427957;1.189924,0.12795;-0.2094247;1.148243,0.1069522;-0.2365754;0.9619519,0.109587;-0.2713937;0.832504,-0.07479368;-0.4551717;1.269238,2
6334,303,-940;15076;-6300,847;-766;-1257,-0.07856261;0.01547955;1.202159,0.0877462;-0.01428939;1.189946,0.1282236;-0.209461;1.148441,0.1078823;-0.274529;0.9047514,0.1085859;-0.2579567;0.8013002,-0.07480547;-0.4550843;1.269603,2
6369,303,-1048;14940;-6064,1332;-457;-818,-0.07855192;0.01547865;1.202163,0.08774637;-0.01428927;1.189946,0.1287699;-0.2097561;1.14826,0.1047342;-0.2765456;0.905373,0.1018448;-0.2561982;0.8068102,-0.07478293;-0.4550236;1.269603,2
6400,303,-952;15000;-6232,1180;-675;-968,-0.07856732;0.01555767;1.2025,0.08777354;-0.01428836;1.19003,0.1291231;-0.2100717;1.148515,0.1173331;-0.2355643;0.9611766,0.0957234;-0.25618;0.8191893,-0.07478277;-0.4549948;1.269838,2
6432,303,-1000;14840;-6216,981;-689;-1018,-0.07856629;0.01556201;1.202513,0.08777633;-0.01430064;1.19003,0.1295678;-0.2104407;1.148331,0.09834548;-0.3029678;0.9149222,0.09042455;-0.2569862;0.815235,-0.07523724;-0.4550001;1.26985,2
6466,303,-1048;15064;-6188,1302;-444;-772,-0.07855948;0.01554613;1.202578,0.0877811;-0.01434897;1.190062,0.1303528;-0.2109358;1.148524,0.1216949;-0.2403457;0.9616085,0.08772062;-0.2553918;0.8157761,-0.0755035;-0.4551191;1.269952,2
6500,303,-1212;15056;-6060,1327;-316;-788,-0.07851009;0.01553795;1.202573,0.08781038;-0.01437882;1.190091,0.1311875;-0.2111715;1.148819,0.117968;-0.2404015;0.9487791,0.08497187;-0.2554779;0.8164006,-0.07556802;-0.4552515;1.269939,2
6534,303,-928;15064;-6236,1540;-692;-600,-0.07837304;0.01544881;1.202426,0.08783162;-0.01440302;1.190076,0.1318243;-0.2108505;1.148816,0.1181492;-0.2405982;0.9492439,0.08171889;-0.2562342;0.8138297,-0.07535244;-0.4554564;1.269663,2
6571,302,-1020;15148;-6304,1219;-694;-918,-0.07829609;0.01544547;1.202702,0.08786195;-0.01440993;1.190152,0.1324474;-0.2105867;1.148925,0.119506;-0.2413462;0.9496958,0.07806075;-0.2582083;0.8169453,-0.07543779;-0.4555498;1.269791,2
6605,303,-864;15068;-6180,1238;-653;-826,-0.07826851;0.01539139;1.202459,0.08787183;-0.01444404;1.190117,0.1327626;-0.2100163;1.1488,0.1197027;-0.2425568;0.940506,0.07610667;-0.2559204;0.8159372,-0.07589105;-0.4555807;1.26925,2
6633,303,-1112;14940;-6088,1398;-606;-605,-0.07827208;0.01540005;1.202473,0.08788525;-0.01443302;1.190156,0.1328177;-0.2095504;1.148896,0.1080078;-0.2483662;0.9055468,0.07294116;-0.2579421;0.8177674,-0.07583873;-0.4556116;1.269255,2
6666,303,-996;15244;-5872,1697;-1028;-560,-0.07825017;0.01539008;1.202462,0.08789671;-0.0144422;1.190174,0.1330154;-0.209391;1.148959,0.1077091;-0.2485303;0.9029056,0.07129932;-0.2571673;0.8203239,-0.07592464;-0.4557136;1.269077,2
6701,304,-1128;15224;-6092,1474;-2015;403,-0.07824147;0.01537613;1.202513,0.08788703;-0.01444556;1.190209,0.1337487;-0.208147;1.149266,0.1074056;-0.2484682;0.9020466,0.06806774;-0.2580737;0.822379,-0.075809;-0.4557815;1.269072,2
6734,303,-1068;15380;-5520,2748;-3526;2575,-0.07824547;0.01536903;1.202505,0.0878856;-0.01444915;1.190207,0.1337868;-0.2079703;1.148992,0.106244;-0.2484166;0.900726,0.06623477;-0.2576471;0.8230538,-0.07584764;-0.4558105;1.268945,2
6768,304,-808;15572;-5180,3300;-8226;7141,-0.07829228;0.01537437;1.202483,0.08787518;-0.01446834;1.190202,0.1340272;-0.2070039;1.148689,0.1059134;-0.2483063;0.9006261,0.064247;-0.2585723;0.8245578,-0.07632372;-0.4556921;1.268505,2
6806,303,-520;15492;-5628,3278;-10926;8968,-0.0783223;0.01535544;1.202527,0.08788936;-0.01446382;1.190237,0.1341448;-0.2065154;1.148702,0.105662;-0.2482148;0.9007468,0.06187414;-0.2582054;0.8250511,-0.07660665;-0.4555424;1.268407,2
6838,304,356;15080;-7496,3167;-10672;10050,-0.07831897;0.01534719;1.202509,0.08789191;-0.01446487;1.190235,0.1341205;-0.2065073;1.148679,0.1054208;-0.2482236;0.9007515,0.0602343;-0.2590901;0.8257667,-0.07667651;-0.4555407;1.267914,2
6870,303,1144;14700;-6884,4281;-8428;9414,-0.07837139;0.01538838;1.202737,0.08788291;-0.01454905;1.190354,0.134491;-0.2063321;1.149282,0.1036332;-0.2478695;0.9015839,0.05870029;-0.2601894;0.8275288,-0.07686949;-0.4554365;1.268046,2
6900,306,1308;14584;-6600,3447;-11375;8868,-0.0783644;0.01540141;1.202757,0.08788022;-0.01454446;1.190363,0.1344171;-0.2063147;1.149348,0.1035885;-0.2481852;0.9017017,0.05687953;-0.2600883;0.827373,-0.07708153;-0.4553225;1.267898,2
6934,309,1296;14020;-6916,-1020;-12536;8123,-0.07845175;0.01535564;1.202271,0.08786945;-0.01457445;1.190291,0.1342092;-0.2062032;1.148498,0.1034288;-0.2483388;0.9008895,0.0564042;-0.2594076;0.8239412,-0.0777216;-0.4551528;1.266771,2
6970,313,1896;13984;-7892,-1378;-15228;7868,-0.07843515;0.01534779;1.202504,0.08788894;-0.01459994;1.190434,0.1342416;-0.2056105;1.149199,0.09900321;-0.2484396;0.9023053,0.0542324;-0.2604551;0.8297119,-0.07791997;-0.455064;1.2669,2
7005,320,1768;14616;-7984,3312;-16258;10794,-0.07843404;0.01533184;1.202485,0.08789038;-0.01459831;1.19044,0.1341673;-0.2057079;1.149127,0.09799854;-0.2481711;0.9023045,0.0528163;-0.259619;0.8258627,-0.07800625;-0.4550548;1.266682,2
7038,327,2656;11892;-8900,3632;-14559;9561,-0.07849111;0.01537532;1.202705,0.08789758;-0.01462156;1.190491,0.1339175;-0.2057932;1.149787,0.09804177;-0.2480131;0.9028808,0.05223034;-0.2604751;0.8278391,-0.0780783;-0.4549545;1.266827,2
7071,333,2180;14160;-8684,10379;-13358;11440,-0.07871081;0.01538464;1.202844,0.08789937;-0.01466157;1.190544,0.1336084;-0.205655;1.149957,0.09819407;-0.2479206;0.9029919,0.05214112;-0.2600514;0.8273537,-0.07871067;-0.454952;1.266886,2
7100,334,5192;13680;-9556,1272;-23067;7748,-0.07886346;0.01534667;1.202889,0.08746847;-0.01316235;1.189366,0.13354;-0.2055715;1.149901,0.0986507;-0.2479402;0.9028791,0.05234762;-0.2599311;0.8261376,-0.0803728;-0.4542188;1.26675,2
7134,337,1924;13712;-12400,9638;-11158;8981,-0.0789222;0.01532205;1.202914,0.08748529;-0.01328112;1.189488,0.1334018;-0.2055646;1.149948,0.0987241;-0.2479867;0.9029049,0.05294261;-0.2598895;0.8261456,-0.08057529;-0.4542363;1.266678,2
7166,338,7952;13904;-11268,-12787;-18151;3935,-0.07889446;0.01529979;1.202878,0.08749738;-0.01342556;1.189574,0.1333569;-0.2055901;1.149975,0.09887609;-0.2478929;0.9028848,0.05240249;-0.2607801;0.8249649,-0.08059338;-0.4542674;1.266589,2
7202,339,-1560;14272;-11776,-1324;-4027;7286,-0.07901949;0.01533554;1.202909,0.08751547;-0.01348853;1.189662,0.1331884;-0.2054468;1.150029,0.09893294;-0.2478777;0.9029289,0.0521464;-0.260208;0.8251171,-0.08059778;-0.4542247;1.266519,2
7235,338,8196;10836;-11092,-3105;-2440;-355,-0.07905447;0.01534887;1.202872,0.08750704;-0.01353464;1.189738,0.1331307;-0.2052579;1.149777,0.09917918;-0.2481577;0.9027149,0.05224338;-0.2601754;0.8243978,-0.08069304;-0.4541584;1.266417,2
7266,339,-3208;15520;-8228,2845;-10682;4441,-0.07915051;0.01533919;1.20266,0.08750017;-0.0135581;1.189733,0.1326414;-0.2050617;1.149321,0.09913754;-0.2482118;0.9023238,0.05249011;-0.2592179;0.8230543,-0.08089811;-0.4541326;1.266033,2
7302,338,9840;12808;-10228,-1893;-2605;529,-0.0791996;0.01534567;1.202658,0.08750033;-0.01357247;1.189749,0.1327702;-0.2047637;1.149441,0.09914558;-0.2480389;0.9024001,0.05216362;-0.2598529;0.8234046,-0.0808268;-0.4541159;1.265965,2
7332,336,-3384;12988;-10524,4218;1727;-2534,-0.07922126;0.01535224;1.202634,0.08749854;-0.0136199;1.189772,0.1327593;-0.2047395;1.149385,0.09920509;-0.2481711;0.9023752,0.05196563;-0.2604892;0.8245775,-0.08086677;-0.4541024;1.265898,2
7366,336,6748;14408;-8816,1474;2052;-3603,-0.07923287;0.01535042;1.202652,0.08750455;-0.01364421;1.189834,0.1327305;-0.2046915;1.149507,0.09929208;-0.2481407;0.9024718,0.05249231;-0.2602823;0.8248147,-0.08090733;-0.4540573;1.265865,2
7401,334,972;12960;-10232,3928;4610;-3479,-0.07931081;0.01539469;1.202987,0.08751465;-0.01371109;1.190036,0.1331434;-0.2047972;1.150145,0.09958826;-0.2481602;0.9034786,0.05116307;-0.2616247;0.8259314,-0.08088218;-0.4540229;1.26619,2
7433,333,6380;13840;-8708,962;4319;-4300,-0.07936396;0.01533552;1.203135,0.087505;-0.01374317;1.190116,0.1332911;-0.2047256;1.150772,0.09861556;-0.2487494;0.9040096,0.05148708;-0.2611823;0.8264192,-0.08091109;-0.4540862;1.266249,2
7469,330,2440;12192;-11248,4840;14057;-6759,-0.07940374;0.01527571;1.203151,0.08749611;-0.01376667;1.190138,0.1332396;-0.2047375;1.150806,0.098886;-0.2486219;0.9039747,0.05139962;-0.2610497;0.8237637,-0.08089407;-0.4541195;1.266222,2
7499,327,4816;14336;-9336,1514;9995;-8384,-0.0794842;0.01497991;1.202678,0.08742374;-0.01396783;1.190029,0.133033;-0.2049232;1.150065,0.09882019;-0.2486799;0.9031907,0.05265358;-0.2602668;0.8229982,-0.08060188;-0.4540271;1.265496,2
