Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
2265,1021,3212;-15812;-5236,1120;-361;-949,-0.2238069;-0.02907382;1.00727,-0.2377726;-0.01746766;1.091893,-0.1756528;-0.0566188;1.303452,-0.1745455;0.1960286;1.288038,-0.008036089;0.2230309;1.261733,0.02007314;-0.2336519;1.301718,1
2298,1022,3176;-15776;-5416,1116;-186;-831,-0.2262129;-0.02826842;1.013211,-0.2350792;-0.01723908;1.095602,-0.1761867;-0.05897354;1.306486,-0.1745573;0.1960119;1.288016,-0.008036236;0.2230457;1.261589,0.02005654;-0.2336683;1.301591,1
2333,1023,3232;-16016;-5292,1482;-235;-895,-0.2311723;-0.027971;1.018695,-0.2413283;-0.01963115;1.041685,-0.1759013;-0.06132864;1.308715,-0.1745718;0.196007;1.288017,-0.008036494;0.2230522;1.261577,0.02003047;-0.2336989;1.301535,1
2365,1023,3300;-15948;-5152,1389;-147;-901,-0.2376602;-0.02920257;1.021355,-0.2415349;-0.02016597;1.046137,-0.1744851;-0.06225678;1.312699,-0.1745781;0.1960083;1.288025,-0.008008417;0.2231311;1.261777,0.0200386;-0.2337423;1.301577,1
2398,1021,3208;-15880;-5232,1235;-233;-916,-0.2445373;-0.03160432;1.017982,-0.2433742;-0.01702072;1.049162,-0.1740172;-0.06223118;1.314619,-0.1745978;0.1959991;1.288052,-0.007998017;0.223188;1.261935,0.02002599;-0.233752;1.301581,1
2432,1023,3200;-15948;-5104,1320;-299;-828,-0.2499475;-0.03074659;1.015895,-0.2573475;-0.009491384;1.106924,-0.1739924;-0.06226821;1.31462,-0.1746152;0.1960243;1.288136,-0.008007959;0.2232015;1.261958,0.02005936;-0.2337482;1.301616,1
2465,1023,3312;-15772;-4976,1206;-190;-940,-0.2550036;-0.03038044;1.011136,-0.2515694;-0.005531204;1.104793,-0.1734765;-0.06295055;1.316111,-0.174629;0.1960113;1.288135,-0.008016423;0.2232018;1.261939,0.02003972;-0.2337663;1.30161,1
2498,1019,3068;-16144;-5236,993;-232;-942,-0.2607916;-0.03276674;1.008994,-0.2519455;-0.03221939;1.052334,-0.1725652;-0.06343546;1.316992,-0.174636;0.1959871;1.288084,-0.008029114;0.223193;1.261853,0.01999267;-0.2338187;1.30146,1
2535,1021,3300;-15996;-5272,929;-278;-1152,-0.2668169;-0.03263568;1.008288,-0.2535107;-0.03272209;1.061339,-0.1719772;-0.06361821;1.317897,-0.1746455;0.1959854;1.288105,-0.008037642;0.2231887;1.261868,0.01998523;-0.2339633;1.301415,1
2569,1023,3208;-16040;-5272,1320;-79;-1091,-0.2703628;-0.03316193;1.005561,-0.2577523;-0.03541742;1.054875,-0.1718242;-0.06357056;1.317821,-0.174657;0.1959372;1.288017,-0.008087675;0.2231222;1.261552,0.01992356;-0.2341834;1.30102,1
2598,1023,3160;-15732;-5204,1335;-313;-1082,-0.2759362;-0.03347774;1.007266,-0.2593932;-0.03535585;1.065711,-0.1711513;-0.06332166;1.318183,-0.1746634;0.1959366;1.288039,-0.008091319;0.2231378;1.261597,0.02005309;-0.2340939;1.301186,1
2632,1022,3204;-15740;-5304,1162;-342;-966,-0.2793784;-0.03369178;1.006636,-0.2595449;-0.03516244;1.065798,-0.1710745;-0.06340054;1.317766,-0.1746663;0.1959349;1.28804,-0.008103649;0.223143;1.261599,0.02004181;-0.2340995;1.301167,1
2665,1023,3256;-15888;-5032,1366;-332;-852,-0.279867;-0.03333592;1.006623,-0.2596667;-0.03518454;1.065805,-0.1705626;-0.06367078;1.317875,-0.1746941;0.1959126;1.287991,-0.008128032;0.2230983;1.261216,0.0200518;-0.2341003;1.301012,1
2698,1023,3252;-15672;-4976,1315;-417;-964,-0.2815658;-0.0328151;1.008518,-0.2567921;-0.03533432;1.090011,-0.168984;-0.06376728;1.320977,-0.1747197;0.1958997;1.288021,-0.008172624;0.2231252;1.261336,0.01987297;-0.2336094;1.302093,1
2733,1021,3184;-16004;-5160,1174;-420;-926,-0.2809859;-0.03209123;1.010832,-0.2660162;-0.03721209;1.062963,-0.1683464;-0.06351045;1.321743,-0.1747233;0.1959004;1.288022,-0.008174257;0.2231218;1.261333,0.01987115;-0.2336296;1.302075,1
2768,1023,3256;-15924;-5032,1323;-395;-882,-0.2789595;-0.03196946;1.00875,-0.2654828;-0.03701595;1.063799,-0.168268;-0.06358522;1.321738,-0.1747236;0.1959002;1.288022,-0.008235826;0.2231084;1.261215,0.01990809;-0.2336491;1.301897,1
2799,1023,3112;-15868;-4960,1077;-457;-976,-0.2775705;-0.03181504;1.009269,-0.2632781;-0.0363925;1.068651,-0.1682452;-0.0636848;1.321783,-0.1747377;0.1958927;1.288023,-0.008260798;0.2231139;1.26121,0.01990416;-0.2337056;1.301866,1
2832,1023,3088;-16000;-5044,1108;-389;-906,-0.273126;-0.03089042;1.005975,-0.2618041;-0.036069;1.070089,-0.1682061;-0.06332072;1.320818,-0.1747448;0.1957774;1.287833,-0.008370567;0.22307;1.260855,0.01994704;-0.2337683;1.301438,1
2865,1021,3228;-15844;-5208,1113;-481;-1009,-0.2711527;-0.03009051;1.007755,-0.2612646;-0.0345174;1.069093,-0.1680643;-0.06374084;1.321374,-0.1747503;0.1957754;1.287845,-0.008383083;0.2230708;1.260872,0.01993935;-0.2338443;1.301361,1
2898,1023,3200;-15736;-4932,1427;-483;-1052,-0.2652856;-0.02741676;1.012589,-0.2595727;-0.03292824;1.07094,-0.1681022;-0.06413656;1.321482,-0.1747541;0.1957679;1.287814,-0.00839917;0.2230468;1.260714,0.02004257;-0.2338509;1.301147,1
3000,1023,3124;-15976;-5032,1215;-463;-890,-0.2444118;-0.01997753;1.025449,-0.2455045;-0.02018842;1.083067,-0.1684912;-0.06830218;1.327729,-0.1748203;0.1958167;1.28804,-0.008164681;0.2232771;1.26144,0.01985164;-0.2339838;1.301478,1
3032,1021,3224;-15884;-5148,904;-565;-1043,-0.239826;-0.01692774;1.027054,-0.2451267;-0.01616646;1.079389,-0.1698229;-0.06931564;1.327441,-0.1748363;0.1958496;1.288094,-0.008210052;0.2233316;1.261502,0.01987086;-0.2339384;1.301514,1
3066,1023,3244;-15840;-5120,1370;-551;-855,-0.2347914;-0.0190007;1.012585,-0.2399291;-0.01389713;1.085989,-0.1880179;-0.0641495;1.28086,-0.174844;0.1958554;1.288102,-0.007927933;0.2234222;1.261824,0.01985718;-0.2339307;1.301527,1
3098,1023,3136;-15928;-5140,754;-701;-1042,-0.2289954;-0.02177477;1.002849,-0.2435476;-0.01280394;1.076579,-0.1876214;-0.06249474;1.283087,-0.1748468;0.1958686;1.288101,-0.007770625;0.2234563;1.261939,0.01979088;-0.2339553;1.30155,1
3132,1020,3044;-16180;-5100,1364;-586;-810,-0.2248682;-0.02455139;1.005292,-0.2534487;-0.014119;1.080009,-0.1844489;-0.06016305;1.290672,-0.1748452;0.1958713;1.288096,-0.007792726;0.223466;1.261967,0.01982259;-0.2339222;1.301618,1
3168,1022,3240;-16144;-5336,1073;-508;-1022,-0.2214241;-0.02503721;1.011358,-0.2583206;-0.01829495;1.080838,-0.1750166;-0.05686248;1.307476,-0.1748428;0.1958859;1.288096,-0.007620027;0.2234521;1.262051,0.01982307;-0.2339373;1.30151,1
3201,1023,3144;-15928;-4936,1296;-438;-1030,-0.2179893;-0.02573384;1.019059,-0.2591767;-0.01994834;1.081686,-0.1667124;-0.05978802;1.318672,-0.1748474;0.1958886;1.288102,-0.007708672;0.223457;1.261948,0.0198137;-0.2339331;1.301485,1
3235,1021,3108;-15972;-5284,1107;-681;-1101,-0.213243;-0.0279213;1.023119,-0.2546599;-0.01754015;1.081677,-0.1624262;-0.06098757;1.320341,-0.1748504;0.1958938;1.288108,-0.007740228;0.2234663;1.261948,0.01981919;-0.2339171;1.301496,1
3269,1022,3296;-15852;-5132,1116;-408;-978,-0.2101144;-0.02951621;1.02472,-0.2525936;-0.01585866;1.082612,-0.1506813;-0.0668038;1.31153,-0.174851;0.1959024;1.288115,-0.007793361;0.2234807;1.26195,0.01981561;-0.2339249;1.301516,1
3298,1023,3168;-15752;-4936,1006;-424;-1122,-0.2011078;-0.03038075;1.015338,-0.225821;-0.01855058;1.056552,-0.1821004;-0.007403642;1.297203,-0.1748692;0.1958886;1.288066,-0.007931758;0.2233019;1.261246,0.01997447;-0.2339159;1.300994,1
3332,1021,3264;-15932;-4944,1071;-582;-1020,-0.2032144;-0.03197639;1.027589,-0.2276727;-0.01612005;1.064515,-0.1415168;-0.07742364;1.297984,-0.1748727;0.195906;1.28809,-0.008070366;0.2233942;1.261531,0.02000724;-0.2338824;1.301177,1
3365,1023,3300;-15840;-5360,1086;-516;-982,-0.1979311;-0.03358727;1.01947,-0.2270148;-0.01597985;1.064358,-0.1790579;-0.007561652;1.296718,-0.1748724;0.19591;1.28809,-0.008129437;0.2233848;1.261512,0.01999068;-0.2338746;1.301171,1
3401,1023,3240;-15824;-5112,1185;-390;-883,-0.202105;-0.03323197;1.024507,-0.2304501;-0.01370007;1.072648,-0.1414211;-0.06489944;1.313644,-0.1748631;0.1959234;1.288081,-0.008140237;0.2233701;1.261498,0.0200626;-0.2338549;1.301125,1
