Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.03395983;-0.2039642;1.215537,-0.03719525;-0.1488883;1.271729,-0.05433945;0.03360915;1.382339,-0.03577247;0.2940735;1.440549,0.1014334;0.3045821;1.427235,0.05759445;-0.06796978;1.518742,0.1256202;-0.06482938;1.551957,0.2040551;-0.2144526;1.28224,0
33,-0.0352216;-0.2041102;1.219851,-0.03868236;-0.1492159;1.272081,-0.05466751;0.03377134;1.382016,-0.03600134;0.2952774;1.438485,0.1022905;0.3052068;1.427702,0.05747407;-0.06760528;1.518807,0.1253883;-0.06435049;1.552019,0.2040768;-0.2146777;1.282236,0
66,-0.0348544;-0.2054466;1.216098,-0.03921677;-0.1506558;1.27117,-0.05557688;0.03425873;1.377592,-0.03574178;0.2942545;1.437691,0.1028666;0.3056634;1.427371,0.0572774;-0.06741237;1.517979,0.1250061;-0.06412835;1.550822,0.2041002;-0.2150471;1.281664,0
100,-0.03440766;-0.2063767;1.215913,-0.0394269;-0.1513668;1.271036,-0.05564734;0.03463697;1.375456,-0.03553244;0.2937315;1.436924,0.1028894;0.3160304;1.413921,0.05732463;-0.06731324;1.517235,0.1249501;-0.06396915;1.550132,0.20412;-0.2154061;1.281196,0
142,-0.03373782;-0.2068802;1.215381,-0.03956791;-0.1516041;1.270573,-0.05579009;0.035509;1.372881,-0.03584057;0.3005755;1.422708,0.1025997;0.3194688;1.408478,0.05731685;-0.06622361;1.515771,0.1246163;-0.06309213;1.54883,0.2041712;-0.2161232;1.280833,0
167,-0.03324991;-0.2072976;1.214174,-0.03898505;-0.15147;1.268494,-0.0559867;0.0356346;1.370697,-0.03573552;0.301957;1.417387,0.1029542;0.3215886;1.403977,0.05751664;-0.06534454;1.514842,0.1244783;-0.06229421;1.547456,0.2040631;-0.2170063;1.280339,0
201,-0.03163633;-0.2086112;1.213759,-0.03890383;-0.1512652;1.267289,-0.05584293;0.03563937;1.369897,-0.03546866;0.3026443;1.413036,0.1033022;0.3211796;1.404368,0.05811733;-0.06491447;1.513646,0.1249174;-0.06189509;1.545859,0.2040132;-0.2176111;1.279845,0
234,-0.03159344;-0.2093715;1.213666,-0.03911187;-0.1518918;1.267518,-0.05594283;0.03570954;1.368787,-0.03530148;0.3029567;1.410013,0.1036511;0.3225946;1.397541,0.05820812;-0.06461072;1.512589,0.124877;-0.06164021;1.544566,0.203916;-0.2182343;1.279673,0
267,-0.03096795;-0.2093919;1.214022,-0.03858282;-0.1514345;1.266566,-0.05611051;0.03575892;1.368518,-0.0352806;0.302923;1.407931,0.1039605;0.3233133;1.393004,0.05861817;-0.06446567;1.511716,0.1252383;-0.06149227;1.543465,0.2038895;-0.2187513;1.279636,0
299,-0.03120749;-0.2088374;1.214772,-0.03907632;-0.1509704;1.266937,-0.05620756;0.03616754;1.369071,-0.03513549;0.3029479;1.40609,0.104304;0.3235792;1.390333,0.05905391;-0.06431451;1.511378,0.1256253;-0.06137279;1.542984,0.2037712;-0.2200457;1.27958,0
334,-0.03092829;-0.205642;1.214012,-0.03881627;-0.1494787;1.265981,-0.05636878;0.03667619;1.369938,-0.03478618;0.302181;1.400871,0.1045774;0.3240533;1.387708,0.05921602;-0.06431957;1.510567,0.1256962;-0.0614314;1.542019,0.2036793;-0.2203591;1.279475,0
