Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,KneeLeft,SpineBase,HipRight,TrimmingId
0,0.05152939;-0.02210838;1.209573,0.2114251;-0.03800732;1.261361,0.2297473;-0.2802671;1.283981,0.2380236;-0.2440932;1.099979,0.2326113;-0.2348564;1.096419,-0.06921669;-0.4317914;0.9266947,0.08842468;-0.4610485;1.2809,0.1470579;-0.4477505;1.259478,0
76,0.05145105;-0.02226129;1.20947,0.2114932;-0.03812597;1.261501,0.2292681;-0.2799155;1.287162,0.235339;-0.2182831;1.102926,0.2314254;-0.2050175;1.10408,-0.06919301;-0.4313361;0.9268072,0.08854088;-0.4611085;1.28092,0.147175;-0.4477406;1.259461,0
97,0.05278043;-0.0220983;1.20966,0.2116633;-0.03843044;1.261884,0.2297521;-0.2354897;1.259271,0.2297251;-0.2601643;1.069989,0.2292423;-0.194477;1.105234,-0.06903717;-0.4313271;0.9269372,0.08862512;-0.4611015;1.281092,0.1472634;-0.4477749;1.259644,0
132,0.05276364;-0.02214831;1.209869,0.211943;-0.03911135;1.262253,0.2362825;-0.2450377;1.268154,0.2344941;-0.1765679;1.093413,0.2337451;-0.1682245;1.099164,-0.06889538;-0.4312916;0.927154,0.08875503;-0.4612173;1.281305,0.1473804;-0.4478882;1.259853,0
165,0.05287615;-0.02222559;1.210074,0.212364;-0.04014213;1.262558,0.2738209;-0.2418518;1.275538,0.234428;-0.1621939;1.101949,0.2343627;-0.1481011;1.097546,-0.06888852;-0.4313007;0.9272387,0.08887739;-0.4612824;1.281468,0.1475659;-0.4480981;1.260164,0
199,0.0535095;-0.02235594;1.210672,0.2127617;-0.0411111;1.262737,0.3097551;-0.2503344;1.328731,0.2374203;-0.1946741;1.095468,0.2357798;-0.1330141;1.100301,-0.068789;-0.4313834;0.9272984,0.08902569;-0.4614489;1.281732,0.1477913;-0.4485098;1.260732,0
232,0.05397597;-0.02233117;1.21088,0.2131156;-0.04244814;1.262428,0.3083415;-0.2330633;1.29319,0.235302;-0.1885744;1.083941,0.2361807;-0.1168583;1.099638,-0.06875908;-0.4314598;0.9273189,0.08907495;-0.4614529;1.28181,0.1478994;-0.448601;1.260891,0
265,0.05481398;-0.02245547;1.211725,0.2133397;-0.04369676;1.262102,0.3081164;-0.2327586;1.293014,0.2345506;-0.1783715;1.082154,0.2368705;-0.1023238;1.102795,-0.06870784;-0.4314647;0.9274069,0.08915418;-0.461564;1.282069,0.1480168;-0.4489134;1.261366,0
297,0.05602141;-0.02254511;1.212485,0.2137315;-0.04573867;1.261,0.2999701;-0.2258128;1.279373,0.233337;-0.1617384;1.080895,0.2360544;-0.08610099;1.103837,-0.06861992;-0.4314942;0.9274427,0.08935444;-0.461677;1.282244,0.1483476;-0.4492129;1.261741,0
329,0.05678045;-0.02256057;1.212858,0.2141491;-0.04772921;1.259819,0.2973459;-0.2233111;1.273735,0.2319853;-0.1515856;1.084516,0.236223;-0.07611264;1.10517,-0.06850888;-0.4315428;0.927456,0.08950084;-0.4618451;1.282374,0.1485642;-0.4494525;1.261994,0
365,0.05776959;-0.02268849;1.213708,0.2148107;-0.04927732;1.258773,0.2970915;-0.2235151;1.272466,0.2313577;-0.1397861;1.08691,0.2342924;-0.06359249;1.111658,-0.06842435;-0.4315755;0.9276237,0.08966425;-0.4619882;1.282664,0.1487876;-0.4496865;1.262368,0
399,0.05868508;-0.02281617;1.214763,0.2154155;-0.05074282;1.257874,0.2965681;-0.2244084;1.271058,0.2303531;-0.1298791;1.089695,0.2322015;-0.05385121;1.114538,-0.06847664;-0.4321784;0.9279106,0.08981151;-0.4621791;1.283132,0.1490034;-0.4501302;1.263009,0
431,0.05895626;-0.02288006;1.214556,0.2162233;-0.05299671;1.255319,0.2911656;-0.2236918;1.258772,0.2280985;-0.1186668;1.08832,0.2286337;-0.04203682;1.110859,-0.06853379;-0.4320722;0.9276488,0.08966887;-0.4625238;1.282733,0.1488268;-0.4508286;1.262359,0
464,0.05943939;-0.02287046;1.214713,0.2168913;-0.05434483;1.253725,0.2881992;-0.2428627;1.266356,0.2263508;-0.109873;1.090824,0.2263047;-0.03265608;1.115698,-0.06840521;-0.4322563;0.9276752,0.08994074;-0.4627024;1.282773,0.1491707;-0.4511352;1.262408,0
495,0.05962498;-0.0228888;1.214753,0.2172787;-0.05498886;1.252423,0.2906199;-0.2464593;1.314918,0.2305041;-0.107616;1.115057,0.2218276;-0.01990198;1.113261,-0.06824634;-0.4324182;0.9276553,0.0900555;-0.4627261;1.282827,0.1493631;-0.4512177;1.26249,0
532,0.06054828;-0.0229518;1.215091,0.2175934;-0.05549951;1.251123,0.28196;-0.2243031;1.227633,0.2015338;-0.05610082;1.153968,0.2168883;-0.007984628;1.121329,-0.06813625;-0.4327824;0.9277478,0.09025389;-0.4627756;1.282978,0.1495998;-0.4512624;1.262663,0
564,0.06138279;-0.0228112;1.214627,0.2178044;-0.05634197;1.248006,0.2845342;-0.2424217;1.251137,0.2206193;-0.07402331;1.094768,0.2151172;-0.005484469;1.115859,-0.06806062;-0.4328518;0.9277042,0.0902941;-0.462803;1.282937,0.1496536;-0.4513079;1.262594,0
601,0.06158575;-0.02280191;1.21473,0.2172143;-0.06248087;1.236031,0.2757786;-0.2333289;1.211046,0.220085;-0.07221563;1.093581,0.2117653;0.0005128495;1.117511,-0.06795475;-0.4329409;0.9277257,0.09035042;-0.4628793;1.282962,0.1497537;-0.4514629;1.262566,0
633,0.0620451;-0.02266534;1.214336,0.216909;-0.06392335;1.231275,0.2833093;-0.2504824;1.256974,0.219002;-0.07110552;1.094373,0.2069477;0.002336391;1.112241,-0.06800305;-0.4328524;0.9277214,0.09032483;-0.4631164;1.282799,0.1497518;-0.4518656;1.262136,0
