Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.02558367;-0.2088185;1.199504,-0.03741555;-0.16053;1.25138,-0.06529096;0.01758284;1.367271,-0.05349093;0.2750792;1.393665,0.08092324;0.290012;1.36387,0.05273164;-0.08185679;1.502416,0.1189666;-0.07809027;1.532951,0.2325684;-0.2147069;1.283604,0
33,-0.02442501;-0.2098689;1.196685,-0.03624004;-0.1608555;1.249592,-0.06467551;0.01687098;1.365965,-0.05269286;0.2755321;1.393406,0.0809809;0.2896799;1.363389,0.05302273;-0.08172548;1.502205,0.11917;-0.07803489;1.532899,0.233538;-0.2149014;1.284,0
66,-0.02347841;-0.2095827;1.196266,-0.03529276;-0.16132;1.248769,-0.06405055;0.01641948;1.365038,-0.05206465;0.2757798;1.393214,0.08105339;0.2895186;1.363046,0.05318647;-0.0816308;1.502089,0.1192907;-0.07798812;1.532887,0.2344878;-0.215;1.284368,0
99,-0.02213815;-0.2087485;1.196666,-0.03414138;-0.161225;1.247727,-0.0637631;0.01611001;1.36442,-0.05135808;0.2760819;1.392905,0.08114664;0.2893513;1.362821,0.05357843;-0.08150427;1.502071,0.1197123;-0.07786736;1.533011,0.2353214;-0.2150581;1.284882,0
133,-0.02138039;-0.2094878;1.194992,-0.03328991;-0.1617394;1.246454,-0.0631289;0.0157291;1.362877,-0.05084022;0.2762451;1.392787,0.08113192;0.2891851;1.362586,0.05302226;-0.08137082;1.502101,0.1190569;-0.07789963;1.533188,0.2359714;-0.2149587;1.28544,0
167,-0.02048322;-0.2080849;1.194196,-0.0327211;-0.1613126;1.245034,-0.06264015;0.01631077;1.361196,-0.05023468;0.2765823;1.392781,0.08118334;0.2890539;1.362398,0.05307931;-0.08137994;1.501871,0.1191356;-0.07787198;1.533139,0.2362702;-0.2150012;1.285622,0
200,-0.01977822;-0.2060278;1.192592,-0.03195839;-0.1591999;1.243655,-0.06139331;0.01952636;1.358181,-0.04962915;0.2769415;1.392775,0.08118427;0.2889929;1.362326,0.05227095;-0.08136497;1.501847,0.1181374;-0.07797735;1.533532,0.2374381;-0.2149861;1.287178,0
233,-0.01958862;-0.2044782;1.190669,-0.03022932;-0.1564911;1.239801,-0.06033674;0.02133016;1.355646,-0.04903759;0.277129;1.392771,0.08118721;0.2889544;1.362286,0.05178098;-0.0812955;1.501824,0.1176747;-0.07797444;1.533726,0.238228;-0.2151822;1.288099,0
266,-0.02080445;-0.2038512;1.184735,-0.02933536;-0.1570878;1.234738,-0.05837148;0.02296284;1.347225,-0.04847733;0.2771333;1.392299,0.08116931;0.2888898;1.362197,0.05123612;-0.08107119;1.501642,0.1172112;-0.07791659;1.533676,0.2382783;-0.2150926;1.288145,0
298,-0.02305003;-0.2028079;1.188396,-0.02929307;-0.1546099;1.232763,-0.05797325;0.02550554;1.345262,-0.05233665;0.2732599;1.390922,0.08117518;0.2888603;1.362317,0.05093057;-0.08105159;1.502235,0.1168252;-0.07787328;1.534441,0.2384069;-0.2148116;1.289053,0
331,-0.02583838;-0.2012945;1.184074,-0.02884807;-0.1518501;1.226565,-0.05747798;0.02733249;1.340671,-0.04992538;0.2746976;1.39089,0.08228783;0.2900029;1.364436,0.05142197;-0.08098032;1.501717,0.1173613;-0.07768852;1.534215,0.2384713;-0.2148386;1.289111,0
364,-0.02759087;-0.2019753;1.184282,-0.0294655;-0.1516936;1.223325,-0.05673789;0.02854065;1.336047,-0.04847114;0.2754504;1.391046,0.08316131;0.290809;1.366094,0.0524749;-0.08114076;1.500857,0.1183041;-0.07765182;1.533766,0.2387124;-0.2150161;1.289017,0
404,-0.02838448;-0.2033529;1.185233,-0.02996171;-0.1514478;1.221287,-0.05658803;0.02922859;1.333437,-0.04712117;0.2768691;1.392232,0.08403247;0.2917739;1.367729,0.05298474;-0.080961;1.50088,0.1191716;-0.07724109;1.534064,0.2385774;-0.2146787;1.289605,0
432,-0.02873824;-0.2011171;1.179779,-0.03042434;-0.149381;1.216002,-0.05596689;0.03030877;1.330095,-0.05134674;0.2730242;1.39015,0.0843946;0.2919737;1.368148,0.05400012;-0.08109985;1.50016,0.1200233;-0.07720478;1.533395,0.23869;-0.2150104;1.289157,0
466,-0.02871783;-0.1998124;1.179784,-0.03050289;-0.1474097;1.213517,-0.05584382;0.03168391;1.328657,-0.05307614;0.2713064;1.389711,0.08803397;0.2958281;1.374525,0.05429591;-0.08101773;1.50018,0.1203643;-0.07704607;1.533458,0.2389573;-0.215105;1.289461,0
500,-0.02604316;-0.198662;1.177088,-0.03063437;-0.1456968;1.211385,-0.05593615;0.03221289;1.328456,-0.04915008;0.2741632;1.391956,0.08929608;0.2968949;1.376651,0.05480621;-0.08069541;1.500067,0.1207558;-0.07683503;1.533401,0.2389716;-0.2150978;1.289441,0
533,-0.02249818;-0.1951063;1.178738,-0.03090406;-0.1428441;1.211573,-0.05674219;0.03314146;1.33154,-0.04728846;0.2765626;1.395043,0.08929008;0.2968687;1.376641,0.05489843;-0.08066885;1.500111,0.1208973;-0.07679686;1.533545,0.2390175;-0.2149719;1.289629,0
565,-0.01924821;-0.1887792;1.17306,-0.03237116;-0.138365;1.209037,-0.05740823;0.03152345;1.338014,-0.04663621;0.2771555;1.395903,0.08920465;0.2967145;1.376552,0.05518243;-0.08035403;1.50023,0.1211105;-0.07659779;1.533592,0.2391346;-0.2149088;1.289639,0
601,-0.019306;-0.153546;1.172383,-0.03227085;-0.1267138;1.21068,-0.05825593;0.03562484;1.349217,-0.0463545;0.2775073;1.396457,0.08919988;0.2966141;1.376349,0.0551284;-0.08022066;1.500128,0.1210803;-0.07654484;1.533467,0.2391801;-0.2150022;1.289499,0
632,-0.01743641;-0.128859;1.166175,-0.02780544;-0.1113809;1.204994,-0.05971912;0.04174718;1.362391,-0.04593118;0.2779818;1.39706,0.0890239;0.2963274;1.376102,0.05448049;-0.08016766;1.500377,0.1203836;-0.07664278;1.533668,0.2392008;-0.2148738;1.289588,0
667,-0.01806849;-0.1327312;1.181545,-0.03435001;-0.08537529;1.212113,-0.05715554;0.04561129;1.381848,-0.04546653;0.2786429;1.397882,0.08894669;0.2961536;1.375972,0.0540816;-0.08015925;1.500626,0.1199028;-0.07674531;1.533918,0.239229;-0.214754;1.289756,0
700,-0.01824099;-0.07280879;1.166588,-0.0364414;-0.07630463;1.225068,-0.05607856;0.05268125;1.396756,-0.04483499;0.2790166;1.398218,0.08880969;0.2958404;1.375678,0.05314643;-0.07978797;1.501055,0.1191257;-0.07667102;1.534166,0.239395;-0.2146624;1.289929,0
