Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.2250098;-0.2464297;0.9696679,-0.2135187;-0.2025431;1.014359,-0.1877662;-0.07488908;1.201395,-0.1760516;0.1695695;1.246956,-0.007634977;0.2098297;1.245963,-0.06763746;-0.2664915;1.296422,0.01121921;-0.2688904;1.332333,0.2123158;-0.2915157;1.022386,0
34,-0.2240275;-0.2440276;0.967871,-0.2134653;-0.2023472;1.014312,-0.1876493;-0.07534832;1.199928,-0.1761019;0.1696097;1.246545,-0.007600114;0.2098553;1.245922,-0.06754009;-0.2663105;1.296114,0.01133121;-0.2686892;1.332167,0.2121164;-0.2915747;1.021946,0
66,-0.225485;-0.2463605;0.970598,-0.2134669;-0.2023317;1.014308,-0.1876525;-0.0753463;1.199945,-0.1761302;0.1696722;1.246393,-0.007529395;0.2098951;1.245975,-0.06734134;-0.2662544;1.296047,0.01147588;-0.2686072;1.332147,0.2120766;-0.291671;1.021893,0
102,-0.2254242;-0.2468411;0.9696802,-0.213474;-0.2023163;1.014293,-0.1876484;-0.07535281;1.199963,-0.1761424;0.1697181;1.246304,-0.0074147;0.2099684;1.246042,-0.06729876;-0.2662038;1.296048,0.01151509;-0.2685481;1.332162,0.2120417;-0.2917337;1.021825,0
134,-0.22619;-0.247092;0.9716292,-0.2134472;-0.2025101;1.014217,-0.1876311;-0.07548523;1.200009,-0.176149;0.1697417;1.246279,-0.007316676;0.2100299;1.246127,-0.06719032;-0.266152;1.296006,0.01159289;-0.2684793;1.332178,0.2120413;-0.2918003;1.021825,0
168,-0.224533;-0.2458668;0.9678364,-0.2130674;-0.2033592;1.012872,-0.1875519;-0.07586741;1.199411,-0.1761496;0.1698181;1.246045,-0.007257006;0.2100776;1.24613,-0.06708966;-0.2660299;1.295914,0.01170902;-0.2683198;1.33213,0.2119839;-0.2919351;1.021664,0
199,-0.2260864;-0.2414372;0.9789268,-0.2172834;-0.2034871;1.019701,-0.1875656;-0.07578565;1.199987,-0.1761684;0.1698667;1.246071,-0.00591825;0.2103405;1.248143,-0.06672807;-0.265953;1.296273,0.01195082;-0.2682042;1.332506,0.2119748;-0.2920288;1.022007,0
233,-0.2269467;-0.239531;0.9771811,-0.2174761;-0.201083;1.019185,-0.1871592;-0.07536522;1.200795,-0.1761791;0.1698892;1.246077,-0.005100202;0.2105087;1.24904,-0.06655602;-0.2655388;1.296863,0.01226105;-0.2675899;1.333436,0.2119686;-0.2922405;1.022128,0
267,-0.2271899;-0.2345612;0.9740855,-0.2172111;-0.1996073;1.019103,-0.1867875;-0.07494166;1.201438,-0.1761839;0.1699085;1.246062,-0.005095227;0.210557;1.249007,-0.06650646;-0.2654449;1.296979,0.01230247;-0.2674847;1.333571,0.2119631;-0.2922353;1.02213,0
300,-0.219497;-0.2217938;0.9745407,-0.2151576;-0.1962895;1.01875,-0.1864219;-0.07348194;1.202662,-0.1761873;0.1699373;1.246001,-0.005091487;0.2106015;1.248954,-0.06644901;-0.26524;1.297114,0.01239734;-0.267268;1.333705,0.211904;-0.2923786;1.022139,0
