Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.1991831;-0.261824;0.9415918,-0.2009282;-0.2292942;0.9656264,-0.1616012;-0.07024297;1.115242,-0.1675223;0.1932844;1.249551,-0.01255224;0.2307431;1.271505,-0.06714118;-0.2536556;1.289083,0.00593082;-0.2574139;1.328109,0.2194122;-0.2906254;1.027048,0
33,-0.1995977;-0.2626347;0.9415631,-0.2009668;-0.2294347;0.9657123,-0.1615918;-0.07030936;1.115231,-0.1675235;0.1933924;1.249478,-0.01223203;0.2308812;1.270495,-0.06709336;-0.2536584;1.288946,0.005932005;-0.2574267;1.327958,0.2193885;-0.2905996;1.027023,0
69,-0.1990036;-0.2618396;0.940506,-0.2010592;-0.2295806;0.9656404,-0.1615464;-0.07043245;1.115095,-0.1675173;0.193523;1.249331,-0.01229515;0.2309301;1.270496,-0.06713175;-0.2535323;1.288989,0.00593741;-0.2573051;1.328018,0.2192639;-0.2905118;1.026876,0
101,-0.1983832;-0.2613518;0.9380063,-0.2012454;-0.2299403;0.9653189,-0.1614992;-0.07065126;1.114552,-0.1674953;0.1936508;1.249038,-0.01236709;0.2309738;1.270385,-0.06716218;-0.2534786;1.288879,0.005922519;-0.2572582;1.3279,0.2190798;-0.2904485;1.02657,0
131,-0.1993892;-0.2639848;0.942774,-0.1995979;-0.2318085;0.9668845,-0.1615245;-0.07087557;1.114728,-0.1675043;0.1937257;1.249039,-0.01251333;0.2310789;1.270645,-0.06710239;-0.2534724;1.288854,0.005944856;-0.2572545;1.327878,0.2190456;-0.2904724;1.026664,0
168,-0.1986646;-0.2632608;0.9416945,-0.2004893;-0.2316317;0.9669455,-0.1615692;-0.07095826;1.114848,-0.1675192;0.1938044;1.248999,-0.01257303;0.2310968;1.270656,-0.06699674;-0.2534922;1.288693,0.005990714;-0.2572713;1.327785,0.2190372;-0.2904727;1.026657,0
199,-0.1975802;-0.2641822;0.9424441,-0.1962432;-0.2331636;0.9677089,-0.16157;-0.07099973;1.115037,-0.1675436;0.1938875;1.248935,-0.01235302;0.2311448;1.26966,-0.0669734;-0.2535694;1.288524,0.005962719;-0.2573764;1.327609,0.2190273;-0.2904693;1.026658,0
233,-0.1757177;-0.2818873;0.9494601,-0.1590111;-0.2486923;0.983096,-0.1615954;-0.07114387;1.115518,-0.1675526;0.1939512;1.248923,-0.01244658;0.23127;1.269877,-0.06694753;-0.2535974;1.288379,0.005957218;-0.2574064;1.327533,0.2190089;-0.2904693;1.026739,0
267,-0.1987422;-0.2626595;0.9422028,-0.203982;-0.2318718;0.9690727,-0.1617358;-0.07102048;1.115788,-0.1675635;0.1939919;1.248877,-0.01255721;0.2312962;1.269933,-0.06688876;-0.2536167;1.288278,0.005983448;-0.2574181;1.327487,0.2190032;-0.2904695;1.026738,0
301,-0.1982346;-0.2636565;0.9439198,-0.2009745;-0.2321407;0.9694418,-0.1620452;-0.07080898;1.116581,-0.1675613;0.1940253;1.248882,-0.01268152;0.2314761;1.270258,-0.06688542;-0.2536211;1.28827,0.0059772;-0.2574256;1.327473,0.2189812;-0.2905079;1.02686,0
