Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-300;16508;-2212,23434;4828;-1870,-0.02881086;0.4235085;1.205506,-0.0137921;0.2285038;1.281183,0.1367385;0.1915425;1.276411,0.1542738;-0.03971835;1.183909,0.1406997;-0.2626488;1.08995,0.1334764;-0.3192956;1.059725,-0.01768498;-0.1718974;1.40243,0
26,-508;15156;-5112,19273;3148;-945,-0.02890887;0.423205;1.205185,-0.01380666;0.2284126;1.28112,0.1367382;0.1915386;1.276417,0.1543065;-0.03975957;1.184027,0.1404098;-0.2628118;1.09026,0.1329855;-0.3211561;1.061329,-0.01759387;-0.1719753;1.40242,0
58,-344;15532;-6424,17556;2443;-725,-0.0290216;0.4226853;1.20436,-0.01385112;0.2281761;1.280608,0.1367212;0.1914903;1.276292,0.1542915;-0.03980791;1.183902,0.1401262;-0.2628629;1.090006,0.1317012;-0.3200679;1.058006,-0.01758031;-0.1720022;1.402016,0
92,392;13336;-8444,18150;1771;-1184,-0.02905737;0.4226041;1.204267,-0.0138724;0.2281238;1.280552,0.1367215;0.1914887;1.276293,0.1543286;-0.03987734;1.1841,0.140029;-0.2628639;1.090131,0.1323315;-0.3218589;1.061143,-0.017614;-0.1719628;1.402111,0
125,-284;14080;-10092,18314;2149;-799,-0.02913808;0.4222845;1.203894,-0.01390617;0.2280284;1.280461,0.1367215;0.1914856;1.276294,0.1543502;-0.03990161;1.184166,0.1399419;-0.2628781;1.090243,0.1321473;-0.3214959;1.060619,-0.01766368;-0.1719728;1.402203,0
162,1444;12116;-11652,16421;1555;133,-0.0292132;0.4223214;1.203934,-0.0139203;0.2279562;1.280363,0.136721;0.1914841;1.276292,0.1544081;-0.03992916;1.184249,0.1399592;-0.262891;1.090219,0.132017;-0.3217278;1.060069,-0.01759843;-0.171999;1.402184,0
194,588;11928;-12624,16236;1770;44,-0.02935851;0.4218875;1.203462,-0.01392621;0.2278697;1.280295,0.1367212;0.1914836;1.276289,0.1544203;-0.03995698;1.184326,0.1397856;-0.2630141;1.090363,0.1319385;-0.3203798;1.061071,-0.01755724;-0.172024;1.402166,0
224,1112;10856;-13488,15731;979;824,-0.02945922;0.4216954;1.203208,-0.01395614;0.2277816;1.280164,0.1367165;0.1914766;1.276274,0.1544318;-0.03998837;1.184383,0.1396046;-0.2629995;1.090854,0.1323876;-0.320586;1.060437,-0.01752921;-0.1720538;1.402128,0
258,788;10496;-14464,9682;1109;1720,-0.02944026;0.421203;1.203658,-0.01432142;0.2283188;1.281708,0.1367146;0.1914762;1.276275,0.1544545;-0.04002717;1.184498,0.1394933;-0.2631742;1.09113,0.1323328;-0.322144;1.062693,-0.01756814;-0.1720385;1.402229,0
292,1140;9240;-14708,8515;-97;1392,-0.02945838;0.4212145;1.20358,-0.01434997;0.2281805;1.281489,0.136714;0.1914762;1.276273,0.1545165;-0.04004786;1.184568,0.1397409;-0.2633227;1.091064,0.1332315;-0.3224348;1.06141,-0.01769363;-0.1720451;1.402276,0
