Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-4396;-13072;8960,246;-2176;-847,-0.003984259;0.4310645;1.238088,-0.1605665;-0.2366367;1.101982,-0.1647846;-0.1966613;1.140546,-0.1889941;-0.002370843;1.258364,-0.1550562;0.2136481;1.306603,-0.01087156;0.2389193;1.317509,-0.02272431;-0.1700877;1.359317,0
38,-4352;-12956;8740,903;-1933;-921,-0.003973369;0.4311059;1.238143,-0.1604123;-0.2357217;1.102969,-0.1646376;-0.1967669;1.140582,-0.1890077;-0.002421336;1.25841,-0.1554319;0.2132248;1.306807,-0.01077417;0.2389559;1.31757,-0.02273347;-0.1701134;1.359305,0
65,-4376;-12824;8792,1097;-1676;-624,-0.003958146;0.4312373;1.238293,-0.1604164;-0.2365959;1.102777,-0.1646453;-0.1967129;1.140645,-0.1889959;-0.002425487;1.258504,-0.1556633;0.2130449;1.307033,-0.01073677;0.2389786;1.317619,-0.02268933;-0.170113;1.359337,0
100,-3936;-12484;8876,1380;-1668;-646,-0.003961145;0.4314032;1.238486,-0.161119;-0.2348138;1.103853,-0.1651564;-0.1941211;1.141694,-0.1889955;-0.002409596;1.258591,-0.1539748;0.2150516;1.307131,-0.01061651;0.2390884;1.317759,-0.02267823;-0.1700517;1.359367,0
132,-3980;-12468;8940,1365;-1555;-414,-0.003957685;0.4314094;1.238487,-0.1601751;-0.2333881;1.103241,-0.1651457;-0.1941719;1.141561,-0.1889413;-0.002448089;1.258687,-0.1528509;0.2163406;1.307103,-0.0105787;0.2391537;1.317801,-0.02268185;-0.1699996;1.359358,0
166,-3676;-12344;9048,1558;-1340;10,-0.003964982;0.4314153;1.238482,-0.1601776;-0.234163;1.103513,-0.165143;-0.1942261;1.141506,-0.1888976;-0.002509018;1.258864,-0.1533317;0.2158553;1.307149,-0.01054118;0.2392;1.317803,-0.02265653;-0.1699941;1.35934,0
200,-3804;-12516;8952,826;-1104;-251,-0.003966529;0.4314862;1.238626,-0.161212;-0.2353386;1.104192,-0.1650885;-0.1942815;1.141656,-0.188905;-0.002566944;1.259298,-0.1527167;0.2167648;1.307413,-0.01056211;0.2394462;1.318177,-0.0225887;-0.1698501;1.359576,0
233,-4036;-13016;9044,1558;-1091;-181,-0.003976662;0.4315308;1.238639,-0.1599843;-0.2337669;1.103071,-0.1650627;-0.1942957;1.141605,-0.188891;-0.002622919;1.259308,-0.1521301;0.2174617;1.307355,-0.01049856;0.2395187;1.318159,-0.02257252;-0.1697911;1.35949,0
264,-4096;-12604;8864,1120;-928;-559,-0.003963477;0.4315622;1.238718,-0.160203;-0.2340182;1.103387,-0.1650589;-0.1943314;1.141555,-0.1888665;-0.002613063;1.259412,-0.1534576;0.2163316;1.307937,-0.01047163;0.2395973;1.31823,-0.02256089;-0.1697855;1.359491,0
300,-4156;-12704;8916,647;-755;-510,-0.004073225;0.4319717;1.239576,-0.1616613;-0.2346392;1.104316,-0.1656478;-0.1920045;1.143086,-0.1888515;-0.002452751;1.259947,-0.1526691;0.2173086;1.308249,-0.01046372;0.2399633;1.318874,-0.02246518;-0.1695158;1.359807,0
