Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,396;9572;13040,1824;-187;-1450,-0.02287974;0.3954749;1.166708,-0.01600345;0.2177476;1.263031,0.1247882;0.1907104;1.251124,0.1637096;-0.03722223;1.213227,0.1344732;-0.2540887;1.101365,0.1268985;-0.3123432;1.061435,-0.01327402;-0.1704719;1.405373,0
27,776;9736;13156,867;-1186;-868,-0.02369405;0.3969001;1.167048,-0.01649279;0.2183098;1.262766,0.1247112;0.1907407;1.251247,0.1637654;-0.03602288;1.212803,0.1347674;-0.253355;1.10183,0.1268396;-0.3127526;1.061403,-0.01369821;-0.1710438;1.40479,0
61,1144;9040;12472,2610;-352;-686,-0.0246496;0.3987376;1.16775,-0.01684303;0.2189673;1.262526,0.124642;0.190759;1.251321,0.1641915;-0.03588784;1.210727,0.1348692;-0.2538782;1.101219,0.1264871;-0.3127145;1.060419,-0.01397022;-0.1708678;1.40501,0
96,676;9268;12700,4720;-259;-868,-0.0259873;0.4009715;1.169499,-0.01728776;0.2200662;1.263329,0.1244776;0.1907977;1.251846,0.1649679;-0.03153075;1.210094,0.1356958;-0.2505369;1.102705,0.1284254;-0.3107488;1.063695,-0.01374698;-0.1707218;1.405935,0
164,-13552;6796;-4900,3621;-2677;-67,-0.02785846;0.405045;1.171768,-0.01756663;0.2211565;1.262864,0.1242497;0.1908927;1.25196,0.1663405;-0.02386356;1.204487,0.1378883;-0.2448441;1.10115,0.1235592;-0.3064501;1.05902,-0.01361012;-0.1702822;1.406165,0
196,-13476;8736;-5052,2479;-1358;-1324,-0.02831446;0.4063055;1.172517,-0.01768881;0.2217079;1.26303,0.1241192;0.1909879;1.25217,0.1666344;-0.02279611;1.204659,0.1389835;-0.2433446;1.100095,0.124411;-0.3045418;1.061268,-0.01308048;-0.1708561;1.405632,0
229,-13192;7808;-4892,1210;280;-811,-0.02914324;0.4086554;1.174496,-0.01794323;0.222536;1.263505,0.1240015;0.1911812;1.252564,0.1669563;-0.02197777;1.20479,0.1407619;-0.2417642;1.098124,0.1232407;-0.3011331;1.065139,-0.01293687;-0.17095;1.405587,0
262,-13136;7024;-4288,44;-606;-1219,-0.02941008;0.4084893;1.176272,-0.01774488;0.2220417;1.264192,0.1239572;0.1912382;1.25262,0.1678089;-0.02028182;1.203265,0.1445987;-0.2363211;1.088018,0.12835;-0.2949495;1.049513,-0.01174911;-0.1711285;1.404761,0
296,-12768;7180;-4252,1444;-147;-1035,-0.02977671;0.4102851;1.177392,-0.01783678;0.2229068;1.264512,0.1239137;0.1913938;1.252865,0.1693856;-0.01768437;1.201589,0.1506637;-0.224187;1.068411,0.1370787;-0.3039524;1.013269,-0.01142883;-0.1711354;1.404852,0
328,-12936;7056;-4608,1422;-204;-1381,-0.02996876;0.4108758;1.177485,-0.0179356;0.2233783;1.264603,0.1238932;0.1914781;1.252967,0.1717567;-0.01428215;1.196288,0.1536629;-0.2156813;1.055041,0.1501084;-0.2815058;0.968498,-0.01060395;-0.1712285;1.404704,0
361,-13080;7456;-4764,3515;-188;-599,-0.03003473;0.4112256;1.177196,-0.01788096;0.2237586;1.264409,0.1238547;0.1915632;1.252964,0.1750251;-0.007832515;1.184161,0.1671042;-0.1806321;1.007318,0.1538661;-0.2580214;0.9348643,-0.009340743;-0.1713437;1.403975,0
413,-13160;7428;-5256,3168;-108;-1017,-0.03065283;0.4129607;1.179217,-0.01792258;0.224951;1.265837,0.1238326;0.191901;1.253351,0.176642;-0.004920335;1.182572,0.167925;-0.1746538;1.002744,0.1521355;-0.2493602;0.9215625,-0.009178776;-0.171363;1.404206,0
429,-13112;7608;-5448,2055;-123;-1165,-0.03075222;0.4131655;1.179206,-0.01795705;0.2253053;1.266018,0.1238432;0.1920056;1.253399,0.179256;0.004488648;1.180223,0.1675446;-0.1545738;0.9908512,0.1542206;-0.2246136;0.901814,-0.009256793;-0.1714333;1.40413,0
461,-13004;6900;-4940,1418;-524;-930,-0.03094201;0.4134872;1.179585,-0.01814118;0.2258577;1.266667,0.1238727;0.1921408;1.253479,0.1810999;0.01188555;1.177897,0.1710603;-0.1313876;0.9760581,0.1531365;-0.2107089;0.8858065,-0.009263532;-0.1714512;1.404275,0
495,-13128;7708;-5648,1125;-723;-1178,-0.03096269;0.4124876;1.180957,-0.01801797;0.2249915;1.267404,0.1238845;0.1922181;1.253434,0.1827117;0.01718836;1.173681,0.1703777;-0.1226131;0.9695083,0.1534124;-0.191589;0.8679594,-0.009707764;-0.1711406;1.404496,0
