Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
1330,-10444;-5696;10528,-2564;-698;-1748,-0.02418986;0.4456706;1.255874,-0.1453383;-0.2090328;0.9017358,-0.1717301;-0.1235997;1.020933,-0.2174283;0.02281622;1.234946,-0.1675411;0.21444;1.302344,-0.03014848;0.2463196;1.32459,-0.0267661;-0.1648179;1.357781,0
1365,-10440;-5780;10304,-651;-353;-1410,-0.02353822;0.4466173;1.25707,-0.1468019;-0.2057516;0.8969382,-0.1746889;-0.1215269;1.016616,-0.2180452;0.02436135;1.231485,-0.168015;0.2142805;1.302067,-0.02999935;0.2466857;1.324842,-0.02690016;-0.1647392;1.357793,0
1397,-10420;-5892;10228,303;-507;-1263,-0.02305547;0.4471906;1.25777,-0.1491237;-0.1989213;0.8887873,-0.1750611;-0.1202776;1.013124,-0.2192274;0.02692004;1.226937,-0.1684147;0.2141488;1.301205,-0.02985956;0.2468486;1.324917,-0.02709746;-0.1647117;1.357556,0
1430,-10288;-5756;10364,1091;-562;-1068,-0.0225002;0.4481253;1.259084,-0.150509;-0.1926262;0.8870816,-0.1757039;-0.1184212;1.010267,-0.220539;0.02824973;1.224311,-0.1670172;0.2154023;1.302432,-0.02960436;0.2473576;1.325294,-0.02724096;-0.164629;1.357634,0
1463,-10236;-5644;10120,552;-395;-1047,-0.02213474;0.448454;1.259333,-0.1520079;-0.1844303;0.8802595,-0.1765986;-0.1142218;1.004217,-0.221579;0.03060341;1.219501,-0.1674179;0.2153775;1.30171,-0.02944915;0.2475526;1.325289,-0.02731679;-0.1645521;1.357521,0
1498,-10204;-5868;10340,790;-354;-1044,-0.0214454;0.4492023;1.260596,-0.1539999;-0.1782763;0.8754151,-0.1778978;-0.1084373;1.000262,-0.2223719;0.0325454;1.218201,-0.1664832;0.2161261;1.30253,-0.02921529;0.2478823;1.325549,-0.02741065;-0.1645263;1.357507,0
1531,-10356;-5684;10060,703;-299;-1053,-0.02090111;0.4497473;1.261277,-0.1549016;-0.1727678;0.8694621,-0.1786123;-0.1054276;0.9972537,-0.2232402;0.03366037;1.216384,-0.1658976;0.2165402;1.303066,-0.02908772;0.2481769;1.325701,-0.02740785;-0.1643684;1.357617,0
1564,-10292;-5912;10096,967;-470;-992,-0.02076394;0.4497488;1.261265,-0.1550707;-0.1651418;0.8628581,-0.1799732;-0.09861182;0.990467,-0.2241672;0.03551586;1.212772,-0.1654211;0.2167943;1.303126,-0.0290101;0.2482708;1.325532,-0.02759897;-0.1643373;1.356964,0
1597,-10288;-5680;10140,719;-435;-1023,-0.02006446;0.4506603;1.262706,-0.1562655;-0.1604271;0.8616532,-0.1806333;-0.0947487;0.9885371,-0.2246704;0.03718945;1.212185,-0.1663818;0.2163219;1.302915,-0.02879233;0.2488807;1.326313,-0.0278695;-0.1642189;1.357404,0
1629,-10184;-5432;10248,-564;-176;-1233,-0.01962087;0.4511456;1.263239,-0.1565592;-0.1514178;0.8563291,-0.181113;-0.08924495;0.9848433,-0.2255872;0.03917724;1.210449,-0.167008;0.2164339;1.303106,-0.02884437;0.2493731;1.326907,-0.0283582;-0.1641051;1.357696,0
1666,-10256;-5700;9760,-2119;-127;-1492,-0.01940111;0.4514279;1.263428,-0.1569747;-0.1427905;0.8527201,-0.1828333;-0.07399861;0.9761548,-0.2259171;0.04160958;1.208857,-0.1660503;0.2179064;1.304561,-0.02881234;0.249612;1.326987,-0.02848228;-0.1639628;1.357707,0
1697,-10364;-6800;9884,-1520;-126;-1268,-0.01879608;0.4528811;1.265383,-0.1569727;-0.1349759;0.8472792,-0.1820233;-0.06932379;0.9747514,-0.2265698;0.04512147;1.207754,-0.1655999;0.2184734;1.305167,-0.02875129;0.249933;1.327069,-0.02863725;-0.1638699;1.3577,0
1732,-10164;-6764;9796,-23;-8;-1130,-0.01869201;0.4528897;1.265338,-0.1571552;-0.1256863;0.8420173,-0.1816599;-0.06344564;0.9717239,-0.2269735;0.04701123;1.206496,-0.166776;0.218037;1.304592,-0.02869299;0.2502264;1.327227,-0.02898897;-0.163768;1.3578,0
1766,-10004;-6036;9872,-3807;1453;-1260,-0.01861772;0.4529009;1.265321,-0.1562346;-0.1167938;0.8354362,-0.1808512;-0.05520445;0.9666169,-0.2277165;0.05059398;1.203222,-0.166377;0.2184172;1.304861,-0.02864825;0.2503717;1.327166,-0.02939414;-0.1635581;1.357656,0
