Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,0.02773844;-0.01152808;1.219519,0.1733387;-0.03288477;1.22086,0.1134119;-0.2199967;1.060751,0.009063469;-0.3654811;0.9324025,-0.01238477;-0.4220425;0.9097415,0.04939686;-0.4440841;1.285955,0
34,0.02768004;-0.011532;1.219448,0.173315;-0.03288506;1.22086,0.1135004;-0.2211677;1.062152,0.01037007;-0.3684024;0.9378728,-0.01210758;-0.4252797;0.9148597,0.04928517;-0.4441025;1.285759,0
65,0.0276302;-0.01154094;1.219467,0.1732984;-0.03289647;1.220907,0.1132962;-0.2220796;1.0634,0.01043024;-0.3699437;0.9397187,-0.01249415;-0.4259868;0.9152176,0.04919928;-0.4441076;1.28581,0
98,0.02760754;-0.01144824;1.219868,0.1732671;-0.03284476;1.221142,0.1132215;-0.2225354;1.064295,0.01094007;-0.3703898;0.9411541,-0.01135398;-0.4251479;0.9170882,0.04919791;-0.4441084;1.286223,0
131,0.02760573;-0.01144391;1.219868,0.1732582;-0.03283624;1.221156,0.1136903;-0.2225829;1.064192,0.01115775;-0.3701323;0.9409149,-0.01069696;-0.4221151;0.9127973,0.0492143;-0.4440895;1.286212,0
165,0.02764283;-0.01143549;1.219948,0.1732525;-0.03281873;1.221187,0.1140114;-0.2226454;1.064198,0.01112798;-0.3701085;0.9406817,-0.01010138;-0.4206612;0.9105592,0.04922627;-0.4440685;1.286235,0
197,0.02765739;-0.01142147;1.219965,0.1732458;-0.03280356;1.221201,0.1142955;-0.2226319;1.064101,0.01063911;-0.3701009;0.9394542,-0.01112191;-0.4198215;0.9075119,0.04920665;-0.4440822;1.286213,0
232,0.02770312;-0.01139382;1.220049,0.1732456;-0.03278408;1.221215,0.1146339;-0.2221182;1.06336,0.01054333;-0.368163;0.9376782,-0.01178929;-0.4165575;0.9050136,0.04921778;-0.4440184;1.286282,0
269,0.02778345;-0.01130637;1.220332,0.1732506;-0.0327142;1.221286,0.1148651;-0.2215948;1.062777,0.008821473;-0.3662157;0.9343956,-0.01553214;-0.4123091;0.9018475,0.04922861;-0.4438505;1.286442,0
298,0.02790746;-0.01123954;1.220558,0.1732497;-0.03271055;1.221293,0.1153958;-0.2205367;1.061278,0.006663836;-0.3632196;0.9297826,-0.02013971;-0.4074076;0.8972632,0.04928122;-0.4438076;1.286457,0
331,0.02798131;-0.01115135;1.220767,0.1732478;-0.0327054;1.221301,0.1160023;-0.2198308;1.060204,0.005677883;-0.3601097;0.9261078,-0.02584375;-0.3988014;0.8940829,0.04930595;-0.443654;1.286558,0
365,0.02799901;-0.01112905;1.220766,0.173238;-0.0326874;1.221257,0.1177463;-0.2176369;1.056937,-0.006590708;-0.3423181;0.903635,-0.03324131;-0.3614125;0.8728737,0.04948902;-0.4431777;1.286461,0
