Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,0.02672108;-0.00937696;1.217461,0.1787442;-0.03398019;1.221313,0.1352604;-0.2429583;1.092166,0.02272016;-0.3678159;0.9503174,-0.002005387;-0.4170351;0.9223703,0.04481007;-0.4436912;1.284102,0
35,0.02664558;-0.009383158;1.217469,0.1786935;-0.03395854;1.221336,0.1351815;-0.2429368;1.092173,0.02275289;-0.3677366;0.9503572,-0.001629834;-0.4170292;0.9226665,0.04517709;-0.4437675;1.283874,0
65,0.02654263;-0.009372206;1.217604,0.1786461;-0.0338973;1.221486,0.1350854;-0.2431317;1.092552,0.02229696;-0.368222;0.9502293,-0.002161411;-0.4182481;0.9243889,0.0454476;-0.4438291;1.283961,0
101,0.02647162;-0.009379061;1.217576,0.1786111;-0.03384974;1.221522,0.1350218;-0.2431219;1.092629,0.0223535;-0.3681501;0.9503011,-0.00202696;-0.4178416;0.9226596,0.04573588;-0.4438364;1.283814,0
133,0.02635384;-0.009425513;1.217477,0.1785757;-0.03381336;1.221537,0.1349088;-0.2430252;1.092558,0.02168824;-0.3683887;0.9494112,-0.002464287;-0.4173812;0.9207447,0.04599124;-0.4439606;1.283511,0
164,0.02624964;-0.009442165;1.217492,0.1785412;-0.03379763;1.221565,0.1348009;-0.2429783;1.092547,0.02179851;-0.3681852;0.9495054,-0.002646528;-0.4175094;0.9223698,0.04615664;-0.4440067;1.283463,0
200,0.02616899;-0.009441772;1.217549,0.17851;-0.03377687;1.221592,0.1347165;-0.2429984;1.092494,0.02146809;-0.3684447;0.9491794,-0.002829724;-0.4184041;0.9223132,0.04631446;-0.4440614;1.283483,0
232,0.02608743;-0.009430438;1.217606,0.1784624;-0.03372619;1.221649,0.1346115;-0.2428776;1.092428,0.02163492;-0.3682561;0.949337,-0.002810748;-0.4186967;0.9224927,0.04641347;-0.4440726;1.283511,0
265,0.02601919;-0.009416549;1.217651,0.1783931;-0.03365518;1.221687,0.134374;-0.2427378;1.092039,0.02162918;-0.3681923;0.9493527,-0.002515606;-0.4175401;0.9218038,0.0464297;-0.4440899;1.283507,0
302,0.02596633;-0.009406055;1.217739,0.1783215;-0.03361192;1.221699,0.1339607;-0.2420225;1.091189,0.02093468;-0.3682469;0.9480994,-0.002727544;-0.4171543;0.9196954,0.04645422;-0.4441004;1.283503,0
335,0.02591377;-0.009384001;1.217764,0.1782857;-0.03357608;1.221708,0.1326397;-0.2420975;1.08904,0.02107592;-0.3677689;0.9478086,-0.003126063;-0.415206;0.919796,0.04646614;-0.4441623;1.28339,0
